robot_name,robot_path,test_name,test_type,hand_path,trials_requested,trials_completed,episodes_per_trial,max_steps,base_seed,reward_mean,reward_sample_variance,reward_sample_std,tiz_mean,tiz_sample_variance,tiz_sample_std,zpd_coverage_mean,zpd_coverage_sample_variance,zpd_coverage_sample_std,episode_length_mean,episode_length_sample_variance,episode_length_sample_std,catch_rate,too_close_rate,too_far_rate,avg_distance_mean,avg_distance_sample_variance,avg_distance_sample_std
scripted_only,logs/league_zpd35_55_noid_warm_entropy_10iter_r5m_h1m_gru_noaux\baselines\scripted_only_5m\robot\best_model.zip,scripted_hand,scripted,,20,20,1000,100,2026,-14.74072244028334,1.4379963962038163,1.1991648744871641,0.294522,6.897965894736854e-05,0.008305399385181218,0.5439794464141189,3.6262447473624634e-05,0.006021830907093343,50.98434999999999,1.3603984499999984,1.1663612004863666,0.63005,0.38397133264127803,0.07204922094460313,3.8883335811436175,0.0003578353037884676,0.01891653519512671
