step,t_wall_s,t_task_s,control_dt_s,control_loop_hz_inst,policy_dt_s,policy_loop_hz_inst,policy_deadline_overrun_s,policy_deadline_overrun,servo_dt_s,servo_loop_hz_inst,servo_target_age_s,servo_interpolation_phase,servo_command_sequence,servo_policy_step,servo_commanded_world_x,servo_commanded_world_y,servo_commanded_world_z,servo_target_world_x,servo_target_world_y,servo_target_world_z,servo_segment_start_world_x,servo_segment_start_world_y,servo_segment_start_world_z,servo_segment_end_world_x,servo_segment_end_world_y,servo_segment_end_world_z,servo_segment_start_perf,servo_segment_end_perf,servo_segment_elapsed_s,servo_segment_duration_s,servo_pending_segment_count,servo_command_step_limited,servo_command_step_limited_count,servo_publish_rejected_count,servo_tracking_error_cm,servo_target_error_cm,servo_deadline_overrun_s,servo_deadline_overrun_count,servo_watchdog_stopped,servo_stop_reason,vision_frame_available,vision_frame_id,vision_age_s,camera_dt_s,camera_hz_inst,hand_detected,microrobot_detected,dead_reckoning_used,dead_reckoning_age_s,hand_x_cm,hand_y_cm,robot_x_cm,robot_y_cm,microrobot_x_cm,microrobot_y_cm,distance_cm,in_zpd,virtual_hand_stride_cm,virtual_hand_smoothing_alpha,virtual_hand_delay_frames,virtual_hand_action_x,virtual_hand_action_y,virtual_hand_action_norm,virtual_hand_command_dx_cm,virtual_hand_command_dy_cm,virtual_hand_command_norm_cm,virtual_hand_delayed_dx_cm,virtual_hand_delayed_dy_cm,virtual_hand_delayed_norm_cm,virtual_hand_smoothed_dx_cm,virtual_hand_smoothed_dy_cm,virtual_hand_smoothed_norm_cm,virtual_hand_exec_dx_cm,virtual_hand_exec_dy_cm,virtual_hand_exec_norm_cm,virtual_hand_actual_dx_cm,virtual_hand_actual_dy_cm,virtual_hand_actual_norm_cm,virtual_hand_accel_clipped,virtual_hand_workspace_clipped,virtual_hand_policy_inference_ms,policy_inference_ms,action_x,action_y,action_norm,last_action_x,last_action_y,virtual_target_x_px,virtual_target_y_px,desired_target_x_px,desired_target_y_px,planned_anchor_x_cm,planned_anchor_y_cm,planned_target_x_cm,planned_target_y_cm,planned_delta_dx_cm,planned_delta_dy_cm,planned_delta_norm_cm,actual_robot_move_dx_cm,actual_robot_move_dy_cm,actual_robot_move_norm_cm,actual_to_planned_step_projection,planned_endpoint_actual_lag_cm,planned_endpoint_actual_lag_excess_cm,servo_follower_lag_allowance_cm,servo_lag_warning_cm,servo_lag_hard_limit_cm,servo_publish_accepted,servo_publish_reject_reason,target_clipped,target_step_limited,robot_world_x,robot_world_y,robot_world_z,safety_stop,safety_reason,task_finished,done_reason
0,1787728792.010108,4.0046870708465576e-07,,,,,4.0046870708465576e-07,False,,,0.0004602000117301941,1.0,0,-1,-0.22706360732152406,-0.5227391247760783,0.113,-0.22706360732152406,-0.5227391247760783,0.113,-0.22706360732152406,-0.5227391247760783,0.113,-0.22706360732152406,-0.5227391247760783,0.113,7269997.0249173,7269997.0249173,0.0004602000117301941,0.0,1,False,0,0,0.0033897944955850008,0.0033897944955850008,0.0,0,False,,False,,,,,False,False,False,,9.024581909179688,0.7658329010009766,7.500764846801758,4.99995231628418,,,4.49997615814209,True,0.261000585,0.730207180583,0,-1.0,1.0,1.4142135381698608,-0.2610005736351013,0.2610005736351013,0.3691105544567108,-0.2610005736351013,0.2610005736351013,0.3691105544567108,-0.19058449566364288,0.19058449566364288,0.2695271670818329,-0.19058449566364288,0.19058449566364288,0.2695271670818329,-0.1905841827392578,0.1905844807624817,0.2695269286632538,False,False,2.3576002568006516,1.6157003119587898,0.0,0.0,0.0,0.0,0.0,768.018798828125,523.9757080078125,768.018798828125,523.9757080078125,7.500183582305908,4.999768257141113,7.500183582305908,4.999768257141113,0.0,0.0,0.0,0.0,0.0,0.0,,0.0006097099394537508,0.0,3.0000000000000004,1.5,3.0,True,,False,False,-0.2270469374228231,-0.5227636155262663,0.1129835261326714,False,,False,caught
1,1787728792.0615633,0.05144450068473816,0.051444100216031075,19.43857499306361,0.051444100216031075,19.43857499306361,0.001444500871002674,True,0.008219100534915924,121.66781459258904,0.04820070043206215,0.9640140122324751,1,0,-0.22680615686305153,-0.5223561541608837,0.113,-0.2267965464124442,-0.5223418581281509,0.113,-0.22706360732152406,-0.5227391247760783,0.113,-0.2267965464124442,-0.5223418581281509,0.113,7269997.0304793,7269997.0804793,0.04820070043206215,0.049999999813735485,1,False,0,0,0.04459603557210975,0.046315313768500746,0.0002191005349159239,1,False,,True,2,0.0017042001709342003,0.029494999907910824,33.904051640013435,False,False,False,,8.83399772644043,0.9564173817634583,7.500308990478516,4.999443054199219,,,4.257320880889893,True,0.261000585,0.730207180583,0,-1.0,1.0,1.4142135381698608,-0.2610005736351013,0.2610005736351013,0.3691105544567108,-0.2610005736351013,0.2610005736351013,0.3691105544567108,-0.24200274050235748,0.24200281500816345,0.34224361181259155,-0.24200274050235748,0.24200281500816345,0.34224361181259155,-0.2420024871826172,0.24200278520584106,0.34224340319633484,False,False,2.605699934065342,1.1368002742528915,-0.5,0.5,0.7071067690849304,0.0,0.0,737.2987670898438,555.4157104492188,737.2987670898438,555.4157104492188,7.500183582305908,4.999768257141113,7.200183391571045,5.299768447875977,-0.3000001907348633,0.3000001907348633,0.4242643415927887,-0.0004558563232421875,-0.0005092620849609375,0.0006834858213551342,,0.00034854578552767634,0.0,3.0000000000000004,1.5,3.0,True,,False,False,-0.22704926327111635,-0.5227290103478082,0.11297246498402357,False,,False,caught
2,1787728792.1093879,0.10000320058315992,0.048558699898421764,20.593632080180583,0.048558699898421764,20.593632080180583,3.2009556889533997e-06,False,0.00800899975001812,124.85953692253987,0.044269099831581116,0.8853819999299273,2,1,-0.24107541278431763,-0.5252210564575903,0.113,-0.2472092784384036,-0.5264578924419258,0.113,-0.2267965464124442,-0.5223418581281509,0.113,-0.2472092784384036,-0.5264578924419258,0.113,7269997.0824509,7269997.1324509,0.044269099831581116,0.049999999813735485,1,True,5,0,1.3790938273915923,2.00479089837117,8.999750018119645e-06,1,False,,True,3,0.021093100309371948,0.028348799794912338,35.27486197773588,False,False,False,,8.591995239257812,1.1984201669692993,7.491369247436523,5.004019260406494,,,3.9615604877471924,True,0.261000585,0.730207180583,0,-1.0,1.0,1.4142135381698608,-0.2610005736351013,0.2610005736351013,0.3691105544567108,-0.2610005736351013,0.2610005736351013,0.3691105544567108,-0.25587502121925354,0.2558751106262207,0.3618620038032532,-0.25587502121925354,0.2558751106262207,0.3618620038032532,-0.2558746337890625,0.2558751106262207,0.3618617057800293,False,False,1.6630999743938446,1.3338001444935799,-1.0,1.0,1.4142135381698608,-0.5,0.5,675.8587646484375,618.2957153320312,675.8587646484375,618.2957153320312,7.200183391571045,5.299768447875977,6.600183486938477,5.899768352508545,-0.5999999046325684,0.5999999046325684,0.8485280275344849,-0.008939743041992188,0.004576206207275391,0.010042941197752953,0.022526569664478302,0.4150382876396179,0.0,3.0000000000000004,1.5,3.0,True,,False,False,-0.22752364325529936,-0.5226640732449627,0.11296314952277756,False,,False,caught
3,1787728792.1585283,0.15000290051102638,0.04999969992786646,20.000120029573768,0.04999969992786646,20.000120029573768,2.9010698199272156e-06,False,0.00800430029630661,124.9328439690632,0.04415590036660433,0.8457160027538091,3,2,-0.25615006131865004,-0.5281678627388746,0.113,-0.28728057706436966,-0.5341968189781845,0.113,-0.2472092784384036,-0.5264578924419258,0.113,-0.28728057706436966,-0.5341968189781845,0.113,7269997.1324509,7269997.1824509,0.042285799980163574,0.049999999813735485,1,True,11,0,2.3484901078710227,5.519266749086911,4.300296306609941e-06,1,False,,True,4,0.041706399992108345,0.028920200653374195,34.577906702155865,False,False,False,,8.33612060546875,1.45429527759552,7.412491798400879,5.089774131774902,,,3.7509729862213135,True,0.261000585,0.730207180583,0,-1.0,1.0,1.4142135381698608,-0.2610005736351013,0.2610005736351013,0.3691105544567108,-0.2610005736351013,0.2610005736351013,0.3691105544567108,-0.2596176266670227,0.25961777567863464,0.3671548664569855,-0.2596176266670227,0.25961777567863464,0.3671548664569855,-0.25961780548095703,0.25961780548095703,0.3671550154685974,False,False,1.4498000964522362,0.9095994755625725,-1.0,1.0,1.4142135381698608,-1.0,1.0,614.4188232421875,681.1757202148438,614.4188232421875,681.1757202148438,6.600183486938477,5.899768352508545,6.000183582305908,6.499768257141113,-0.5999999046325684,0.5999999046325684,0.8485280275344849,-0.07887744903564453,0.0857548713684082,0.1165141612291336,0.13719362020492554,1.1471422910690308,0.0,3.0000000000000004,1.5,3.0,True,,False,False,-0.23303811624325638,-0.5239997198640246,0.11307182258439219,False,,False,caught
4,1787728792.2084055,0.20000430010259151,0.05000139959156513,19.99944017904436,0.05000139959156513,19.99944017904436,4.30084764957428e-06,False,0.008124600164592266,123.08298005335566,0.0009535998106002808,0.9689220077131764,4,3,-0.27373297673485375,-0.5316271489925933,0.113,-0.3263731207237152,-0.5420929983063726,0.113,-0.28728057706436966,-0.5341968189781845,0.113,-0.3263731207237152,-0.5420929983063726,0.113,7269997.1824509,7269997.2324509,0.04844610020518303,0.049999999813735485,2,True,18,0,2.926853984930243,8.293717517154182,0.00012460016459226592,1,False,,True,5,0.014278999529778957,0.029380999505519867,34.03560181171263,False,False,False,,8.076502799987793,1.713913083076477,7.234670162200928,5.2667927742004395,,,3.6512515544891357,True,0.261000585,0.730207180583,0,-0.7396700978279114,1.0,1.2438294887542725,-0.19305431842803955,0.2610005736351013,0.3246402144432068,-0.19305431842803955,0.2610005736351013,0.3246402144432068,-0.21101266145706177,0.26062750816345215,0.3353402018547058,-0.21101266145706177,0.26062750816345215,0.3353402018547058,-0.2110128402709961,0.26062750816345215,0.335340291261673,False,False,1.4992998912930489,0.9537003934383392,-1.0,1.0,1.4142135381698608,-1.0,1.0,552.978759765625,744.0557250976562,552.978759765625,744.0557250976562,6.000183582305908,6.499768257141113,5.40018367767334,7.099768161773682,-0.5999999046325684,0.5999999046325684,0.8485280275344849,-0.17782163619995117,0.1770186424255371,0.25091060996055603,0.2957002520561218,1.744759440422058,0.0,3.0000000000000004,1.5,3.0,True,,False,False,-0.24495028346390063,-0.526316609932412,0.11304656039865463,False,,False,caught
5,1787728792.2586293,0.2508918000385165,0.05088749993592501,19.6511913782196,0.05088749993592501,19.6511913782196,0.0008918009698390961,False,0.008172299712896347,122.3645773076511,0.0491559999063611,0.9329700132197515,5,4,-0.2888026981311643,-0.53459918452869,0.113,-0.36522523137862234,-0.5495938107252735,0.113,-0.3263731207237152,-0.5420929983063726,0.113,-0.36522523137862234,-0.5495938107252735,0.113,7269997.2324509,7269997.2824508995,0.046648500487208366,0.049999999813735485,1,True,24,0,3.186354467590876,10.974135074299003,0.00017229971289634688,1,False,,True,6,3.369990736246109e-05,0.0774308005347848,12.914757345828587,False,False,False,,7.865489959716797,1.9745405912399292,7.048272132873535,5.455226421356201,,,3.5753347873687744,True,0.261000585,0.730207180583,0,-1.0,1.0,1.4142135381698608,-0.2610005736351013,0.2610005736351013,0.3691105544567108,-0.2610005736351013,0.2610005736351013,0.3691105544567108,-0.2475142478942871,0.26089993119239807,0.35962769389152527,-0.2475142478942871,0.26089993119239807,0.35962769389152527,-0.2475142478942871,0.2608999013900757,0.3596276640892029,False,False,1.5046996995806694,0.9035002440214157,-1.0,1.0,1.4142135381698608,-1.0,1.0,491.5387878417969,806.9356689453125,491.5387878417969,806.9356689453125,5.40018367767334,7.099768161773682,4.8001837730407715,7.69976806640625,-0.5999999046325684,0.5999999046325684,0.8485280275344849,-0.18639802932739258,0.18843364715576172,0.26504993438720703,0.3123597502708435,2.328242540359497,0.0,3.0000000000000004,1.5,3.0,True,,False,False,-0.2574615326313855,-0.5288540044305817,0.11309864111417979,False,,False,caught
6,1787728792.3103898,0.3000072007998824,0.04911540076136589,20.360212570770646,0.04911540076136589,20.360212570770646,7.201917469501495e-06,False,0.008234399370849133,121.44176581234727,0.04683259967714548,0.8982080068372488,6,5,-0.30387696779709306,-0.5375480785492736,0.113,-0.40287804281575545,-0.5568684990782825,0.113,-0.36522523137862234,-0.5495938107252735,0.113,-0.40287804281575545,-0.5568684990782825,0.113,7269997.2824508995,7269997.332450899,0.04491040017455816,0.049999999813735485,1,True,30,0,3.329208371132634,13.415833274235183,0.00023439937084913237,1,False,,False,,,,,False,False,False,,7.61797571182251,2.235440492630005,6.843842029571533,5.661981582641602,,,3.5129001140594482,True,0.261000585,0.730207180583,0,-0.5555663108825684,1.0,1.143964171409607,-0.14500312507152557,0.2610005736351013,0.2985752820968628,-0.14500312507152557,0.2610005736351013,0.2985752820968628,-0.17265988886356354,0.26097342371940613,0.31291940808296204,-0.17265988886356354,0.26097342371940613,0.31291940808296204,-0.17265987396240234,0.2609734535217285,0.3129194378852844,False,False,2.5011999532580376,0.9200004860758781,-1.0,1.0,1.4142135381698608,-1.0,1.0,430.09881591796875,869.8157348632812,430.09881591796875,869.8157348632812,4.8001837730407715,7.69976806640625,4.200183868408203,8.299768447875977,-0.5999999046325684,0.6000003814697266,0.8485283851623535,-0.20443010330200195,0.2067551612854004,0.2907565236091614,0.34265443682670593,2.8860201835632324,0.0,3.0000000000000004,1.5,3.0,True,,False,False,-0.2711157516675258,-0.5316265544742231,0.1130332893727683,False,,False,caught
7,1787728792.3585818,0.35000200010836124,0.04999479930847883,20.002080493008513,0.04999479930847883,20.002080493008513,2.0014122128486633e-06,False,0.0080035999417305,124.9437762107566,0.04569640010595322,0.8626380222389028,7,6,-0.31894965856719265,-0.5405050235321763,0.113,-0.4402235691175104,-0.5644168909084186,0.113,-0.40287804281575545,-0.5568684990782825,0.113,-0.4402235691175104,-0.5644168909084186,0.113,7269997.332450899,7269997.382450899,0.04313190095126629,0.049999999813735485,1,True,36,0,3.4115102488777493,15.77187009601274,3.599941730499101e-06,1,False,,True,7,0.03275309968739748,0.06513389945030212,15.352988358435548,False,False,False,,7.445315837860107,2.4964139461517334,6.630080699920654,5.879561901092529,,,3.479985475540161,False,0.261000585,0.730207180583,0,0.22439980506896973,1.0,1.0248684883117676,0.058568477630615234,0.2610005736351013,0.26749125123023987,0.058568477630615234,0.2610005736351013,0.26749125123023987,-0.0038152672350406647,0.26099327206611633,0.2610211670398712,-0.003815263509750366,0.26099327206611633,0.2610211670398712,-0.003815174102783203,0.26099324226379395,0.26102113723754883,False,False,1.4917002990841866,0.9264005348086357,-1.0,1.0,1.4142135381698608,-1.0,1.0,368.6588439941406,932.69580078125,368.6588439941406,932.69580078125,4.200183868408203,8.299768447875977,3.6001839637756348,8.899768829345703,-0.5999999046325684,0.6000003814697266,0.8485283851623535,-0.2137613296508789,0.21758031845092773,0.30501654744148254,0.3594512343406677,3.4295480251312256,0.42954802513122514,3.0000000000000004,1.5,3.0,True,,False,False,-0.2853552247304778,-0.5345675344086314,0.11297864775969474,False,,False,caught
8,1787728792.4104025,0.40236780047416687,0.052365800365805626,19.096433034813128,0.052365800365805626,19.096433034813128,0.0023678019642829895,True,0.008006200194358826,124.9031969878296,0.05224299989640713,0.9879100173261389,8,7,-0.3365330098486601,-0.5439622080773555,0.113,-0.47735558897164154,-0.5715830452567265,0.113,-0.4402235691175104,-0.5644168909084186,0.113,-0.47735558897164154,-0.5715830452567265,0.113,7269997.382450899,7269997.432450899,0.04939550068229437,0.049999999813735485,1,True,43,0,3.457882126777212,17.807992058252985,6.200194358825517e-06,1,False,,True,8,0.01261849980801344,0.06659840047359467,15.01537563798527,False,False,False,,7.441500663757324,2.7574071884155273,6.36911678314209,6.140047550201416,,,3.548557996749878,True,0.261000585,0.730207180583,0,-1.0,1.0,1.4142135381698608,-0.2610005736351013,0.2610005736351013,0.3691105544567108,-0.2610005736351013,0.2610005736351013,0.3691105544567108,-0.1916138082742691,0.26099860668182373,0.3237840533256531,-0.1916138082742691,0.26099860668182373,0.3237840533256531,-0.19161367416381836,0.2609987258911133,0.32378408312797546,False,False,1.5307003632187843,0.935000367462635,-1.0,1.0,1.4142135381698608,-1.0,1.0,307.2188415527344,995.5758056640625,307.2188415527344,995.5758056640625,3.6001839637756348,8.899768829345703,3.0001840591430664,9.49976921081543,-0.5999999046325684,0.6000003814697266,0.8485283851623535,-0.26096391677856445,0.2604856491088867,0.368720680475235,0.43454116582870483,3.9093542098999023,0.9093542098999019,3.0000000000000004,1.5,3.0,True,,False,False,-0.30248574224197805,-0.5379231854007281,0.11290697366668412,False,,False,caught
9,1787728792.4576848,0.45000330079346895,0.04763550031930208,20.99274686519449,0.04763550031930208,20.99274686519449,3.302469849586487e-06,False,0.008001700043678284,124.97344246114882,0.0007659001275897026,0.9487060306545572,9,8,-0.35160368834114064,-0.5469293993235977,0.113,-0.5135961934529372,-0.578910615203212,0.113,-0.47735558897164154,-0.5715830452567265,0.113,-0.5135961934529372,-0.578910615203212,0.113,7269997.432450899,7269997.482450899,0.04743530135601759,0.049999999813735485,2,True,49,0,3.4622792491473993,19.973802187035794,1.7000436782835249e-06,1,False,,False,,,,,False,False,False,,7.249886989593506,3.0184059143066406,6.137448310852051,6.368922710418701,,,3.5303659439086914,True,0.261000585,0.730207180583,0,-0.16179417073726654,1.0,1.013004183769226,-0.042228370904922485,0.2610005736351013,0.2643946707248688,-0.042228370904922485,0.2610005736351013,0.2643946707248688,-0.08253145217895508,0.2610000967979431,0.27373799681663513,-0.08253145217895508,0.2610000967979431,0.27373799681663513,-0.08253145217895508,0.2610001564025879,0.2737380564212799,False,False,1.8780995160341263,0.9226994588971138,-1.0,1.0,1.4142135381698608,-1.0,1.0,245.7788543701172,995.5999755859375,245.7788543701172,1058.455810546875,3.0001840591430664,9.49976921081543,2.400184154510498,9.5,-0.5999999046325684,0.0002307891845703125,0.5999999642372131,-0.23166847229003906,0.22887516021728516,0.32565951347351074,0.38378623127937317,4.432225704193115,1.4322257041931148,3.0000000000000004,1.5,3.0,True,,True,False,-0.3175305034186435,-0.5407856589596349,0.1128985924796018,False,,False,caught
