时间,1-1路电阻,1-2路电阻,1-3路电阻,1-4路电阻,1-5路电阻,1-6路电阻,1-7路电阻,1-8路电阻,
2025-07-07 21:40:52 721,3904.603,96.325,215.615,5602.610,-,-,-,-,
2025-07-07 21:40:52 798,3771.249,96.325,215.615,5602.610,-,-,-,-,
2025-07-07 21:40:52 876,3771.249,94.590,215.615,5602.610,-,-,-,-,
2025-07-07 21:40:52 952,3771.249,94.590,211.967,5602.610,-,-,-,-,
2025-07-07 21:40:53 031,3771.249,94.590,211.967,5334.157,-,-,-,-,
2025-07-07 21:40:53 109,3771.249,94.590,211.967,5334.157,-,-,-,-,
2025-07-07 21:40:53 203,3771.249,94.590,211.967,5334.157,-,-,-,-,
2025-07-07 21:40:53 279,3771.249,94.590,211.967,5334.157,-,-,-,-,
2025-07-07 21:40:53 372,3771.249,94.590,211.967,5334.157,-,-,-,-,
2025-07-07 21:40:53 467,3771.249,94.590,211.967,5334.157,-,-,-,-,
2025-07-07 21:40:53 558,3771.249,94.590,211.967,5334.157,-,-,-,-,
2025-07-07 21:40:53 634,3771.249,94.590,211.967,5334.157,-,-,-,-,
2025-07-07 21:40:53 714,3771.249,94.590,211.967,5334.157,-,-,-,-,
2025-07-07 21:40:53 806,3771.249,94.590,211.967,5334.157,-,-,-,-,
2025-07-07 21:40:53 899,3771.249,94.590,211.967,5334.157,-,-,-,-,
2025-07-07 21:40:53 976,3661.968,94.590,211.967,5334.157,-,-,-,-,
2025-07-07 21:40:54 055,3661.968,93.201,211.967,5334.157,-,-,-,-,
2025-07-07 21:40:54 148,3661.968,93.201,209.209,5334.157,-,-,-,-,
2025-07-07 21:40:54 225,3661.968,93.201,209.209,5068.646,-,-,-,-,
2025-07-07 21:40:54 305,3661.968,93.201,209.209,5068.646,-,-,-,-,
2025-07-07 21:40:54 396,3661.968,93.201,209.209,5068.646,-,-,-,-,
2025-07-07 21:40:54 474,3661.968,93.201,209.209,5068.646,-,-,-,-,
2025-07-07 21:40:54 552,3661.968,93.201,209.209,5068.646,-,-,-,-,
2025-07-07 21:40:54 633,3661.968,93.201,209.209,5068.646,-,-,-,-,
2025-07-07 21:40:54 725,3661.968,93.201,209.209,5068.646,-,-,-,-,
2025-07-07 21:40:54 818,3661.968,93.201,209.209,5068.646,-,-,-,-,
2025-07-07 21:40:54 896,3661.968,93.201,209.209,5068.646,-,-,-,-,
2025-07-07 21:40:54 973,3661.968,93.201,209.209,5068.646,-,-,-,-,
2025-07-07 21:40:55 053,3661.968,93.201,209.209,5068.646,-,-,-,-,
2025-07-07 21:40:55 130,3661.968,93.201,209.209,5068.646,-,-,-,-,
2025-07-07 21:40:55 209,3578.326,92.938,209.209,5068.646,-,-,-,-,
2025-07-07 21:40:55 289,3578.326,92.938,206.662,5068.646,-,-,-,-,
2025-07-07 21:40:55 382,3578.326,92.938,206.662,5068.646,-,-,-,-,
2025-07-07 21:40:55 475,3578.326,92.938,206.662,4867.102,-,-,-,-,
2025-07-07 21:40:55 553,3578.326,92.938,206.662,4867.102,-,-,-,-,
2025-07-07 21:40:55 632,3578.326,92.938,206.662,4867.102,-,-,-,-,
2025-07-07 21:40:55 712,3578.326,92.938,206.662,4867.102,-,-,-,-,
2025-07-07 21:40:55 790,3578.326,92.938,206.662,4867.102,-,-,-,-,
2025-07-07 21:40:55 868,3578.326,92.938,206.662,4867.102,-,-,-,-,
2025-07-07 21:40:55 960,3578.326,92.938,206.662,4867.102,-,-,-,-,
2025-07-07 21:40:56 039,3578.326,92.938,206.662,4867.102,-,-,-,-,
2025-07-07 21:40:56 116,3578.326,92.938,206.662,4867.102,-,-,-,-,
2025-07-07 21:40:56 208,3578.326,92.938,206.662,4867.102,-,-,-,-,
2025-07-07 21:40:56 300,3578.326,92.938,206.662,4867.102,-,-,-,-,
2025-07-07 21:40:56 382,3513.732,91.538,206.662,4867.102,-,-,-,-,
2025-07-07 21:40:56 475,3513.732,91.538,204.577,4867.102,-,-,-,-,
2025-07-07 21:40:56 552,3513.732,91.538,204.577,4867.102,-,-,-,-,
2025-07-07 21:40:56 633,3513.732,91.538,204.577,4635.892,-,-,-,-,
2025-07-07 21:40:56 711,3513.732,91.538,204.577,4635.892,-,-,-,-,
2025-07-07 21:40:56 788,3513.732,91.538,204.577,4635.892,-,-,-,-,
2025-07-07 21:40:56 866,3513.732,91.538,204.577,4635.892,-,-,-,-,
2025-07-07 21:40:56 944,3513.732,91.538,204.577,4635.892,-,-,-,-,
2025-07-07 21:40:57 023,3513.732,91.538,204.577,4635.892,-,-,-,-,
2025-07-07 21:40:57 099,3513.732,91.538,204.577,4635.892,-,-,-,-,
2025-07-07 21:40:57 176,3513.732,91.538,204.577,4635.892,-,-,-,-,
2025-07-07 21:40:57 254,3513.732,91.538,204.577,4635.892,-,-,-,-,
2025-07-07 21:40:57 347,3513.732,91.538,204.577,4635.892,-,-,-,-,
2025-07-07 21:40:57 427,3513.732,91.538,204.577,4635.892,-,-,-,-,
2025-07-07 21:40:57 520,3513.732,91.538,204.577,4635.892,-,-,-,-,
2025-07-07 21:40:57 601,3450.022,90.944,204.577,4635.892,-,-,-,-,
2025-07-07 21:40:57 693,3450.022,90.944,202.711,4635.892,-,-,-,-,
2025-07-07 21:40:57 786,3450.022,90.944,202.711,4687.560,-,-,-,-,
2025-07-07 21:40:57 878,3450.022,90.944,202.711,4687.560,-,-,-,-,
2025-07-07 21:40:57 956,3450.022,90.944,202.711,4687.560,-,-,-,-,
2025-07-07 21:40:58 034,3450.022,90.944,202.711,4687.560,-,-,-,-,
2025-07-07 21:40:58 111,3450.022,90.944,202.711,4687.560,-,-,-,-,
2025-07-07 21:40:58 190,3450.022,90.944,202.711,4687.560,-,-,-,-,
2025-07-07 21:40:58 269,3450.022,90.944,202.711,4687.560,-,-,-,-,
2025-07-07 21:40:58 350,3450.022,90.944,202.711,4687.560,-,-,-,-,
2025-07-07 21:40:58 442,3450.022,90.944,202.711,4687.560,-,-,-,-,
2025-07-07 21:40:58 535,3450.022,90.944,202.711,4687.560,-,-,-,-,
2025-07-07 21:40:58 616,3450.022,90.944,202.711,4687.560,-,-,-,-,
2025-07-07 21:40:58 706,3450.022,90.944,202.711,4687.560,-,-,-,-,
2025-07-07 21:40:58 788,5679.866,90.944,202.711,4687.560,-,-,-,-,
2025-07-07 21:40:58 865,5679.866,165.545,202.711,4687.560,-,-,-,-,
2025-07-07 21:40:58 944,5679.866,165.545,316.120,4687.560,-,-,-,-,
2025-07-07 21:40:59 024,5679.866,165.545,316.120,4687.560,-,-,-,-,
2025-07-07 21:40:59 101,5679.866,165.545,316.120,4687.560,-,-,-,-,
2025-07-07 21:40:59 180,5679.866,165.545,316.120,22118.247,-,-,-,-,
2025-07-07 21:40:59 258,5679.866,165.545,316.120,22118.247,-,-,-,-,
2025-07-07 21:40:59 336,5679.866,165.545,316.120,22118.247,-,-,-,-,
2025-07-07 21:40:59 414,5679.866,165.545,316.120,22118.247,-,-,-,-,
2025-07-07 21:40:59 491,5679.866,165.545,316.120,22118.247,-,-,-,-,
2025-07-07 21:40:59 572,5679.866,165.545,316.120,22118.247,-,-,-,-,
2025-07-07 21:40:59 663,5679.866,165.545,316.120,22118.247,-,-,-,-,
2025-07-07 21:40:59 747,5679.866,165.545,316.120,22118.247,-,-,-,-,
2025-07-07 21:40:59 835,5679.866,165.545,316.120,22118.247,-,-,-,-,
2025-07-07 21:40:59 915,5679.866,165.545,316.120,22118.247,-,-,-,-,
2025-07-07 21:40:59 994,5679.866,165.545,316.120,22118.247,-,-,-,-,
2025-07-07 21:41:00 073,5679.866,165.545,316.120,22118.247,-,-,-,-,
2025-07-07 21:41:00 149,6528.645,165.545,316.120,22118.247,-,-,-,-,
2025-07-07 21:41:00 227,6528.645,152.553,316.120,22118.247,-,-,-,-,
2025-07-07 21:41:00 307,6528.645,152.553,257.560,22118.247,-,-,-,-,
2025-07-07 21:41:00 399,6528.645,152.553,257.560,8799.735,-,-,-,-,
2025-07-07 21:41:00 476,6528.645,152.553,257.560,8799.735,-,-,-,-,
2025-07-07 21:41:00 553,6528.645,152.553,257.560,8799.735,-,-,-,-,
2025-07-07 21:41:00 634,6528.645,152.553,257.560,8799.735,-,-,-,-,
2025-07-07 21:41:00 724,6528.645,152.553,257.560,8799.735,-,-,-,-,
2025-07-07 21:41:00 802,6528.645,152.553,257.560,8799.735,-,-,-,-,
2025-07-07 21:41:00 882,6528.645,152.553,257.560,8799.735,-,-,-,-,
2025-07-07 21:41:00 961,6528.645,152.553,257.560,8799.735,-,-,-,-,
2025-07-07 21:41:01 039,6528.645,152.553,257.560,8799.735,-,-,-,-,
2025-07-07 21:41:01 119,6528.645,152.553,257.560,8799.735,-,-,-,-,
2025-07-07 21:41:01 197,6528.645,152.553,257.560,8799.735,-,-,-,-,
2025-07-07 21:41:01 274,6528.645,152.553,257.560,8799.735,-,-,-,-,
2025-07-07 21:41:01 366,4386.746,152.553,257.560,8799.735,-,-,-,-,
2025-07-07 21:41:01 446,4386.746,134.007,257.560,8799.735,-,-,-,-,
2025-07-07 21:41:01 522,4386.746,134.007,257.560,8799.735,-,-,-,-,
2025-07-07 21:41:01 603,4386.746,134.007,212.171,8799.735,-,-,-,-,
2025-07-07 21:41:01 683,4386.746,134.007,212.171,7429.230,-,-,-,-,
2025-07-07 21:41:01 775,4386.746,134.007,212.171,7429.230,-,-,-,-,
2025-07-07 21:41:01 853,4386.746,134.007,212.171,7429.230,-,-,-,-,
2025-07-07 21:41:01 930,4386.746,134.007,212.171,7429.230,-,-,-,-,
2025-07-07 21:41:02 007,4386.746,134.007,212.171,7429.230,-,-,-,-,
2025-07-07 21:41:02 085,4386.746,134.007,212.171,7429.230,-,-,-,-,
2025-07-07 21:41:02 163,4386.746,134.007,212.171,7429.230,-,-,-,-,
2025-07-07 21:41:02 243,4386.746,134.007,212.171,7429.230,-,-,-,-,
2025-07-07 21:41:02 319,4386.746,134.007,212.171,7429.230,-,-,-,-,
2025-07-07 21:41:02 399,4386.746,134.007,212.171,7429.230,-,-,-,-,
2025-07-07 21:41:02 492,4386.746,134.007,212.171,7429.230,-,-,-,-,
2025-07-07 21:41:02 584,4386.746,134.007,212.171,7429.230,-,-,-,-,
2025-07-07 21:41:02 662,2959.208,134.007,212.171,7429.230,-,-,-,-,
2025-07-07 21:41:02 740,2959.208,129.133,212.171,7429.230,-,-,-,-,
2025-07-07 21:41:02 820,2959.208,129.133,197.527,7429.230,-,-,-,-,
2025-07-07 21:41:02 901,2959.208,129.133,197.527,7429.230,-,-,-,-,
2025-07-07 21:41:02 990,2959.208,129.133,197.527,4226.189,-,-,-,-,
2025-07-07 21:41:03 070,2959.208,129.133,197.527,4226.189,-,-,-,-,
2025-07-07 21:41:03 151,2959.208,129.133,197.527,4226.189,-,-,-,-,
2025-07-07 21:41:03 242,2959.208,129.133,197.527,4226.189,-,-,-,-,
2025-07-07 21:41:03 319,2959.208,129.133,197.527,4226.189,-,-,-,-,
2025-07-07 21:41:03 396,2959.208,129.133,197.527,4226.189,-,-,-,-,
2025-07-07 21:41:03 473,2959.208,129.133,197.527,4226.189,-,-,-,-,
2025-07-07 21:41:03 553,2959.208,129.133,197.527,4226.189,-,-,-,-,
2025-07-07 21:41:03 631,2959.208,129.133,197.527,4226.189,-,-,-,-,
2025-07-07 21:41:03 709,2959.208,129.133,197.527,4226.189,-,-,-,-,
2025-07-07 21:41:03 789,2959.208,129.133,197.527,4226.189,-,-,-,-,
2025-07-07 21:41:03 869,2040.991,129.133,197.527,4226.189,-,-,-,-,
2025-07-07 21:41:03 963,2040.991,134.884,197.527,4226.189,-,-,-,-,
2025-07-07 21:41:04 041,2040.991,134.884,197.527,4226.189,-,-,-,-,
2025-07-07 21:41:04 118,2040.991,134.884,198.665,4226.189,-,-,-,-,
2025-07-07 21:41:04 196,2040.991,134.884,198.665,4022.376,-,-,-,-,
2025-07-07 21:41:04 276,2040.991,134.884,198.665,4022.376,-,-,-,-,
2025-07-07 21:41:04 367,2040.991,134.884,198.665,4022.376,-,-,-,-,
2025-07-07 21:41:04 445,2040.991,134.884,198.665,4022.376,-,-,-,-,
2025-07-07 21:41:04 524,2040.991,134.884,198.665,4022.376,-,-,-,-,
2025-07-07 21:41:04 602,2040.991,134.884,198.665,4022.376,-,-,-,-,
2025-07-07 21:41:04 682,2040.991,134.884,198.665,4022.376,-,-,-,-,
2025-07-07 21:41:04 773,2040.991,134.884,198.665,4022.376,-,-,-,-,
2025-07-07 21:41:04 850,2040.991,134.884,198.665,4022.376,-,-,-,-,
2025-07-07 21:41:04 929,2040.991,134.884,198.665,4022.376,-,-,-,-,
2025-07-07 21:41:05 006,2040.991,134.884,198.665,4022.376,-,-,-,-,
2025-07-07 21:41:05 084,2040.991,134.884,198.665,4022.376,-,-,-,-,
2025-07-07 21:41:05 161,1547.852,134.884,198.665,4022.376,-,-,-,-,
2025-07-07 21:41:05 238,1547.852,141.053,198.665,4022.376,-,-,-,-,
2025-07-07 21:41:05 320,1547.852,141.053,205.637,4022.376,-,-,-,-,
2025-07-07 21:41:05 412,1547.852,141.053,205.637,4022.376,-,-,-,-,
2025-07-07 21:41:05 491,1547.852,141.053,205.637,3745.506,-,-,-,-,
2025-07-07 21:41:05 581,1547.852,141.053,205.637,3745.506,-,-,-,-,
2025-07-07 21:41:05 660,1547.852,141.053,205.637,3745.506,-,-,-,-,
2025-07-07 21:41:05 739,1547.852,141.053,205.637,3745.506,-,-,-,-,
2025-07-07 21:41:05 816,1547.852,141.053,205.637,3745.506,-,-,-,-,
2025-07-07 21:41:05 897,1547.852,141.053,205.637,3745.506,-,-,-,-,
2025-07-07 21:41:05 988,1547.852,141.053,205.637,3745.506,-,-,-,-,
2025-07-07 21:41:06 067,1547.852,141.053,205.637,3745.506,-,-,-,-,
2025-07-07 21:41:06 146,1547.852,141.053,205.637,3745.506,-,-,-,-,
2025-07-07 21:41:06 226,1547.852,141.053,205.637,3745.506,-,-,-,-,
2025-07-07 21:41:06 305,1547.852,141.053,205.637,3745.506,-,-,-,-,
2025-07-07 21:41:06 382,1547.852,141.053,205.637,3745.506,-,-,-,-,
2025-07-07 21:41:06 460,1183.620,141.053,205.637,3745.506,-,-,-,-,
2025-07-07 21:41:06 552,1183.620,125.730,205.637,3745.506,-,-,-,-,
2025-07-07 21:41:06 631,1183.620,125.730,184.125,3745.506,-,-,-,-,
2025-07-07 21:41:06 708,1183.620,125.730,184.125,3125.273,-,-,-,-,
2025-07-07 21:41:06 788,1183.620,125.730,184.125,3125.273,-,-,-,-,
2025-07-07 21:41:06 879,1183.620,125.730,184.125,3125.273,-,-,-,-,
2025-07-07 21:41:06 957,1183.620,125.730,184.125,3125.273,-,-,-,-,
2025-07-07 21:41:07 037,1183.620,125.730,184.125,3125.273,-,-,-,-,
2025-07-07 21:41:07 118,1183.620,125.730,184.125,3125.273,-,-,-,-,
2025-07-07 21:41:07 210,1183.620,125.730,184.125,3125.273,-,-,-,-,
2025-07-07 21:41:07 288,1183.620,125.730,184.125,3125.273,-,-,-,-,
2025-07-07 21:41:07 365,1183.620,125.730,184.125,3125.273,-,-,-,-,
2025-07-07 21:41:07 443,1183.620,125.730,184.125,3125.273,-,-,-,-,
2025-07-07 21:41:07 536,1183.620,125.730,184.125,3125.273,-,-,-,-,
2025-07-07 21:41:07 630,905.997,125.730,184.125,3125.273,-,-,-,-,
2025-07-07 21:41:07 723,905.997,115.514,184.125,3125.273,-,-,-,-,
2025-07-07 21:41:07 815,905.997,115.514,184.125,3125.273,-,-,-,-,
2025-07-07 21:41:07 907,905.997,115.514,171.579,3125.273,-,-,-,-,
2025-07-07 21:41:07 985,905.997,115.514,171.579,2944.953,-,-,-,-,
2025-07-07 21:41:08 063,905.997,115.514,171.579,2944.953,-,-,-,-,
2025-07-07 21:41:08 141,905.997,115.514,171.579,2944.953,-,-,-,-,
2025-07-07 21:41:08 219,905.997,115.514,171.579,2944.953,-,-,-,-,
2025-07-07 21:41:08 296,905.997,115.514,171.579,2944.953,-,-,-,-,
2025-07-07 21:41:08 374,905.997,115.514,171.579,2944.953,-,-,-,-,
2025-07-07 21:41:08 465,905.997,115.514,171.579,2944.953,-,-,-,-,
2025-07-07 21:41:08 543,905.997,115.514,171.579,2944.953,-,-,-,-,
2025-07-07 21:41:08 623,905.997,115.514,171.579,2944.953,-,-,-,-,
2025-07-07 21:41:08 699,905.997,115.514,171.579,2944.953,-,-,-,-,
2025-07-07 21:41:08 778,905.997,115.514,171.579,2944.953,-,-,-,-,
2025-07-07 21:41:08 856,905.997,115.514,171.579,2944.953,-,-,-,-,
2025-07-07 21:41:08 935,851.188,115.514,171.579,2944.953,-,-,-,-,
2025-07-07 21:41:09 013,851.188,112.440,171.579,2944.953,-,-,-,-,
2025-07-07 21:41:09 093,851.188,112.440,165.319,2944.953,-,-,-,-,
2025-07-07 21:41:09 171,851.188,112.440,165.319,2944.953,-,-,-,-,
2025-07-07 21:41:09 249,851.188,112.440,165.319,2816.528,-,-,-,-,
2025-07-07 21:41:09 325,851.188,112.440,165.319,2816.528,-,-,-,-,
2025-07-07 21:41:09 404,851.188,112.440,165.319,2816.528,-,-,-,-,
2025-07-07 21:41:09 483,851.188,112.440,165.319,2816.528,-,-,-,-,
2025-07-07 21:41:09 574,851.188,112.440,165.319,2816.528,-,-,-,-,
2025-07-07 21:41:09 666,851.188,112.440,165.319,2816.528,-,-,-,-,
2025-07-07 21:41:09 743,851.188,112.440,165.319,2816.528,-,-,-,-,
2025-07-07 21:41:09 822,851.188,112.440,165.319,2816.528,-,-,-,-,
2025-07-07 21:41:09 901,851.188,112.440,165.319,2816.528,-,-,-,-,
2025-07-07 21:41:09 991,851.188,112.440,165.319,2816.528,-,-,-,-,
2025-07-07 21:41:10 071,851.188,112.440,165.319,2816.528,-,-,-,-,
2025-07-07 21:41:10 164,815.210,112.440,165.319,2816.528,-,-,-,-,
2025-07-07 21:41:10 241,815.210,110.978,165.319,2816.528,-,-,-,-,
2025-07-07 21:41:10 320,815.210,110.978,161.756,2816.528,-,-,-,-,
2025-07-07 21:41:10 401,815.210,110.978,161.756,2816.528,-,-,-,-,
2025-07-07 21:41:10 491,815.210,110.978,161.756,2725.863,-,-,-,-,
2025-07-07 21:41:10 570,815.210,110.978,161.756,2725.863,-,-,-,-,
2025-07-07 21:41:10 648,815.210,110.978,161.756,2725.863,-,-,-,-,
2025-07-07 21:41:10 725,815.210,110.978,161.756,2725.863,-,-,-,-,
2025-07-07 21:41:10 818,815.210,110.978,161.756,2725.863,-,-,-,-,
2025-07-07 21:41:10 898,815.210,110.978,161.756,2725.863,-,-,-,-,
2025-07-07 21:41:10 975,815.210,110.978,161.756,2725.863,-,-,-,-,
2025-07-07 21:41:11 053,815.210,110.978,161.756,2725.863,-,-,-,-,
2025-07-07 21:41:11 132,815.210,110.978,161.756,2725.863,-,-,-,-,
2025-07-07 21:41:11 209,815.210,110.978,161.756,2725.863,-,-,-,-,
2025-07-07 21:41:11 289,815.210,110.978,161.756,2725.863,-,-,-,-,
2025-07-07 21:41:11 381,793.012,110.978,161.756,2725.863,-,-,-,-,
2025-07-07 21:41:11 475,793.012,109.075,161.756,2725.863,-,-,-,-,
2025-07-07 21:41:11 566,793.012,109.075,158.872,2725.863,-,-,-,-,
2025-07-07 21:41:11 646,793.012,109.075,158.872,2725.863,-,-,-,-,
2025-07-07 21:41:11 739,793.012,109.075,158.872,2647.308,-,-,-,-,
2025-07-07 21:41:11 819,793.012,109.075,158.872,2647.308,-,-,-,-,
2025-07-07 21:41:11 911,793.012,109.075,158.872,2647.308,-,-,-,-,
2025-07-07 21:41:11 989,793.012,109.075,158.872,2647.308,-,-,-,-,
2025-07-07 21:41:12 068,793.012,109.075,158.872,2647.308,-,-,-,-,
2025-07-07 21:41:12 145,793.012,109.075,158.872,2647.308,-,-,-,-,
2025-07-07 21:41:12 223,793.012,109.075,158.872,2647.308,-,-,-,-,
2025-07-07 21:41:12 305,793.012,109.075,158.872,2647.308,-,-,-,-,
2025-07-07 21:41:12 395,793.012,109.075,158.872,2647.308,-,-,-,-,
2025-07-07 21:41:12 489,793.012,109.075,158.872,2647.308,-,-,-,-,
2025-07-07 21:41:12 566,793.012,109.075,158.872,2647.308,-,-,-,-,
2025-07-07 21:41:12 643,777.074,109.075,158.872,2647.308,-,-,-,-,
2025-07-07 21:41:12 723,777.074,106.275,158.872,2647.308,-,-,-,-,
2025-07-07 21:41:12 801,777.074,106.275,156.774,2647.308,-,-,-,-,
2025-07-07 21:41:12 893,777.074,106.275,156.774,2647.308,-,-,-,-,
2025-07-07 21:41:12 972,777.074,106.275,156.774,2587.607,-,-,-,-,
2025-07-07 21:41:13 050,777.074,106.275,156.774,2587.607,-,-,-,-,
2025-07-07 21:41:13 128,777.074,106.275,156.774,2587.607,-,-,-,-,
2025-07-07 21:41:13 221,777.074,106.275,156.774,2587.607,-,-,-,-,
2025-07-07 21:41:13 300,777.074,106.275,156.774,2587.607,-,-,-,-,
2025-07-07 21:41:13 392,777.074,106.275,156.774,2587.607,-,-,-,-,
2025-07-07 21:41:13 472,777.074,106.275,156.774,2587.607,-,-,-,-,
2025-07-07 21:41:13 564,777.074,106.275,156.774,2587.607,-,-,-,-,
2025-07-07 21:41:13 643,777.074,106.275,156.774,2587.607,-,-,-,-,
2025-07-07 21:41:13 721,777.074,106.275,156.774,2587.607,-,-,-,-,
2025-07-07 21:41:13 800,777.074,106.275,156.774,2587.607,-,-,-,-,
2025-07-07 21:41:13 892,764.276,106.275,156.774,2587.607,-,-,-,-,
2025-07-07 21:41:13 971,764.276,105.831,156.774,2587.607,-,-,-,-,
2025-07-07 21:41:14 049,764.276,105.831,155.213,2587.607,-,-,-,-,
2025-07-07 21:41:14 129,764.276,105.831,155.213,2587.607,-,-,-,-,
2025-07-07 21:41:14 206,764.276,105.831,155.213,2531.136,-,-,-,-,
2025-07-07 21:41:14 299,764.276,105.831,155.213,2531.136,-,-,-,-,
2025-07-07 21:41:14 380,764.276,105.831,155.213,2531.136,-,-,-,-,
2025-07-07 21:41:14 471,764.276,105.831,155.213,2531.136,-,-,-,-,
2025-07-07 21:41:14 548,764.276,105.831,155.213,2531.136,-,-,-,-,
2025-07-07 21:41:14 626,764.276,105.831,155.213,2531.136,-,-,-,-,
2025-07-07 21:41:14 706,764.276,105.831,155.213,2531.136,-,-,-,-,
2025-07-07 21:41:14 783,764.276,105.831,155.213,2531.136,-,-,-,-,
2025-07-07 21:41:14 876,764.276,105.831,155.213,2531.136,-,-,-,-,
2025-07-07 21:41:14 954,764.276,105.831,155.213,2531.136,-,-,-,-,
2025-07-07 21:41:15 032,764.276,105.831,155.213,2531.136,-,-,-,-,
2025-07-07 21:41:15 112,754.469,105.831,155.213,2531.136,-,-,-,-,
2025-07-07 21:41:15 191,754.469,104.533,155.213,2531.136,-,-,-,-,
2025-07-07 21:41:15 284,754.469,104.533,153.740,2531.136,-,-,-,-,
2025-07-07 21:41:15 363,754.469,104.533,153.740,2531.136,-,-,-,-,
2025-07-07 21:41:15 455,754.469,104.533,153.740,2493.559,-,-,-,-,
2025-07-07 21:41:15 548,754.469,104.533,153.740,2493.559,-,-,-,-,
2025-07-07 21:41:15 639,754.469,104.533,153.740,2493.559,-,-,-,-,
2025-07-07 21:41:15 717,754.469,104.533,153.740,2493.559,-,-,-,-,
2025-07-07 21:41:15 797,754.469,104.533,153.740,2493.559,-,-,-,-,
2025-07-07 21:41:15 887,754.469,104.533,153.740,2493.559,-,-,-,-,
2025-07-07 21:41:15 979,754.469,104.533,153.740,2493.559,-,-,-,-,
2025-07-07 21:41:16 057,754.469,104.533,153.740,2493.559,-,-,-,-,
2025-07-07 21:41:16 134,754.469,104.533,153.740,2493.559,-,-,-,-,
2025-07-07 21:41:16 215,754.469,104.533,153.740,2493.559,-,-,-,-,
2025-07-07 21:41:16 292,754.469,104.533,153.740,2493.559,-,-,-,-,
2025-07-07 21:41:16 371,763.061,104.533,153.740,2493.559,-,-,-,-,
2025-07-07 21:41:16 450,763.061,114.942,153.740,2493.559,-,-,-,-,
2025-07-07 21:41:16 540,763.061,114.942,168.236,2493.559,-,-,-,-,
2025-07-07 21:41:16 618,763.061,114.942,168.236,2493.559,-,-,-,-,
2025-07-07 21:41:16 697,763.061,114.942,168.236,3626.389,-,-,-,-,
2025-07-07 21:41:16 775,763.061,114.942,168.236,3626.389,-,-,-,-,
2025-07-07 21:41:16 853,763.061,114.942,168.236,3626.389,-,-,-,-,
2025-07-07 21:41:16 933,763.061,114.942,168.236,3626.389,-,-,-,-,
2025-07-07 21:41:17 024,763.061,114.942,168.236,3626.389,-,-,-,-,
2025-07-07 21:41:17 103,763.061,114.942,168.236,3626.389,-,-,-,-,
2025-07-07 21:41:17 182,763.061,114.942,168.236,3626.389,-,-,-,-,
2025-07-07 21:41:17 260,763.061,114.942,168.236,3626.389,-,-,-,-,
2025-07-07 21:41:17 339,763.061,114.942,168.236,3626.389,-,-,-,-,
2025-07-07 21:41:17 417,763.061,114.942,168.236,3626.389,-,-,-,-,
2025-07-07 21:41:17 495,763.061,114.942,168.236,3626.389,-,-,-,-,
2025-07-07 21:41:17 574,2940.842,114.942,168.236,3626.389,-,-,-,-,
2025-07-07 21:41:17 651,2940.842,114.942,168.236,3626.389,-,-,-,-,
2025-07-07 21:41:17 728,2940.842,163.834,168.236,3626.389,-,-,-,-,
2025-07-07 21:41:17 807,2940.842,163.834,283.209,3626.389,-,-,-,-,
2025-07-07 21:41:17 885,2940.842,163.834,283.209,4911.122,-,-,-,-,
2025-07-07 21:41:17 962,2940.842,163.834,283.209,4911.122,-,-,-,-,
2025-07-07 21:41:18 040,2940.842,163.834,283.209,4911.122,-,-,-,-,
2025-07-07 21:41:18 121,2940.842,163.834,283.209,4911.122,-,-,-,-,
2025-07-07 21:41:18 197,2940.842,163.834,283.209,4911.122,-,-,-,-,
2025-07-07 21:41:18 276,2940.842,163.834,283.209,4911.122,-,-,-,-,
2025-07-07 21:41:18 356,2940.842,163.834,283.209,4911.122,-,-,-,-,
2025-07-07 21:41:18 448,2940.842,163.834,283.209,4911.122,-,-,-,-,
2025-07-07 21:41:18 526,2940.842,163.834,283.209,4911.122,-,-,-,-,
2025-07-07 21:41:18 605,2940.842,163.834,283.209,4911.122,-,-,-,-,
2025-07-07 21:41:18 697,2940.842,163.834,283.209,4911.122,-,-,-,-,
2025-07-07 21:41:18 790,2940.842,163.834,283.209,4911.122,-,-,-,-,
2025-07-07 21:41:18 869,4441.444,163.834,283.209,4911.122,-,-,-,-,
2025-07-07 21:41:18 947,4441.444,168.905,283.209,4911.122,-,-,-,-,
2025-07-07 21:41:19 026,4441.444,168.905,291.345,4911.122,-,-,-,-,
2025-07-07 21:41:19 102,4441.444,168.905,291.345,4911.122,-,-,-,-,
2025-07-07 21:41:19 181,4441.444,168.905,291.345,5799.750,-,-,-,-,
2025-07-07 21:41:19 262,4441.444,168.905,291.345,5799.750,-,-,-,-,
2025-07-07 21:41:19 341,4441.444,168.905,291.345,5799.750,-,-,-,-,
2025-07-07 21:41:19 419,4441.444,168.905,291.345,5799.750,-,-,-,-,
2025-07-07 21:41:19 496,4441.444,168.905,291.345,5799.750,-,-,-,-,
2025-07-07 21:41:19 574,4441.444,168.905,291.345,5799.750,-,-,-,-,
2025-07-07 21:41:19 655,4441.444,168.905,291.345,5799.750,-,-,-,-,
2025-07-07 21:41:19 746,4441.444,168.905,291.345,5799.750,-,-,-,-,
2025-07-07 21:41:19 823,4441.444,168.905,291.345,5799.750,-,-,-,-,
2025-07-07 21:41:19 902,4441.444,168.905,291.345,5799.750,-,-,-,-,
2025-07-07 21:41:19 982,4441.444,168.905,291.345,5799.750,-,-,-,-,
