时间,1-1路电阻,1-2路电阻,1-3路电阻,1-4路电阻,1-5路电阻,1-6路电阻,1-7路电阻,1-8路电阻,
2025-07-07 21:32:59 133,1652.922,146.262,201.242,1633.932,-,-,-,-,
2025-07-07 21:32:59 226,1652.922,146.262,201.242,1640.901,-,-,-,-,
2025-07-07 21:32:59 306,1652.922,146.262,201.242,1640.901,-,-,-,-,
2025-07-07 21:32:59 382,1652.922,146.262,201.242,1640.901,-,-,-,-,
2025-07-07 21:32:59 461,1652.922,146.262,201.242,1640.901,-,-,-,-,
2025-07-07 21:32:59 542,1652.922,146.262,201.242,1640.901,-,-,-,-,
2025-07-07 21:32:59 637,1652.922,146.262,201.242,1640.901,-,-,-,-,
2025-07-07 21:32:59 728,1652.922,146.262,201.242,1640.901,-,-,-,-,
2025-07-07 21:32:59 807,1652.922,146.262,201.242,1640.901,-,-,-,-,
2025-07-07 21:32:59 902,1652.922,146.262,201.242,1640.901,-,-,-,-,
2025-07-07 21:32:59 995,1652.922,146.262,201.242,1640.901,-,-,-,-,
2025-07-07 21:33:00 072,1652.922,146.262,201.242,1640.901,-,-,-,-,
2025-07-07 21:33:00 154,1652.922,146.262,201.242,1640.901,-,-,-,-,
2025-07-07 21:33:00 244,1654.109,146.262,201.242,1640.901,-,-,-,-,
2025-07-07 21:33:00 324,1654.109,166.303,201.242,1640.901,-,-,-,-,
2025-07-07 21:33:00 403,1654.109,166.303,241.429,1640.901,-,-,-,-,
2025-07-07 21:33:00 482,1654.109,166.303,241.429,2025.983,-,-,-,-,
2025-07-07 21:33:00 560,1654.109,166.303,241.429,2025.983,-,-,-,-,
2025-07-07 21:33:00 638,1654.109,166.303,241.429,2025.983,-,-,-,-,
2025-07-07 21:33:00 719,1654.109,166.303,241.429,2025.983,-,-,-,-,
2025-07-07 21:33:00 811,1654.109,166.303,241.429,2025.983,-,-,-,-,
2025-07-07 21:33:00 890,1654.109,166.303,241.429,2025.983,-,-,-,-,
2025-07-07 21:33:00 967,1654.109,166.303,241.429,2025.983,-,-,-,-,
2025-07-07 21:33:01 046,1654.109,166.303,241.429,2025.983,-,-,-,-,
2025-07-07 21:33:01 124,1654.109,166.303,241.429,2025.983,-,-,-,-,
2025-07-07 21:33:01 204,1654.109,166.303,241.429,2025.983,-,-,-,-,
2025-07-07 21:33:01 281,1654.109,166.303,241.429,2025.983,-,-,-,-,
2025-07-07 21:33:01 360,1654.109,166.303,241.429,2025.983,-,-,-,-,
2025-07-07 21:33:01 436,4055.196,166.303,241.429,2025.983,-,-,-,-,
2025-07-07 21:33:01 516,4055.196,166.303,241.429,2025.983,-,-,-,-,
2025-07-07 21:33:01 593,4055.196,298.540,241.429,2025.983,-,-,-,-,
2025-07-07 21:33:01 673,4055.196,298.540,510.794,2025.983,-,-,-,-,
2025-07-07 21:33:01 751,4055.196,298.540,510.794,3086.018,-,-,-,-,
2025-07-07 21:33:01 832,4055.196,298.540,510.794,3086.018,-,-,-,-,
2025-07-07 21:33:01 910,4055.196,298.540,510.794,3086.018,-,-,-,-,
2025-07-07 21:33:01 987,4055.196,298.540,510.794,3086.018,-,-,-,-,
2025-07-07 21:33:02 066,4055.196,298.540,510.794,3086.018,-,-,-,-,
2025-07-07 21:33:02 144,4055.196,298.540,510.794,3086.018,-,-,-,-,
2025-07-07 21:33:02 220,4055.196,298.540,510.794,3086.018,-,-,-,-,
2025-07-07 21:33:02 297,4055.196,298.540,510.794,3086.018,-,-,-,-,
2025-07-07 21:33:02 375,4055.196,298.540,510.794,3086.018,-,-,-,-,
2025-07-07 21:33:02 453,4055.196,298.540,510.794,3086.018,-,-,-,-,
2025-07-07 21:33:02 533,4055.196,298.540,510.794,3086.018,-,-,-,-,
2025-07-07 21:33:02 611,4055.196,298.540,510.794,3086.018,-,-,-,-,
2025-07-07 21:33:02 703,5257.472,298.540,510.794,3086.018,-,-,-,-,
2025-07-07 21:33:02 783,5257.472,297.161,510.794,3086.018,-,-,-,-,
2025-07-07 21:33:02 862,5257.472,297.161,510.794,3086.018,-,-,-,-,
2025-07-07 21:33:02 940,5257.472,297.161,554.963,3086.018,-,-,-,-,
2025-07-07 21:33:03 017,5257.472,297.161,554.963,3746.015,-,-,-,-,
2025-07-07 21:33:03 096,5257.472,297.161,554.963,3746.015,-,-,-,-,
2025-07-07 21:33:03 176,5257.472,297.161,554.963,3746.015,-,-,-,-,
2025-07-07 21:33:03 254,5257.472,297.161,554.963,3746.015,-,-,-,-,
2025-07-07 21:33:03 347,5257.472,297.161,554.963,3746.015,-,-,-,-,
2025-07-07 21:33:03 426,5257.472,297.161,554.963,3746.015,-,-,-,-,
2025-07-07 21:33:03 506,5257.472,297.161,554.963,3746.015,-,-,-,-,
2025-07-07 21:33:03 583,5257.472,297.161,554.963,3746.015,-,-,-,-,
2025-07-07 21:33:03 661,5257.472,297.161,554.963,3746.015,-,-,-,-,
2025-07-07 21:33:03 742,5257.472,297.161,554.963,3746.015,-,-,-,-,
2025-07-07 21:33:03 819,5257.472,297.161,554.963,3746.015,-,-,-,-,
2025-07-07 21:33:03 897,5257.472,297.161,554.963,3746.015,-,-,-,-,
2025-07-07 21:33:03 976,5235.551,297.161,554.963,3746.015,-,-,-,-,
2025-07-07 21:33:04 055,5235.551,218.263,554.963,3746.015,-,-,-,-,
2025-07-07 21:33:04 133,5235.551,218.263,554.963,3746.015,-,-,-,-,
2025-07-07 21:33:04 225,5235.551,218.263,400.403,3746.015,-,-,-,-,
2025-07-07 21:33:04 305,5235.551,218.263,400.403,3107.805,-,-,-,-,
2025-07-07 21:33:04 383,5235.551,218.263,400.403,3107.805,-,-,-,-,
2025-07-07 21:33:04 460,5235.551,218.263,400.403,3107.805,-,-,-,-,
2025-07-07 21:33:04 537,5235.551,218.263,400.403,3107.805,-,-,-,-,
2025-07-07 21:33:04 615,5235.551,218.263,400.403,3107.805,-,-,-,-,
2025-07-07 21:33:04 693,5235.551,218.263,400.403,3107.805,-,-,-,-,
2025-07-07 21:33:04 775,5235.551,218.263,400.403,3107.805,-,-,-,-,
2025-07-07 21:33:04 866,5235.551,218.263,400.403,3107.805,-,-,-,-,
2025-07-07 21:33:04 945,5235.551,218.263,400.403,3107.805,-,-,-,-,
2025-07-07 21:33:05 023,5235.551,218.263,400.403,3107.805,-,-,-,-,
2025-07-07 21:33:05 101,5235.551,218.263,400.403,3107.805,-,-,-,-,
2025-07-07 21:33:05 181,5235.551,218.263,400.403,3107.805,-,-,-,-,
2025-07-07 21:33:05 260,6357.012,218.263,400.403,3107.805,-,-,-,-,
2025-07-07 21:33:05 338,6357.012,169.080,400.403,3107.805,-,-,-,-,
2025-07-07 21:33:05 415,6357.012,169.080,325.020,3107.805,-,-,-,-,
2025-07-07 21:33:05 492,6357.012,169.080,325.020,3107.805,-,-,-,-,
2025-07-07 21:33:05 569,6357.012,169.080,325.020,4549.437,-,-,-,-,
2025-07-07 21:33:05 647,6357.012,169.080,325.020,4549.437,-,-,-,-,
2025-07-07 21:33:05 726,6357.012,169.080,325.020,4549.437,-,-,-,-,
2025-07-07 21:33:05 818,6357.012,169.080,325.020,4549.437,-,-,-,-,
2025-07-07 21:33:05 896,6357.012,169.080,325.020,4549.437,-,-,-,-,
2025-07-07 21:33:05 973,6357.012,169.080,325.020,4549.437,-,-,-,-,
2025-07-07 21:33:06 051,6357.012,169.080,325.020,4549.437,-,-,-,-,
2025-07-07 21:33:06 145,6357.012,169.080,325.020,4549.437,-,-,-,-,
2025-07-07 21:33:06 221,6357.012,169.080,325.020,4549.437,-,-,-,-,
2025-07-07 21:33:06 299,6357.012,169.080,325.020,4549.437,-,-,-,-,
2025-07-07 21:33:06 383,6357.012,169.080,325.020,4549.437,-,-,-,-,
2025-07-07 21:33:06 474,6767.895,169.080,325.020,4549.437,-,-,-,-,
2025-07-07 21:33:06 553,6767.895,169.080,325.020,4549.437,-,-,-,-,
2025-07-07 21:33:06 630,6767.895,159.446,325.020,4549.437,-,-,-,-,
2025-07-07 21:33:06 711,6767.895,159.446,316.859,4549.437,-,-,-,-,
2025-07-07 21:33:06 788,6767.895,159.446,316.859,6531.081,-,-,-,-,
2025-07-07 21:33:06 868,6767.895,159.446,316.859,6531.081,-,-,-,-,
2025-07-07 21:33:06 946,6767.895,159.446,316.859,6531.081,-,-,-,-,
2025-07-07 21:33:07 024,6767.895,159.446,316.859,6531.081,-,-,-,-,
2025-07-07 21:33:07 103,6767.895,159.446,316.859,6531.081,-,-,-,-,
2025-07-07 21:33:07 180,6767.895,159.446,316.859,6531.081,-,-,-,-,
2025-07-07 21:33:07 259,6767.895,159.446,316.859,6531.081,-,-,-,-,
2025-07-07 21:33:07 338,6767.895,159.446,316.859,6531.081,-,-,-,-,
2025-07-07 21:33:07 416,6767.895,159.446,316.859,6531.081,-,-,-,-,
2025-07-07 21:33:07 495,6767.895,159.446,316.859,6531.081,-,-,-,-,
2025-07-07 21:33:07 572,6767.895,159.446,316.859,6531.081,-,-,-,-,
2025-07-07 21:33:07 651,6767.895,159.446,316.859,6531.081,-,-,-,-,
2025-07-07 21:33:07 730,7674.513,159.446,316.859,6531.081,-,-,-,-,
2025-07-07 21:33:07 807,7674.513,159.446,316.859,6531.081,-,-,-,-,
2025-07-07 21:33:07 884,7674.513,152.267,316.859,6531.081,-,-,-,-,
2025-07-07 21:33:07 963,7674.513,152.267,311.573,6531.081,-,-,-,-,
2025-07-07 21:33:08 043,7674.513,152.267,311.573,7225.829,-,-,-,-,
2025-07-07 21:33:08 121,7674.513,152.267,311.573,7225.829,-,-,-,-,
2025-07-07 21:33:08 200,7674.513,152.267,311.573,7225.829,-,-,-,-,
2025-07-07 21:33:08 280,7674.513,152.267,311.573,7225.829,-,-,-,-,
2025-07-07 21:33:08 371,7674.513,152.267,311.573,7225.829,-,-,-,-,
2025-07-07 21:33:08 449,7674.513,152.267,311.573,7225.829,-,-,-,-,
2025-07-07 21:33:08 527,7674.513,152.267,311.573,7225.829,-,-,-,-,
2025-07-07 21:33:08 604,7674.513,152.267,311.573,7225.829,-,-,-,-,
2025-07-07 21:33:08 683,7674.513,152.267,311.573,7225.829,-,-,-,-,
2025-07-07 21:33:08 761,7674.513,152.267,311.573,7225.829,-,-,-,-,
2025-07-07 21:33:08 839,7674.513,152.267,311.573,7225.829,-,-,-,-,
2025-07-07 21:33:08 916,7674.513,152.267,311.573,7225.829,-,-,-,-,
2025-07-07 21:33:08 995,6614.526,152.267,311.573,7225.829,-,-,-,-,
2025-07-07 21:33:09 072,6614.526,152.267,311.573,7225.829,-,-,-,-,
2025-07-07 21:33:09 164,6614.526,123.180,311.573,7225.829,-,-,-,-,
2025-07-07 21:33:09 242,6614.526,123.180,265.422,7225.829,-,-,-,-,
2025-07-07 21:33:09 321,6614.526,123.180,265.422,5142.048,-,-,-,-,
2025-07-07 21:33:09 399,6614.526,123.180,265.422,5142.048,-,-,-,-,
2025-07-07 21:33:09 476,6614.526,123.180,265.422,5142.048,-,-,-,-,
2025-07-07 21:33:09 554,6614.526,123.180,265.422,5142.048,-,-,-,-,
2025-07-07 21:33:09 632,6614.526,123.180,265.422,5142.048,-,-,-,-,
2025-07-07 21:33:09 710,6614.526,123.180,265.422,5142.048,-,-,-,-,
2025-07-07 21:33:09 801,6614.526,123.180,265.422,5142.048,-,-,-,-,
2025-07-07 21:33:09 879,6614.526,123.180,265.422,5142.048,-,-,-,-,
2025-07-07 21:33:09 957,6614.526,123.180,265.422,5142.048,-,-,-,-,
2025-07-07 21:33:10 052,6614.526,123.180,265.422,5142.048,-,-,-,-,
2025-07-07 21:33:10 143,6614.526,123.180,265.422,5142.048,-,-,-,-,
2025-07-07 21:33:10 221,6614.526,123.180,265.422,5142.048,-,-,-,-,
2025-07-07 21:33:10 300,5848.957,123.180,265.422,5142.048,-,-,-,-,
2025-07-07 21:33:10 378,5848.957,114.563,265.422,5142.048,-,-,-,-,
2025-07-07 21:33:10 455,5848.957,114.563,250.078,5142.048,-,-,-,-,
2025-07-07 21:33:10 536,5848.957,114.563,250.078,5142.048,-,-,-,-,
2025-07-07 21:33:10 628,5848.957,114.563,250.078,5546.394,-,-,-,-,
2025-07-07 21:33:10 706,5848.957,114.563,250.078,5546.394,-,-,-,-,
2025-07-07 21:33:10 785,5848.957,114.563,250.078,5546.394,-,-,-,-,
2025-07-07 21:33:10 864,5848.957,114.563,250.078,5546.394,-,-,-,-,
2025-07-07 21:33:10 942,5848.957,114.563,250.078,5546.394,-,-,-,-,
2025-07-07 21:33:11 021,5848.957,114.563,250.078,5546.394,-,-,-,-,
2025-07-07 21:33:11 098,5848.957,114.563,250.078,5546.394,-,-,-,-,
2025-07-07 21:33:11 175,5848.957,114.563,250.078,5546.394,-,-,-,-,
2025-07-07 21:33:11 255,5848.957,114.563,250.078,5546.394,-,-,-,-,
2025-07-07 21:33:11 332,5848.957,114.563,250.078,5546.394,-,-,-,-,
2025-07-07 21:33:11 411,5848.957,114.563,250.078,5546.394,-,-,-,-,
2025-07-07 21:33:11 493,5848.957,114.563,250.078,5546.394,-,-,-,-,
2025-07-07 21:33:11 584,5543.691,114.563,250.078,5546.394,-,-,-,-,
2025-07-07 21:33:11 664,5543.691,110.661,250.078,5546.394,-,-,-,-,
2025-07-07 21:33:11 742,5543.691,110.661,242.197,5546.394,-,-,-,-,
2025-07-07 21:33:11 821,5543.691,110.661,242.197,5253.012,-,-,-,-,
2025-07-07 21:33:11 899,5543.691,110.661,242.197,5253.012,-,-,-,-,
2025-07-07 21:33:11 978,5543.691,110.661,242.197,5253.012,-,-,-,-,
2025-07-07 21:33:12 070,5543.691,110.661,242.197,5253.012,-,-,-,-,
2025-07-07 21:33:12 147,5543.691,110.661,242.197,5253.012,-,-,-,-,
2025-07-07 21:33:12 227,5543.691,110.661,242.197,5253.012,-,-,-,-,
2025-07-07 21:33:12 304,5543.691,110.661,242.197,5253.012,-,-,-,-,
2025-07-07 21:33:12 383,5543.691,110.661,242.197,5253.012,-,-,-,-,
2025-07-07 21:33:12 463,5543.691,110.661,242.197,5253.012,-,-,-,-,
2025-07-07 21:33:12 543,5543.691,110.661,242.197,5253.012,-,-,-,-,
2025-07-07 21:33:12 634,5543.691,110.661,242.197,5253.012,-,-,-,-,
2025-07-07 21:33:12 712,5543.691,110.661,242.197,5253.012,-,-,-,-,
2025-07-07 21:33:12 790,5221.550,110.661,242.197,5253.012,-,-,-,-,
2025-07-07 21:33:12 869,5221.550,108.573,242.197,5253.012,-,-,-,-,
2025-07-07 21:33:12 946,5221.550,108.573,242.197,5253.012,-,-,-,-,
2025-07-07 21:33:13 025,5221.550,108.573,236.409,5253.012,-,-,-,-,
2025-07-07 21:33:13 106,5221.550,108.573,236.409,4862.905,-,-,-,-,
2025-07-07 21:33:13 197,5221.550,108.573,236.409,4862.905,-,-,-,-,
2025-07-07 21:33:13 276,5221.550,108.573,236.409,4862.905,-,-,-,-,
2025-07-07 21:33:13 355,5221.550,108.573,236.409,4862.905,-,-,-,-,
2025-07-07 21:33:13 434,5221.550,108.573,236.409,4862.905,-,-,-,-,
2025-07-07 21:33:13 527,5221.550,108.573,236.409,4862.905,-,-,-,-,
2025-07-07 21:33:13 619,5221.550,108.573,236.409,4862.905,-,-,-,-,
2025-07-07 21:33:13 697,5221.550,108.573,236.409,4862.905,-,-,-,-,
2025-07-07 21:33:13 777,5221.550,108.573,236.409,4862.905,-,-,-,-,
2025-07-07 21:33:13 855,5221.550,108.573,236.409,4862.905,-,-,-,-,
2025-07-07 21:33:13 933,5221.550,108.573,236.409,4862.905,-,-,-,-,
2025-07-07 21:33:14 012,5221.550,108.573,236.409,4862.905,-,-,-,-,
2025-07-07 21:33:14 091,5082.045,108.573,236.409,4862.905,-,-,-,-,
2025-07-07 21:33:14 183,5082.045,106.399,236.409,4862.905,-,-,-,-,
2025-07-07 21:33:14 275,5082.045,106.399,232.691,4862.905,-,-,-,-,
2025-07-07 21:33:14 352,5082.045,106.399,232.691,4478.825,-,-,-,-,
2025-07-07 21:33:14 432,5082.045,106.399,232.691,4478.825,-,-,-,-,
2025-07-07 21:33:14 508,5082.045,106.399,232.691,4478.825,-,-,-,-,
2025-07-07 21:33:14 588,5082.045,106.399,232.691,4478.825,-,-,-,-,
2025-07-07 21:33:14 664,5082.045,106.399,232.691,4478.825,-,-,-,-,
2025-07-07 21:33:14 742,5082.045,106.399,232.691,4478.825,-,-,-,-,
2025-07-07 21:33:14 821,5082.045,106.399,232.691,4478.825,-,-,-,-,
2025-07-07 21:33:14 900,5082.045,106.399,232.691,4478.825,-,-,-,-,
2025-07-07 21:33:14 979,5082.045,106.399,232.691,4478.825,-,-,-,-,
2025-07-07 21:33:15 071,5082.045,106.399,232.691,4478.825,-,-,-,-,
2025-07-07 21:33:15 148,5082.045,106.399,232.691,4478.825,-,-,-,-,
2025-07-07 21:33:15 227,5082.045,106.399,232.691,4478.825,-,-,-,-,
2025-07-07 21:33:15 304,4921.189,106.399,232.691,4478.825,-,-,-,-,
2025-07-07 21:33:15 384,4921.189,105.181,232.691,4478.825,-,-,-,-,
2025-07-07 21:33:15 478,4921.189,105.181,229.419,4478.825,-,-,-,-,
2025-07-07 21:33:15 555,4921.189,105.181,229.419,4478.825,-,-,-,-,
2025-07-07 21:33:15 634,4921.189,105.181,229.419,4380.508,-,-,-,-,
2025-07-07 21:33:15 715,4921.189,105.181,229.419,4380.508,-,-,-,-,
2025-07-07 21:33:15 807,4921.189,105.181,229.419,4380.508,-,-,-,-,
2025-07-07 21:33:15 901,4921.189,105.181,229.419,4380.508,-,-,-,-,
2025-07-07 21:33:15 979,4921.189,105.181,229.419,4380.508,-,-,-,-,
2025-07-07 21:33:16 072,4921.189,105.181,229.419,4380.508,-,-,-,-,
2025-07-07 21:33:16 150,4921.189,105.181,229.419,4380.508,-,-,-,-,
2025-07-07 21:33:16 227,4921.189,105.181,229.419,4380.508,-,-,-,-,
2025-07-07 21:33:16 308,4921.189,105.181,229.419,4380.508,-,-,-,-,
2025-07-07 21:33:16 400,4921.189,105.181,229.419,4380.508,-,-,-,-,
2025-07-07 21:33:16 477,4921.189,105.181,229.419,4380.508,-,-,-,-,
2025-07-07 21:33:16 555,4790.264,105.181,229.419,4380.508,-,-,-,-,
2025-07-07 21:33:16 634,4790.264,105.181,229.419,4380.508,-,-,-,-,
2025-07-07 21:33:16 713,4790.264,103.118,229.419,4380.508,-,-,-,-,
2025-07-07 21:33:16 791,4790.264,103.118,226.787,4380.508,-,-,-,-,
2025-07-07 21:33:16 869,4790.264,103.118,226.787,4518.306,-,-,-,-,
2025-07-07 21:33:16 947,4790.264,103.118,226.787,4518.306,-,-,-,-,
2025-07-07 21:33:17 025,4790.264,103.118,226.787,4518.306,-,-,-,-,
2025-07-07 21:33:17 115,4790.264,103.118,226.787,4518.306,-,-,-,-,
2025-07-07 21:33:17 194,4790.264,103.118,226.787,4518.306,-,-,-,-,
2025-07-07 21:33:17 286,4790.264,103.118,226.787,4518.306,-,-,-,-,
2025-07-07 21:33:17 363,4790.264,103.118,226.787,4518.306,-,-,-,-,
2025-07-07 21:33:17 440,4790.264,103.118,226.787,4518.306,-,-,-,-,
2025-07-07 21:33:17 532,4790.264,103.118,226.787,4518.306,-,-,-,-,
2025-07-07 21:33:17 612,4790.264,103.118,226.787,4518.306,-,-,-,-,
2025-07-07 21:33:17 693,4790.264,103.118,226.787,4518.306,-,-,-,-,
2025-07-07 21:33:17 787,4790.264,103.118,226.787,4518.306,-,-,-,-,
2025-07-07 21:33:17 867,4652.248,101.925,226.787,4518.306,-,-,-,-,
2025-07-07 21:33:17 959,4652.248,101.925,224.587,4518.306,-,-,-,-,
2025-07-07 21:33:18 054,4652.248,101.925,224.587,4336.859,-,-,-,-,
2025-07-07 21:33:18 145,4652.248,101.925,224.587,4336.859,-,-,-,-,
2025-07-07 21:33:18 222,4652.248,101.925,224.587,4336.859,-,-,-,-,
2025-07-07 21:33:18 300,4652.248,101.925,224.587,4336.859,-,-,-,-,
2025-07-07 21:33:18 379,4652.248,101.925,224.587,4336.859,-,-,-,-,
2025-07-07 21:33:18 471,4652.248,101.925,224.587,4336.859,-,-,-,-,
2025-07-07 21:33:18 565,4652.248,101.925,224.587,4336.859,-,-,-,-,
2025-07-07 21:33:18 643,4652.248,101.925,224.587,4336.859,-,-,-,-,
2025-07-07 21:33:18 721,4652.248,101.925,224.587,4336.859,-,-,-,-,
2025-07-07 21:33:18 800,4652.248,101.925,224.587,4336.859,-,-,-,-,
2025-07-07 21:33:18 892,4652.248,101.925,224.587,4336.859,-,-,-,-,
2025-07-07 21:33:18 970,4652.248,101.925,224.587,4336.859,-,-,-,-,
2025-07-07 21:33:19 049,7379.080,101.925,224.587,4336.859,-,-,-,-,
2025-07-07 21:33:19 128,7379.080,183.890,224.587,4336.859,-,-,-,-,
2025-07-07 21:33:19 222,7379.080,183.890,377.584,4336.859,-,-,-,-,
2025-07-07 21:33:19 299,7379.080,183.890,377.584,4336.859,-,-,-,-,
2025-07-07 21:33:19 377,7379.080,183.890,377.584,4336.859,-,-,-,-,
2025-07-07 21:33:19 454,7379.080,183.890,377.584,12243.359,-,-,-,-,
2025-07-07 21:33:19 532,7379.080,183.890,377.584,12243.359,-,-,-,-,
2025-07-07 21:33:19 612,7379.080,183.890,377.584,12243.359,-,-,-,-,
2025-07-07 21:33:19 689,7379.080,183.890,377.584,12243.359,-,-,-,-,
2025-07-07 21:33:19 769,7379.080,183.890,377.584,12243.359,-,-,-,-,
2025-07-07 21:33:19 860,7379.080,183.890,377.584,12243.359,-,-,-,-,
2025-07-07 21:33:19 940,7379.080,183.890,377.584,12243.359,-,-,-,-,
2025-07-07 21:33:20 032,7379.080,183.890,377.584,12243.359,-,-,-,-,
2025-07-07 21:33:20 125,7379.080,183.890,377.584,12243.359,-,-,-,-,
2025-07-07 21:33:20 217,7379.080,183.890,377.584,12243.359,-,-,-,-,
2025-07-07 21:33:20 294,7379.080,183.890,377.584,12243.359,-,-,-,-,
2025-07-07 21:33:20 372,7379.080,183.890,377.584,12243.359,-,-,-,-,
2025-07-07 21:33:20 452,9498.436,183.890,377.584,12243.359,-,-,-,-,
2025-07-07 21:33:20 529,9498.436,183.890,377.584,12243.359,-,-,-,-,
2025-07-07 21:33:20 608,9498.436,174.778,377.584,12243.359,-,-,-,-,
2025-07-07 21:33:20 687,9498.436,174.778,327.664,12243.359,-,-,-,-,
2025-07-07 21:33:20 765,9498.436,174.778,327.664,6890.207,-,-,-,-,
2025-07-07 21:33:20 843,9498.436,174.778,327.664,6890.207,-,-,-,-,
2025-07-07 21:33:20 922,9498.436,174.778,327.664,6890.207,-,-,-,-,
2025-07-07 21:33:20 999,9498.436,174.778,327.664,6890.207,-,-,-,-,
2025-07-07 21:33:21 078,9498.436,174.778,327.664,6890.207,-,-,-,-,
2025-07-07 21:33:21 155,9498.436,174.778,327.664,6890.207,-,-,-,-,
2025-07-07 21:33:21 233,9498.436,174.778,327.664,6890.207,-,-,-,-,
2025-07-07 21:33:21 311,9498.436,174.778,327.664,6890.207,-,-,-,-,
2025-07-07 21:33:21 390,9498.436,174.778,327.664,6890.207,-,-,-,-,
2025-07-07 21:33:21 467,9498.436,174.778,327.664,6890.207,-,-,-,-,
2025-07-07 21:33:21 545,9498.436,174.778,327.664,6890.207,-,-,-,-,
2025-07-07 21:33:21 623,9498.436,174.778,327.664,6890.207,-,-,-,-,
2025-07-07 21:33:21 703,7610.098,174.778,327.664,6890.207,-,-,-,-,
2025-07-07 21:33:21 780,7610.098,174.778,327.664,6890.207,-,-,-,-,
2025-07-07 21:33:21 857,7610.098,166.055,327.664,6890.207,-,-,-,-,
2025-07-07 21:33:21 937,7610.098,166.055,280.015,6890.207,-,-,-,-,
2025-07-07 21:33:22 029,7610.098,166.055,280.015,4947.711,-,-,-,-,
2025-07-07 21:33:22 108,7610.098,166.055,280.015,4947.711,-,-,-,-,
2025-07-07 21:33:22 198,7610.098,166.055,280.015,4947.711,-,-,-,-,
2025-07-07 21:33:22 276,7610.098,166.055,280.015,4947.711,-,-,-,-,
2025-07-07 21:33:22 355,7610.098,166.055,280.015,4947.711,-,-,-,-,
2025-07-07 21:33:22 435,7610.098,166.055,280.015,4947.711,-,-,-,-,
2025-07-07 21:33:22 512,7610.098,166.055,280.015,4947.711,-,-,-,-,
2025-07-07 21:33:22 590,7610.098,166.055,280.015,4947.711,-,-,-,-,
2025-07-07 21:33:22 671,7610.098,166.055,280.015,4947.711,-,-,-,-,
2025-07-07 21:33:22 763,7610.098,166.055,280.015,4947.711,-,-,-,-,
2025-07-07 21:33:22 842,7610.098,166.055,280.015,4947.711,-,-,-,-,
2025-07-07 21:33:22 919,7610.098,166.055,280.015,4947.711,-,-,-,-,
2025-07-07 21:33:22 998,4866.184,166.055,280.015,4947.711,-,-,-,-,
2025-07-07 21:33:23 076,4866.184,160.274,280.015,4947.711,-,-,-,-,
2025-07-07 21:33:23 156,4866.184,160.274,267.748,4947.711,-,-,-,-,
2025-07-07 21:33:23 234,4866.184,160.274,267.748,4947.711,-,-,-,-,
2025-07-07 21:33:23 312,4866.184,160.274,267.748,3986.247,-,-,-,-,
2025-07-07 21:33:23 392,4866.184,160.274,267.748,3986.247,-,-,-,-,
2025-07-07 21:33:23 470,4866.184,160.274,267.748,3986.247,-,-,-,-,
2025-07-07 21:33:23 548,4866.184,160.274,267.748,3986.247,-,-,-,-,
2025-07-07 21:33:23 626,4866.184,160.274,267.748,3986.247,-,-,-,-,
2025-07-07 21:33:23 704,4866.184,160.274,267.748,3986.247,-,-,-,-,
2025-07-07 21:33:23 783,4866.184,160.274,267.748,3986.247,-,-,-,-,
2025-07-07 21:33:23 862,4866.184,160.274,267.748,3986.247,-,-,-,-,
2025-07-07 21:33:23 940,4866.184,160.274,267.748,3986.247,-,-,-,-,
2025-07-07 21:33:24 021,4866.184,160.274,267.748,3986.247,-,-,-,-,
2025-07-07 21:33:24 113,4866.184,160.274,267.748,3986.247,-,-,-,-,
2025-07-07 21:33:24 208,4866.184,160.274,267.748,3986.247,-,-,-,-,
2025-07-07 21:33:24 285,3804.312,160.274,267.748,3986.247,-,-,-,-,
2025-07-07 21:33:24 365,3804.312,174.950,267.748,3986.247,-,-,-,-,
2025-07-07 21:33:24 446,3804.312,174.950,282.535,3986.247,-,-,-,-,
2025-07-07 21:33:24 523,3804.312,174.950,282.535,3986.247,-,-,-,-,
2025-07-07 21:33:24 600,3804.312,174.950,282.535,4373.512,-,-,-,-,
2025-07-07 21:33:24 679,3804.312,174.950,282.535,4373.512,-,-,-,-,
2025-07-07 21:33:24 757,3804.312,174.950,282.535,4373.512,-,-,-,-,
2025-07-07 21:33:24 837,3804.312,174.950,282.535,4373.512,-,-,-,-,
2025-07-07 21:33:24 929,3804.312,174.950,282.535,4373.512,-,-,-,-,
2025-07-07 21:33:25 007,3804.312,174.950,282.535,4373.512,-,-,-,-,
2025-07-07 21:33:25 085,3804.312,174.950,282.535,4373.512,-,-,-,-,
2025-07-07 21:33:25 165,3804.312,174.950,282.535,4373.512,-,-,-,-,
2025-07-07 21:33:25 258,3804.312,174.950,282.535,4373.512,-,-,-,-,
2025-07-07 21:33:25 348,3804.312,174.950,282.535,4373.512,-,-,-,-,
2025-07-07 21:33:25 426,3804.312,174.950,282.535,4373.512,-,-,-,-,
2025-07-07 21:33:25 503,3263.220,174.950,282.535,4373.512,-,-,-,-,
2025-07-07 21:33:25 583,3263.220,187.897,282.535,4373.512,-,-,-,-,
2025-07-07 21:33:25 674,3263.220,187.897,282.535,4373.512,-,-,-,-,
2025-07-07 21:33:25 754,3263.220,187.897,295.800,4373.512,-,-,-,-,
2025-07-07 21:33:25 831,3263.220,187.897,295.800,4019.354,-,-,-,-,
