epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
26,47.5821,0.84118,1.81225,0.84037,0.00333,1,0.01115,0.00694,0.67984,3.96965,0.76216,0.0002525,0.0002525,0.0002525
27,49.333,0.8492,1.71175,0.84714,0.00333,1,0.01065,0.00645,0.66961,3.87166,0.76835,0.000252304,0.000252304,0.000252304
28,51.0354,0.79665,1.73158,0.85626,0.00333,1,0.01065,0.00645,0.66961,3.87166,0.76835,0.000251316,0.000251316,0.000251316
29,52.7726,0.70995,1.65586,0.80735,0.00333,1,0.01032,0.00819,0.65616,3.80377,0.76878,0.000249536,0.000249536,0.000249536
30,54.5174,0.79118,1.38671,0.83844,0.00333,1,0.01032,0.00819,0.65616,3.80377,0.76878,0.000246964,0.000246964,0.000246964
31,56.2653,0.65518,1.54108,0.82328,0.00333,1,0.01019,0.00809,0.66166,3.77235,0.77155,0.0002436,0.0002436,0.0002436
32,57.9661,0.7685,1.41168,0.86587,0.00333,1,0.01019,0.00809,0.66166,3.77235,0.77155,0.000239444,0.000239444,0.000239444
33,59.7379,0.74726,1.38309,0.7871,0.00333,1,0.00977,0.00841,0.66242,3.73446,0.7705,0.000234496,0.000234496,0.000234496
34,61.464,0.69721,1.42052,0.85144,0.00333,1,0.00977,0.00841,0.66242,3.73446,0.7705,0.000228756,0.000228756,0.000228756
35,63.2542,0.7985,1.57996,0.81583,0.00333,1,0.00939,0.00795,0.64942,3.73344,0.76665,0.000222224,0.000222224,0.000222224
36,64.9702,0.73041,1.24691,0.81862,0.00333,1,0.00939,0.00795,0.64942,3.73344,0.76665,0.0002149,0.0002149,0.0002149
37,66.7229,0.63539,1.38372,0.72887,0.00333,1,0.00915,0.00787,0.61223,3.73663,0.76143,0.000206784,0.000206784,0.000206784
38,68.4152,0.66952,1.32333,0.79266,0.00333,1,0.00915,0.00787,0.61223,3.73663,0.76143,0.000197876,0.000197876,0.000197876
39,70.1653,0.66088,1.29171,0.82033,0.00333,1,0.00867,0.00786,0.55977,3.72965,0.75706,0.000188176,0.000188176,0.000188176
40,71.9113,0.56069,1.37287,0.89213,0.00333,1,0.00867,0.00786,0.55977,3.72965,0.75706,0.000177684,0.000177684,0.000177684
41,73.6182,0.64015,1.71974,0.85111,0.00333,1,0.00861,0.00781,0.52739,3.74634,0.75231,0.0001664,0.0001664,0.0001664
42,75.3383,0.56146,1.95549,0.8587,0.00333,1,0.00861,0.00781,0.52739,3.74634,0.75231,0.000154324,0.000154324,0.000154324
43,77.113,0.65798,1.90118,0.80835,0.00333,1,0.00829,0.00764,0.53168,3.74739,0.75258,0.000141456,0.000141456,0.000141456
44,78.811,0.68772,1.62188,0.81098,0.00333,1,0.00829,0.00764,0.53168,3.74739,0.75258,0.000127796,0.000127796,0.000127796
45,80.628,0.61667,1.88155,0.72673,0.00333,1,0.0081,0.0072,0.55023,3.74602,0.7561,0.000113344,0.000113344,0.000113344
46,82.2932,0.61232,1.82201,0.81979,0.00333,1,0.0081,0.0072,0.55023,3.74602,0.7561,9.81e-05,9.81e-05,9.81e-05
47,84.0072,0.54791,1.69919,0.79525,0.00333,1,0.0078,0.00672,0.57615,3.71016,0.76011,8.2064e-05,8.2064e-05,8.2064e-05
48,85.6843,0.54055,1.88181,0.75111,0.00333,1,0.0078,0.00672,0.57615,3.71016,0.76011,6.5236e-05,6.5236e-05,6.5236e-05
49,87.4443,0.58931,1.91575,0.76382,0.00333,1,0.00756,0.00637,0.58353,3.6636,0.76181,4.7616e-05,4.7616e-05,4.7616e-05
50,89.1782,0.58383,1.78427,0.83627,0.00333,1,0.00756,0.00637,0.58353,3.6636,0.76181,2.9204e-05,2.9204e-05,2.9204e-05
