epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,2.11254,1.95242,6.02693,1.08567,0.00067,0.2,0.00044,4e-05,1.22394,4.67671,0.93651,0,0,0
2,4.16936,1.99151,5.16639,1.13524,0.00067,0.2,0.00045,4e-05,1.10582,4.63601,0.91095,1.9604e-05,1.9604e-05,1.9604e-05
3,6.21006,1.73603,5.06609,1.12395,0.00133,0.4,0.00101,0.00018,0.98371,4.49497,0.87027,3.8416e-05,3.8416e-05,3.8416e-05
4,8.26026,1.41285,4.86213,1.05537,0.002,0.6,0.00178,0.00067,0.90432,4.5112,0.84439,5.6436e-05,5.6436e-05,5.6436e-05
5,10.2877,1.20937,4.76088,0.98335,0.00267,0.8,0.00341,0.00199,0.96399,4.50142,0.81696,7.3664e-05,7.3664e-05,7.3664e-05
6,12.2884,1.11053,4.3168,0.94062,0.00267,0.8,0.00545,0.00319,1.19015,4.52832,0.85136,9.01e-05,9.01e-05,9.01e-05
7,14.2163,1.07084,4.41874,0.91956,0.00333,1,0.0103,0.00456,1.35896,4.48317,0.85874,0.000105744,0.000105744,0.000105744
8,16.14,1.22745,4.24037,0.88023,0.00333,1,0.01061,0.00551,1.35672,4.51175,0.84821,0.000120596,0.000120596,0.000120596
9,18.1253,1.11386,3.58829,0.88553,0.00333,1,0.01118,0.00759,1.18544,4.49716,0.82654,0.000134656,0.000134656,0.000134656
10,20.0452,1.06063,3.31605,0.8983,0.00333,1,0.01123,0.00883,0.91502,4.37614,0.79554,0.000147924,0.000147924,0.000147924
11,21.7379,1.17969,2.62976,0.84132,0.00333,1,0.01149,0.00926,0.76077,4.28357,0.77434,0.0001604,0.0001604,0.0001604
12,23.4227,1.08027,2.61557,0.83207,0.00333,1,0.01149,0.00903,0.78133,4.09099,0.75942,0.000172084,0.000172084,0.000172084
13,25.1459,1.05403,2.30416,0.87279,0.00333,1,0.0116,0.00834,0.7758,3.92882,0.75042,0.000182976,0.000182976,0.000182976
14,26.8842,1.1513,2.5782,0.83627,0.00333,1,0.01128,0.00797,0.79135,3.91283,0.7528,0.000193076,0.000193076,0.000193076
15,28.6414,1.04737,2.55438,0.8495,0.00333,1,0.0116,0.00795,0.78754,3.90783,0.75675,0.000202384,0.000202384,0.000202384
16,30.3782,1.0815,2.70496,0.82837,0.00333,1,0.01133,0.00777,0.74734,3.96024,0.75779,0.0002109,0.0002109,0.0002109
17,32.1179,0.97107,1.91948,0.89034,0.00333,1,0.01106,0.00729,0.69149,4.00211,0.75064,0.000218624,0.000218624,0.000218624
18,33.7929,0.89641,2.28985,0.88639,0.00333,1,0.01106,0.00729,0.69149,4.00211,0.75064,0.000225556,0.000225556,0.000225556
19,35.5196,0.78091,2.1456,0.84868,0.00333,1,0.01098,0.00687,0.67288,4.04899,0.75822,0.000231696,0.000231696,0.000231696
20,37.1926,0.85852,2.05419,0.82915,0.00333,1,0.01098,0.00687,0.67288,4.04899,0.75822,0.000237044,0.000237044,0.000237044
21,38.9439,0.89158,2.22184,0.79315,0.00333,1,0.01103,0.00683,0.73275,4.08482,0.76898,0.0002416,0.0002416,0.0002416
22,40.6392,0.7828,2.13378,0.82584,0.00333,1,0.01103,0.00683,0.73275,4.08482,0.76898,0.000245364,0.000245364,0.000245364
23,42.375,0.75486,1.86512,0.83154,0.00333,1,0.01091,0.00675,0.71947,4.05792,0.76833,0.000248336,0.000248336,0.000248336
24,44.1533,0.81808,1.97851,0.82423,0.00333,1,0.01091,0.00675,0.71947,4.05792,0.76833,0.000250516,0.000250516,0.000250516
25,45.8829,0.85707,2.22223,0.84504,0.00333,1,0.01115,0.00694,0.67984,3.96965,0.76216,0.000251904,0.000251904,0.000251904
