robot_name,robot_path,test_name,test_type,hand_path,trials,episodes_per_trial,episodes,max_steps,reward_mean,reward_std,tiz_mean,tiz_std,zpd_coverage_mean,zpd_coverage_std,episode_length_mean,episode_length_std,catch_rate,too_close_rate,too_far_rate,avg_distance_mean,avg_distance_std
cv_mpc,"ConstantVelocityMPCController(constant-hand-velocity, deterministic-action-grid)",scripted_hand,scripted,,3,100,300,100,-42.269802067300965,0.8069200906603684,0.11959999999999998,0.0017521415467935313,0.5543903313284076,0.027051204694173565,20.873333333333335,0.43500957843860427,0.9933333333333333,0.35379134147871727,0.09181832719287493,3.973168050286112,0.07590325909814963
cv_mpc,"ConstantVelocityMPCController(constant-hand-velocity, deterministic-action-grid)",agent_H1,learned,C:\Users\admin\Desktop\research\RL\logs\league_zpd35_55_noid_warm_entropy_10iter_r5m_h1m_gru_noaux\iteration_1\hand\hand\best_model.zip,3,100,300,100,-40.67062831633395,2.5822921478517453,0.17906666666666668,0.017917124025170286,0.5287886192742901,0.025852468037491992,32.160000000000004,2.4883930557691234,0.9366666666666666,0.399962905908911,0.07124847481679879,3.8399528607955453,0.016039942400041418
