step,t_wall_s,t_task_s,control_dt_s,control_loop_hz_inst,vision_frame_available,vision_frame_id,vision_age_s,camera_dt_s,camera_hz_inst,hand_detected,microrobot_detected,dead_reckoning_used,dead_reckoning_age_s,hand_x_cm,hand_y_cm,robot_x_cm,robot_y_cm,microrobot_x_cm,microrobot_y_cm,distance_cm,in_zpd,virtual_hand_stride_cm,virtual_hand_smoothing_alpha,virtual_hand_delay_frames,virtual_hand_action_x,virtual_hand_action_y,virtual_hand_action_norm,virtual_hand_command_dx_cm,virtual_hand_command_dy_cm,virtual_hand_command_norm_cm,virtual_hand_delayed_dx_cm,virtual_hand_delayed_dy_cm,virtual_hand_delayed_norm_cm,virtual_hand_smoothed_dx_cm,virtual_hand_smoothed_dy_cm,virtual_hand_smoothed_norm_cm,virtual_hand_exec_dx_cm,virtual_hand_exec_dy_cm,virtual_hand_exec_norm_cm,virtual_hand_actual_dx_cm,virtual_hand_actual_dy_cm,virtual_hand_actual_norm_cm,virtual_hand_accel_clipped,virtual_hand_workspace_clipped,virtual_hand_policy_inference_ms,policy_inference_ms,action_x,action_y,action_norm,last_action_x,last_action_y,virtual_target_x_px,virtual_target_y_px,desired_target_x_px,desired_target_y_px,target_clipped,target_step_limited,robot_world_x,robot_world_y,robot_world_z,safety_stop,safety_reason,task_finished,done_reason
0,1787624692.5646675,2.0023435354232788e-07,,,False,,,,,False,False,False,,3.2786102294921875,6.560333251953125,7.4992876052856445,4.999776840209961,,,4.499939441680908,True,0.188728447,0.606274056977,0,1.0,-1.0,1.4142135381698608,0.1887284517288208,-0.1887284517288208,0.2669023275375366,0.1887284517288208,-0.1887284517288208,0.2669023275375366,0.11442116647958755,-0.11442116647958755,0.16181597113609314,0.11442116647958755,-0.11442116647958755,0.16181597113609314,0.11442112922668457,-0.11442136764526367,0.1618160754442215,False,False,2.53869965672493,1.0291999205946922,0.0,0.0,0.0,0.0,0.0,767.9270629882812,523.9766235351562,767.9270629882812,523.9766235351562,False,False,-0.22709790746189423,-0.5227136555749159,0.11296986705273387,False,,False,caught
1,1787624692.6204388,0.05892160069197416,0.05892140045762062,16.971762249935875,False,,,,,False,False,False,,3.393031358718872,6.445911884307861,7.4978532791137695,4.997733116149902,,,4.352790832519531,True,0.188728447,0.606274056977,0,1.0,-0.9063752889633179,1.3496356010437012,0.1887284517288208,-0.1710588037967682,0.25471463799476624,0.1887284517288208,-0.1710588037967682,0.25471463799476624,0.15947173535823822,-0.14875918626785278,0.21808376908302307,0.15947173535823822,-0.14875918626785278,0.21808376908302307,0.15947175025939941,-0.1487593650817871,0.21808390319347382,False,False,1.5813997015357018,0.9655999019742012,0.5,-0.5,0.7071067690849304,0.0,0.0,798.5001831054688,492.3224182128906,798.5001831054688,492.3224182128906,False,False,-0.22709224903824865,-0.5225862891088785,0.11297271924316596,False,,False,caught
2,1787624692.6812396,0.11971990019083023,0.06079829949885607,16.447828446563957,False,,,,,False,False,False,,3.5525031089782715,6.297152519226074,7.494376182556152,4.993058204650879,,,4.1519904136657715,True,0.188728447,0.606274056977,0,0.5765151977539062,-1.0,1.1542832851409912,0.10880482196807861,-0.1887284517288208,0.21784608066082,0.10880482196807861,-0.1887284517288208,0.21784608066082,0.12875370681285858,-0.1729915887117386,0.21564695239067078,0.12875370681285858,-0.1729915887117386,0.21564695239067078,0.128753662109375,-0.17299175262451172,0.21564705669879913,False,False,1.5078000724315643,1.2141996994614601,1.0,-0.5,1.1180340051651,0.5,-0.5,828.8641967773438,491.83245849609375,828.8641967773438,491.83245849609375,False,False,-0.22708681577009157,-0.5222892618357837,0.11299718561055389,False,,False,caught
3,1787624692.7426167,0.1811003005132079,0.06138040032237768,16.29184551987072,False,,,,,False,False,False,,3.6812567710876465,6.1241607666015625,7.568444728851318,4.912744998931885,,,4.071579456329346,True,0.188728447,0.606274056977,0,1.0,0.37949004769325256,1.0695853233337402,0.1887284517288208,0.07162056863307953,0.201861172914505,0.1887284517288208,0.07162056863307953,0.201861172914505,0.16511482000350952,-0.02468964457511902,0.1669505387544632,0.16511482000350952,-0.02468964457511902,0.1669505387544632,0.1651148796081543,-0.024689674377441406,0.16695059835910797,False,False,1.7228005453944206,0.9749000892043114,1.0,-1.0,1.4142135381698608,1.0,-0.5,836.4486694335938,451.9756774902344,836.4486694335938,451.9756774902344,False,False,-0.2219028623222412,-0.5210409109493197,0.1129901675273311,False,,False,caught
4,1787624692.8039083,0.2423621006309986,0.0612618001177907,16.32338583060336,False,,,,,False,False,False,,3.846371650695801,6.099471092224121,7.779379844665527,4.7937846183776855,,,4.144076347351074,True,0.188728447,0.606274056977,0,1.0,-1.0,1.4142135381698608,0.1887284517288208,-0.1887284517288208,0.2669023275375366,0.1887284517288208,-0.1887284517288208,0.2669023275375366,0.17943117022514343,-0.1241421326994896,0.21818986535072327,0.17943117022514343,-0.1241421326994896,0.21818986535072327,0.17943096160888672,-0.12414216995239258,0.21818971633911133,False,False,1.5941997990012169,0.9938003495335579,1.0,-0.5,1.1180340051651,1.0,-1.0,858.048583984375,470.9485778808594,858.048583984375,470.9485778808594,False,False,-0.21034088764175854,-0.5221111714195937,0.11309415740636843,False,,False,caught
5,1787624692.8649554,0.30343460012227297,0.06107249949127436,16.373981879403406,False,,,,,False,False,False,,4.0258026123046875,5.9753289222717285,7.978806495666504,4.610095500946045,,,4.182116985321045,True,0.188728447,0.606274056977,0,1.0,0.3588032126426697,1.0624216794967651,0.1887284517288208,0.06771637499332428,0.2005091905593872,0.1887284517288208,0.06771637499332428,0.2005091905593872,0.1850677877664566,-0.007823310792446136,0.18523305654525757,0.1850677877664566,-0.007823310792446136,0.18523305654525757,0.18506765365600586,-0.007823467254638672,0.18523293733596802,False,False,1.7093000933527946,0.9411005303263664,0.5,-1.0,1.1180340051651,1.0,-0.5,847.7498168945312,420.25799560546875,847.7498168945312,420.25799560546875,False,False,-0.1972430686454474,-0.5201125611901065,0.11290902124958552,False,,False,caught
6,1787624692.9262857,0.3648104006424546,0.061375800520181656,16.29306651032892,False,,,,,False,False,False,,4.210870265960693,5.96750545501709,8.13443374633789,4.510179042816162,,,4.185469150543213,True,0.188728447,0.606274056977,0,1.0,-1.0,1.4142135381698608,0.1887284517288208,-0.1887284517288208,0.2669023275375366,0.1887284517288208,-0.1887284517288208,0.2669023275375366,0.1872870922088623,-0.11750146746635437,0.22109511494636536,0.1872870922088623,-0.11750146746635437,0.22109511494636536,0.1872868537902832,-0.11750125885009766,0.22109480202198029,False,False,1.420699991285801,0.9637996554374695,0.5,-1.0,1.1180340051651,0.5,-1.0,863.6860961914062,409.7867736816406,863.6860961914062,409.7867736816406,False,False,-0.18827919132161366,-0.520388754597054,0.11301668220470387,False,,False,caught
7,1787624692.9870763,0.4255606001242995,0.0607501994818449,16.460851298090773,False,,,,,False,False,False,,4.398157119750977,5.850004196166992,8.235664367675781,4.347556114196777,,,4.1211419105529785,True,0.188728447,0.606274056977,0,1.0,-0.023874223232269287,1.0002849102020264,0.1887284517288208,-0.004505745135247707,0.1887822300195694,0.1887284517288208,-0.004505745135247707,0.1887822300195694,0.18816086649894714,-0.0489950105547905,0.19443513453006744,0.18816086649894714,-0.0489950105547905,0.19443513453006744,0.18816089630126953,-0.048995018005371094,0.19443516433238983,False,False,1.593499444425106,1.1136000975966454,1.0,0.0,1.0,0.5,-1.0,904.7720947265625,455.6238708496094,904.7720947265625,455.6238708496094,False,False,-0.17949583203587058,-0.5164202768105141,0.11279829160972235,False,,False,caught
8,1787624693.0483887,0.48686010017991066,0.061299500055611134,16.313346749855974,False,,,,,False,False,False,,4.586318016052246,5.801009178161621,8.313050270080566,4.129833698272705,,,4.084281921386719,True,0.188728447,0.606274056977,0,1.0,-1.0,1.4142135381698608,0.1887284517288208,-0.1887284517288208,0.2669023275375366,0.1887284517288208,-0.1887284517288208,0.2669023275375366,0.18850499391555786,-0.1337117701768875,0.23111246526241302,0.18850499391555786,-0.1337117701768875,0.23111246526241302,0.1885051727294922,-0.1337118148803711,0.23111262917518616,False,False,1.468399539589882,1.0668998584151268,1.0,-0.5,1.1180340051651,1.0,0.0,912.6963500976562,401.3665771484375,912.6963500976562,401.3665771484375,False,False,-0.16993412978579342,-0.509392496768417,0.11284077629046674,False,,False,caught
9,1787624693.1091657,0.5476489001885056,0.06078880000859499,16.450398755339947,False,,,,,False,False,False,,4.774823188781738,5.66729736328125,8.485204696655273,4.143004417419434,,,4.011283874511719,True,0.188728447,0.606274056977,0,1.0,-0.3801937699317932,1.0698351860046387,0.1887284517288208,-0.07175338268280029,0.20190833508968353,0.1887284517288208,-0.07175338268280029,0.20190833508968353,0.1886405348777771,-0.09614802896976471,0.2117302417755127,0.1886405348777771,-0.09614802896976471,0.2117302417755127,0.18864059448242188,-0.09614801406860352,0.21173028647899628,False,False,1.6112998127937317,1.0418007150292397,1.0,-0.5,1.1180340051651,1.0,-0.5,930.3250122070312,402.74688720703125,930.3250122070312,402.74688720703125,False,False,-0.16367027988783805,-0.5149647353813612,0.11287788776494932,False,,False,caught
