robot_name,robot_path,test_name,test_type,hand_path,trials_requested,trials_completed,episodes_per_trial,max_steps,base_seed,reward_mean,reward_sample_variance,reward_sample_std,tiz_mean,tiz_sample_variance,tiz_sample_std,zpd_coverage_mean,zpd_coverage_sample_variance,zpd_coverage_sample_std,episode_length_mean,episode_length_sample_variance,episode_length_sample_std,catch_rate,too_close_rate,too_far_rate,avg_distance_mean,avg_distance_sample_variance,avg_distance_sample_std
scripted_only,logs/league_zpd35_55_noid_warm_entropy_10iter_r5m_h1m_gru_noaux\baselines\scripted_only_5m\robot\best_model.zip,mouse_hand,mouse,,1,1,20,100,2026,-51.91493110580204,,,0.11000000000000001,,,0.3701873790283966,,,31.0,,,0.9,0.4874571137214482,0.14235550725015514,3.696068751811981,,
single_h1,logs/league_zpd35_55_noid_warm_entropy_10iter_r5m_h1m_gru_noaux\baselines\single_hand_h1_5m\robot\best_model.zip,mouse_hand,mouse,,1,0,20,100,2026,,,,,,,,,,,,,,,,,,
