robot_name,robot_path,test_name,test_type,hand_path,base_seed,max_steps,trial_index,trial_seed,episode_index,episode_seed,completed,reward,tiz,zpd_coverage,episode_length,caught,too_close_rate,too_far_rate,avg_distance,done_reason
scripted_only,logs/league_zpd35_55_noid_warm_entropy_10iter_r5m_h1m_gru_noaux\baselines\scripted_only_5m\robot\best_model.zip,mouse_hand,mouse,,2026,100,0,479243620,0,1848137023,True,-91.53597688119658,0.05,0.21739130434782608,23,False,0.6956521739130435,0.08695652173913043,3.0558693408966064,Robot Out
scripted_only,logs/league_zpd35_55_noid_warm_entropy_10iter_r5m_h1m_gru_noaux\baselines\scripted_only_5m\robot\best_model.zip,mouse_hand,mouse,,2026,100,0,479243620,1,2684447528,True,-63.128621723213456,0.04,0.1111111111111111,36,True,0.5,0.3888888888888889,4.613512992858887,Robot Caught
scripted_only,logs/league_zpd35_55_noid_warm_entropy_10iter_r5m_h1m_gru_noaux\baselines\scripted_only_5m\robot\best_model.zip,mouse_hand,mouse,,2026,100,0,479243620,2,2514023370,True,-45.32345662016744,0.03,0.21428571428571427,14,True,0.5,0.2857142857142857,3.9390194416046143,Robot Caught
scripted_only,logs/league_zpd35_55_noid_warm_entropy_10iter_r5m_h1m_gru_noaux\baselines\scripted_only_5m\robot\best_model.zip,mouse_hand,mouse,,2026,100,0,479243620,3,6406368,True,-41.22646677634443,0.14,0.5185185185185185,27,True,0.37037037037037035,0.1111111111111111,3.8352222442626953,Robot Caught
scripted_only,logs/league_zpd35_55_noid_warm_entropy_10iter_r5m_h1m_gru_noaux\baselines\scripted_only_5m\robot\best_model.zip,mouse_hand,mouse,,2026,100,0,479243620,4,868743797,True,-58.58219657255111,0.06,0.20689655172413793,29,True,0.7931034482758621,0.0,2.5522003173828125,Robot Caught
scripted_only,logs/league_zpd35_55_noid_warm_entropy_10iter_r5m_h1m_gru_noaux\baselines\scripted_only_5m\robot\best_model.zip,mouse_hand,mouse,,2026,100,0,479243620,5,2227073871,True,-37.848139483764655,0.17,0.5666666666666667,30,True,0.3333333333333333,0.1,3.7883121967315674,Robot Caught
scripted_only,logs/league_zpd35_55_noid_warm_entropy_10iter_r5m_h1m_gru_noaux\baselines\scripted_only_5m\robot\best_model.zip,mouse_hand,mouse,,2026,100,0,479243620,6,2998736361,True,-80.34590269763316,0.09,0.34615384615384615,26,False,0.5384615384615384,0.11538461538461539,3.8128371238708496,Robot Out
scripted_only,logs/league_zpd35_55_noid_warm_entropy_10iter_r5m_h1m_gru_noaux\baselines\scripted_only_5m\robot\best_model.zip,mouse_hand,mouse,,2026,100,0,479243620,7,1984330305,True,-57.32331532529963,0.15,0.36585365853658536,41,True,0.6097560975609756,0.024390243902439025,3.186577081680298,Robot Caught
scripted_only,logs/league_zpd35_55_noid_warm_entropy_10iter_r5m_h1m_gru_noaux\baselines\scripted_only_5m\robot\best_model.zip,mouse_hand,mouse,,2026,100,0,479243620,8,1394295600,True,-34.055774837695836,0.17,0.5862068965517241,29,True,0.3103448275862069,0.10344827586206896,3.837007522583008,Robot Caught
scripted_only,logs/league_zpd35_55_noid_warm_entropy_10iter_r5m_h1m_gru_noaux\baselines\scripted_only_5m\robot\best_model.zip,mouse_hand,mouse,,2026,100,0,479243620,9,2208970448,True,-54.43946696350523,0.15,0.3191489361702128,47,True,0.5957446808510638,0.0851063829787234,3.447901725769043,Robot Caught
