controller,n_completed,policy_freq_target_hz,servo_mode,servo_freq_target_hz,trial_indices,internal_seeds,hand_strides_cm,virtual_hand_smoothing_alphas,virtual_hand_delay_counts,catch_rate,safety_stop_count,done_reason_counts,hand_stride_cm_mean,hand_stride_cm_std,virtual_hand_smoothing_alpha_mean,virtual_hand_smoothing_alpha_std,virtual_hand_delay_frames_mean,virtual_hand_delay_frames_std,tiz_fixed_horizon_fraction_mean,tiz_fixed_horizon_fraction_std,zpd_time_s_mean,zpd_time_s_std,zpd_observed_occupancy_fraction_mean,zpd_observed_occupancy_fraction_std,zpd_occupancy_fraction_mean,zpd_occupancy_fraction_std,duration_s_mean,duration_s_std,distance_cm_mean_mean,distance_cm_mean_std,too_close_fraction_mean,too_close_fraction_std,too_far_fraction_mean,too_far_fraction_std,min_boundary_clearance_cm_mean,min_boundary_clearance_cm_std,boundary_occupancy_fraction_mean,boundary_occupancy_fraction_std,target_clipped_fraction_mean,target_clipped_fraction_std,target_step_limited_fraction_mean,target_step_limited_fraction_std,control_loop_rate_hz_mean_mean,control_loop_rate_hz_mean_std,policy_loop_rate_hz_mean_mean,policy_loop_rate_hz_mean_std,servo_loop_rate_hz_mean_mean,servo_loop_rate_hz_mean_std,servo_target_age_s_mean_mean,servo_target_age_s_mean_std,servo_tracking_error_cm_mean_mean,servo_tracking_error_cm_mean_std,servo_target_error_cm_mean_mean,servo_target_error_cm_mean_std,servo_deadline_overrun_count_mean,servo_deadline_overrun_count_std,servo_watchdog_stop_count_mean,servo_watchdog_stop_count_std,policy_deadline_overrun_count_mean,policy_deadline_overrun_count_std,camera_update_rate_hz_mean_mean,camera_update_rate_hz_mean_std,policy_inference_latency_ms_mean_mean,policy_inference_latency_ms_mean_std,microrobot_detection_fraction_mean,microrobot_detection_fraction_std,microrobot_tcp_error_cm_mean_mean,microrobot_tcp_error_cm_mean_std,virtual_hand_actual_move_cm_mean_mean,virtual_hand_actual_move_cm_mean_std,virtual_hand_actual_to_stride_ratio_mean_mean,virtual_hand_actual_to_stride_ratio_mean_std,virtual_hand_accel_clipped_fraction_mean,virtual_hand_accel_clipped_fraction_std,virtual_hand_workspace_clipped_fraction_mean,virtual_hand_workspace_clipped_fraction_std,virtual_hand_policy_latency_ms_mean_mean,virtual_hand_policy_latency_ms_mean_std,virtual_hand_policy_latency_ms_p95_mean,virtual_hand_policy_latency_ms_p95_std
league,50,20.0,interpolated,125.0,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50]","[0.202364325, 0.152322427, 0.117129833, 0.288611221, 0.261000585, 0.20763287, 0.225019093, 0.165394455, 0.274049841, 0.291200342, 0.125714041, 0.150164892, 0.272959517, 0.266196664, 0.238548674, 0.213383368, 0.269014959, 0.179861154, 0.184075759, 0.156015193, 0.256223518, 0.173269383, 0.238786616, 0.166053767, 0.132144247, 0.198319784, 0.239547243, 0.270366787, 0.110009394, 0.147159761, 0.280634362, 0.132048566, 0.188728447, 0.100805649, 0.167589912, 0.136126618, 0.240830606, 0.197152209, 0.200342391, 0.245979699, 0.290830221, 0.25479121, 0.230459853, 0.124513102, 0.214626131, 0.281120855, 0.248360399, 0.177539974, 0.172570838, 0.257484538]","[0.803824171214, 0.558178210011, 0.837225530542, 0.554899431908, 0.730207180583, 0.896048271913, 0.524416225548, 0.740052880468, 0.588468752896, 0.701817807453, 0.674260143601, 0.616798830561, 0.714377141605, 0.712787611121, 0.735872641092, 0.514324183862, 0.539960663659, 0.847199311316, 0.568147435688, 0.763338975182, 0.842670580689, 0.622844029726, 0.506315965624, 0.820383631853, 0.849251312144, 0.614437823268, 0.813873630423, 0.604336423305, 0.592505472174, 0.877352725444, 0.544216290717, 0.749402418931, 0.606274056977, 0.573024576435, 0.749784576228, 0.557147769637, 0.645223387783, 0.646465605002, 0.873102628795, 0.791399612609, 0.522519636193, 0.872063118677, 0.899481648954, 0.778827950064, 0.52748160743, 0.50690327018, 0.716826784545, 0.583479544105, 0.779026738007, 0.718815816679]","{""0"": 13, ""1"": 13, ""2"": 12, ""3"": 12}",1.0,0,"{""caught"": 50}",0.20630150586000004,0.055561933506694985,0.6881528806564199,0.12344739326256113,1.46,1.1286618408630673,0.018726963033278782,0.0287994619444674,1.123617781996727,1.727967716668044,0.28220067279222916,0.14388421780344707,0.28220067279222916,0.14388421780344707,3.9005379559472204,4.886527519477679,2.9451943928802136,0.36522450693582564,0.7177993272077708,0.14388421780344707,0.0,0.0,1.3677397394180297,0.7919507280613243,0.0,0.0,0.0,0.0,0.0,0.0,20.32454899754365,0.07261712127134493,20.32454899754365,0.07261712127134493,123.89355779594592,0.1398327025431319,0.03981511273783233,0.0007585390984882396,1.4951163431255128,0.11464719643837173,1.9534755705875861,0.2407790631539733,479.02,604.8573280922855,0.0,0.0,71.68,90.79814796277171,17.48262898852812,1.1982283390265118,1.9199411575178145,0.040630961226871064,,,,,0.23137057507165268,0.053707758246732754,1.1392280268000357,0.1092334405103577,0.01512165944800377,0.025016557214575793,0.015774805933976305,0.03959118630157327,1.4213987660527183,0.05036219365596154,2.073511159978807,0.12660324093772532
cv_mpc,50,20.0,interpolated,125.0,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50]","[0.202364325, 0.152322427, 0.117129833, 0.288611221, 0.261000585, 0.20763287, 0.225019093, 0.165394455, 0.274049841, 0.291200342, 0.125714041, 0.150164892, 0.272959517, 0.266196664, 0.238548674, 0.213383368, 0.269014959, 0.179861154, 0.184075759, 0.156015193, 0.256223518, 0.173269383, 0.238786616, 0.166053767, 0.132144247, 0.198319784, 0.239547243, 0.270366787, 0.110009394, 0.147159761, 0.280634362, 0.132048566, 0.188728447, 0.100805649, 0.167589912, 0.136126618, 0.240830606, 0.197152209, 0.200342391, 0.245979699, 0.290830221, 0.25479121, 0.230459853, 0.124513102, 0.214626131, 0.281120855, 0.248360399, 0.177539974, 0.172570838, 0.257484538]","[0.803824171214, 0.558178210011, 0.837225530542, 0.554899431908, 0.730207180583, 0.896048271913, 0.524416225548, 0.740052880468, 0.588468752896, 0.701817807453, 0.674260143601, 0.616798830561, 0.714377141605, 0.712787611121, 0.735872641092, 0.514324183862, 0.539960663659, 0.847199311316, 0.568147435688, 0.763338975182, 0.842670580689, 0.622844029726, 0.506315965624, 0.820383631853, 0.849251312144, 0.614437823268, 0.813873630423, 0.604336423305, 0.592505472174, 0.877352725444, 0.544216290717, 0.749402418931, 0.606274056977, 0.573024576435, 0.749784576228, 0.557147769637, 0.645223387783, 0.646465605002, 0.873102628795, 0.791399612609, 0.522519636193, 0.872063118677, 0.899481648954, 0.778827950064, 0.52748160743, 0.50690327018, 0.716826784545, 0.583479544105, 0.779026738007, 0.718815816679]","{""0"": 13, ""1"": 13, ""2"": 12, ""3"": 12}",0.92,0,"{""caught"": 46, ""timeout"": 4}",0.20630150586000004,0.055561933506694985,0.6881528806564199,0.12344739326256113,1.46,1.1286618408630673,0.0740049521662295,0.18743058216319816,4.440297129973769,11.245834929791888,0.31299998820742375,0.14113469637956427,0.31299998820742375,0.14113469637956427,8.418279225993901,16.123971967823437,2.945898507303014,0.30601204512983077,0.6870000117925761,0.14113469637956425,0.0,0.0,1.5315255784988397,0.8639435676706811,0.0009293862411645322,0.00481586318384775,4.618937644341801e-05,0.0003266082130191906,0.0,0.0,20.30608858082953,0.0986164367808393,20.30608858082953,0.0986164367808393,123.81748304375897,0.24495838768996434,0.03996506196486666,0.0006653277884766524,1.5657886184373064,0.13482583582371488,2.7171689229979834,0.2886740028177618,1036.08,1989.4814198680017,0.0,0.0,156.16,301.65417150053383,17.52557716300204,1.2681082068333231,1.096925275107556,0.11673701150083744,,,,,0.24003691385897588,0.06142428225247356,1.1699127190958682,0.07293635265567988,0.009624135156690467,0.019400037520278763,0.004774229807857394,0.012777417816427921,1.8622709520166205,0.13121732497880367,2.536431617103517,0.19787466883370106
