pair_id,trial_index,internal_seed,hand_stride_cm,virtual_hand_smoothing_alpha,virtual_hand_delay_frames,league_order_in_pair,mpc_order_in_pair,league_done_reason,mpc_done_reason,league_tiz_fixed_horizon_fraction,mpc_tiz_fixed_horizon_fraction,delta_tiz_fixed_horizon_fraction,league_zpd_observed_occupancy_fraction,mpc_zpd_observed_occupancy_fraction,delta_zpd_observed_occupancy_fraction,league_zpd_occupancy_fraction,mpc_zpd_occupancy_fraction,delta_zpd_occupancy_fraction,league_duration_s,mpc_duration_s,delta_duration_s,league_distance_cm_mean,mpc_distance_cm_mean,delta_distance_cm_mean,league_too_close_fraction,mpc_too_close_fraction,delta_too_close_fraction,league_too_far_fraction,mpc_too_far_fraction,delta_too_far_fraction,league_min_boundary_clearance_cm,mpc_min_boundary_clearance_cm,delta_min_boundary_clearance_cm,league_policy_inference_latency_ms_mean,mpc_policy_inference_latency_ms_mean,delta_policy_inference_latency_ms_mean
trial001,1,1,0.202364325,0.803824171214,3,1,2,caught,caught,0.010126683333267768,0.012712081661447883,-0.002585398328180114,0.15789473684210525,0.20833333333333334,-0.05043859649122809,0.15789473684210525,0.20833333333333334,-0.05043859649122809,3.7503203991800547,3.5630638003349304,0.18725659884512424,2.5369159014601457,2.561821950806512,-0.0249060493463662,0.8421052631578947,0.7916666666666666,0.05043859649122806,0.0,0.0,0.0,1.3222480535507202,1.1230566024780266,0.19919145107269354,1.9107573355237644,1.0580197763694843,0.8527375591542801
trial002,2,2,0.152322427,0.558178210011,0,2,1,caught,caught,0.02670988499497374,0.028344524993250766,-0.0016346399982770272,0.47058823529411764,0.41975308641975306,0.05083514887436458,0.47058823529411764,0.41975308641975306,0.05083514887436458,3.3651060992851853,4.0034227995201945,-0.6383167002350092,3.2518080630723167,3.0179866802545243,0.2338213828177924,0.5294117647058824,0.5802469135802469,-0.05083514887436458,0.0,0.0,0.0,1.1489405155181884,0.9374647855758667,0.21147572994232178,1.8482478057493026,1.058695011306554,0.7895527944427485
trial003,3,3,0.117129833,0.837225530542,1,1,2,caught,timeout,0.050212143330524366,0.6068603433513393,-0.5566482000208149,0.33519553072625696,0.6075,-0.2723044692737431,0.33519553072625696,0.6075,-0.2723044692737431,8.907178299501538,59.95623969938606,-51.04906139988452,3.2100496764955575,3.5899734952052436,-0.37992381870968606,0.664804469273743,0.3925,0.272304469273743,0.0,0.0,0.0,0.6491563439369201,0.8867771148681634,-0.23762077093124323,1.9136028406157921,1.7230996644745271,0.190503176141265
trial004,4,4,0.288611221,0.554899431908,2,2,1,caught,caught,0.005844891676679254,0.006067653326317668,-0.00022276164963841438,0.08139534883720931,0.09859154929577464,-0.017196200458565333,0.08139534883720931,0.09859154929577464,-0.017196200458565333,4.252124099992216,3.502782699652016,0.7493414003401995,2.5108290675074554,2.4831726248835175,0.02765644262393785,0.9186046511627907,0.9014084507042254,0.01719620045856529,0.0,0.0,0.0,0.6415467977523803,1.0595956563949585,-0.4180488586425781,1.9161411725422914,1.0786042548716068,0.8375369176706846
trial005,5,5,0.261000585,0.730207180583,0,1,2,caught,caught,0.0035120616666972637,0.003343420010060072,0.00016864165663719186,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,1.1497517004609108,1.1569749005138874,-0.007223200052976608,2.7061749398708344,2.7241644908984504,-0.017989551027616013,0.8333333333333334,0.8333333333333334,0.0,0.0,0.0,0.0,1.8313991546630852,1.9192745208740227,-0.0878753662109375,1.9459956447067468,1.0577608304827109,0.8882348142240359
trial006,6,6,0.20763287,0.896048271913,1,2,1,caught,caught,0.005043511666978399,0.006831809987003604,-0.001788298320025205,0.1875,0.12121212121212122,0.06628787878787878,0.1875,0.12121212121212122,0.06628787878787878,1.558860699646175,3.2563052996993065,-1.6974446000531316,2.648049622774124,2.5669888998522903,0.08106072292183386,0.8125,0.8787878787878788,-0.06628787878787878,0.0,0.0,0.0,1.7144271850585937,0.46970958709716726,1.2447175979614264,1.8366838715249492,1.1008430558901567,0.7358408156347924
trial007,7,7,0.225019093,0.524416225548,0,1,2,caught,caught,0.003467030000562469,0.005043711668501298,-0.0015766816679388287,0.19047619047619047,0.25,-0.059523809523809534,0.19047619047619047,0.25,-0.059523809523809534,1.0046814000234008,1.1617244994267821,-0.15704309940338135,2.6713469596136186,2.72735703488191,-0.05601007526829127,0.8095238095238095,0.75,0.059523809523809534,0.0,0.0,0.0,2.211323928833007,2.029964637756347,0.18135929107666016,1.9817349035292864,1.0713652667144071,0.9103696368148793
trial008,8,8,0.165394455,0.740052880468,0,2,1,caught,caught,0.023401348339393734,0.023390101672460636,1.1246666933098504e-05,0.6222222222222222,0.3010752688172043,0.3211469534050179,0.6222222222222222,0.3010752688172043,0.3211469534050179,2.21466420032084,4.602370800450444,-2.3877066001296043,3.4472153239780003,2.5351947379368607,0.9120205860411397,0.37777777777777777,0.6989247311827957,-0.321146953405018,0.0,0.0,0.0,0.7908570289611816,0.9517337799072259,-0.16087675094604426,1.864568182182583,1.074010921318246,0.790557260864337
trial009,9,9,0.274049841,0.588468752896,3,1,2,caught,caught,0.006065066670998931,0.0060664650052785875,-1.3983342796565837e-06,0.3684210526315789,0.3888888888888889,-0.020467836257309968,0.3684210526315789,0.3888888888888889,-0.020467836257309968,0.9002505000680685,0.8543347995728254,0.04591570049524307,3.0331200988669145,3.112167066997952,-0.07904696813103751,0.631578947368421,0.6111111111111112,0.020467836257309857,0.0,0.0,0.0,3.7687384605407708,3.4278499603271477,0.34088850021362305,1.961055677384138,1.1294824345146908,0.8315732428694473
trial010,10,10,0.291200342,0.701817807453,2,2,1,caught,caught,0.005903101681421201,0.005836188327521086,6.691335390011498e-05,0.0875,0.22580645161290322,-0.13830645161290323,0.0875,0.22580645161290322,-0.13830645161290323,3.9606080008670688,1.5092307003214955,2.4513773005455732,2.433841146528721,2.790847155355638,-0.35700600882691713,0.9125,0.7741935483870968,0.13830645161290323,0.0,0.0,0.0,0.7255236625671386,3.7450072288513176,-3.019483566284179,1.8790898184421696,1.0084900384147961,0.8705997800273735
trial011,11,11,0.125714041,0.674260143601,3,1,2,caught,timeout,0.04664873667061329,0.6097326766544332,-0.5630839399838199,0.3181818181818182,0.609674728940784,-0.29149291075896583,0.3181818181818182,0.609674728940784,-0.29149291075896583,8.752003300003707,59.96968400012702,-51.21768070012331,3.323743040588769,3.5921609745709673,-0.26841793398219815,0.6818181818181818,0.390325271059216,0.2914929107589658,0.0,0.0,0.0,0.6396129250526428,0.8867460012435913,-0.2471330761909485,1.9044160257492746,1.521544538755234,0.3828714869940406
trial012,12,12,0.150164892,0.616798830561,2,2,1,caught,caught,0.029277901661892734,0.03003457998856902,-0.0007566783266762869,0.26717557251908397,0.13138686131386862,0.13578871120521535,0.26717557251908397,0.13138686131386862,0.13578871120521535,6.5007130997255445,13.664063199423254,-7.163350099697709,3.0257543107025495,2.688997040264798,0.3367572704377517,0.732824427480916,0.8686131386861314,-0.1357887112052154,0.0,0.0,0.0,0.885569763183593,0.9063436508178704,-0.020773887634277344,1.9055537951107209,1.1024175675742791,0.8031362275364418
trial013,13,13,0.272959517,0.714377141605,2,1,2,caught,caught,0.00428528666185836,0.005018849996849895,-0.000733563334991535,0.29411764705882354,0.35294117647058826,-0.05882352941176472,0.29411764705882354,0.35294117647058826,-0.05882352941176472,0.8080265000462532,0.8011317001655698,0.006894799880683422,2.9248796420938827,2.9727924150579117,-0.04791277296402896,0.7058823529411765,0.6470588235294118,0.05882352941176472,0.0,0.0,0.0,3.997364711761474,3.325088691711425,0.6722760200500488,1.9251499325037003,1.020106254145503,0.9050436783581972
trial014,14,14,0.266196664,0.712787611121,3,2,1,caught,caught,0.0068305266710619135,0.006062416670223077,0.0007681100008388366,0.09411764705882353,0.22580645161290322,-0.1316888045540797,0.09411764705882353,0.22580645161290322,-0.1316888045540797,4.2083435002714396,1.5112804993987083,2.697063000872731,2.1517918151967668,2.8487171665314706,-0.6969253513347038,0.9058823529411765,0.7741935483870968,0.13168880455407972,0.0,0.0,0.0,0.7899168252944946,1.6905853271484368,-0.9006685018539422,1.9567190292513086,1.0562265912691753,0.9004924379821333
trial015,15,15,0.238548674,0.735872641092,2,1,2,caught,caught,0.0060745733324438335,0.005837463323647777,0.00023711000879605634,0.23333333333333334,0.23333333333333334,0.0,0.23333333333333334,0.23333333333333334,0.0,1.4514383003115654,1.4508287999778986,0.0006095003336668015,3.0935360352198282,2.7728478868802386,0.3206881483395896,0.7666666666666667,0.7666666666666667,0.0,0.0,0.0,0.0,1.5451633453369134,1.6302873611450188,-0.08512401580810547,1.911410355362399,1.0280173014977882,0.8833930538646106
trial016,16,16,0.213383368,0.514324183862,0,2,1,caught,caught,0.004258393325532476,0.006684456672519446,-0.0024260633469869695,0.21739130434782608,0.21052631578947367,0.006864988558352408,0.21739130434782608,0.21052631578947367,0.006864988558352408,1.110887499526143,1.8507241001352668,-0.7398366006091237,2.6083136485970537,2.6539130273618197,-0.04559937876476594,0.782608695652174,0.7894736842105263,-0.006864988558352381,0.0,0.0,0.0,3.463328075408935,1.1692392349243157,2.294088840484619,1.8558045849204063,1.0458296919996675,0.8099748929207389
trial017,17,17,0.269014959,0.539960663659,3,1,2,caught,caught,0.006836863327771425,0.006832351659735044,4.511668036380999e-06,0.2857142857142857,0.26666666666666666,0.019047619047619035,0.2857142857142857,0.26666666666666666,0.019047619047619035,1.359756300225854,1.4515273002907634,-0.09177100006490946,2.954152379717146,2.9470815738042195,0.0070708059129263034,0.7142857142857143,0.7333333333333333,-0.01904761904761898,0.0,0.0,0.0,2.0538146018981926,1.7274496078491204,0.32636499404907227,1.8851518355034016,1.0761137859060848,0.8090380495973168
trial018,18,18,0.179861154,0.847199311316,0,2,1,caught,caught,0.008362624996031324,0.008360223347942035,2.4016480892896652e-06,0.2702702702702703,0.2564102564102564,0.013860013860013898,0.2702702702702703,0.2564102564102564,0.013860013860013898,1.8024613000452518,1.9100921005010605,-0.10763080045580864,2.8827953145310685,2.9584802450277867,-0.0756849304967182,0.7297297297297297,0.7435897435897436,-0.013860013860013898,0.0,0.0,0.0,0.9526322603225708,1.0787064552307128,-0.1260741949081421,1.971127749938104,1.0731736394135576,0.8979541105245463
trial019,19,19,0.184075759,0.568147435688,2,1,2,caught,caught,0.014227236667647958,0.013449808334310849,0.0007774283333371098,0.2073170731707317,0.26229508196721313,-0.05497800879648143,0.2073170731707317,0.26229508196721313,-0.05497800879648143,4.0508446004241705,3.0081211999058723,1.0427234005182981,2.4982843878792553,2.769111584444515,-0.2708271965652598,0.7926829268292683,0.7377049180327869,0.054978008796481403,0.0,0.0,0.0,1.2710101127624511,1.0440704345703118,0.22693967819213934,1.9747184842457006,1.10814335445563,0.8665751297900706
trial020,20,20,0.156015193,0.763338975182,1,2,1,caught,caught,0.02516243999513487,0.027623543345058958,-0.002461103349924089,0.5660377358490566,0.28695652173913044,0.27908121410992615,0.5660377358490566,0.28695652173913044,0.27908121410992615,2.608492899686098,5.715334100648761,-3.1068412009626627,3.5530636153131163,2.7052342052045075,0.8478294101086088,0.4339622641509434,0.7130434782608696,-0.27908121410992615,0.0,0.0,0.0,1.058047842979431,0.9207231521606438,0.1373246908187873,1.8626038307467332,1.0799455799554523,0.7826582507912809
trial021,21,21,0.256223518,0.842670580689,1,1,2,caught,caught,0.007575983336816232,0.007592688330138723,-1.67049933224913e-05,0.32142857142857145,0.34615384615384615,-0.024725274725274693,0.32142857142857145,0.34615384615384615,-0.024725274725274693,1.3581012999638915,1.2523050997406244,0.10579620022326708,3.1485798060894012,2.990991459443019,0.15758834664638233,0.6785714285714286,0.6538461538461539,0.02472527472527475,0.0,0.0,0.0,1.8214680671691887,2.055268478393554,-0.23380041122436523,1.925737114140281,1.0546477884054184,0.8710893257348626
trial022,22,22,0.173269383,0.622844029726,0,2,1,caught,caught,0.014219525006289284,0.011687566681454578,0.002531958324834705,0.425,0.14736842105263157,0.27763157894736845,0.425,0.14736842105263157,0.27763157894736845,1.9553784998133779,4.710025500506163,-2.754647000692785,3.175507402420044,2.430501413345337,0.7450059890747069,0.575,0.8526315789473684,-0.27763157894736845,0.0,0.0,0.0,0.631802749633789,0.9227783203124993,-0.29097557067871027,1.916592343686483,1.0780606200878924,0.8385317235985905
trial023,23,23,0.238786616,0.506315965624,3,1,2,caught,caught,0.010152096673846246,0.007523371667290727,0.0026287250065555184,0.375,0.2727272727272727,0.10227272727272729,0.375,0.2727272727272727,0.10227272727272729,1.5589568000286818,1.6025982005521655,-0.04364140052348375,3.1989128589630127,2.843114415804545,0.35579844315846776,0.625,0.7272727272727273,-0.10227272727272729,0.0,0.0,0.0,1.2387420654296868,1.3129961013793938,-0.07425403594970703,1.8783838998886846,1.1758469336200505,0.702536966268634
trial024,24,24,0.166053767,0.820383631853,1,2,1,caught,caught,0.02013022000901401,0.011700113335003455,0.008430106674010554,0.5714285714285714,0.3181818181818182,0.2532467532467532,0.5714285714285714,0.3181818181818182,0.2532467532467532,2.051362500526011,2.1574412006884813,-0.10607870016247034,3.4038055539131165,3.1313227956945244,0.272482758218592,0.42857142857142855,0.6818181818181818,-0.2532467532467532,0.0,0.0,0.0,0.8292144060134887,1.0557661771774292,-0.22655177116394043,1.9572829918527022,1.1299558547000552,0.8273271371526469
trial025,25,25,0.132144247,0.849251312144,3,1,2,caught,caught,0.03662563166581094,0.1448746666467438,-0.10824903498093287,0.2953020134228188,0.4484536082474227,-0.1531515948246039,0.2953020134228188,0.4484536082474227,-0.1531515948246039,7.4147884007543325,19.350528200156987,-11.935739799402654,3.1884041048536367,3.2679139811968065,-0.07950987634316986,0.7046979865771812,0.5515463917525774,0.15315159482460383,0.0,0.0,0.0,0.876223874092102,0.6707088470458977,0.20551502704620428,1.896250672084657,1.0682726302966283,0.8279780417880287
trial026,26,26,0.198319784,0.614437823268,3,2,1,caught,caught,0.014216214992726843,0.02085211666611334,-0.0066359016733864955,0.18085106382978725,0.2840909090909091,-0.10323984526112187,0.18085106382978725,0.2840909090909091,-0.10323984526112187,4.66265229973942,4.356554799713194,0.30609750002622604,2.728899806103808,2.8034137785434723,-0.0745139724396644,0.8191489361702128,0.7159090909090909,0.10323984526112184,0.0,0.0,0.0,1.2411570072174072,1.1236968755722045,0.11746013164520264,1.8942601958750396,1.009721812074897,0.8845383838001426
trial027,27,27,0.239547243,0.813873630423,1,1,2,caught,caught,0.005048051662743092,0.005049395002424717,-1.3433396816248458e-06,0.21428571428571427,0.24,-0.025714285714285717,0.21428571428571427,0.24,-0.025714285714285717,1.3596022995188832,1.2045340994372964,0.15506820008158684,3.0072809159755707,2.8385026693344115,0.16877824664115915,0.7857142857142857,0.76,0.02571428571428569,0.0,0.0,0.0,1.3656494140624993,2.1087977409362786,-0.7431483268737793,1.986692521583151,1.1277500307187438,0.8589424908644072
trial028,28,28,0.270366787,0.604336423305,0,2,1,caught,caught,0.003499608331670364,0.0042818733335783085,-0.0007822650019079446,0.2222222222222222,0.25,-0.02777777777777779,0.2222222222222222,0.25,-0.02777777777777779,0.8537397999316454,0.9615879002958536,-0.10784810036420822,2.7707820071114435,2.853286564350128,-0.08250455723868466,0.7777777777777778,0.75,0.02777777777777779,0.0,0.0,0.0,3.2007896423339837,2.44165391921997,0.7591357231140137,1.9656647654140698,1.1162630919563143,0.8494016734577554
trial029,29,29,0.110009394,0.592505472174,2,1,2,caught,timeout,0.06471112999133766,0.7374039366686096,-0.6726928066772719,0.40414507772020725,0.7383333333333333,-0.33418825561312604,0.40414507772020725,0.7383333333333333,-0.33418825561312604,9.608808999881148,59.96208560001105,-50.3532766001299,3.4120660532323805,3.781893107295036,-0.3698270540626556,0.5958549222797928,0.26166666666666666,0.3341882556131261,0.0,0.0,0.0,0.7327492952346801,0.8615126132965087,-0.1287633180618286,1.8812974158208817,1.0982516648558278,0.7830457509650539
trial030,30,30,0.147159761,0.877352725444,2,2,1,caught,caught,0.029282778330768148,0.04657427001123627,-0.017291491680468122,0.625,0.19243986254295534,0.4325601374570447,0.625,0.19243986254295534,0.4325601374570447,2.75235359929502,14.506475500762463,-11.754121901467443,3.7091685448374068,2.998210671841074,0.7109578729963326,0.375,0.8075601374570447,-0.4325601374570447,0.0,0.0,0.0,1.017014455795288,0.922517013549804,0.09449744224548406,1.9425872374664654,1.100590333727927,0.8419969037385384
trial031,31,31,0.280634362,0.544216290717,0,1,2,caught,caught,0.003513999997327725,0.00427596167040368,-0.0007619616730759546,0.046511627906976744,0.3125,-0.2659883720930233,0.046511627906976744,0.3125,-0.2659883720930233,4.250504899770021,0.7614037999883294,3.489101099781692,2.259494667829469,2.8969059586524963,-0.6374112908230272,0.9534883720930233,0.6875,0.2659883720930233,0.0,0.0,0.0,0.7384186506271362,3.4620639801025384,-2.723645329475402,1.8880094456322052,1.0391931980848312,0.848816247547374
trial032,32,32,0.132048566,0.749402418931,0,2,1,caught,caught,0.02595427834118406,0.12249644831754267,-0.0965421699763586,0.2108843537414966,0.38181818181818183,-0.17093382807668522,0.2108843537414966,0.38181818181818183,-0.17093382807668522,7.311418800614774,19.215470999479294,-11.90405219886452,3.1205444863053406,3.2321914369409734,-0.11164695063563279,0.7891156462585034,0.6181818181818182,0.17093382807668522,0.0,0.0,0.0,0.7636442899703979,0.8905596256256103,-0.1269153356552124,1.898072634453643,1.0835447974386625,0.8145278370149804
trial033,33,33,0.188728447,0.606274056977,0,1,2,caught,caught,0.0075075049884617325,0.014227363327518106,-0.006719858339056374,0.16981132075471697,0.30357142857142855,-0.13376010781671158,0.16981132075471697,0.30357142857142855,-0.13376010781671158,2.600693999789655,2.7511449996382,-0.1504509998485446,2.6498439042073376,2.890163875051907,-0.24031997084456957,0.8301886792452831,0.6964285714285714,0.13376010781671166,0.0,0.0,0.0,1.3183464527130127,0.9397270202636712,0.3786194324493415,1.9679826218634844,1.0434600270607255,0.9245225948027589
trial034,34,34,0.100805649,0.573024576435,2,2,1,caught,timeout,0.19423294502000013,0.7987027916591615,-0.6044698466391614,0.3502994011976048,0.7991666666666667,-0.4488672654690619,0.3502994011976048,0.7991666666666667,-0.4488672654690619,33.36429909989238,59.95169680006802,-26.587397700175643,3.2629440225170043,3.8386126444737116,-0.5756686219567073,0.6497005988023952,0.20083333333333334,0.44886726546906186,0.0,0.0,0.0,0.6880414009094238,0.9360628843307495,-0.24802148342132568,1.9289340469232206,1.0848464056228597,0.8440876413003608
