step,t_wall_s,t_task_s,control_dt_s,control_loop_hz_inst,vision_frame_available,vision_frame_id,vision_age_s,camera_dt_s,camera_hz_inst,hand_detected,microrobot_detected,dead_reckoning_used,dead_reckoning_age_s,hand_x_cm,hand_y_cm,robot_x_cm,robot_y_cm,microrobot_x_cm,microrobot_y_cm,distance_cm,in_zpd,policy_inference_ms,action_x,action_y,action_norm,last_action_x,last_action_y,virtual_target_x_px,virtual_target_y_px,desired_target_x_px,desired_target_y_px,target_clipped,target_step_limited,robot_world_x,robot_world_y,robot_world_z,safety_stop,safety_reason,task_finished,done_reason
0,1785759998.7571292,2.0023435354232788e-07,,,False,,,,,False,False,False,,3.011171340942383,4.666001796722412,7.498763561248779,4.999943256378174,,,4.5,True,1.474900171160698,0.0,0.0,0.0,0.0,0.0,768.0,524.0,768.0,524.0,False,False,-0.2271227282902373,-0.522705558351365,0.11401774955425392,False,,False,caught
1,1785759998.801492,0.05857650004327297,0.05857629980891943,17.07175091738604,False,,,,,False,False,False,,3.2111713886260986,4.866001605987549,7.498504161834717,4.999948024749756,,,4.289424419403076,True,1.4734994620084763,0.5,-0.5,0.7071067690849304,0.0,0.0,788.480001449585,503.0399990081787,788.480001449585,503.0399990081787,False,False,-0.22713270228613006,-0.5226982795610529,0.11397965777147116,False,,False,caught
2,1785759998.8638735,0.12049499992281199,0.06191849987953901,16.150262069421522,False,,,,,False,False,False,,3.4111714363098145,5.0660014152526855,7.499194622039795,5.000036239624023,,,4.088555335998535,True,1.4863992109894753,1.0,0.0,1.0,0.5,-0.5,829.4400043487549,503.0399990081787,829.4400043487549,503.0399990081787,False,False,-0.22710908033575428,-0.5227218662176618,0.11398829853786675,False,,False,caught
3,1785759998.9249442,0.18257279973477125,0.06207779981195927,16.10881833810338,False,,,,,False,False,False,,3.6111714839935303,5.163174629211426,7.546806335449219,4.945915699005127,,,3.941627025604248,True,1.7756996676325798,1.0,0.0,1.0,1.0,0.0,870.4000072479248,503.0399990081787,870.4000072479248,503.0399990081787,False,False,-0.2237046142867052,-0.5218149518209867,0.11397708473833042,False,,False,caught
4,1785759998.9896224,0.24534820020198822,0.06277540046721697,15.92980678032038,False,,,,,False,False,False,,3.811171531677246,5.352552890777588,7.742406368255615,4.868992328643799,,,3.9608631134033203,True,3.579000011086464,1.0,0.0,1.0,1.0,0.0,911.3600101470947,503.0399990081787,911.3600101470947,503.0399990081787,False,False,-0.21398109334882992,-0.5242168632138676,0.11403047484506047,False,,False,caught
5,1785759999.0494645,0.3075309004634619,0.062182700261473656,16.081643219015483,False,,,,,False,False,False,,4.011171340942383,5.287583351135254,8.059962272644043,4.836226940155029,,,4.073871612548828,True,1.4039995148777962,1.0,0.0,1.0,1.0,0.0,952.3200130462646,503.0399990081787,952.3200130462646,503.0399990081787,False,False,-0.2008770199461511,-0.5320205215734322,0.11406397916488681,False,,False,caught
6,1785759999.1113203,0.36947569996118546,0.06194479949772358,16.14340522704814,False,,,,,False,False,False,,4.2111711502075195,5.300614356994629,8.426920890808105,4.821634769439697,,,4.242872714996338,True,1.5565995126962662,0.5,-0.5,0.7071067690849304,1.0,0.0,972.8000144958496,482.0799980163574,972.8000144958496,482.0799980163574,False,False,-0.18637730602266495,-0.5420518144786752,0.11409542945246466,False,,False,caught
7,1785759999.1730711,0.4312291005626321,0.06175340060144663,16.193440203462643,False,,,,,False,False,False,,4.411170959472656,5.100614547729492,8.766772270202637,4.815820693969727,,,4.364902019500732,True,1.7996001988649368,0.5,-0.5,0.7071067690849304,0.5,-0.5,993.2800159454346,461.11999702453613,993.2800159454346,461.11999702453613,False,False,-0.17313614672920055,-0.5516973311737399,0.11404306948891066,False,,False,caught
8,1785759999.2350283,0.492632900364697,0.061403799802064896,16.28563709776104,False,,,,,False,False,False,,4.611170768737793,5.166487693786621,9.115473747253418,4.753039360046387,,,4.523238658905029,True,1.4142999425530434,0.5,0.0,0.5,0.5,-0.5,1013.7600173950195,461.11999702453613,1013.7600173950195,461.11999702453613,False,False,-0.15778673181760922,-0.5592304110170059,0.11406332532276664,False,,False,caught
9,1785759999.2964065,0.5545533997938037,0.06192049942910671,16.14974054182021,False,,,,,False,False,False,,4.81117057800293,5.033358097076416,9.38651180267334,4.610408306121826,,,4.5948486328125,True,1.4520995318889618,0.5,0.0,0.5,0.5,0.0,1034.2400188446045,461.11999702453613,1034.2400188446045,461.11999702453613,False,False,-0.1429505699205008,-0.5611464194772193,0.114037833260056,False,,False,caught
10,1785759999.358193,0.6163333002477884,0.06177990045398474,16.186494193930045,False,,,,,False,False,False,,5.011170387268066,4.949900150299072,9.596610069274902,4.507693290710449,,,4.606712818145752,True,1.6464004293084145,0.5,0.0,0.5,0.5,0.0,1054.7200202941895,461.11999702453613,1054.7200202941895,461.11999702453613,False,False,-0.13164084858303715,-0.5629701532004889,0.11398303437957893,False,,False,caught
11,1785759999.4231696,0.6777969002723694,0.061463600024580956,16.269792195707264,False,,,,,False,False,False,,5.211170196533203,4.7499003410339355,9.81787395477295,4.4497480392456055,,,4.616471767425537,True,3.7129996344447136,0.5,0.0,0.5,0.5,0.0,1075.2000217437744,461.11999702453613,1075.2000217437744,461.11999702453613,False,False,-0.12123382126884623,-0.567025342723524,0.11401895264078095,False,,False,caught
12,1785759999.484342,0.7400898998603225,0.06229299958795309,16.053168198909322,False,,,,,False,False,False,,5.41117000579834,4.549900531768799,10.02680492401123,4.42198371887207,,,4.617406845092773,True,2.130599692463875,0.5,0.0,0.5,0.5,0.0,1095.6800231933594,461.11999702453613,1095.6800231933594,461.11999702453613,False,False,-0.11221235739732599,-0.5720069274031448,0.1140458002514842,False,,False,caught
