robot_name,robot_path,test_name,test_type,hand_path,trials,episodes_per_trial,episodes,max_steps,reward_mean,reward_std,tiz_mean,tiz_std,zpd_coverage_mean,zpd_coverage_std,episode_length_mean,episode_length_std,catch_rate,oob_rate,boundary_occupancy_mean,boundary_occupancy_std,min_clearance_mean,min_clearance_std,min_clearance_p05,too_close_rate,too_far_rate,avg_distance_mean,avg_distance_std
cv_mpc,"ConstantVelocityMPCController(two-move sequence shooting, constant-hand-velocity)",scripted_hand,scripted,,20,1000,20000,100,-47.59993160597413,0.22838888716883748,0.15804749999999998,0.0029952240492596193,0.5280256142550078,0.004603942539689737,29.124350000000003,0.4710397541609413,0.99315,0.0,0.02621069927370811,0.001325394954290619,0.5531938330357514,0.004467962295019411,0.11635844212151172,0.41360566132013465,0.05836872442485748,3.774133101189026,0.01595469309003761
cv_mpc,"ConstantVelocityMPCController(two-move sequence shooting, constant-hand-velocity)",agent_H1,learned,C:\Users\admin\Desktop\research\RL\logs\league_zpd35_55_noid_warm_entropy_10iter_r5m_h1m_gru_noaux\iteration_1\hand\hand\best_model.zip,20,1000,20000,100,-40.28841867920961,1.0368839814937774,0.29009,0.008990458685096167,0.5491091119449798,0.006118717653807713,49.468199999999996,1.1937144417410104,0.76525,0.0,0.029868879974987106,0.0014608110495730221,0.4932335093234874,0.008004655298826742,0.05333377193370126,0.4083580555668756,0.042532832488144635,3.7563715271338873,0.01703273613213419
