trial_index,trial_seed,episodes,reward_mean,reward_std,tiz_mean,tiz_std,zpd_coverage_mean,zpd_coverage_std,episode_length_mean,episode_length_std,catch_rate,oob_rate,boundary_occupancy_mean,boundary_occupancy_std,min_clearance_mean,min_clearance_std,min_clearance_p05,too_close_rate,too_far_rate,avg_distance_mean,avg_distance_std,test_name,test_type
1,454024514,1000,-40.29151722493207,28.58894030717971,0.28679000000000004,0.24715639215319152,0.5460371414700156,0.17866514677515805,48.924,34.46540422058166,0.767,0.0,0.027764442123079526,0.04591488205061171,0.5027889048791756,0.26120883561176145,0.08584093149856709,0.4078922368000822,0.04607062172990216,3.779715066887031,0.5014402788602067,agent_H1,learned
2,1818751028,1000,-41.5501668985613,28.09790634584669,0.27714,0.24373844347748844,0.5412285024770809,0.18397697837185406,47.764,34.53002500182453,0.788,0.0,0.03169881448400275,0.05046468554735456,0.49083909679692816,0.2677809925948373,0.0788411715177894,0.41674836316265434,0.042023134360264724,3.7385825995140687,0.4905494175468094,agent_H1,learned
3,2288458700,1000,-40.82443408466438,28.301229130549977,0.2834399999999999,0.24352221555634193,0.5423100075853718,0.18228614028619428,49.032,34.634210031477615,0.77,0.0,0.03223160225012704,0.05404862689577864,0.4911584596486407,0.2722659085876821,0.06141392282006286,0.4128315908466683,0.04485840156795987,3.7593202475026457,0.48764384120653675,agent_H1,learned
4,2115331525,1000,-41.949434670366465,27.328881944580168,0.27798,0.23739308135469128,0.5388929193323339,0.17906584985917634,48.7,34.28561656881065,0.777,0.0,0.027120568014589733,0.04631516932763065,0.5011962153798462,0.26387953320339413,0.07100433583417544,0.41834886525883835,0.04275821540882781,3.73839925956097,0.4858642628578288,agent_H1,learned
5,2666256175,1000,-41.125514423045914,27.620922943849973,0.27837,0.24221005100699022,0.5454879654141986,0.17863699078197057,47.625,34.11568928301545,0.784,0.0,0.031596043487384096,0.0489079432675441,0.48087120885372536,0.26817226756470836,0.07379975317854312,0.41328681508431986,0.04122521950148154,3.7406744966366223,0.47245803947018844,agent_H1,learned
6,975381835,1000,-40.97554411393829,28.443207916122336,0.28532,0.2442821552454689,0.5500408222415555,0.17546251304327606,48.57,34.13115931280442,0.782,0.0,0.029947006245985747,0.050194309052234584,0.5033971329195932,0.2648296806437474,0.07759832109534939,0.4039863269637509,0.04597285079469358,3.7763625503403997,0.4839054255533246,agent_H1,learned
7,2535166222,1000,-40.3468667074948,28.867416819001434,0.29117,0.25004890632745336,0.5460013299777863,0.1802336904351542,49.746,35.08059480869919,0.766,0.0,0.027453572567283837,0.046018062306557146,0.4929330075676949,0.26656063480636244,0.06492120114155542,0.4149896206862339,0.0390090493359797,3.7252341958876647,0.4693379899681516,agent_H1,learned
8,1079577930,1000,-39.9221925089827,28.093983368682345,0.29538,0.2468764946356854,0.5553473052469587,0.17061676144629678,49.931,34.8233672396267,0.763,0.0,0.030303706727350083,0.04976904682156755,0.4912258140658445,0.26720309409091964,0.058082441257595895,0.403265213110967,0.04138748164207428,3.756854827913592,0.45371599518563777,agent_H1,learned
9,3715024065,1000,-41.29880959244525,28.12278293648163,0.27358000000000005,0.2456308574225114,0.5412425051559856,0.184376434979357,46.886,34.10519268627826,0.792,0.0,0.031293758133081766,0.04881283912588264,0.482017704887072,0.26351563009465995,0.0689753367062727,0.4171913279841696,0.041566166859844884,3.7282806058110873,0.4666746405859197,agent_H1,learned
10,2056590929,1000,-40.496113090589745,29.076587529260586,0.29267,0.24736523737312133,0.5440795964144568,0.1794139582544194,50.481,34.8606497917624,0.755,0.0,0.029276533676929804,0.0491470228191869,0.48712467354852473,0.2668502417649304,0.06294291203640712,0.41570083935739954,0.04021956422814367,3.7365456146220843,0.46801349648414997,agent_H1,learned
11,3339987600,1000,-39.20262583800838,29.778212918253903,0.29359,0.25448177316435233,0.5496581390963136,0.1772103225956078,49.889,35.43357471688705,0.747,0.0,0.02954346919395087,0.05342317967925061,0.5064222761264091,0.26411444209972135,0.06173651934615092,0.40715602021055897,0.04318584069312749,3.7589058809238987,0.47454654880604974,agent_H1,learned
12,1788010607,1000,-41.29112742726477,27.361266755482777,0.28815999999999997,0.24073630463303278,0.5538652302014048,0.1701624483809657,49.418,34.48379921656557,0.776,0.0,0.028753483577132696,0.05076538101511882,0.49152100265067356,0.268930136784873,0.05333377193370126,0.40296476932886405,0.04317000046973115,3.7694499192356115,0.4706531477230944,agent_H1,learned
13,2859898362,1000,-38.70037397745729,29.136936607460623,0.30510000000000004,0.25346288373928333,0.5583834291757407,0.17789605162725583,50.823,35.09257984475009,0.755,0.0,0.02933764439289203,0.05085228455079492,0.5020425777326081,0.261907532154538,0.07714518366568379,0.4021910790350612,0.03942549178919811,3.7509673159296146,0.4438608360247205,agent_H1,learned
14,1908601667,1000,-41.472481606598286,28.111232538063476,0.28826999999999997,0.2394724496766886,0.5504092868255634,0.1775610306024056,50.161,34.63533868299378,0.765,0.0,0.031400423253319126,0.052093623450036576,0.4834955482178963,0.2697806784348493,0.06061955339347023,0.40592361481588374,0.04366709835855282,3.7660593035824173,0.452499573430754,agent_H1,learned
15,726301638,1000,-40.14473097582848,28.452738054771118,0.29271,0.24568092114573123,0.546590803517935,0.18058072755570065,50.078,34.57367864800122,0.756,0.0,0.0288439399242688,0.05223069803170192,0.49561022564879614,0.26250815838226665,0.07166072243378463,0.41003368701277726,0.04337550946928762,3.7637050067095608,0.47870467979147385,agent_H1,learned
16,2584016318,1000,-38.18509228393337,29.818323537666203,0.29971000000000003,0.25609295089771505,0.5613358709928797,0.17920629204448935,49.818,35.02970105433325,0.748,0.0,0.0296113574683912,0.05368405785650503,0.5050262453374595,0.2681672752231944,0.06428606358550328,0.3962971154489592,0.04236701355816108,3.7766054402717355,0.46821743046928,agent_H1,learned
17,4074852312,1000,-39.011206460710206,29.332891463321463,0.30087,0.2516777399469107,0.552963042478576,0.1757594996529885,50.905,35.169003878896454,0.739,0.0,0.030222167644301915,0.04717828234663517,0.49033442726759924,0.2682573526530087,0.08379651991900061,0.4029098413932543,0.0441271161281698,3.7798223975363743,0.46780566610226537,agent_H1,learned
18,3205241267,1000,-39.81903268764109,28.06132029171435,0.28991999999999996,0.24989806450359442,0.5532530066320602,0.1793405758948657,48.543,34.51453902929031,0.771,0.0,0.030243536768566365,0.05744618071548302,0.4955886371178384,0.2628738437453904,0.060164168024724955,0.4026368864925639,0.04411010687537589,3.770733745346647,0.47603438894272826,agent_H1,learned
19,1304481603,1000,-39.517025795380455,29.063005358666732,0.30275,0.2483509929831482,0.5554944503742114,0.17022522058915324,51.241,34.65813187558015,0.754,0.0,0.029276510351076503,0.0457825944129576,0.4843325147145069,0.26846617607413115,0.06153512431571752,0.4044075917861798,0.04009795783960877,3.755490323064562,0.44157536952538246,agent_H1,learned
