step,t_wall_s,t_task_s,control_dt_s,control_loop_hz_inst,policy_dt_s,policy_loop_hz_inst,policy_deadline_overrun_s,policy_deadline_overrun,policy_schedule_resynced,policy_step_start_perf,servo_publish_perf,servo_publish_latency_ms,servo_endpoint_deadline_perf,servo_endpoint_lateness_s,servo_dt_s,servo_loop_hz_inst,servo_target_age_s,servo_interpolation_phase,servo_command_sequence,servo_policy_step,servo_commanded_world_x,servo_commanded_world_y,servo_commanded_world_z,servo_target_world_x,servo_target_world_y,servo_target_world_z,servo_segment_start_world_x,servo_segment_start_world_y,servo_segment_start_world_z,servo_segment_end_world_x,servo_segment_end_world_y,servo_segment_end_world_z,servo_segment_start_perf,servo_segment_end_perf,servo_segment_elapsed_s,servo_segment_duration_s,servo_pending_segment_count,servo_command_step_limited,servo_command_step_limited_count,servo_publish_rejected_count,servo_tracking_error_cm,servo_target_error_cm,servo_deadline_overrun_s,servo_deadline_overrun_count,servo_watchdog_stopped,servo_stop_reason,vision_frame_available,vision_frame_id,vision_age_s,camera_dt_s,camera_hz_inst,hand_detected,microrobot_detected,dead_reckoning_used,dead_reckoning_age_s,hand_x_cm,hand_y_cm,robot_x_cm,robot_y_cm,microrobot_x_cm,microrobot_y_cm,distance_cm,in_zpd,virtual_hand_stride_cm,virtual_hand_smoothing_alpha,virtual_hand_delay_frames,virtual_hand_action_x,virtual_hand_action_y,virtual_hand_action_norm,virtual_hand_command_dx_cm,virtual_hand_command_dy_cm,virtual_hand_command_norm_cm,virtual_hand_delayed_dx_cm,virtual_hand_delayed_dy_cm,virtual_hand_delayed_norm_cm,virtual_hand_smoothed_dx_cm,virtual_hand_smoothed_dy_cm,virtual_hand_smoothed_norm_cm,virtual_hand_exec_dx_cm,virtual_hand_exec_dy_cm,virtual_hand_exec_norm_cm,virtual_hand_actual_dx_cm,virtual_hand_actual_dy_cm,virtual_hand_actual_norm_cm,virtual_hand_accel_clipped,virtual_hand_workspace_clipped,virtual_hand_policy_inference_ms,mpc_prediction_mode,mpc_tracking_alpha,mpc_command_actual_lag_cm,mpc_predicted_first_command_x_cm,mpc_predicted_first_command_y_cm,mpc_predicted_first_actual_x_cm,mpc_predicted_first_actual_y_cm,mpc_predicted_min_hand_distance_cm,mpc_hand_velocity_x_cm_step,mpc_hand_velocity_y_cm_step,policy_inference_ms,action_x,action_y,action_norm,last_action_x,last_action_y,virtual_target_x_px,virtual_target_y_px,desired_target_x_px,desired_target_y_px,planned_anchor_x_cm,planned_anchor_y_cm,planned_target_x_cm,planned_target_y_cm,planned_delta_dx_cm,planned_delta_dy_cm,planned_delta_norm_cm,actual_robot_move_dx_cm,actual_robot_move_dy_cm,actual_robot_move_norm_cm,actual_to_planned_step_projection,planned_endpoint_actual_lag_cm,planned_endpoint_actual_lag_excess_cm,servo_follower_lag_allowance_cm,servo_lag_warning_cm,servo_lag_hard_limit_cm,servo_publish_accepted,servo_publish_reject_reason,target_clipped,target_step_limited,robot_world_x,robot_world_y,robot_world_z,safety_stop,safety_reason,task_finished,done_reason
0,1787744696.8556235,2.998858690261841e-07,,,,,2.998858690261841e-07,False,False,7285901.6177209,7285901.6220591,4.338200204074383,7285901.6677209,0.0,,,0.00036589987576007843,1.0,0,-1,-0.299137643257257,-0.5454474956608081,0.113,-0.299137643257257,-0.5454474956608081,0.113,-0.299137643257257,-0.5454474956608081,0.113,-0.299137643257257,-0.5454474956608081,0.113,7285901.616866,7285901.616866,0.00036589987576007843,0.0,1,False,0,0,0.005458173048797032,0.005458173048797032,0.0,0,False,,False,,,,,False,False,False,,9.892599105834961,8.810529708862305,7.4989447593688965,5.000100135803223,,,4.499883651733398,True,0.132144247,0.849251312144,3,-1.0,-1.0,1.4142135381698608,-0.1321442425251007,-0.1321442425251007,0.1868801862001419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,2.099200151860714,dual_command_actual,0.5,0.0003310500178486109,7.498620510101318,5.000166893005371,7.498782634735107,5.000133514404297,4.499941825866699,0.0,0.0,1.9224006682634354,0.0,0.0,0.0,0.0,0.0,767.8587036132812,524.0174560546875,767.8587036132812,524.0174560546875,7.498620510101318,5.000166893005371,7.498620510101318,5.000166893005371,0.0,0.0,0.0,0.0,0.0,0.0,,0.0003310500178486109,0.0,2.0,1.5,3.0,True,,False,False,-0.2991229132422766,-0.5454521356078696,0.11294764865949182,False,,False,timeout
1,1787744696.9116726,0.053310600109398365,0.05331030022352934,18.758101076283832,0.05331030022352934,18.758101076283832,0.00331060029566288,True,False,7285901.6677209,7285901.6763286,8.60770046710968,7285901.7177209,0.0,0.008346199989318848,119.81500578464,0.05470689944922924,1.0,1,0,-0.29947279542955774,-0.5452426469841037,0.113,-0.29947279542955774,-0.5452426469841037,0.113,-0.299137643257257,-0.5454474956608081,0.113,-0.29947279542955774,-0.5452426469841037,0.113,7285901.6177209,7285901.6677209,0.05470689944922924,0.049999999813735485,1,False,0,0,0.0373879474392182,0.0373879474392182,0.0003461999893188475,1,False,,True,1,0.028967500664293766,,,False,False,False,,9.892599105834961,8.810529708862305,7.498184680938721,5.0001654624938965,,,4.500232696533203,True,0.132144247,0.849251312144,3,-0.9361870288848877,-1.0,1.369834303855896,-0.1237117275595665,-0.1321442425251007,0.1810157299041748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,2.138799987733364,dual_command_actual,0.5,0.00043583152000792325,7.498620510101318,5.000166893005371,7.4984025955200195,5.000165939331055,4.500007152557373,0.0,0.0,1.7908001318573952,0.0,0.0,0.0,0.0,0.0,767.8587036132812,524.0174560546875,767.8587036132812,524.0174560546875,7.498620510101318,5.000166893005371,7.498620510101318,5.000166893005371,0.0,0.0,0.0,-0.0007600784301757812,6.532669067382812e-05,0.0007628806051798165,,0.00043583152000792325,0.0,2.0,1.5,3.0,True,,False,False,-0.29915527576784623,-0.5454371804568545,0.11296647607156216,False,,False,timeout
2,1787744696.9574556,0.10000319965183735,0.046692599542438984,21.416670089038377,0.046692599542438984,21.416670089038377,3.200024366378784e-06,False,False,7285901.7177209,7285901.722109,4.38810046762228,7285901.7677209,0.0,0.008022500202059746,124.64942035691739,0.05296909995377064,1.0,2,1,-0.29947279542955774,-0.5452426469841037,0.113,-0.29947279542955774,-0.5452426469841037,0.113,-0.29947279542955774,-0.5452426469841037,0.113,-0.29947279542955774,-0.5452426469841037,0.113,7285901.6677209,7285901.7177209,0.05296909995377064,0.049999999813735485,1,False,0,0,0.015270158669663199,0.015270158669663199,2.2500202059745622e-05,1,False,,True,3,0.010957200080156326,0.03279859945178032,30.48910675195674,False,False,False,,9.892599105834961,8.810529708862305,7.493397235870361,5.000168800354004,,,4.502779006958008,True,0.132144247,0.849251312144,3,-1.0,-1.0,1.4142135381698608,-0.1321442425251007,-0.1321442425251007,0.1868801862001419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,1.6435999423265457,dual_command_actual,0.5,0.0052232746966183186,7.498620510101318,5.000166893005371,7.49600887298584,5.0001678466796875,4.500086784362793,0.0,0.0,1.102999784052372,0.0,0.0,0.0,0.0,0.0,767.8587036132812,524.0174560546875,767.8587036132812,524.0174560546875,7.498620510101318,5.000166893005371,7.498620510101318,5.000166893005371,0.0,0.0,0.0,-0.004787445068359375,3.337860107421875e-06,0.00478744599968195,,0.0052232746966183186,0.0,2.0,1.5,3.0,True,,False,False,-0.29934901592996954,-0.5453246267138246,0.11296428258161272,False,,False,timeout
3,1787744697.0052469,0.15000319946557283,0.049999999813735485,20.000000074505806,0.049999999813735485,20.000000074505806,3.200024366378784e-06,False,False,7285901.7677209,7285901.7720552,4.334300756454468,7285901.817720899,0.0,0.008003000169992447,124.95313991739472,0.050994500517845154,1.0,3,2,-0.29947279542955774,-0.5452426469841037,0.113,-0.29947279542955774,-0.5452426469841037,0.113,-0.29947279542955774,-0.5452426469841037,0.113,-0.29947279542955774,-0.5452426469841037,0.113,7285901.7177209,7285901.7677209,0.050994500517845154,0.049999999813735485,1,False,0,0,0.003903604576156414,0.003903604576156414,3.000169992446733e-06,1,False,,True,4,0.0207392992451787,0.03219159971922636,31.064004545345792,False,False,False,,9.892599105834961,8.810529708862305,7.490554332733154,5.00020694732666,,,4.504262447357178,True,0.132144247,0.849251312144,3,-1.0,-1.0,1.4142135381698608,-0.1321442425251007,-0.1321442425251007,0.1868801862001419,-0.1321442425251007,-0.1321442425251007,0.1868801862001419,-0.11222367733716965,-0.11222367733716965,0.15870824456214905,-0.11222367733716965,-0.11222367733716965,0.15870824456214905,-0.11222362518310547,-0.11222362518310547,0.15870817005634308,False,False,1.43399927765131,dual_command_actual,0.5,0.008066276088356972,7.498620510101318,5.000166893005371,7.494587421417236,5.000186920166016,4.500133514404297,0.0,0.0,1.176200807094574,0.0,0.0,0.0,0.0,0.0,767.8587036132812,524.0174560546875,767.8587036132812,524.0174560546875,7.498620510101318,5.000166893005371,7.498620510101318,5.000166893005371,0.0,0.0,0.0,-0.0028429031372070312,3.814697265625e-05,0.002843159018084407,,0.008066276088356972,0.0,2.0,1.5,3.0,True,,False,False,-0.2994649519765793,-0.5452593872018248,0.11296561892635873,False,,False,timeout
4,1787744697.0555737,0.20000290032476187,0.049999700859189034,20.000119657040273,0.049999700859189034,20.000119657040273,2.9010698199272156e-06,False,False,7285901.817720899,7285901.8211725,3.451600670814514,7285901.867720899,0.0,0.008008199743926525,124.87201018660993,0.049040100537240505,0.9808020143985823,4,3,-0.29947279542955774,-0.5452426469841037,0.113,-0.29947279542955774,-0.5452426469841037,0.113,-0.29947279542955774,-0.5452426469841037,0.113,-0.29947279542955774,-0.5452426469841037,0.113,7285901.7677209,7285901.817720899,0.049040100537240505,0.049999999813735485,1,False,0,0,0.006018214256905193,0.006018214256905193,8.19974392652495e-06,1,False,,False,,,,,False,False,False,,9.780375480651855,8.6983060836792,7.490929126739502,4.999941349029541,,,4.349651336669922,True,0.132144247,0.849251312144,3,-1.0,-0.5740303993225098,1.1530442237854004,-0.1321442425251007,-0.0758548155426979,0.15236815810203552,-0.1237117275595665,-0.1321442425251007,0.1810157299041748,-0.12197991460561752,-0.12914124131202698,0.17764165997505188,-0.12197991460561752,-0.12914124131202698,0.17764165997505188,-0.1219797134399414,-0.12914085388183594,0.17764124274253845,False,False,2.004999667406082,dual_command_actual,0.5,0.007694689556956291,7.248620510101318,4.750166893005371,7.36977481842041,4.875054359436035,4.421477317810059,-0.037407875061035156,-0.037407875061035156,1.165599562227726,-0.5,-0.5,0.7071067690849304,0.0,0.0,742.2587280273438,497.8174743652344,742.2587280273438,497.8174743652344,7.498620510101318,5.000166893005371,7.248620510101318,4.750166893005371,-0.25,-0.25,0.3535533845424652,0.00037479400634765625,-0.0002655982971191406,0.0004593615303747356,,0.007694689556956291,0.0,2.0,1.5,3.0,True,,False,False,-0.29944323937595346,-0.5452563691582155,0.11294940324202887,False,,False,timeout
5,1787744697.107915,0.25119009986519814,0.05118719954043627,19.536134208905718,0.05118719954043627,19.536134208905718,0.00119010079652071,True,False,7285901.867720899,7285901.8740481,6.327200680971146,7285901.917720899,0.0,0.008006399497389793,124.90008777678594,0.055074600502848625,1.0,5,4,-0.3030216100140604,-0.5279321100605286,0.113,-0.3030216100140604,-0.5279321100605286,0.113,-0.29947279542955774,-0.5452426469841037,0.113,-0.3030216100140604,-0.5279321100605286,0.113,7285901.817720899,7285901.867720899,0.055074600502848625,0.049999999813735485,1,False,5,0,1.6870130182965328,1.6870130182965328,6.3994973897932295e-06,1,False,,True,5,0.04052960034459829,0.039934100583195686,25.04125510268287,False,False,False,,9.658395767211914,8.569165229797363,7.4793782234191895,4.988101005554199,,,4.191913604736328,True,0.132144247,0.849251312144,3,-1.0,-1.0,1.4142135381698608,-0.1321442425251007,-0.1321442425251007,0.1868801862001419,-0.1321442425251007,-0.1321442425251007,0.1868801862001419,-0.13061195611953735,-0.13169148564338684,0.1854781210422516,-0.13061195611953735,-0.13169148564338684,0.1854781210422516,-0.13061237335205078,-0.13169193267822266,0.18547871708869934,False,False,1.8568998202681541,dual_command_actual,0.5,0.33145400881767273,6.748620510101318,4.500166893005371,7.113999366760254,4.744133949279785,4.423379898071289,-0.07806777954101562,-0.08045482635498047,1.5317993238568306,-1.0,-0.5,1.1180340051651,-0.5,-0.5,691.0587158203125,471.61749267578125,691.0587158203125,471.61749267578125,7.248620510101318,4.750166893005371,6.748620510101318,4.500166893005371,-0.5,-0.25,0.55901700258255,-0.0115509033203125,-0.011840343475341797,0.0165413748472929,0.046782493591308594,0.33145400881767273,0.0,2.0,1.5,3.0,True,,False,False,-0.2996192063900616,-0.5444555506031812,0.11302923359410139,False,,False,timeout
6,1787744697.1555717,0.3000031001865864,0.048813000321388245,20.486345715607097,0.048813000321388245,20.486345715607097,3.1013041734695435e-06,False,False,7285901.917720899,7285901.9218381,4.117201082408428,7285901.967720899,0.0,0.008003899827599525,124.93909488368911,0.05310740042477846,1.0,6,5,-0.31106703538706526,-0.5148477403558996,0.113,-0.31716548464562044,-0.5049297607557663,0.113,-0.3030216100140604,-0.5279321100605286,0.113,-0.31716548464562044,-0.5049297607557663,0.113,7285901.867720899,7285901.917720899,0.05310740042477846,0.049999999813735485,1,True,11,0,2.306522197426029,3.465394597076682,3.899827599525285e-06,1,False,,True,6,0.02600950002670288,0.08157839998602867,12.258146766438943,False,False,False,,9.527783393859863,8.43747329711914,7.357094764709473,4.85874080657959,,,4.185595989227295,True,0.132144247,0.849251312144,3,-1.0,-1.0,1.4142135381698608,-0.1321442425251007,-0.1321442425251007,0.1868801862001419,-0.1321442425251007,-0.1321442425251007,0.1868801862001419,-0.13191331923007965,-0.13207605481147766,0.18666870892047882,-0.13191331923007965,-0.13207605481147766,0.18666870892047882,-0.1319131851196289,-0.13207626342773438,0.1866687536239624,False,False,1.550000160932541,dual_command_actual,0.5,0.7062692046165466,6.748620510101318,4.250166893005371,7.052857398986816,4.5544538497924805,4.4346022605896,-0.12160523980855942,-0.12435213476419449,1.0839998722076416,0.0,-0.5,0.5,-1.0,-0.5,691.0587158203125,445.41748046875,691.0587158203125,445.41748046875,6.748620510101318,4.500166893005371,6.748620510101318,4.250166893005371,0.0,-0.25,0.25,-0.1222834587097168,-0.12936019897460938,0.1780092865228653,0.29914170503616333,0.7062692046165466,0.0,2.0,1.5,3.0,True,,False,False,-0.30138645038574385,-0.5357824976255221,0.11283666961066485,False,,False,timeout
7,1787744697.2053533,0.35000229999423027,0.04999919980764389,20.000320082064988,0.04999919980764389,20.000320082064988,2.3012980818748474e-06,False,False,7285901.967720899,7285901.9720449,4.324001260101795,7285902.017720899,0.0,0.008233500644564629,121.45502176648922,0.05140930134803057,1.0,7,6,-0.31216337551760154,-0.4997955561593582,0.113,-0.3110603083842646,-0.49360766245720333,0.113,-0.31716548464562044,-0.5049297607557663,0.113,-0.3110603083842646,-0.49360766245720333,0.113,7285901.917720899,7285901.967720899,0.05140930134803057,0.049999999813735485,1,True,17,0,2.0183066592418815,2.609573645049881,0.00023350064456462843,1,False,,True,7,0.012614499777555466,0.0631446996703744,15.836641954434224,False,False,False,,9.395870208740234,8.305397033691406,7.071187496185303,4.646958351135254,,,4.334549903869629,True,0.132144247,0.849251312144,3,-1.0,-1.0,1.4142135381698608,-0.1321442425251007,-0.1321442425251007,0.1868801862001419,-0.1321442425251007,-0.0758548155426979,0.15236815810203552,-0.13210941851139069,-0.08433012664318085,0.1567305624485016,-0.13210941851139069,-0.08433012664318085,0.1567305624485016,-0.1321096420288086,-0.08433055877685547,0.15673097968101501,False,False,1.574699766933918,dual_command_actual,0.5,0.5113637447357178,6.498620510101318,4.250166893005371,6.7849040031433105,4.4485626220703125,4.477315425872803,-0.12816841900348663,-0.13096968829631805,1.3226000592112541,-0.5,0.0,0.5,0.0,-0.5,665.458740234375,445.41748046875,665.458740234375,445.41748046875,6.748620510101318,4.250166893005371,6.498620510101318,4.250166893005371,-0.25,0.0,0.25,-0.2859072685241699,-0.21178245544433594,0.35580161213874817,0.8471298217773438,0.5113637447357178,0.0,2.0,1.5,3.0,True,,False,False,-0.30777505461401927,-0.5194957752568287,0.11298642675954929,False,,False,timeout
8,1787744697.2546268,0.40000270027667284,0.05000040028244257,19.99983988830477,0.05000040028244257,19.99983988830477,2.701766788959503e-06,False,False,7285902.017720899,7285902.0212153,3.4944014623761177,7285902.067720898,0.0,0.008031800389289856,124.50508622368994,0.04948270134627819,0.9896540306123124,8,7,-0.32080514438131014,-0.4879790376669404,0.113,-0.3214289960159733,-0.48757990734923407,0.113,-0.3110603083842646,-0.49360766245720333,0.113,-0.3214289960159733,-0.48757990734923407,0.113,7285901.967720899,7285902.017720899,0.04948270134627819,0.049999999813735485,1,True,23,0,1.8040482680031569,1.8685724679465758,3.180038928985579e-05,1,False,,False,,,,,False,False,False,,9.263760566711426,8.22106647491455,6.825839519500732,4.4332122802734375,,,4.504586219787598,True,0.132144247,0.849251312144,3,-1.0,-1.0,1.4142135381698608,-0.1321442425251007,-0.1321442425251007,0.1868801862001419,-0.1321442425251007,-0.1321442425251007,0.1868801862001419,-0.13213902711868286,-0.12493640184402466,0.1818511039018631,-0.13213902711868286,-0.12493640184402466,0.1818511039018631,-0.1321392059326172,-0.12493610382080078,0.18185102939605713,False,False,2.124299295246601,dual_command_actual,0.5,0.37493717670440674,6.498620510101318,4.250166893005371,6.662230014801025,4.341689586639404,4.433286190032959,-0.1315450668334961,-0.1160329207777977,1.125500537455082,0.0,0.0,0.0,-0.5,0.0,665.458740234375,445.41748046875,665.458740234375,445.41748046875,6.498620510101318,4.250166893005371,6.498620510101318,4.250166893005371,0.0,0.0,0.0,-0.2453479766845703,-0.2137460708618164,0.32539668679237366,0.9813919067382812,0.37493717670440674,0.0,2.0,1.5,3.0,True,,False,False,-0.31249733505969207,-0.5039927481984157,0.11301986500121114,False,,False,timeout
9,1787744697.308893,0.4521220996975899,0.052119399420917034,19.186713797754756,0.052119399420917034,19.186713797754756,0.0021221013739705086,True,False,7285902.067720898,7285902.0739281,6.2072016298770905,7285902.117720898,0.0,0.00800700020045042,124.89071749289411,0.05550700146704912,1.0,9,8,-0.3214289960159733,-0.48757990734923407,0.113,-0.3214289960159733,-0.48757990734923407,0.113,-0.3214289960159733,-0.48757990734923407,0.113,-0.3214289960159733,-0.48757990734923407,0.113,7285902.017720899,7285902.067720898,0.05550700146704912,0.049999999813735485,1,False,23,0,0.4981422992866625,0.4981422992866625,7.000200450420213e-06,1,False,,True,8,0.034095900133252144,0.0633926996961236,15.774687066390218,False,False,False,,9.131621360778809,8.09613037109375,6.598129749298096,4.259263038635254,,,4.597839832305908,True,0.132144247,0.849251312144,3,-1.0,-0.5747436285018921,1.1533994674682617,-0.1321442425251007,-0.0759490579366684,0.15241509675979614,-0.1321442425251007,-0.1321442425251007,0.1868801862001419,-0.13214348256587982,-0.13105763494968414,0.1861128807067871,-0.13214348256587982,-0.13105763494968414,0.1861128807067871,-0.1321430206298828,-0.1310577392578125,0.18611262738704681,False,False,1.5773996710777283,dual_command_actual,0.5,0.09992411732673645,6.248620510101318,4.250166893005371,6.423375129699707,4.2547149658203125,4.427454471588135,-0.13205401599407196,-0.11378097534179688,1.1264001950621605,-0.5,0.0,0.5,0.0,0.0,639.8587036132812,445.41748046875,639.8587036132812,445.41748046875,6.498620510101318,4.250166893005371,6.248620510101318,4.250166893005371,-0.25,0.0,0.25,-0.22770977020263672,-0.1739492416381836,0.28654855489730835,,0.09992411732673645,0.0,2.0,1.5,3.0,True,,False,False,-0.31750449146183735,-0.4906478301116741,0.11302624808809443,False,,False,timeout
