step,t_wall_s,t_task_s,control_dt_s,control_loop_hz_inst,policy_dt_s,policy_loop_hz_inst,policy_deadline_overrun_s,policy_deadline_overrun,servo_dt_s,servo_loop_hz_inst,servo_target_age_s,servo_interpolation_phase,servo_command_sequence,servo_policy_step,servo_commanded_world_x,servo_commanded_world_y,servo_commanded_world_z,servo_target_world_x,servo_target_world_y,servo_target_world_z,servo_segment_start_world_x,servo_segment_start_world_y,servo_segment_start_world_z,servo_segment_end_world_x,servo_segment_end_world_y,servo_segment_end_world_z,servo_segment_start_perf,servo_segment_end_perf,servo_segment_elapsed_s,servo_segment_duration_s,servo_pending_segment_count,servo_command_step_limited,servo_command_step_limited_count,servo_publish_rejected_count,servo_tracking_error_cm,servo_target_error_cm,servo_deadline_overrun_s,servo_deadline_overrun_count,servo_watchdog_stopped,servo_stop_reason,vision_frame_available,vision_frame_id,vision_age_s,camera_dt_s,camera_hz_inst,hand_detected,microrobot_detected,dead_reckoning_used,dead_reckoning_age_s,hand_x_cm,hand_y_cm,robot_x_cm,robot_y_cm,microrobot_x_cm,microrobot_y_cm,distance_cm,in_zpd,virtual_hand_stride_cm,virtual_hand_smoothing_alpha,virtual_hand_delay_frames,virtual_hand_action_x,virtual_hand_action_y,virtual_hand_action_norm,virtual_hand_command_dx_cm,virtual_hand_command_dy_cm,virtual_hand_command_norm_cm,virtual_hand_delayed_dx_cm,virtual_hand_delayed_dy_cm,virtual_hand_delayed_norm_cm,virtual_hand_smoothed_dx_cm,virtual_hand_smoothed_dy_cm,virtual_hand_smoothed_norm_cm,virtual_hand_exec_dx_cm,virtual_hand_exec_dy_cm,virtual_hand_exec_norm_cm,virtual_hand_actual_dx_cm,virtual_hand_actual_dy_cm,virtual_hand_actual_norm_cm,virtual_hand_accel_clipped,virtual_hand_workspace_clipped,virtual_hand_policy_inference_ms,policy_inference_ms,action_x,action_y,action_norm,last_action_x,last_action_y,virtual_target_x_px,virtual_target_y_px,desired_target_x_px,desired_target_y_px,planned_anchor_x_cm,planned_anchor_y_cm,planned_target_x_cm,planned_target_y_cm,planned_delta_dx_cm,planned_delta_dy_cm,planned_delta_norm_cm,actual_robot_move_dx_cm,actual_robot_move_dy_cm,actual_robot_move_norm_cm,actual_to_planned_step_projection,planned_endpoint_actual_lag_cm,servo_lag_warning_cm,servo_lag_hard_limit_cm,servo_publish_accepted,servo_publish_reject_reason,target_clipped,target_step_limited,robot_world_x,robot_world_y,robot_world_z,safety_stop,safety_reason,task_finished,done_reason
29,1787723255.7539966,1.4500027000904083,0.04998200014233589,20.007202535958086,0.04998200014233589,20.007202535958086,2.705492079257965e-06,False,0.008114900439977646,123.23010089853359,0.0019179005175828934,0.9689260124002621,29,28,0.05765384697385059,-0.4800574673603707,0.113,0.08489275167830046,-0.5172662760284903,0.113,0.06989062415905752,-0.49637050566587965,0.113,0.08489275167830046,-0.5172662760284903,0.113,7264460.8175401,7264460.8675401,0.04844630043953657,0.049999999813735485,2,True,178,1,3.208766717951018,7.819877303145266,0.00011490043997764571,1,False,,True,23,0.04086320009082556,0.06364940013736486,15.711067156043127,False,False,False,,8.225431442260742,1.8058613538742065,11.059284210205078,1.0138496160507202,,,2.942448854446411,False,0.202364325,0.803824171214,3,1.0,-1.0,1.4142135381698608,0.20236432552337646,-0.20236432552337646,0.2861863672733307,0.12224157899618149,-0.19357861578464508,0.22894471883773804,0.13795965909957886,-0.19530215859413147,0.23911461234092712,0.13795965909957886,-0.19530215859413147,0.23911461234092712,0.13795948028564453,-0.19530212879180908,0.23911449313163757,False,False,1.1037997901439667,1.5552006661891937,0.764987587928772,0.22494642436504364,0.7973750233650208,0.7849106192588806,0.23080308735370636,1329.0396728515625,165.61801147460938,1329.0396728515625,165.61801147460938,12.51991081237793,1.4453567266464233,12.978903770446777,1.580324649810791,0.45899295806884766,0.13496792316436768,0.47842541337013245,0.2913484573364258,0.09060347080230713,0.3051113188266754,0.621479332447052,1.5230326652526855,1.5,3.0,True,,False,False,0.03886397662431158,-0.4540509189091047,0.112532458640884,False,,False,safety_servo_tracking_lag
30,1787723255.8042774,1.500003100372851,0.05000040028244257,19.99983988830477,0.05000040028244257,19.99983988830477,3.105960786342621e-06,False,0.008002400398254395,124.96250502763337,9.0000219643116e-05,0.9300720167535246,30,29,0.06672354280117859,-0.492453846430085,0.113,0.0994326889365096,-0.5371783633638519,0.113,0.08489275167830046,-0.5172662760284903,0.113,0.0994326889365096,-0.5371783633638519,0.113,7264460.8675401,7264460.9175400995,0.04650360066443682,0.049999999813735485,2,True,184,1,3.3411021338164155,8.881794961794359,2.4003982543943647e-06,1,False,,True,24,0.012828400358557701,0.06549720000475645,15.267828241930637,False,False,False,,8.363390922546387,1.6105592250823975,11.320840835571289,1.0940083265304565,,,3.0022215843200684,False,0.202364325,0.803824171214,3,-0.277071475982666,-1.0,1.0376746654510498,-0.05606938153505325,-0.20236432552337646,0.2099883258342743,0.20236432552337646,-0.20236432552337646,0.2861863672733307,0.18972966074943542,-0.20097889006137848,0.27638715505599976,0.18972966074943542,-0.20097889006137848,0.27638715505599976,0.1897296905517578,-0.20097887516021729,0.27638715505599976,False,False,1.1684997007250786,1.4733998104929924,0.6991161704063416,0.2201131135225296,0.7329483032226562,0.764987587928772,0.22494642436504364,1371.9935302734375,179.458740234375,1371.9935302734375,179.458740234375,12.978903770446777,1.580324649810791,13.3983736038208,1.7123925685882568,0.41946983337402344,0.13206791877746582,0.43976911902427673,0.26155662536621094,0.08015871047973633,0.27356404066085815,0.5717637538909912,1.7279109954833984,1.5,3.0,True,,False,False,0.04696717529795553,-0.4655141105392401,0.11251738206791034,False,,False,safety_servo_tracking_lag
31,1787723255.8571217,1.5528164999559522,0.05281339958310127,18.934588719790924,0.05281339958310127,18.934588719790924,0.00281650573015213,True,0.008003399707376957,124.94690213688466,0.04812239948660135,0.890720005671382,31,30,0.07571764113285534,-0.5049050965950793,0.113,0.11195973211379599,-0.5556289855364553,0.113,0.0994326889365096,-0.5371783633638519,0.113,0.11195973211379599,-0.5556289855364553,0.113,7264460.9175400995,7264460.967540099,0.04453600011765957,0.049999999813735485,1,True,190,1,3.1490120543608566,9.382583408003537,3.399707376956773e-06,1,False,,True,25,0.0026329001411795616,0.07784350030124187,12.846287694286103,False,False,False,,8.553120613098145,1.4095803499221802,11.643603324890137,1.1895170211791992,,,3.0983078479766846,False,0.202364325,0.803824171214,3,1.0,-1.0,1.4142135381698608,0.20236432552337646,-0.20236432552337646,0.2861863672733307,0.20236432552337646,-0.20236432552337646,0.2861863672733307,0.19988571107387543,-0.20209252834320068,0.2842458188533783,0.19988571107387543,-0.20209252834320068,0.2842458188533783,0.19988536834716797,-0.20209252834320068,0.2842455804347992,False,False,1.1817002668976784,1.6138004139065742,0.6629523634910583,0.24770693480968475,0.7077178359031677,0.6991161704063416,0.2201131135225296,1412.7252197265625,195.03456115722656,1412.7252197265625,195.03456115722656,13.3983736038208,1.7123925685882568,13.79614543914795,1.8610167503356934,0.39777183532714844,0.14862418174743652,0.42463111877441406,0.32276248931884766,0.09550869464874268,0.3365969955921173,0.7652801275253296,1.8310154676437378,1.5,3.0,True,,False,False,0.057091152527524634,-0.4795212819337863,0.11241385383426254,False,,False,safety_servo_tracking_lag
32,1787723255.9054387,1.600004299543798,0.0471877995878458,21.19191843515354,0.0471877995878458,21.19191843515354,4.305504262447357e-06,False,0.008297200314700603,120.52258136135936,0.04367500077933073,0.8571320245308132,32,31,0.08450974893365754,-0.5174995079595918,0.113,0.123438015765892,-0.5746434361161697,0.113,0.11195973211379599,-0.5556289855364553,0.113,0.123438015765892,-0.5746434361161697,0.113,7264460.967540099,7264461.017540099,0.04285660106688738,0.049999999813735485,1,True,196,1,3.4109578944710783,10.324233896987648,0.0002972003147006033,1,False,,False,,,,,False,False,False,,8.753005981445312,1.2074878215789795,11.881681442260742,1.2585437297821045,,,3.12909197807312,False,0.202364325,0.803824171214,3,1.0,-0.21237683296203613,1.0223032236099243,0.20236432552337646,-0.04297749325633049,0.2068777084350586,0.20236432552337646,-0.20236432552337646,0.2861863672733307,0.20187801122665405,-0.20231100916862488,0.28580495715141296,0.20187801122665405,-0.20231100916862488,0.28580495715141296,0.20187759399414062,-0.20231103897094727,0.2858046889305115,False,False,1.7614001408219337,2.537500113248825,0.5798804759979248,0.2887859642505646,0.647810697555542,0.6629523634910583,0.24770693480968475,1448.3531494140625,213.1934356689453,1448.3531494140625,213.1934356689453,13.79614543914795,1.8610167503356934,14.144073486328125,2.0342884063720703,0.3479280471801758,0.17327165603637695,0.38868623971939087,0.23807811737060547,0.06902670860290527,0.24788278341293335,0.5821024179458618,2.0070242881774902,1.5,3.0,True,,False,False,0.06461443045811917,-0.48980016818783745,0.11237850603279811,False,,False,safety_servo_tracking_lag
33,1787723255.9541202,1.6500012995675206,0.04999700002372265,20.001200062514123,0.04999700002372265,20.001200062514123,1.3057142496109009e-06,False,0.008002999238669872,124.95315445840323,0.043931699357926846,0.8177960135705621,33,32,0.09293986162929484,-0.5303383466199892,0.113,0.13222440304522298,-0.5930065033344797,0.113,0.123438015765892,-0.5746434361161697,0.113,0.13222440304522298,-0.5930065033344797,0.113,7264461.017540099,7264461.067540099,0.040889800526201725,0.049999999813735485,1,True,202,1,3.180135822642401,10.573684729675497,2.9992386698721174e-06,1,False,,True,26,0.03529859986156225,0.06300750002264977,15.871126447494706,False,False,False,,8.954883575439453,1.0051767826080322,12.209771156311035,1.3589061498641968,,,3.274052381515503,False,0.202364325,0.803824171214,3,1.0,-1.0,1.4142135381698608,0.20236432552337646,-0.20236432552337646,0.2861863672733307,-0.05606938153505325,-0.20236432552337646,0.2099883258342743,-0.005466420203447342,-0.20235386490821838,0.2024276852607727,-0.0054664164781570435,-0.20235386490821838,0.2024276852607727,-0.005466461181640625,-0.202353835105896,0.20242765545845032,False,False,1.0943002998828888,1.5754997730255127,0.49013641476631165,0.3106827735900879,0.5803080797195435,0.5798804759979248,0.2887859642505646,1478.467041015625,232.7291717529297,1478.467041015625,232.7291717529297,14.144073486328125,2.0342884063720703,14.438155174255371,2.220698118209839,0.2940816879272461,0.18640971183776855,0.348184734582901,0.32808971405029297,0.10036242008209229,0.34309688210487366,0.8706923723220825,2.048820734024048,1.5,3.0,True,,False,False,0.07481560642738923,-0.5042136327748564,0.11241940984208403,False,,False,safety_servo_tracking_lag
34,1787723256.0045464,1.7000027000904083,0.05000140052288771,19.99943980653619,0.05000140052288771,19.99943980653619,2.7064234018325806e-06,False,0.008001299574971199,124.9796974391625,0.00045350007712841034,0.9387360175651909,34,33,0.10210717979099501,-0.5457335147628967,0.113,0.13822898220840701,-0.6099778206443951,0.113,0.13222440304522298,-0.5930065033344797,0.113,0.13822898220840701,-0.6099778206443951,0.113,7264461.067540099,7264461.117540099,0.046936800703406334,0.049999999813735485,2,True,209,1,3.4514612345445985,10.816668524766229,1.2995749711988691e-06,1,False,,True,27,0.006620599888265133,0.06472939997911453,15.448930475528247,False,False,False,,8.949417114257812,0.8028229475021362,12.489506721496582,1.4506468772888184,,,3.5988762378692627,True,0.202364325,0.803824171214,3,1.0,-1.0,1.4142135381698608,0.20236432552337646,-0.20236432552337646,0.2861863672733307,0.20236432552337646,-0.20236432552337646,0.2861863672733307,0.16159294545650482,-0.2023622691631317,0.25896480679512024,0.16159294545650482,-0.2023622691631317,0.25896480679512024,0.1615924835205078,-0.2023622989654541,0.25896453857421875,False,False,1.1900998651981354,1.5608994290232658,0.3263596296310425,0.31723305583000183,0.4551345109939575,0.49013641476631165,0.3106827735900879,1484.800048828125,252.67678833007812,1498.5186767578125,252.67678833007812,14.438155174255371,2.220698118209839,14.5,2.4110379219055176,0.061844825744628906,0.1903398036956787,0.2001350075006485,0.2797355651855469,0.09174072742462158,0.2943948805332184,0.8196347951889038,2.095282793045044,1.5,3.0,True,,True,False,0.08331297616217223,-0.516790118045792,0.11243771733883037,False,,False,safety_servo_tracking_lag
35,1787723256.0563178,1.7520059999078512,0.052003299817442894,19.22954896151765,0.052003299817442894,19.22954896151765,0.0020060064271092415,True,0.0080788005143404,123.78075163818372,0.04856620077043772,0.9009900350160526,35,34,0.10883979484542093,-0.5595305683246815,0.113,0.1341017511226041,-0.6201111183818852,0.113,0.13822898220840701,-0.6099778206443951,0.113,0.1341017511226041,-0.6201111183818852,0.113,7264461.117540099,7264461.167540099,0.045049501582980156,0.049999999813735485,1,True,215,1,3.4529429629199306,9.997850417211353,7.880051434040053e-05,1,False,,False,,,,,False,False,False,,9.11100959777832,0.6004606485366821,12.768832206726074,1.5480127334594727,,,3.7785606384277344,True,0.202364325,0.803824171214,3,1.0,0.044747233390808105,1.0010006427764893,0.20236432552337646,0.00905524380505085,0.20256681740283966,0.20236432552337646,-0.04297749325633049,0.2068777084350586,0.19436587393283844,-0.07424494624137878,0.20806346833705902,0.19436587393283844,-0.07424494624137878,0.20806346833705902,0.1943655014038086,-0.07424497604370117,0.20806312561035156,False,False,1.5418007969856262,2.427300438284874,0.2110498547554016,0.378145307302475,0.4330541789531708,0.3263596296310425,0.31723305583000183,1484.800048828125,276.4545593261719,1497.7669677734375,276.4545593261719,14.5,2.4110379219055176,14.5,2.637925148010254,0.0,0.22688722610473633,0.22688722610473633,0.2793254852294922,0.0973658561706543,0.2958087921142578,0.893978476524353,1.9343615770339966,1.5,3.0,True,,True,False,0.09160903157733913,-0.5296143268431529,0.11236690969363197,False,,False,safety_servo_tracking_lag
36,1787723256.1055605,1.8000052999705076,0.0479993000626564,20.83363713001313,0.0479993000626564,20.83363713001313,5.306676030158997e-06,False,0.008012100122869015,124.81122111114043,0.04441400058567524,0.8610880406986476,36,35,0.11360632920599266,-0.5741141771219171,0.113,0.12623691335939835,-0.6300615950658115,0.113,0.1341017511226041,-0.6201111183818852,0.113,0.12623691335939835,-0.6300615950658115,0.113,7264461.167540099,7264461.217540098,0.043054401874542236,0.049999999813735485,1,True,221,1,3.4365259793958236,9.125141203018334,1.2100122869014573e-05,1,False,,True,28,0.0416574003174901,0.07846920005977154,12.743853629682478,False,False,False,,9.305375099182129,0.526215672492981,13.043512344360352,1.6585204601287842,,,3.905865430831909,True,0.202364325,0.803824171214,3,1.0,0.2924971580505371,1.041899561882019,0.20236432552337646,0.059190988540649414,0.2108432799577713,0.20236432552337646,-0.20236432552337646,0.2861863672733307,0.20079514384269714,-0.17723040282726288,0.2678232789039612,0.20079514384269714,-0.17723040282726288,0.2678232789039612,0.20079517364501953,-0.17723041772842407,0.26782330870628357,False,False,1.4503998681902885,2.549099735915661,0.12535613775253296,0.49738550186157227,0.5129390954971313,0.2110498547554016,0.378145307302475,1484.800048828125,307.73016357421875,1492.5018310546875,307.73016357421875,14.5,2.637925148010254,14.5,2.936356544494629,0.0,0.298431396484375,0.298431396484375,0.27468013763427734,0.11050772666931152,0.296076238155365,0.48706015944480896,1.755160927772522,1.5,3.0,True,,True,False,0.09926953661365329,-0.5428880733632059,0.11240175011852617,False,,False,safety_servo_tracking_lag
37,1787723256.1542637,1.8500017002224922,0.049996400251984596,20.00144000287911,0.049996400251984596,20.00144000287911,1.7071142792701721e-06,False,0.008002200163900852,124.96563189098329,0.043472399935126305,0.8221720375946613,37,36,0.11559723488437694,-0.5893178609040424,0.113,0.11612728018703418,-0.6428521537770512,0.113,0.12623691335939835,-0.6300615950658115,0.113,0.11612728018703418,-0.6428521537770512,0.113,7264461.217540098,7264461.267540098,0.04110860172659159,0.049999999813735485,1,True,227,1,3.1611192108345456,8.435145436925968,2.200163900852037e-06,1,False,,True,29,0.021298500709235668,0.06516969949007034,15.344554414469352,False,False,False,,9.506170272827148,0.3489852547645569,13.345412254333496,1.815613031387329,,,4.109838962554932,True,0.202364325,0.803824171214,3,1.0,-0.307797372341156,1.0462979078292847,0.20236432552337646,-0.06228720769286156,0.2117333561182022,0.20236432552337646,-0.20236432552337646,0.2861863672733307,0.20205649733543396,-0.19743366539478302,0.28250110149383545,0.20205649733543396,-0.19743366539478302,0.28250110149383545,0.202056884765625,-0.04898524284362793,0.20790992677211761,False,True,1.3550994917750359,1.6518998891115189,0.036989130079746246,0.6258246898651123,0.6269168257713318,0.12535613775253296,0.49738550186157227,1484.800048828125,347.08203125,1487.0726318359375,347.08203125,14.5,2.936356544494629,14.5,3.3118515014648438,0.0,0.37549495697021484,0.37549495697021484,0.30189990997314453,0.15709257125854492,0.3403257727622986,0.526394248008728,1.609080195426941,1.5,3.0,True,,True,False,0.10647518085365595,-0.5590566157413454,0.11244085961112125,False,,False,safety_servo_tracking_lag
38,1787723256.2086005,1.9052694998681545,0.05526779964566231,18.09371833891138,0.05526779964566231,18.09371833891138,0.005269506946206093,True,0.00801059976220131,124.83459786851222,0.05047290027141571,0.9437740443042444,38,37,0.11390873198072127,-0.6071153525111669,0.113,0.10316372273798591,-0.6592534553704507,0.113,0.11612728018703418,-0.6428521537770512,0.113,0.10316372273798591,-0.6592534553704507,0.113,7264461.267540098,7264461.317540098,0.047188702039420605,0.049999999813735485,1,True,234,1,3.160330260075397,8.400992398106194,1.0599762201309038e-05,1,False,,False,,,,,False,False,False,,9.708227157592773,0.30000001192092896,13.614531517028809,2.004882335662842,,,4.262139797210693,True,0.202364325,0.803824171214,3,1.0,-0.7521868348121643,1.251313328742981,0.20236432552337646,-0.15221577882766724,0.25322118401527405,0.20236432552337646,0.00905524380505085,0.20256681740283966,0.20230400562286377,-0.0023308969102799892,0.20231743156909943,0.20230400562286377,-0.0023308955132961273,0.20231743156909943,0.20230388641357422,0.0,0.20230388641357422,False,True,1.0927999392151833,2.1973000839352608,-0.009771488606929779,0.7889077663421631,0.7889683246612549,0.036989130079746246,0.6258246898651123,1484.1995849609375,396.6885681152344,1484.1995849609375,396.6885681152344,14.5,3.3118515014648438,14.494136810302734,3.785196304321289,-0.005863189697265625,0.4733448028564453,0.4733811318874359,0.2691192626953125,0.1892693042755127,0.3290107250213623,0.5040528774261475,1.5786775350570679,1.5,3.0,True,,False,False,0.11121307748796269,-0.5756317437540781,0.11246655669368166,False,,False,safety_servo_tracking_lag
39,1787723256.2573566,1.9509982001036406,0.04572870023548603,21.86810460061989,0.04572870023548603,21.86810460061989,0.0009982073679566383,False,0.008003899827599525,124.93909488368911,0.04442229960113764,0.888445995332472,39,38,0.10951510321082002,-0.6218167909761613,0.113,0.0874066419481365,-0.6791890814732113,0.113,0.10316372273798591,-0.6592534553704507,0.113,0.0874066419481365,-0.6791890814732113,0.113,7264461.3187349,7264461.3687349,0.04442229960113764,0.049999999813735485,1,True,240,1,3.4184621613519997,9.481184208942766,3.899827599525285e-06,1,False,,True,30,0.04491310007870197,0.07015779986977577,14.253582664453015,False,False,False,,9.910531044006348,0.30000001192092896,13.77906608581543,2.166534662246704,,,4.295289993286133,True,0.202364325,0.803824171214,3,1.0,-1.0,1.4142135381698608,0.20236432552337646,-0.20236432552337646,0.2861863672733307,0.20236432552337646,0.059190988540649414,0.2108432799577713,0.20235246419906616,0.047579146921634674,0.20787087082862854,0.20235246419906616,0.047579146921634674,0.20787087082862854,0.20235252380371094,0.04757913947105408,0.20787091553211212,False,False,1.8771002069115639,2.1107997745275497,-0.03220798820257187,0.9886919260025024,0.9892163872718811,-0.009771488606929779,0.7889077663421631,1482.220703125,458.8575134277344,1482.220703125,458.8575134277344,14.494136810302734,3.785196304321289,14.474811553955078,4.378411293029785,-0.01932525634765625,0.5932149887084961,0.5935297012329102,0.1645345687866211,0.1616523265838623,0.23065796494483948,0.3371534049510956,1.7695738077163696,1.5,3.0,True,,False,False,0.11253645595147217,-0.5877695330111407,0.1125060288070827,False,,False,safety_servo_tracking_lag
40,1787723256.3060257,2.0000050999224186,0.04900689981877804,20.40528994280166,0.04900689981877804,20.40528994280166,5.107372999191284e-06,False,0.008299100212752819,120.49499034405551,0.045066299848258495,0.8547920020475686,40,39,0.10311298183256642,-0.635768788628521,0.113,0.06686590413758632,-0.703571536249904,0.113,0.0874066419481365,-0.6791890814732113,0.113,0.06686590413758632,-0.703571536249904,0.113,7264461.3687349,7264461.4187349,0.04273959994316101,0.049999999813735485,1,True,246,1,3.2675049037681507,10.892472327038643,0.0002991002127528189,1,False,,True,31,0.03163420036435127,0.0775872003287077,12.888723858618139,False,False,False,,10.112883567810059,0.34757915139198303,13.956949234008789,2.416768789291382,,,4.365591049194336,True,0.202364325,0.803824171214,3,1.0,0.31716403365135193,1.0490914583206177,0.20236432552337646,0.06418268382549286,0.2122987061738968,0.20236432552337646,-0.06228720769286156,0.2117333561182022,0.20236201584339142,-0.04073408991098404,0.20642104744911194,0.20236201584339142,-0.04073408991098404,0.20642104744911194,0.202362060546875,-0.04073408246040344,0.20642109215259552,False,False,1.3207998126745224,2.005799673497677,-0.05959709733724594,1.0,1.0017743110656738,-0.03220798820257187,0.9886919260025024,1478.55908203125,521.7374877929688,1478.55908203125,521.7374877929688,14.474811553955078,4.378411293029785,14.439053535461426,4.9784111976623535,-0.035758018493652344,0.5999999046325684,0.6010645031929016,0.17788314819335938,0.25023412704467773,0.30701714754104614,0.4116215407848358,2.0288476943969727,1.5,3.0,True,,False,False,0.11138833485467037,-0.6041627054980665,0.11251743277645156,False,,False,safety_servo_tracking_lag
41,1787723256.353732,2.050002899952233,0.04999780002981424,20.000880026794956,0.04999780002981424,20.000880026794956,2.907589077949524e-06,False,0.008015300147235394,124.76139154251337,0.04477609973400831,0.8156440064893812,41,40,0.095400844691856,-0.6490481376281332,0.113,0.045446418745227986,-0.7274873925477593,0.113,0.06686590413758632,-0.703571536249904,0.113,0.045446418745227986,-0.7274873925477593,0.113,7264461.4187349,7264461.4687349,0.040782200172543526,0.049999999813735485,1,True,252,1,3.338961173341457,12.600105147256896,1.5300147235393358e-05,1,False,,True,32,0.01973870024085045,0.062079600058496,16.1083511984247,False,False,False,,10.315245628356934,0.3068450689315796,14.074402809143066,2.6560475826263428,,,4.432834148406982,True,0.202364325,0.803824171214,3,1.0,0.138916015625,1.009602665901184,0.20236432552337646,0.028111645951867104,0.20430757105350494,0.20236432552337646,-0.15221577882766724,0.25322118401527405,0.20236387848854065,-0.13034576177597046,0.24070969223976135,0.20236387848854065,-0.13034576177597046,0.24070969223976135,0.2023639678955078,-0.006845057010650635,0.20247969031333923,False,True,1.1314991861581802,1.538899727165699,-0.08970972150564194,1.0,1.0040158033370972,-0.05959709733724594,1.0,1473.04736328125,584.6174926757812,1473.04736328125,584.6174926757812,14.439053535461426,4.9784111976623535,14.385228157043457,5.578411102294922,-0.05382537841796875,0.5999999046325684,0.6024093627929688,0.11745357513427734,0.23927879333496094,0.2665514647960663,0.38576146960258484,2.3508174419403076,1.5,3.0,True,,False,False,0.1081102860166134,-0.6181742357120373,0.11262790673747265,False,,False,safety_servo_tracking_lag
42,1787723256.4086537,2.104318800382316,0.054315900430083275,18.41081510352984,0.054315900430083275,18.41081510352984,0.004318808205425739,True,0.008000499568879604,124.99219472366532,0.051595499739050865,0.9361740050322339,42,41,0.08541512634288256,-0.6639252973872761,0.113,0.02387453323762991,-0.7508382061055916,0.113,0.045446418745227986,-0.7274873925477593,0.113,0.02387453323762991,-0.7508382061055916,0.113,7264461.4687349,7264461.518734899,0.0468087000772357,0.049999999813735485,1,True,259,1,3.6466456918404977,14.276715158990685,4.995688796041731e-07,1,False,,False,,,,,False,False,False,,10.517609596252441,0.30000001192092896,14.157517433166504,2.9136087894439697,,,4.481058120727539,True,0.202364325,0.803824171214,3,1.0,-0.6151434183120728,1.174053430557251,0.20236432552337646,-0.12448308616876602,0.23758652806282043,0.20236432552337646,-0.20236432552337646,0.2861863672733307,0.2023642510175705,-0.16400817036628723,0.26048028469085693,0.2023642510175705,-0.16400817036628723,0.26048028469085693,0.2023639678955078,0.0,0.2023639678955078,False,True,1.762700267136097,2.198999747633934,-0.13096025586128235,1.0,1.008538842201233,-0.08970972150564194,1.0,1465.001220703125,647.4974365234375,1465.001220703125,647.4974365234375,14.385228157043457,5.578411102294922,14.306652069091797,6.17841100692749,-0.07857608795166016,0.5999999046325684,0.6051232218742371,0.0831146240234375,0.25756120681762695,0.2706396281719208,0.41351401805877686,2.674513816833496,1.5,3.0,True,,False,False,0.10280217563725498,-0.6318728656967518,0.11263309437013896,False,,False,safety_servo_tracking_lag
43,1787723256.4554884,2.15010860003531,0.04578979965299368,21.838924991553686,0.04578979965299368,21.838924991553686,0.00010860804468393326,False,0.008026699535548687,124.5842074405794,0.04512530006468296,0.8969780091083721,43,42,0.07625934432972084,-0.6762569498110442,0.113,0.0013793751104598532,-0.7730352925454048,0.113,0.02387453323762991,-0.7508382061055916,0.113,0.0013793751104598532,-0.7730352925454048,0.113,7264461.518734899,7264461.568734899,0.04484890028834343,0.049999999813735485,1,True,265,1,3.685789360751726,15.910258863548451,2.6699535548686815e-05,1,False,,True,33,0.03856740053743124,0.06189319957047701,16.156863870986545,False,False,False,,10.71997356414795,0.30000001192092896,14.214079856872559,3.1820130348205566,,,4.529324054718018,True,0.202364325,0.803824171214,3,1.0,-1.0,1.4142135381698608,0.20236432552337646,-0.20236432552337646,0.2861863672733307,0.20236432552337646,0.06418268382549286,0.2122987061738968,0.2023642510175705,0.05159159377217293,0.20883721113204956,0.2023642510175705,0.05159159377217293,0.20883721113204956,0.2023639678955078,0.05159160494804382,0.20883694291114807,False,False,1.6654999926686287,2.217300236225128,-0.1846361756324768,1.0,1.0169024467468262,-0.13096025586128235,1.0,1453.6571044921875,710.37744140625,1453.6571044921875,710.37744140625,14.306652069091797,6.17841100692749,14.195870399475098,6.778410911560059,-0.11078166961669922,0.5999999046325684,0.6101413369178772,0.05656242370605469,0.2684042453765869,0.27429938316345215,0.42766016721725464,2.9978277683258057,1.5,3.0,True,,False,False,0.09605369344123756,-0.6451669801843252,0.11268085576278862,False,,False,safety_servo_tracking_lag
44,1787723256.504738,2.200003399513662,0.04989479947835207,20.04216893253317,0.04989479947835207,20.04216893253317,3.407709300518036e-06,False,0.00803889986127615,124.39513083339406,0.046510099433362484,0.8581940116666035,44,43,0.06661387263047745,-0.6882094644740205,0.113,-0.02239950256794025,-0.7937931114350751,0.113,0.0013793751104598532,-0.7730352925454048,0.113,-0.02239950256794025,-0.7937931114350751,0.113,7264461.568734899,7264461.618734899,0.04290970042347908,0.049999999813735485,1,True,271,1,3.452546354480384,17.25540709699249,3.889986127614958e-05,1,False,,True,34,0.023299099877476692,0.08154040016233921,12.263859363077625,False,False,False,,10.922337532043457,0.3515916168689728,14.256787300109863,3.5048043727874756,,,4.589259624481201,True,0.202364325,0.803824171214,3,1.0,0.9171067476272583,1.3568657636642456,0.20236432552337646,0.18558968603610992,0.2745812237262726,0.20236432552337646,0.028111645951867104,0.20430757105350494,0.2023642510175705,0.03271784633398056,0.20499207079410553,0.2023642510175705,0.03271784633398056,0.20499207079410553,0.2023639678955078,0.03271785378456116,0.20499178767204285,False,False,1.1105993762612343,1.6769999638199806,-0.2561524212360382,1.0,1.0322858095169067,-0.1846361756324768,1.0,1444.156982421875,430.1835021972656,1444.156982421875,430.1835021972656,14.256787300109863,3.5048043727874756,14.103096008300781,4.104804515838623,-0.15369129180908203,0.6000001430511475,0.6193715929985046,0.04270744323730469,0.32279133796691895,0.32560431957244873,0.5075410604476929,3.2741732597351074,1.5,3.0,False,lag_over_hard_limit,False,False,0.08693689124637904,-0.6602999751132773,0.11279275390508584,False,,False,safety_servo_tracking_lag
