robot_name,robot_path,test_name,test_type,hand_path,trials,episodes_per_trial,episodes,max_steps,reward_mean,reward_std,tiz_mean,tiz_std,zpd_coverage_mean,zpd_coverage_std,episode_length_mean,episode_length_std,catch_rate,too_close_rate,too_far_rate,avg_distance_mean,avg_distance_std
reactive_apf,ReactiveAPFController(radial+tangent+boundary),scripted_hand,scripted,,1,30,30,100,-39.111257986021876,0.0,0.07633333333333334,0.0,0.4480223448041233,0.0,16.633333333333333,0.0,1.0,0.425010944951942,0.12696671024393463,3.999162282078159,0.0
reactive_apf,ReactiveAPFController(radial+tangent+boundary),agent_H1,learned,C:\Users\admin\Desktop\research\RL\logs\league_zpd35_55_noid_warm_entropy_10iter_r5m_h1m_gru_noaux\iteration_1\hand\hand\best_model.zip,1,30,30,100,-27.627189267906736,0.0,0.19366666666666665,0.0,0.46668462278069095,0.0,36.96666666666667,0.0,0.8666666666666667,0.42971130509040945,0.10360407212889958,3.9739465635255176,0.0
