robot_name,robot_path,test_name,test_type,hand_path,base_seed,max_steps,trial_index,trial_seed,requested_episodes,completed_episodes,is_complete,reward_mean,reward_sample_variance,reward_sample_std,tiz_mean,tiz_sample_variance,tiz_sample_std,zpd_coverage_mean,zpd_coverage_sample_variance,zpd_coverage_sample_std,episode_length_mean,episode_length_sample_variance,episode_length_sample_std,catch_rate,too_close_rate,too_far_rate,avg_distance_mean,avg_distance_sample_variance,avg_distance_sample_std
scripted_only,logs/league_zpd35_55_noid_warm_entropy_10iter_r5m_h1m_gru_noaux\baselines\scripted_only_5m\robot\best_model.zip,scripted_hand,scripted,,2026,100,0,479243620,100,100,True,-12.034914562881307,1692.0137135875584,41.13409429642955,0.3041,0.08140221212121213,0.285310729067822,0.5417021458522813,0.04827560706556223,0.21971710690240354,52.91,1688.1433333333334,41.08702147069477,0.58,0.38890989401370163,0.06938796013401706,3.8514269280433653,0.32011187990153356,0.5657843051035735
scripted_only,logs/league_zpd35_55_noid_warm_entropy_10iter_r5m_h1m_gru_noaux\baselines\scripted_only_5m\robot\best_model.zip,scripted_hand,scripted,,2026,100,1,454024514,100,100,True,-9.632790743409489,1597.0620933972575,39.96325929397223,0.32780000000000004,0.07704157575757577,0.27756364271564055,0.5645789585402124,0.0410675392379469,0.20265127494774587,57.01,1661.2827272727272,40.75883618643603,0.55,0.3655618069006969,0.06985923455909056,3.9200306034088133,0.32775609924663673,0.5724998683376589
scripted_only,logs/league_zpd35_55_noid_warm_entropy_10iter_r5m_h1m_gru_noaux\baselines\scripted_only_5m\robot\best_model.zip,scripted_hand,scripted,,2026,100,2,1818751028,100,100,True,-12.925066205862258,1540.32370966521,39.24695796702223,0.2987,0.07629223232323232,0.2762104855417917,0.5085362149554321,0.05355543303323037,0.23142046805161892,54.7,1722.3131313131314,41.50076061126026,0.56,0.4248973748543856,0.06656641019018236,3.786471471786499,0.27165625354978346,0.5212065363651759
scripted_only,logs/league_zpd35_55_noid_warm_entropy_10iter_r5m_h1m_gru_noaux\baselines\scripted_only_5m\robot\best_model.zip,scripted_hand,scripted,,2026,100,3,2288458700,100,100,True,-16.947314244707705,1513.5337149244997,38.90416063770686,0.2935,0.06705126262626264,0.25894258557885497,0.5430216249787662,0.0396780877486544,0.19919359364360692,53.45,1469.0782828282831,38.32855701468923,0.65,0.40229158370631457,0.0546867913149192,3.801346755027771,0.183076755509664,0.42787469603806205
scripted_only,logs/league_zpd35_55_noid_warm_entropy_10iter_r5m_h1m_gru_noaux\baselines\scripted_only_5m\robot\best_model.zip,scripted_hand,scripted,,2026,100,4,2115331525,100,100,True,-16.919389610125982,1488.022045611728,38.57488879584396,0.27259999999999995,0.07103357575757575,0.26652124822905915,0.56664492389978,0.046438984676730216,0.21549706419515374,46.81,1542.9433333333338,39.280317378215436,0.67,0.3697928061194301,0.06356226998078977,3.884998133182526,0.24928494639511184,0.499284434360928
scripted_only,logs/league_zpd35_55_noid_warm_entropy_10iter_r5m_h1m_gru_noaux\baselines\scripted_only_5m\robot\best_model.zip,scripted_hand,scripted,,2026,100,5,2666256175,100,100,True,-15.368540442879068,1714.7365134317852,41.40937711958229,0.30079999999999996,0.07688824242424243,0.27728729221556914,0.518459160829757,0.0467675866690238,0.21625814821417436,53.56,1599.1781818181823,39.98972595327683,0.62,0.40943342451228226,0.07210741465796087,3.8435552096366883,0.28326895673043756,0.5322301726982768
scripted_only,logs/league_zpd35_55_noid_warm_entropy_10iter_r5m_h1m_gru_noaux\baselines\scripted_only_5m\robot\best_model.zip,scripted_hand,scripted,,2026,100,6,975381835,100,100,True,-10.769258849932228,1570.8896553100453,39.63445035963089,0.3116999999999999,0.07942637373737374,0.28182685063239404,0.5418944476375133,0.0480870241432736,0.2192875375922526,53.8,1741.2929292929293,41.728802155021526,0.56,0.38545158509800087,0.07265396726448592,3.886860888004303,0.3584016257410885,0.5986665396872357
scripted_only,logs/league_zpd35_55_noid_warm_entropy_10iter_r5m_h1m_gru_noaux\baselines\scripted_only_5m\robot\best_model.zip,scripted_hand,scripted,,2026,100,7,2535166222,100,100,True,-1.4480928347592121,1870.021492112751,43.243745121262926,0.38550000000000006,0.09141287878787875,0.3023456280283853,0.5854946795024794,0.04584882475971933,0.21412338676501297,60.98,1680.8884848484845,40.99864003657297,0.5,0.35986880446599606,0.0546365160315245,3.8622376322746277,0.3294004813206238,0.5739342134083172
scripted_only,logs/league_zpd35_55_noid_warm_entropy_10iter_r5m_h1m_gru_noaux\baselines\scripted_only_5m\robot\best_model.zip,scripted_hand,scripted,,2026,100,8,1079577930,100,100,True,-12.719158326675277,1614.278770924924,40.17808819400102,0.3081999999999999,0.07428359595959597,0.2725501714539838,0.5529137806332085,0.03771993648870679,0.19421621067435846,54.43,1615.9445454545455,40.19881273687751,0.59,0.3771652754953452,0.0699209438714462,3.898454554080963,0.2455758308939237,0.4955560824910978
scripted_only,logs/league_zpd35_55_noid_warm_entropy_10iter_r5m_h1m_gru_noaux\baselines\scripted_only_5m\robot\best_model.zip,scripted_hand,scripted,,2026,100,9,3715024065,100,100,True,-6.054082321628423,1775.993217317759,42.1425345383706,0.34310000000000007,0.08674079797979799,0.29451790774042585,0.550626648028486,0.04184484243699412,0.20456011937079555,56.4,1762.242424242424,41.97907126464834,0.52,0.3779982341950692,0.07137511777644488,3.9015659856796265,0.4800135303416826,0.6928300876417555
scripted_only,logs/league_zpd35_55_noid_warm_entropy_10iter_r5m_h1m_gru_noaux\baselines\scripted_only_5m\robot\best_model.zip,agent_H1,learned,logs/league_zpd35_55_noid_warm_entropy_10iter_r5m_h1m_gru_noaux\iteration_1\hand\hand\best_model.zip,2026,100,0,479243620,100,100,True,-30.62410763746645,727.377612870307,26.96993905944741,0.18750000000000003,0.04245126262626263,0.20603704187903357,0.5263749287162329,0.05672459478599638,0.23816925659286167,30.58,704.1450505050507,26.535731580362555,0.92,0.3385686534363424,0.1350564178474248,4.1643033123016355,0.6449670831087838,0.8030984267876409
scripted_only,logs/league_zpd35_55_noid_warm_entropy_10iter_r5m_h1m_gru_noaux\baselines\scripted_only_5m\robot\best_model.zip,agent_H1,learned,logs/league_zpd35_55_noid_warm_entropy_10iter_r5m_h1m_gru_noaux\iteration_1\hand\hand\best_model.zip,2026,100,1,454024514,100,100,True,-30.26349709409907,567.2566480314323,23.81715029199405,0.1925,0.034095707070707075,0.184650229002585,0.6136330623930363,0.03757396409890701,0.1938400477169437,30.49,603.2423232323231,24.560991902452212,0.94,0.25794400414862706,0.12842293345833658,4.310115087032318,0.3565259908590031,0.5970979742546471
scripted_only,logs/league_zpd35_55_noid_warm_entropy_10iter_r5m_h1m_gru_noaux\baselines\scripted_only_5m\robot\best_model.zip,agent_H1,learned,logs/league_zpd35_55_noid_warm_entropy_10iter_r5m_h1m_gru_noaux\iteration_1\hand\hand\best_model.zip,2026,100,2,1818751028,100,100,True,-28.70452580219515,735.2741179197419,27.115938448074075,0.2024,0.044367919191919174,0.21063693691259178,0.5683642388579496,0.033618156719023184,0.18335254762076034,32.38,775.4703030303033,27.84726742483548,0.91,0.3035475769896332,0.1280881841524171,4.168760404586792,0.37519819805137916,0.612534242350074
