step,t_wall_s,t_task_s,control_dt_s,control_loop_hz_inst,policy_dt_s,policy_loop_hz_inst,policy_deadline_overrun_s,policy_deadline_overrun,servo_dt_s,servo_loop_hz_inst,servo_target_age_s,servo_interpolation_phase,servo_command_sequence,servo_policy_step,servo_commanded_world_x,servo_commanded_world_y,servo_commanded_world_z,servo_target_world_x,servo_target_world_y,servo_target_world_z,servo_tracking_error_cm,servo_target_error_cm,servo_deadline_overrun_s,servo_deadline_overrun_count,servo_watchdog_stopped,servo_stop_reason,vision_frame_available,vision_frame_id,vision_age_s,camera_dt_s,camera_hz_inst,hand_detected,microrobot_detected,dead_reckoning_used,dead_reckoning_age_s,hand_x_cm,hand_y_cm,robot_x_cm,robot_y_cm,microrobot_x_cm,microrobot_y_cm,distance_cm,in_zpd,virtual_hand_stride_cm,virtual_hand_smoothing_alpha,virtual_hand_delay_frames,virtual_hand_action_x,virtual_hand_action_y,virtual_hand_action_norm,virtual_hand_command_dx_cm,virtual_hand_command_dy_cm,virtual_hand_command_norm_cm,virtual_hand_delayed_dx_cm,virtual_hand_delayed_dy_cm,virtual_hand_delayed_norm_cm,virtual_hand_smoothed_dx_cm,virtual_hand_smoothed_dy_cm,virtual_hand_smoothed_norm_cm,virtual_hand_exec_dx_cm,virtual_hand_exec_dy_cm,virtual_hand_exec_norm_cm,virtual_hand_actual_dx_cm,virtual_hand_actual_dy_cm,virtual_hand_actual_norm_cm,virtual_hand_accel_clipped,virtual_hand_workspace_clipped,virtual_hand_policy_inference_ms,policy_inference_ms,action_x,action_y,action_norm,last_action_x,last_action_y,virtual_target_x_px,virtual_target_y_px,desired_target_x_px,desired_target_y_px,target_clipped,target_step_limited,robot_world_x,robot_world_y,robot_world_z,safety_stop,safety_reason,task_finished,done_reason
0,1787662751.233008,4.0046870708465576e-07,,,,,4.0046870708465576e-07,False,,,0.00023799948394298553,0.004759989678859711,0,-1,-0.22710420840941453,-0.5227306146140488,0.113,-0.22710420840941453,-0.5227306146140488,0.113,0.00046431154329194243,0.00046431154329194243,1.4994293451309204e-06,0,False,,False,,,,,False,False,False,,5.946713447570801,0.7764639854431152,7.499449253082275,5.000047206878662,,,4.499960422515869,True,0.238786616,0.506315965624,3,1.0,1.0,1.4142135381698608,0.23878662288188934,0.23878662288188934,0.33769527077674866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,2.3528002202510834,2.7395999059081078,0.7582517266273499,0.12107984721660614,0.76785808801651,0.0,0.0,814.5305786132812,531.6184692382812,814.5305786132812,531.6184692382812,False,False,-0.22709973204944692,-0.5227297032673548,0.11299916923555259,False,,False,caught
1,1787662751.2895286,0.057864900678396225,0.05786450020968914,17.281752998404965,0.05786450020968914,17.281752998404965,0.00786490086466074,True,0.008060299791395664,124.06486432024474,0.04556769970804453,0.9113539941608906,1,0,-0.2208579568172722,-0.5292398356810457,0.113,-0.21195171431249532,-0.5385210342502488,0.113,0.8307995653185662,2.1171140127640533,0.003398297354578972,4,False,,True,1,0.0289171002805233,,,False,False,False,,5.946713447570801,0.7764639854431152,7.513931751251221,5.002931594848633,,,4.5076823234558105,True,0.238786616,0.506315965624,3,1.0,1.0,1.4142135381698608,0.23878662288188934,0.23878662288188934,0.33769527077674866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,1.1486997827887535,1.7633000388741493,-0.8843820691108704,-0.27793967723846436,0.9270286560058594,0.7582517266273499,0.12107984721660614,715.0901489257812,506.83038330078125,715.0901489257812,506.83038330078125,False,False,-0.22663423112724906,-0.5232684743470563,0.11298295041969098,False,,False,caught
2,1787662751.334236,0.10362900048494339,0.045764099806547165,21.85118912481999,0.045764099806547165,21.85118912481999,0.0036290008574724197,True,0.008039499633014202,124.38585056879664,0.037685999646782875,0.7537199929356575,2,1,-0.22449406034355468,-0.5239526030839544,0.113,-0.24168086560323243,-0.5006149251645082,0.113,0.16469220126858403,3.0355895212144306,0.004129595123231411,10,False,,True,2,0.016915100626647472,0.03037470020353794,32.922135635877765,False,False,False,,5.946713447570801,0.7764639854431152,7.579715251922607,5.013186931610107,,,4.540541172027588,True,0.238786616,0.506315965624,3,1.0,1.0,1.4142135381698608,0.23878662288188934,0.23878662288188934,0.33769527077674866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,1.298699527978897,1.7273006960749626,-0.706516683101654,-0.05425040051341057,0.7085964679718018,-0.8843820691108704,-0.27793967723846436,732.7544555664062,521.970703125,732.7544555664062,521.970703125,False,False,-0.2244355619927975,-0.525596377092851,0.11308328905392603,False,,False,caught
3,1787662751.3960428,0.165450400672853,0.0618214001879096,16.175628454878797,0.0618214001879096,16.175628454878797,0.015450401231646538,True,0.008032400161027908,124.4957895464249,0.04797470010817051,0.9594940021634102,3,2,-0.2329565682608618,-0.516688989471532,0.113,-0.23957919007329515,-0.5114223607273259,0.113,1.018558073013827,1.8629894639992626,0.004581192508339882,17,False,,True,3,0.015726600773632526,0.057748899795114994,17.316347212637123,False,False,False,,5.946713447570801,0.7764639854431152,7.537493705749512,4.996767520904541,,,4.510160446166992,True,0.238786616,0.506315965624,3,1.0,1.0,1.4142135381698608,0.23878662288188934,0.23878662288188934,0.33769527077674866,0.23878662288188934,0.23878662288188934,0.33769527077674866,0.12090147286653519,0.12090147286653519,0.17098049819469452,0.12090147286653519,0.12090147286653519,0.17098049819469452,0.12090158462524414,0.12090146541595459,0.1709805727005005,False,False,1.124899834394455,1.6057007014751434,-0.6293577551841736,0.5895367860794067,0.8623484373092651,-0.706516683101654,-0.05425040051341057,733.171630859375,560.7313232421875,733.171630859375,560.7313232421875,False,False,-0.22555714239124788,-0.5236880800416784,0.11291466067061985,False,,False,caught
4,1787662751.4419942,0.2111149001866579,0.04566449951380491,21.89884944863325,0.04566449951380491,21.89884944863325,0.011114900931715965,True,0.008062100037932396,124.03716094999731,0.034669600427150726,0.6933920085430145,4,3,-0.24013425260689739,-0.5200412403568148,0.113,-0.2500732534915678,-0.5273346036589126,0.113,1.1319733670207899,2.2120339681614936,0.004899490624666214,23,False,,False,,,,,False,False,False,,6.067615032196045,0.8973654508590698,7.449093818664551,4.9948906898498535,,,4.324141025543213,True,0.238786616,0.506315965624,3,1.0,1.0,1.4142135381698608,0.23878662288188934,0.23878662288188934,0.33769527077674866,0.23878662288188934,0.23878662288188934,0.33769527077674866,0.18058866262435913,0.18058860301971436,0.25539088249206543,0.18058866262435913,0.18058860301971436,0.25539088249206543,0.1805887222290039,0.18058860301971436,0.2553909420967102,False,False,2.0277993753552437,2.09910050034523,-0.5217666029930115,1.0,1.1279363632202148,-0.6293577551841736,0.5895367860794067,730.7298583984375,586.3445434570312,730.7298583984375,586.3445434570312,False,False,-0.22886126425330633,-0.5210619156884848,0.11288030951767555,False,,False,caught
5,1787662751.4876678,0.2570585999637842,0.04594369977712631,21.76576994998264,0.04594369977712631,21.76576994998264,0.0070586008951067924,True,0.008074200712144375,123.85126846003516,0.0372728006914258,0.745456013828516,5,4,-0.2472646102013821,-0.5264549692790225,0.113,-0.25837898325407677,-0.5368590245643515,0.113,1.39975793459254,2.8751815962672413,0.005183688364923,29,False,,True,4,0.042262399569153786,0.0630108006298542,15.870295092333821,False,False,False,,6.248203754425049,1.0779540538787842,7.3552165031433105,5.059899806976318,,,4.132961273193359,True,0.238786616,0.506315965624,3,1.0,1.0,1.4142135381698608,0.23878662288188934,0.23878662288188934,0.33769527077674866,0.23878662288188934,0.23878662288188934,0.33769527077674866,0.21005523204803467,0.2100551724433899,0.2970629036426544,0.21005523204803467,0.2100551724433899,0.2970629036426544,0.21005535125732422,0.21005511283874512,0.2970629632472992,False,False,1.1489996686577797,1.5570996329188347,-0.4308384358882904,1.0,1.0888625383377075,-0.5217666029930115,1.0,726.7034301757812,593.157470703125,726.7034301757812,593.157470703125,False,False,-0.2343340387735293,-0.5210950088335418,0.1129419128451708,False,,False,caught
6,1787662751.5334613,0.3027784004807472,0.045719800516963005,21.8723613990612,0.045719800516963005,21.8723613990612,0.0027784015983343124,True,0.00812000036239624,123.15270386329102,0.03248709999024868,0.6497419998049736,6,5,-0.2522005652184958,-0.5305583625944387,0.113,-0.2617800405799056,-0.5385220403481693,0.113,1.3780773627225313,2.615617736815084,0.005758386105298996,34,False,,True,5,0.0067865001037716866,0.06551289930939674,15.264169507707416,False,False,False,,6.458259105682373,1.2880091667175293,7.280721664428711,5.168821811676025,,,3.967007875442505,True,0.238786616,0.506315965624,3,0.7322250604629517,1.0,1.2394165992736816,0.17484554648399353,0.23878662288188934,0.2959561049938202,0.23878662288188934,0.23878662288188934,0.33769527077674866,0.22460244596004486,0.2246023267507553,0.31763574481010437,0.22460244596004486,0.2246023267507553,0.31763574481010437,0.22460222244262695,0.2246023416519165,0.31763559579849243,False,False,1.1611003428697586,1.6896994784474373,-0.34501445293426514,1.0,1.0578445196151733,-0.4308384358882904,1.0,724.3482055664062,604.572509765625,724.3482055664062,604.572509765625,False,False,-0.24034687524709883,-0.5235298813700321,0.11298559496632149,False,,False,caught
7,1787662751.5948715,0.3642984004691243,0.061519999988377094,16.254876466009897,0.061519999988377094,16.254876466009897,0.014298401772975922,True,0.008035299368202686,124.45087036298901,0.0509273000061512,1.0,7,6,-0.26122602838397097,-0.5384977258897649,0.113,-0.2655444220097268,-0.5423294016576109,0.113,1.7227730684229983,2.2982484198245348,0.0063370829448103905,42,False,,True,6,0.006413999944925308,0.0807480001822114,12.38420763044851,False,False,False,,6.682861328125,1.5126115083694458,7.2171711921691895,5.326127529144287,,,3.8507652282714844,True,0.238786616,0.506315965624,3,-0.9165351390838623,1.0,1.356479525566101,-0.2188563346862793,0.23878662288188934,0.3239091634750366,0.23878662288188934,0.23878662288188934,0.33769527077674866,0.23178400099277496,0.23178406059741974,0.32779210805892944,0.23178400099277496,0.23178406059741974,0.32779210805892944,0.23178386688232422,0.23178410530090332,0.32779204845428467,False,False,1.1090002954006195,1.5752008184790611,-0.2694842219352722,1.0,1.0356745719909668,-0.34501445293426514,1.0,722.481201171875,621.0581665039062,722.481201171875,621.0581665039062,False,False,-0.2473412021995714,-0.5282999263298056,0.11289421487691452,False,,False,caught
8,1787662751.6406693,0.4100203001871705,0.04572189971804619,21.871357186965383,0.04572189971804619,21.871357186965383,0.010020301677286625,True,0.008103500120341778,123.40346580482601,0.038041699677705765,0.7608339935541153,8,7,-0.26781960311016706,-0.545221210562687,0.113,-0.2709485632319035,-0.5485036970481675,0.113,1.826142834444087,2.277441783222733,0.00670568086206913,48,False,,False,,,,,False,False,False,,6.914645195007324,1.7443956136703491,7.16663122177124,5.4842848777771,,,3.748368501663208,True,0.238786616,0.506315965624,3,0.7343823313713074,1.0,1.2406922578811646,0.17536067962646484,0.23878662288188934,0.2962607145309448,0.23878662288188934,0.23878662288188934,0.33769527077674866,0.23532946407794952,0.23532958328723907,0.33280619978904724,0.23532946407794952,0.23532958328723907,0.33280619978904724,0.23532962799072266,0.23532962799072266,0.3328063488006592,False,False,1.63239985704422,2.1279994398355484,-0.19707074761390686,1.0,1.0192334651947021,-0.2694842219352722,1.0,721.7550048828125,637.633056640625,721.7550048828125,637.633056640625,False,False,-0.2538471291499503,-0.5334632633264459,0.1129796677600323,False,,False,caught
9,1787662751.6858065,0.4562164004892111,0.04619610030204058,21.64684883489674,0.04619610030204058,21.64684883489674,0.006216402165591717,True,0.00808659940958023,123.66137474490148,0.03261619992554188,0.6523239985108376,9,8,-0.2720125034264605,-0.5501830682313603,0.113,-0.27569815031535577,-0.5545446446820623,0.113,1.6843429240672547,2.2533670639276124,0.007049178704619408,53,False,,True,7,0.03246400039643049,0.06189570017158985,16.156211129816096,False,False,False,,7.149974822998047,1.9797252416610718,7.120565891265869,5.635008335113525,,,3.6554012298583984,True,0.238786616,0.506315965624,3,-0.6718950271606445,1.0,1.2047584056854248,-0.16043955087661743,0.23878662288188934,0.2876802086830139,0.17484554648399353,0.23878662288188934,0.2959561049938202,0.20470556616783142,0.2370799481868744,0.31322717666625977,0.20470556616783142,0.2370799481868744,0.31322717666625977,0.20470571517944336,0.23707997798919678,0.3132272958755493,False,False,1.1609997600317001,1.5577003359794617,-0.21956953406333923,1.0,1.0238215923309326,-0.19707074761390686,1.0,715.6555786132812,653.4288330078125,715.6555786132812,653.4288330078125,False,False,-0.2599490679394925,-0.5384287477483934,0.11289712716096989,False,,False,caught
