robot_name,robot_path,test_name,test_type,hand_path,trials_requested,trials_completed,episodes_per_trial,max_steps,base_seed,reward_mean,reward_sample_variance,reward_sample_std,tiz_mean,tiz_sample_variance,tiz_sample_std,zpd_coverage_mean,zpd_coverage_sample_variance,zpd_coverage_sample_std,episode_length_mean,episode_length_sample_variance,episode_length_sample_std,catch_rate,too_close_rate,too_far_rate,avg_distance_mean,avg_distance_sample_variance,avg_distance_sample_std
league,logs/league_zpd35_55_noid_warm_entropy_10iter_r5m_h1m_gru_noaux\iteration_10\robot\robot\best_model.zip,scripted_hand,scripted,,20,20,1000,100,2026,-5.873753718519426,1.8987460391010955,1.3779499407094205,0.348543,9.356218000000001e-05,0.009672754519783907,0.5450359859281211,5.0780400456927396e-05,0.007126036798735143,59.321450000000006,1.601055628947366,1.2653282692437429,0.50035,0.3877020422271652,0.06726197184471368,3.851512498754262,0.00041802575817088,0.020445678227216626
