robot_name,robot_path,test_name,test_type,hand_path,base_seed,max_steps,trial_index,trial_seed,requested_episodes,completed_episodes,is_complete,reward_mean,reward_sample_variance,reward_sample_std,tiz_mean,tiz_sample_variance,tiz_sample_std,zpd_coverage_mean,zpd_coverage_sample_variance,zpd_coverage_sample_std,episode_length_mean,episode_length_sample_variance,episode_length_sample_std,catch_rate,too_close_rate,too_far_rate,avg_distance_mean,avg_distance_sample_variance,avg_distance_sample_std
league,logs/league_zpd35_55_noid_warm_entropy_10iter_r5m_h1m_gru_noaux\iteration_10\robot\robot\best_model.zip,scripted_hand,scripted,,2026,100,0,479243620,1000,1000,True,-1.7895785699562143,2138.340359277692,46.242192414262675,0.37822,0.10059462622622622,0.3171665591234773,0.5613529206438408,0.051324142764976564,0.22654832324468122,62.025,1707.1295045045042,41.317423739924834,0.468,0.3730467639016037,0.06560031545455552,3.8784543380737304,0.3471879210905129,0.5892265447945407
league,logs/league_zpd35_55_noid_warm_entropy_10iter_r5m_h1m_gru_noaux\iteration_10\robot\robot\best_model.zip,scripted_hand,scripted,,2026,100,1,454024514,1000,1000,True,-5.425680370661401,2135.248901897117,46.20875352027056,0.35458000000000006,0.09858881241241242,0.3139885545882404,0.5532569025299874,0.053193240999282174,0.2306365994357404,59.982,1694.0937697697698,41.15937037625539,0.497,0.3802305326155456,0.0665125648544671,3.8665052309036256,0.3455850280544375,0.5878648042317532
league,logs/league_zpd35_55_noid_warm_entropy_10iter_r5m_h1m_gru_noaux\iteration_10\robot\robot\best_model.zip,scripted_hand,scripted,,2026,100,2,1818751028,1000,1000,True,-6.431172700082444,1995.988629269112,44.67648855124037,0.34272,0.09553773933933933,0.3090917975931088,0.5431506181943058,0.05168692615399728,0.2273475888457964,58.406,1726.8540180180182,41.55543307460552,0.509,0.38691355815098805,0.06993582365470616,3.855813420891762,0.3534246492604084,0.5944952895191083
league,logs/league_zpd35_55_noid_warm_entropy_10iter_r5m_h1m_gru_noaux\iteration_10\robot\robot\best_model.zip,scripted_hand,scripted,,2026,100,3,2288458700,1000,1000,True,-7.853106980507299,1976.5328994946096,44.45821520815483,0.33615,0.09246213963963963,0.3040758780956484,0.5379748714189254,0.05093989842016052,0.2256986894515795,57.816,1697.651795795796,41.202570257155024,0.523,0.3964289304495144,0.06559619813156016,3.8343192341327668,0.3455893551776738,0.587868484593003
league,logs/league_zpd35_55_noid_warm_entropy_10iter_r5m_h1m_gru_noaux\iteration_10\robot\robot\best_model.zip,scripted_hand,scripted,,2026,100,4,2115331525,1000,1000,True,-4.557117026886355,2074.074477505205,45.54200783348495,0.3579,0.09696555555555557,0.3113929279151271,0.5607255527596985,0.0476143507279363,0.21820712804108006,59.614,1709.7147187187188,41.348696699155084,0.501,0.36923064942067596,0.07004379781962553,3.8907850760221483,0.33082705591131883,0.5751756739565043
league,logs/league_zpd35_55_noid_warm_entropy_10iter_r5m_h1m_gru_noaux\iteration_10\robot\robot\best_model.zip,scripted_hand,scripted,,2026,100,5,2666256175,1000,1000,True,-6.041322085787691,1935.3826109786455,43.992983656245066,0.34481,0.09205802192192193,0.30341064899228887,0.5397197897213543,0.049925896405342014,0.22344103563433018,59.512,1742.8106666666667,41.746983922993365,0.495,0.3948404780682181,0.06543973221042772,3.8407403460741043,0.3443849553490766,0.586843211896565
league,logs/league_zpd35_55_noid_warm_entropy_10iter_r5m_h1m_gru_noaux\iteration_10\robot\robot\best_model.zip,scripted_hand,scripted,,2026,100,6,975381835,1000,1000,True,-7.080448993004334,2029.7997300891466,45.05329877033586,0.33796000000000004,0.09714938778778778,0.3116879654202064,0.5465224875235378,0.05333103280964405,0.23093512684224557,56.933,1743.6501611611613,41.75703726512648,0.526,0.38716989558335835,0.06630761689310379,3.8423192480802535,0.3616259033695115,0.6013533930805675
league,logs/league_zpd35_55_noid_warm_entropy_10iter_r5m_h1m_gru_noaux\iteration_10\robot\robot\best_model.zip,scripted_hand,scripted,,2026,100,7,2535166222,1000,1000,True,-5.621264603109501,2044.0013216302323,45.21063283819673,0.35034000000000004,0.0965324168168168,0.310696663671847,0.5440732666983791,0.051567745044534166,0.22708532547158164,59.501,1731.679678678679,41.613455500338816,0.495,0.39199511002088516,0.06393162328073576,3.832921498656273,0.3594789226259131,0.5995656116105335
league,logs/league_zpd35_55_noid_warm_entropy_10iter_r5m_h1m_gru_noaux\iteration_10\robot\robot\best_model.zip,scripted_hand,scripted,,2026,100,8,1079577930,1000,1000,True,-5.21563740377901,2082.226752439295,45.631422862313805,0.35231,0.0974263902902903,0.312132007795244,0.5501557793936349,0.051289064934898924,0.2264708920256617,59.268,1713.4075835835838,41.393327766484106,0.5,0.3823485526750616,0.0674956679313034,3.860737139940262,0.32384917169261224,0.569077474244599
league,logs/league_zpd35_55_noid_warm_entropy_10iter_r5m_h1m_gru_noaux\iteration_10\robot\robot\best_model.zip,scripted_hand,scripted,,2026,100,9,3715024065,1000,1000,True,-4.397826981641261,2075.828217126871,45.56125785277302,0.35559,0.09907612802802804,0.3147636065812375,0.5517802356333492,0.04914731127530021,0.2216919287554245,59.793,1760.3344854854854,41.95634022988046,0.486,0.3779604490632648,0.07025931530338599,3.8688149635791778,0.3290221139291862,0.5736044925985031
