iteration,timesteps,iteration_progress,opponent_index,opponent,probability,pool_size,uniform_probability
5,1520000,0.76,4,H4,0.2648666207001736,5,0.2
5,1530000,0.765,0,Scr,0.2,5,0.2
5,1530000,0.765,1,H1,0.10137945612650244,5,0.2
5,1530000,0.765,2,H2,0.18415670360703107,5,0.2
5,1530000,0.765,3,H3,0.2453806450144576,5,0.2
5,1530000,0.765,4,H4,0.2690831952520089,5,0.2
5,1540000,0.77,0,Scr,0.2,5,0.2
5,1540000,0.77,1,H1,0.0965404258703791,5,0.2
5,1540000,0.77,2,H2,0.1844651653108555,5,0.2
5,1540000,0.77,3,H3,0.2540489657278245,5,0.2
5,1540000,0.77,4,H4,0.264945443090941,5,0.2
5,1550000,0.775,0,Scr,0.19999999999999996,5,0.2
5,1550000,0.775,1,H1,0.09649440995271205,5,0.2
5,1550000,0.775,2,H2,0.1846666426586084,5,0.2
5,1550000,0.775,3,H3,0.2536223772375613,5,0.2
5,1550000,0.775,4,H4,0.2652165701511182,5,0.2
5,1560000,0.78,0,Scr,0.2,5,0.2
5,1560000,0.78,1,H1,0.09646738548979338,5,0.2
5,1560000,0.78,2,H2,0.18479871285714863,5,0.2
5,1560000,0.78,3,H3,0.25355702465600727,5,0.2
5,1560000,0.78,4,H4,0.2651768769970508,5,0.2
5,1570000,0.785,0,Scr,0.19999999999999996,5,0.2
5,1570000,0.785,1,H1,0.09650857084440113,5,0.2
5,1570000,0.785,2,H2,0.18453335889929484,5,0.2
5,1570000,0.785,3,H3,0.2539595755985501,5,0.2
5,1570000,0.785,4,H4,0.2649984946577538,5,0.2
5,1580000,0.79,0,Scr,0.2,5,0.2
5,1580000,0.79,1,H1,0.09643994452082266,5,0.2
5,1580000,0.79,2,H2,0.18410144094149086,5,0.2
5,1580000,0.79,3,H3,0.2544341995967629,5,0.2
5,1580000,0.79,4,H4,0.2650244149409236,5,0.2
5,1590000,0.795,0,Scr,0.2,5,0.2
5,1590000,0.795,1,H1,0.09661943809374367,5,0.2
5,1590000,0.795,2,H2,0.18344926569378714,5,0.2
5,1590000,0.795,3,H3,0.25536376556175266,5,0.2
5,1590000,0.795,4,H4,0.26456753065071653,5,0.2
5,1600000,0.8,0,Scr,0.2,5,0.2
5,1600000,0.8,1,H1,0.10090140250694231,5,0.2
5,1600000,0.8,2,H2,0.18422815072066218,5,0.2
5,1600000,0.8,3,H3,0.2462833085337509,5,0.2
5,1600000,0.8,4,H4,0.2685871382386446,5,0.2
5,1610000,0.805,0,Scr,0.2,5,0.2
5,1610000,0.805,1,H1,0.09865780729983924,5,0.2
5,1610000,0.805,2,H2,0.17973456325161585,5,0.2
5,1610000,0.805,3,H3,0.25092188267622395,5,0.2
5,1610000,0.805,4,H4,0.27068574677232105,5,0.2
5,1620000,0.81,0,Scr,0.2,5,0.2
5,1620000,0.81,1,H1,0.10082061899250112,5,0.2
5,1620000,0.81,2,H2,0.18967328547437448,5,0.2
5,1620000,0.81,3,H3,0.24721734115676575,5,0.2
5,1620000,0.81,4,H4,0.2622887543763586,5,0.2
5,1630000,0.815,0,Scr,0.2,5,0.2
5,1630000,0.815,1,H1,0.1009662612840313,5,0.2
5,1630000,0.815,2,H2,0.18523696599320355,5,0.2
5,1630000,0.815,3,H3,0.24613172368780908,5,0.2
5,1630000,0.815,4,H4,0.26766504903495614,5,0.2
5,1640000,0.82,0,Scr,0.19999999999999996,5,0.2
5,1640000,0.82,1,H1,0.0965979667864729,5,0.2
5,1640000,0.82,2,H2,0.18429958106917657,5,0.2
5,1640000,0.82,3,H3,0.2545121980372538,5,0.2
5,1640000,0.82,4,H4,0.2645902541070967,5,0.2
5,1650000,0.825,0,Scr,0.2,5,0.2
5,1650000,0.825,1,H1,0.10083042504703621,5,0.2
5,1650000,0.825,2,H2,0.18485156448687298,5,0.2
5,1650000,0.825,3,H3,0.24666991199504237,5,0.2
5,1650000,0.825,4,H4,0.26764809847104853,5,0.2
5,1660000,0.83,0,Scr,0.2,5,0.2
5,1660000,0.83,1,H1,0.0986468429496482,5,0.2
5,1660000,0.83,2,H2,0.18047026990224657,5,0.2
5,1660000,0.83,3,H3,0.25115522733804757,5,0.2
5,1660000,0.83,4,H4,0.2697276598100577,5,0.2
5,1670000,0.835,0,Scr,0.2,5,0.2
5,1670000,0.835,1,H1,0.10027511386455817,5,0.2
5,1670000,0.835,2,H2,0.19064732794472702,5,0.2
5,1670000,0.835,3,H3,0.24744933449944592,5,0.2
5,1670000,0.835,4,H4,0.2616282236912689,5,0.2
5,1680000,0.84,0,Scr,0.2,5,0.2
5,1680000,0.84,1,H1,0.09895535429619867,5,0.2
5,1680000,0.84,2,H2,0.17983572452452157,5,0.2
5,1680000,0.84,3,H3,0.2509904649003276,5,0.2
5,1680000,0.84,4,H4,0.2702184562789522,5,0.2
5,1690000,0.845,0,Scr,0.2,5,0.2
5,1690000,0.845,1,H1,0.0988730737086871,5,0.2
5,1690000,0.845,2,H2,0.17979522612843982,5,0.2
5,1690000,0.845,3,H3,0.25109721145460345,5,0.2
5,1690000,0.845,4,H4,0.27023448870826966,5,0.2
5,1700000,0.85,0,Scr,0.2,5,0.2
5,1700000,0.85,1,H1,0.10115151966969996,5,0.2
5,1700000,0.85,2,H2,0.1842759682535631,5,0.2
5,1700000,0.85,3,H3,0.24714006276238673,5,0.2
5,1700000,0.85,4,H4,0.26743244931435023,5,0.2
5,1710000,0.855,0,Scr,0.19999999999999996,5,0.2
5,1710000,0.855,1,H1,0.10036045856426681,5,0.2
5,1710000,0.855,2,H2,0.19185452067409095,5,0.2
5,1710000,0.855,3,H3,0.24769932057984434,5,0.2
5,1710000,0.855,4,H4,0.2600857001817979,5,0.2
5,1720000,0.86,0,Scr,0.2,5,0.2
5,1720000,0.86,1,H1,0.10127480540787866,5,0.2
5,1720000,0.86,2,H2,0.183878201120301,5,0.2
5,1720000,0.86,3,H3,0.24730199164206124,5,0.2
5,1720000,0.86,4,H4,0.2675450018297592,5,0.2
5,1730000,0.865,0,Scr,0.2,5,0.2
5,1730000,0.865,1,H1,0.09893630998179201,5,0.2
5,1730000,0.865,2,H2,0.1795340710000246,5,0.2
5,1730000,0.865,3,H3,0.2522254695380285,5,0.2
5,1730000,0.865,4,H4,0.2693041494801549,5,0.2
5,1740000,0.87,0,Scr,0.2,5,0.2
5,1740000,0.87,1,H1,0.09629683773801985,5,0.2
5,1740000,0.87,2,H2,0.1847067746424447,5,0.2
5,1740000,0.87,3,H3,0.25529690756769924,5,0.2
5,1740000,0.87,4,H4,0.26369948005183624,5,0.2
5,1750000,0.875,0,Scr,0.19999999999999996,5,0.2
5,1750000,0.875,1,H1,0.0962995169685742,5,0.2
5,1750000,0.875,2,H2,0.18456481131714594,5,0.2
5,1750000,0.875,3,H3,0.25480018969670637,5,0.2
5,1750000,0.875,4,H4,0.2643354820175735,5,0.2
5,1760000,0.88,0,Scr,0.2,5,0.2
5,1760000,0.88,1,H1,0.09917734544443553,5,0.2
5,1760000,0.88,2,H2,0.18055497898418654,5,0.2
5,1760000,0.88,3,H3,0.25158020555227706,5,0.2
5,1760000,0.88,4,H4,0.2686874700191008,5,0.2
5,1770000,0.885,0,Scr,0.19999999999999996,5,0.2
5,1770000,0.885,1,H1,0.09620555793109034,5,0.2
5,1770000,0.885,2,H2,0.184159691007494,5,0.2
5,1770000,0.885,3,H3,0.25524626058101646,5,0.2
5,1770000,0.885,4,H4,0.26438849048039914,5,0.2
5,1780000,0.89,0,Scr,0.2,5,0.2
5,1780000,0.89,1,H1,0.10159342103132313,5,0.2
5,1780000,0.89,2,H2,0.1857447991226664,5,0.2
5,1780000,0.89,3,H3,0.2464638816270052,5,0.2
5,1780000,0.89,4,H4,0.26619789821900536,5,0.2
5,1790000,0.895,0,Scr,0.19999999999999996,5,0.2
5,1790000,0.895,1,H1,0.10175694410459638,5,0.2
5,1790000,0.895,2,H2,0.1861882760234256,5,0.2
5,1790000,0.895,3,H3,0.2465425841995032,5,0.2
5,1790000,0.895,4,H4,0.26551219567247475,5,0.2
5,1800000,0.9,0,Scr,0.2,5,0.2
5,1800000,0.9,1,H1,0.10041471808619858,5,0.2
5,1800000,0.9,2,H2,0.19221582990898342,5,0.2
5,1800000,0.9,3,H3,0.24796204066151475,5,0.2
5,1800000,0.9,4,H4,0.25940741134330336,5,0.2
5,1810000,0.905,0,Scr,0.2,5,0.2
5,1810000,0.905,1,H1,0.09680406769295047,5,0.2
5,1810000,0.905,2,H2,0.1830361095887732,5,0.2
5,1810000,0.905,3,H3,0.2562124319127946,5,0.2
5,1810000,0.905,4,H4,0.2639473908054818,5,0.2
5,1820000,0.91,0,Scr,0.2,5,0.2
5,1820000,0.91,1,H1,0.10125691885901766,5,0.2
5,1820000,0.91,2,H2,0.1857062382246065,5,0.2
5,1820000,0.91,3,H3,0.24698475974919365,5,0.2
5,1820000,0.91,4,H4,0.26605208316718226,5,0.2
5,1830000,0.915,0,Scr,0.2,5,0.2
5,1830000,0.915,1,H1,0.1003833505928385,5,0.2
5,1830000,0.915,2,H2,0.19214650246302556,5,0.2
5,1830000,0.915,3,H3,0.24785084107999733,5,0.2
5,1830000,0.915,4,H4,0.25961930586413867,5,0.2
5,1840000,0.92,0,Scr,0.2,5,0.2
5,1840000,0.92,1,H1,0.10114176788897354,5,0.2
5,1840000,0.92,2,H2,0.1847779426611463,5,0.2
5,1840000,0.92,3,H3,0.24832645857470226,5,0.2
5,1840000,0.92,4,H4,0.26575383087517795,5,0.2
5,1850000,0.925,0,Scr,0.2,5,0.2
5,1850000,0.925,1,H1,0.09682136366476471,5,0.2
5,1850000,0.925,2,H2,0.18361669465682903,5,0.2
5,1850000,0.925,3,H3,0.25659722908826027,5,0.2
5,1850000,0.925,4,H4,0.26296471259014603,5,0.2
5,1860000,0.93,0,Scr,0.2,5,0.2
5,1860000,0.93,1,H1,0.10081168078085377,5,0.2
5,1860000,0.93,2,H2,0.1847853527138162,5,0.2
5,1860000,0.93,3,H3,0.24784619606801817,5,0.2
5,1860000,0.93,4,H4,0.2665567704373119,5,0.2
5,1870000,0.935,0,Scr,0.2,5,0.2
5,1870000,0.935,1,H1,0.09996568010534757,5,0.2
5,1870000,0.935,2,H2,0.1799437561813213,5,0.2
5,1870000,0.935,3,H3,0.2522650492682769,5,0.2
5,1870000,0.935,4,H4,0.26782551444505426,5,0.2
5,1880000,0.94,0,Scr,0.2,5,0.2
5,1880000,0.94,1,H1,0.09697071454921682,5,0.2
5,1880000,0.94,2,H2,0.18361858231908645,5,0.2
5,1880000,0.94,3,H3,0.2565628469798242,5,0.2
5,1880000,0.94,4,H4,0.26284785615187267,5,0.2
5,1890000,0.945,0,Scr,0.2,5,0.2
5,1890000,0.945,1,H1,0.09985663132153857,5,0.2
5,1890000,0.945,2,H2,0.17985885771860338,5,0.2
5,1890000,0.945,3,H3,0.25249275981169694,5,0.2
5,1890000,0.945,4,H4,0.26779175114816123,5,0.2
5,1900000,0.95,0,Scr,0.19999999999999996,5,0.2
5,1900000,0.95,1,H1,0.09703808258471666,5,0.2
5,1900000,0.95,2,H2,0.1836493973564158,5,0.2
5,1900000,0.95,3,H3,0.2576461798793784,5,0.2
5,1900000,0.95,4,H4,0.2616663401794891,5,0.2
5,1910000,0.955,0,Scr,0.19999999999999996,5,0.2
5,1910000,0.955,1,H1,0.10094166186112581,5,0.2
5,1910000,0.955,2,H2,0.18420116321066124,5,0.2
5,1910000,0.955,3,H3,0.24684325437507432,5,0.2
5,1910000,0.955,4,H4,0.26801392055313855,5,0.2
5,1920000,0.96,0,Scr,0.2,5,0.2
5,1920000,0.96,1,H1,0.09690338921632094,5,0.2
5,1920000,0.96,2,H2,0.18387949021003147,5,0.2
5,1920000,0.96,3,H3,0.2577324922810017,5,0.2
5,1920000,0.96,4,H4,0.26148462829264596,5,0.2
5,1930000,0.965,0,Scr,0.2,5,0.2
5,1930000,0.965,1,H1,0.1009073838263759,5,0.2
5,1930000,0.965,2,H2,0.1843535001125617,5,0.2
5,1930000,0.965,3,H3,0.24627919860096897,5,0.2
5,1930000,0.965,4,H4,0.26845991746009346,5,0.2
5,1940000,0.97,0,Scr,0.2,5,0.2
5,1940000,0.97,1,H1,0.10082115077901328,5,0.2
5,1940000,0.97,2,H2,0.1931815803719541,5,0.2
5,1940000,0.97,3,H3,0.2493702237346642,5,0.2
5,1940000,0.97,4,H4,0.2566270451143685,5,0.2
5,1950000,0.975,0,Scr,0.2,5,0.2
5,1950000,0.975,1,H1,0.10128208514369602,5,0.2
5,1950000,0.975,2,H2,0.19326854898207957,5,0.2
5,1950000,0.975,3,H3,0.24887048837355483,5,0.2
5,1950000,0.975,4,H4,0.2565788775006696,5,0.2
5,1960000,0.98,0,Scr,0.20000000000000007,5,0.2
5,1960000,0.98,1,H1,0.09655440460014783,5,0.2
5,1960000,0.98,2,H2,0.18328251029330195,5,0.2
5,1960000,0.98,3,H3,0.2587385902655177,5,0.2
5,1960000,0.98,4,H4,0.2614244948410326,5,0.2
5,1970000,0.985,0,Scr,0.2,5,0.2
5,1970000,0.985,1,H1,0.09636758268907537,5,0.2
5,1970000,0.985,2,H2,0.1831527727701286,5,0.2
5,1970000,0.985,3,H3,0.2584105243721284,5,0.2
5,1970000,0.985,4,H4,0.2620691201686676,5,0.2
5,1980000,0.99,0,Scr,0.20000000000000004,5,0.2
5,1980000,0.99,1,H1,0.09983530747426426,5,0.2
5,1980000,0.99,2,H2,0.17925335760463973,5,0.2
5,1980000,0.99,3,H3,0.2536303142349635,5,0.2
5,1980000,0.99,4,H4,0.26728102068613263,5,0.2
5,1990000,0.995,0,Scr,0.2,5,0.2
5,1990000,0.995,1,H1,0.10125000562130054,5,0.2
5,1990000,0.995,2,H2,0.1918663211944351,5,0.2
5,1990000,0.995,3,H3,0.25090277903650454,5,0.2
5,1990000,0.995,4,H4,0.2559808941477598,5,0.2
5,2000000,1.0,0,Scr,0.2,5,0.2
5,2000000,1.0,1,H1,0.1003753988737544,5,0.2
5,2000000,1.0,2,H2,0.18486016721443754,5,0.2
5,2000000,1.0,3,H3,0.24635263583173328,5,0.2
5,2000000,1.0,4,H4,0.26841179808007476,5,0.2
5,2010000,1.005,0,Scr,0.2,5,0.2
5,2010000,1.005,1,H1,0.09650245874886333,5,0.2
5,2010000,1.005,2,H2,0.1830105259466469,5,0.2
5,2010000,1.005,3,H3,0.25810587533922935,5,0.2
5,2010000,1.005,4,H4,0.2623811399652604,5,0.2
6,10000,0.005,0,Scr,0.2,6,0.16666666666666666
6,10000,0.005,1,H1,0.16000000000000003,6,0.16666666666666666
6,10000,0.005,2,H2,0.16000000000000003,6,0.16666666666666666
6,10000,0.005,3,H3,0.16000000000000003,6,0.16666666666666666
6,10000,0.005,4,H4,0.16000000000000003,6,0.16666666666666666
6,10000,0.005,5,H5,0.16000000000000003,6,0.16666666666666666
6,20000,0.01,0,Scr,0.2,6,0.16666666666666666
6,20000,0.01,1,H1,0.17101946525628547,6,0.16666666666666666
6,20000,0.01,2,H2,0.09536647753948102,6,0.16666666666666666
6,20000,0.01,3,H3,0.17101946525628547,6,0.16666666666666666
6,20000,0.01,4,H4,0.19157512669166257,6,0.16666666666666666
6,20000,0.01,5,H5,0.17101946525628547,6,0.16666666666666666
6,30000,0.015,0,Scr,0.2,6,0.16666666666666666
6,30000,0.015,1,H1,0.06767403074638072,6,0.16666666666666666
6,30000,0.015,2,H2,0.10455635588961568,6,0.16666666666666666
6,30000,0.015,3,H3,0.22516080523299586,6,0.16666666666666666
6,30000,0.015,4,H4,0.2142148990930982,6,0.16666666666666666
6,30000,0.015,5,H5,0.18839390903790956,6,0.16666666666666666
6,40000,0.02,0,Scr,0.19999999999999996,6,0.16666666666666666
6,40000,0.02,1,H1,0.07943497019896463,6,0.16666666666666666
6,40000,0.02,2,H2,0.14334504454724467,6,0.16666666666666666
6,40000,0.02,3,H3,0.17898553617945598,6,0.16666666666666666
6,40000,0.02,4,H4,0.19796661374658836,6,0.16666666666666666
6,40000,0.02,5,H5,0.20026783532774628,6,0.16666666666666666
6,50000,0.025,0,Scr,0.2,6,0.16666666666666666
6,50000,0.025,1,H1,0.07981650349541092,6,0.16666666666666666
6,50000,0.025,2,H2,0.15185398084773077,6,0.16666666666666666
6,50000,0.025,3,H3,0.1869841490499169,6,0.16666666666666666
6,50000,0.025,4,H4,0.18035960838898618,6,0.16666666666666666
6,50000,0.025,5,H5,0.20098575821795533,6,0.16666666666666666
6,60000,0.03,0,Scr,0.2,6,0.16666666666666666
6,60000,0.03,1,H1,0.07745965407825739,6,0.16666666666666666
6,60000,0.03,2,H2,0.14388058537694348,6,0.16666666666666666
6,60000,0.03,3,H3,0.18866407334082838,6,0.16666666666666666
6,60000,0.03,4,H4,0.18948374514867997,6,0.16666666666666666
6,60000,0.03,5,H5,0.20051194205529077,6,0.16666666666666666
6,70000,0.035,0,Scr,0.2,6,0.16666666666666666
6,70000,0.035,1,H1,0.07743942140157821,6,0.16666666666666666
6,70000,0.035,2,H2,0.14176397441079078,6,0.16666666666666666
6,70000,0.035,3,H3,0.19197398533930354,6,0.16666666666666666
6,70000,0.035,4,H4,0.19173116072990468,6,0.16666666666666666
6,70000,0.035,5,H5,0.19709145811842288,6,0.16666666666666666
6,80000,0.04,0,Scr,0.19999999999999996,6,0.16666666666666666
6,80000,0.04,1,H1,0.07796244505138603,6,0.16666666666666666
6,80000,0.04,2,H2,0.1397347750410068,6,0.16666666666666666
6,80000,0.04,3,H3,0.18885853684475182,6,0.16666666666666666
6,80000,0.04,4,H4,0.19217693491070842,6,0.16666666666666666
6,80000,0.04,5,H5,0.20126730815214686,6,0.16666666666666666
6,90000,0.045,0,Scr,0.2,6,0.16666666666666666
6,90000,0.045,1,H1,0.07403066046693255,6,0.16666666666666666
6,90000,0.045,2,H2,0.1186618148542894,6,0.16666666666666666
6,90000,0.045,3,H3,0.20297147197719798,6,0.16666666666666666
6,90000,0.045,4,H4,0.20035144066440586,6,0.16666666666666666
6,90000,0.045,5,H5,0.20398461203717433,6,0.16666666666666666
6,100000,0.05,0,Scr,0.2,6,0.16666666666666666
6,100000,0.05,1,H1,0.07728907980113549,6,0.16666666666666666
6,100000,0.05,2,H2,0.144704116505287,6,0.16666666666666666
6,100000,0.05,3,H3,0.1832549759341494,6,0.16666666666666666
6,100000,0.05,4,H4,0.19076516464597865,6,0.16666666666666666
6,100000,0.05,5,H5,0.20398666311344948,6,0.16666666666666666
6,110000,0.055,0,Scr,0.19999999999999996,6,0.16666666666666666
6,110000,0.055,1,H1,0.07382372914072502,6,0.16666666666666666
6,110000,0.055,2,H2,0.14637251657975398,6,0.16666666666666666
6,110000,0.055,3,H3,0.18519008580080093,6,0.16666666666666666
6,110000,0.055,4,H4,0.18845311933228273,6,0.16666666666666666
6,110000,0.055,5,H5,0.20616054914643725,6,0.16666666666666666
6,120000,0.06,0,Scr,0.2,6,0.16666666666666666
6,120000,0.06,1,H1,0.07276303612018803,6,0.16666666666666666
6,120000,0.06,2,H2,0.14357342194238512,6,0.16666666666666666
6,120000,0.06,3,H3,0.1858844033750176,6,0.16666666666666666
6,120000,0.06,4,H4,0.19232157139591577,6,0.16666666666666666
6,120000,0.06,5,H5,0.20545756716649344,6,0.16666666666666666
6,130000,0.065,0,Scr,0.19999999999999996,6,0.16666666666666666
6,130000,0.065,1,H1,0.07466491898273087,6,0.16666666666666666
6,130000,0.065,2,H2,0.14391693090443788,6,0.16666666666666666
6,130000,0.065,3,H3,0.18777677716777916,6,0.16666666666666666
6,130000,0.065,4,H4,0.1899986022909237,6,0.16666666666666666
6,130000,0.065,5,H5,0.20364277065412825,6,0.16666666666666666
6,140000,0.07,0,Scr,0.2,6,0.16666666666666666
6,140000,0.07,1,H1,0.07145606948963959,6,0.16666666666666666
6,140000,0.07,2,H2,0.14600861393335351,6,0.16666666666666666
6,140000,0.07,3,H3,0.17841307247852065,6,0.16666666666666666
6,140000,0.07,4,H4,0.19700773773685956,6,0.16666666666666666
6,140000,0.07,5,H5,0.20711450636162676,6,0.16666666666666666
6,150000,0.075,0,Scr,0.2,6,0.16666666666666666
6,150000,0.075,1,H1,0.07460222468082185,6,0.16666666666666666
6,150000,0.075,2,H2,0.13673599299605302,6,0.16666666666666666
6,150000,0.075,3,H3,0.1799030619761981,6,0.16666666666666666
6,150000,0.075,4,H4,0.19559656733382058,6,0.16666666666666666
6,150000,0.075,5,H5,0.21316215301310645,6,0.16666666666666666
6,160000,0.08,0,Scr,0.2,6,0.16666666666666666
6,160000,0.08,1,H1,0.07198027378706184,6,0.16666666666666666
6,160000,0.08,2,H2,0.14318603269803634,6,0.16666666666666666
6,160000,0.08,3,H3,0.17923511365115663,6,0.16666666666666666
6,160000,0.08,4,H4,0.19851438338597074,6,0.16666666666666666
6,160000,0.08,5,H5,0.20708419647777446,6,0.16666666666666666
6,170000,0.085,0,Scr,0.2,6,0.16666666666666666
6,170000,0.085,1,H1,0.07712821231323727,6,0.16666666666666666
6,170000,0.085,2,H2,0.12608590240225245,6,0.16666666666666666
6,170000,0.085,3,H3,0.2002433052210203,6,0.16666666666666666
6,170000,0.085,4,H4,0.19384261064355993,6,0.16666666666666666
6,170000,0.085,5,H5,0.20269996941993018,6,0.16666666666666666
6,180000,0.09,0,Scr,0.19999999999999996,6,0.16666666666666666
6,180000,0.09,1,H1,0.0718463624194855,6,0.16666666666666666
6,180000,0.09,2,H2,0.14072596939255896,6,0.16666666666666666
6,180000,0.09,3,H3,0.18209100531102793,6,0.16666666666666666
6,180000,0.09,4,H4,0.19787460211008884,6,0.16666666666666666
6,180000,0.09,5,H5,0.2074620607668387,6,0.16666666666666666
6,190000,0.095,0,Scr,0.2,6,0.16666666666666666
6,190000,0.095,1,H1,0.07141292713843064,6,0.16666666666666666
6,190000,0.095,2,H2,0.1455383583809232,6,0.16666666666666666
6,190000,0.095,3,H3,0.1879633373098662,6,0.16666666666666666
6,190000,0.095,4,H4,0.19276982137378798,6,0.16666666666666666
6,190000,0.095,5,H5,0.20231555579699198,6,0.16666666666666666
6,200000,0.1,0,Scr,0.2,6,0.16666666666666666
6,200000,0.1,1,H1,0.08078779685914379,6,0.16666666666666666
6,200000,0.1,2,H2,0.13082749733344026,6,0.16666666666666666
6,200000,0.1,3,H3,0.1931039940412172,6,0.16666666666666666
6,200000,0.1,4,H4,0.19464246647267716,6,0.16666666666666666
6,200000,0.1,5,H5,0.2006382452935216,6,0.16666666666666666
6,210000,0.105,0,Scr,0.2,6,0.16666666666666666
6,210000,0.105,1,H1,0.07226384452594659,6,0.16666666666666666
6,210000,0.105,2,H2,0.14355922024144582,6,0.16666666666666666
6,210000,0.105,3,H3,0.18793041689349976,6,0.16666666666666666
6,210000,0.105,4,H4,0.19169483976533608,6,0.16666666666666666
6,210000,0.105,5,H5,0.20455167857377177,6,0.16666666666666666
6,220000,0.11,0,Scr,0.2,6,0.16666666666666666
6,220000,0.11,1,H1,0.07288280643476429,6,0.16666666666666666
6,220000,0.11,2,H2,0.1367839815898256,6,0.16666666666666666
6,220000,0.11,3,H3,0.1863180173717822,6,0.16666666666666666
6,220000,0.11,4,H4,0.19143349983622132,6,0.16666666666666666
6,220000,0.11,5,H5,0.21258169476740674,6,0.16666666666666666
6,230000,0.115,0,Scr,0.2,6,0.16666666666666666
6,230000,0.115,1,H1,0.07566648006267108,6,0.16666666666666666
6,230000,0.115,2,H2,0.14156621129864058,6,0.16666666666666666
6,230000,0.115,3,H3,0.18665029273649422,6,0.16666666666666666
6,230000,0.115,4,H4,0.19360049959120298,6,0.16666666666666666
6,230000,0.115,5,H5,0.20251651631099113,6,0.16666666666666666
6,240000,0.12,0,Scr,0.2,6,0.16666666666666666
6,240000,0.12,1,H1,0.07372521981682496,6,0.16666666666666666
6,240000,0.12,2,H2,0.13645099362448032,6,0.16666666666666666
6,240000,0.12,3,H3,0.18551283838998023,6,0.16666666666666666
6,240000,0.12,4,H4,0.19078839047410068,6,0.16666666666666666
6,240000,0.12,5,H5,0.21352255769461378,6,0.16666666666666666
6,250000,0.125,0,Scr,0.2,6,0.16666666666666666
6,250000,0.125,1,H1,0.07670775307853,6,0.16666666666666666
6,250000,0.125,2,H2,0.1418944213703348,6,0.16666666666666666
6,250000,0.125,3,H3,0.18755923258099028,6,0.16666666666666666
6,250000,0.125,4,H4,0.19363276691584408,6,0.16666666666666666
6,250000,0.125,5,H5,0.2002058260543009,6,0.16666666666666666
6,260000,0.13,0,Scr,0.2,6,0.16666666666666666
6,260000,0.13,1,H1,0.07890543467311145,6,0.16666666666666666
6,260000,0.13,2,H2,0.1311955983331019,6,0.16666666666666666
6,260000,0.13,3,H3,0.19167789987948958,6,0.16666666666666666
6,260000,0.13,4,H4,0.1938690732886446,6,0.16666666666666666
6,260000,0.13,5,H5,0.2043519938256525,6,0.16666666666666666
6,270000,0.135,0,Scr,0.2,6,0.16666666666666666
6,270000,0.135,1,H1,0.07894846060366423,6,0.16666666666666666
6,270000,0.135,2,H2,0.131212925328482,6,0.16666666666666666
6,270000,0.135,3,H3,0.19025349851191997,6,0.16666666666666666
6,270000,0.135,4,H4,0.19510014851192073,6,0.16666666666666666
6,270000,0.135,5,H5,0.20448496704401317,6,0.16666666666666666
6,280000,0.14,0,Scr,0.2,6,0.16666666666666666
6,280000,0.14,1,H1,0.07621604433129905,6,0.16666666666666666
6,280000,0.14,2,H2,0.13437904363654882,6,0.16666666666666666
6,280000,0.14,3,H3,0.184315992653478,6,0.16666666666666666
6,280000,0.14,4,H4,0.19350399971469037,6,0.16666666666666666
6,280000,0.14,5,H5,0.21158491966398382,6,0.16666666666666666
6,290000,0.145,0,Scr,0.2,6,0.16666666666666666
6,290000,0.145,1,H1,0.0789391526410133,6,0.16666666666666666
6,290000,0.145,2,H2,0.1338028419046364,6,0.16666666666666666
6,290000,0.145,3,H3,0.1901371305763051,6,0.16666666666666666
6,290000,0.145,4,H4,0.19514503018380672,6,0.16666666666666666
6,290000,0.145,5,H5,0.20197584469423854,6,0.16666666666666666
6,300000,0.15,0,Scr,0.2,6,0.16666666666666666
6,300000,0.15,1,H1,0.0778036842621368,6,0.16666666666666666
6,300000,0.15,2,H2,0.13404458604497796,6,0.16666666666666666
6,300000,0.15,3,H3,0.19131508706507616,6,0.16666666666666666
6,300000,0.15,4,H4,0.19529332426535956,6,0.16666666666666666
6,300000,0.15,5,H5,0.20154331836244965,6,0.16666666666666666
6,310000,0.155,0,Scr,0.2,6,0.16666666666666666
6,310000,0.155,1,H1,0.07643578332809048,6,0.16666666666666666
6,310000,0.155,2,H2,0.13562819443899451,6,0.16666666666666666
6,310000,0.155,3,H3,0.18683398681515773,6,0.16666666666666666
6,310000,0.155,4,H4,0.19262853198792473,6,0.16666666666666666
6,310000,0.155,5,H5,0.20847350342983254,6,0.16666666666666666
6,320000,0.16,0,Scr,0.19999999999999996,6,0.16666666666666666
6,320000,0.16,1,H1,0.07758339795618716,6,0.16666666666666666
6,320000,0.16,2,H2,0.14133031803257357,6,0.16666666666666666
6,320000,0.16,3,H3,0.1839489955725546,6,0.16666666666666666
6,320000,0.16,4,H4,0.19485786139246336,6,0.16666666666666666
6,320000,0.16,5,H5,0.20227942704622123,6,0.16666666666666666
6,330000,0.165,0,Scr,0.2,6,0.16666666666666666
6,330000,0.165,1,H1,0.07708423926622127,6,0.16666666666666666
6,330000,0.165,2,H2,0.14255998311457385,6,0.16666666666666666
6,330000,0.165,3,H3,0.1845099804477054,6,0.16666666666666666
6,330000,0.165,4,H4,0.1933809181125471,6,0.16666666666666666
6,330000,0.165,5,H5,0.2024648790589524,6,0.16666666666666666
6,340000,0.17,0,Scr,0.2,6,0.16666666666666666
6,340000,0.17,1,H1,0.07723496783249277,6,0.16666666666666666
