step,t_wall_s,t_task_s,control_dt_s,control_loop_hz_inst,vision_frame_available,vision_frame_id,vision_age_s,camera_dt_s,camera_hz_inst,hand_detected,microrobot_detected,dead_reckoning_used,dead_reckoning_age_s,hand_x_cm,hand_y_cm,robot_x_cm,robot_y_cm,microrobot_x_cm,microrobot_y_cm,distance_cm,in_zpd,virtual_hand_stride_cm,virtual_hand_smoothing_alpha,virtual_hand_delay_frames,virtual_hand_action_x,virtual_hand_action_y,virtual_hand_action_norm,virtual_hand_command_dx_cm,virtual_hand_command_dy_cm,virtual_hand_command_norm_cm,virtual_hand_delayed_dx_cm,virtual_hand_delayed_dy_cm,virtual_hand_delayed_norm_cm,virtual_hand_smoothed_dx_cm,virtual_hand_smoothed_dy_cm,virtual_hand_smoothed_norm_cm,virtual_hand_exec_dx_cm,virtual_hand_exec_dy_cm,virtual_hand_exec_norm_cm,virtual_hand_actual_dx_cm,virtual_hand_actual_dy_cm,virtual_hand_actual_norm_cm,virtual_hand_accel_clipped,virtual_hand_workspace_clipped,virtual_hand_policy_inference_ms,policy_inference_ms,action_x,action_y,action_norm,last_action_x,last_action_y,virtual_target_x_px,virtual_target_y_px,desired_target_x_px,desired_target_y_px,target_clipped,target_step_limited,robot_world_x,robot_world_y,robot_world_z,safety_stop,safety_reason,task_finished,done_reason
0,1787568963.2275155,1.993030309677124e-07,,,False,,,,,False,False,False,,3.127829074859619,3.9316511154174805,7.499070644378662,5.000411033630371,,,4.5,True,0.311449305,0.837225530542,2,0.8915772438049316,-0.12479895353317261,0.9002692699432373,0.2776811122894287,-0.03886855021119118,0.2803882360458374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,1.216900534927845,2.509700134396553,0.3313180208206177,-0.41771242022514343,0.5331559777259827,0.0,0.0,788.2610473632812,497.77728271484375,788.2610473632812,497.77728271484375,False,False,-0.227124814161786,-0.5227340772663621,0.11301109097954329,False,,False,caught
1,1787568963.28425,0.05780309997498989,0.05780290067195892,17.30016985955716,False,,,,,False,False,False,,3.127829074859619,3.9316511154174805,7.516076564788818,4.977996826171875,,,4.511269569396973,True,0.311449305,0.837225530542,2,1.0,0.1707579493522644,1.0144743919372559,0.3114493191242218,0.0531824454665184,0.31595736742019653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,1.24409981071949,1.8007000908255577,-0.24728423357009888,-1.0,1.030121088027954,0.3313180208206177,-0.41771242022514343,754.4530639648438,458.8140563964844,754.4530639648438,458.8140563964844,False,False,-0.22581856294451313,-0.5222804630469146,0.1130205802963079,False,,False,caught
2,1787568963.3450484,0.11860459949821234,0.060801499523222446,16.446962786140848,False,,,,,False,False,False,,3.127829074859619,3.9316511154174805,7.606379985809326,4.8575663566589355,,,4.573263168334961,True,0.311449305,0.837225530542,2,1.0,1.0,1.4142135381698608,0.3114493191242218,0.3114493191242218,0.4404558539390564,0.2776811122894287,-0.03886855021119118,0.2803882360458374,0.2324817180633545,-0.03254174441099167,0.23474819958209991,0.2324817180633545,-0.03254174441099167,0.23474819958209991,0.2324817180633545,-0.032541751861572266,0.23474819958209991,False,False,1.2180004268884659,1.724899746477604,-0.2165030837059021,-1.0,1.0231684446334839,-0.24728423357009888,-1.0,765.5913696289062,446.1929626464844,765.5913696289062,446.1929626464844,False,False,-0.21882867510545723,-0.51980798174055,0.11300774527926688,False,,False,caught
3,1787568963.4058917,0.17945989966392517,0.06085530016571283,16.43242243940851,False,,,,,False,False,False,,3.3603107929229736,3.899109363555908,7.5708208084106445,4.694472789764404,,,4.284973621368408,True,0.311449305,0.837225530542,2,1.0,1.0,1.4142135381698608,0.3114493191242218,0.3114493191242218,0.4404558539390564,0.3114493191242218,0.0531824454665184,0.31595736742019653,0.2985954284667969,0.039228733628988266,0.3011612892150879,0.2985954284667969,0.039228737354278564,0.3011612892150879,0.2985954284667969,0.03922867774963379,0.3011612892150879,False,False,1.149199903011322,1.6979994252324104,-0.1267910599708557,-0.8842852711677551,0.893328845500946,-0.2165030837059021,-1.0,767.4619750976562,436.37689208984375,767.4619750976562,436.37689208984375,False,False,-0.21535906701616878,-0.5118902808989717,0.11286338462218404,False,,False,caught
4,1787568963.4671617,0.24071229994297028,0.061252400279045105,16.325890829491417,False,,,,,False,False,False,,3.6589062213897705,3.938338041305542,7.493788719177246,4.50535249710083,,,3.8765745162963867,True,0.311449305,0.837225530542,2,1.0,-0.3414565920829773,1.0566895008087158,0.3114493191242218,-0.10634642094373703,0.3291052281856537,0.3114493191242218,0.3114493191242218,0.4404558539390564,0.30935704708099365,0.2671387493610382,0.4087357521057129,0.30935704708099365,0.2671387493610382,0.4087357521057129,0.3093569278717041,0.2671387195587158,0.40873563289642334,False,False,1.2007001787424088,1.9784998148679733,0.06063965708017349,-0.6219450235366821,0.6248942017555237,-0.1267910599708557,-0.8842852711677551,771.0896606445312,433.05303955078125,771.0896606445312,433.05303955078125,False,False,-0.21269334752011707,-0.5016507360904853,0.11284615353020655,False,,False,caught
5,1787568963.5279748,0.30162589997053146,0.06091360002756119,16.416695114843588,False,,,,,False,False,False,,3.9682631492614746,4.205476760864258,7.481693744659424,4.341531753540039,,,3.516063928604126,True,0.311449305,0.837225530542,2,1.0,1.0,1.4142135381698608,0.3114493191242218,0.3114493191242218,0.4404558539390564,0.3114493191242218,0.3114493191242218,0.4404558539390564,0.3111087381839752,0.3042367100715637,0.43514207005500793,0.3111087381839752,0.3042367100715637,0.43514207005500793,0.3111085891723633,0.30423688888549805,0.4351420998573303,False,False,1.2230006977915764,1.900400035083294,0.21100664138793945,-0.409402459859848,0.4605802595615387,0.06063965708017349,-0.6219450235366821,779.0897216796875,429.249267578125,779.0897216796875,429.249267578125,False,False,-0.2082865065402471,-0.49433509477828363,0.11282052005529138,False,,False,caught
6,1787568963.5887713,0.36239019967615604,0.06076429970562458,16.457031593296485,False,,,,,False,False,False,,4.279371738433838,4.509713649749756,7.496667385101318,4.245091438293457,,,3.2281599044799805,False,0.311449305,0.837225530542,2,1.0,0.16886869072914124,1.0141581296920776,0.3114493191242218,0.05259403958916664,0.3158588409423828,0.3114493191242218,-0.10634642094373703,0.3291052281856537,0.3113938570022583,-0.03951394557952881,0.31389087438583374,0.3113938570022583,-0.03951394557952881,0.31389087438583374,0.31139373779296875,-0.03951406478881836,0.3138907849788666,False,False,1.195799559354782,1.7604008316993713,0.33872151374816895,-0.3015666902065277,0.4535137712955475,0.21100664138793945,-0.409402459859848,788.4697875976562,425.92303466796875,788.4697875976562,425.92303466796875,False,False,-0.2048392520830293,-0.4906565992199197,0.11293293766068102,False,,False,caught
7,1787568963.6499488,0.4235134990885854,0.06112329941242933,16.36037337010396,False,,,,,False,False,False,,4.590765476226807,4.4701995849609375,7.535053253173828,4.1729230880737305,,,2.9592573642730713,False,0.311449305,0.837225530542,2,1.0,-1.0,1.4142135381698608,0.3114493191242218,-0.3114493191242218,0.4404558539390564,0.3114493191242218,0.3114493191242218,0.4404558539390564,0.31144028902053833,0.25432145595550537,0.40208762884140015,0.31144028902053833,0.25432145595550537,0.40208762884140015,0.31144046783447266,0.2543215751647949,0.40208783745765686,False,False,1.1276006698608398,1.6157999634742737,0.4812443256378174,-0.370901882648468,0.6075888872146606,0.33872151374816895,-0.3015666902065277,801.1571655273438,414.00006103515625,801.1571655273438,414.00006103515625,False,False,-0.20121192827152318,-0.488684486844188,0.11297907672742966,False,,False,caught
8,1787568963.7106564,0.48423319961875677,0.060719700530171394,16.469119433537124,False,,,,,False,False,False,,4.902205944061279,4.724521160125732,7.597055435180664,4.118404388427734,,,2.762171506881714,False,0.311449305,0.837225530542,2,1.0,0.8221116662025452,1.2945530414581299,0.3114493191242218,0.2560461163520813,0.40318766236305237,0.3114493191242218,0.05259403958916664,0.3158588409423828,0.3114478886127472,0.08543013036251068,0.32295215129852295,0.3114478886127472,0.08543013036251068,0.32295215129852295,0.3114480972290039,0.08543014526367188,0.32295235991477966,False,False,1.1076005175709724,1.677599735558033,0.679607629776001,-0.31992077827453613,0.7511430382728577,0.4812443256378174,-0.370901882648468,819.6935424804688,411.49212646484375,819.6935424804688,411.49212646484375,False,False,-0.1971992031673359,-0.48814631533699815,0.11298112835166721,False,,False,caught
9,1787568963.771459,0.5450110994279385,0.06077789980918169,16.453349048578517,False,,,,,False,False,False,,5.213654041290283,4.809951305389404,7.677769660949707,4.063295364379883,,,2.574754476547241,False,0.311449305,0.837225530542,2,1.0,0.12255051732063293,1.007481336593628,0.3114493191242218,0.038168273866176605,0.31377938389778137,0.3114493191242218,-0.3114493191242218,0.4404558539390564,0.3114491403102875,-0.2468474805355072,0.3974094092845917,0.3114491403102875,-0.2468474805355072,0.3974094092845917,0.3114490509033203,-0.24684762954711914,0.39740943908691406,False,False,1.3565998524427414,1.6398001462221146,0.8822150826454163,-0.3962908983230591,0.9671348929405212,0.679607629776001,-0.31992077827453613,840.4069213867188,400.9145812988281,840.4069213867188,400.9145812988281,False,False,-0.1924424806754822,-0.4881232837736897,0.11303883715524057,False,,False,caught
