group,label,episodes,last_timestep,rewards_all_mean,rewards_last10_mean,rewards_last10_std,ep_lengths_all_mean,ep_lengths_last10_mean,ep_lengths_last10_std,zpd_steps_all_mean,zpd_steps_last10_mean,zpd_steps_last10_std,zpd_coverages_all_mean,zpd_coverages_last10_mean,zpd_coverages_last10_std,workspace_areas_all_mean,workspace_areas_last10_mean,workspace_areas_last10_std
1_MLP,MLP,351777,8003540,-42.71152308907971,-42.94481247398297,9.886370160579544,22.751700651264862,27.579055091250215,21.031891461835436,15.102681590566721,18.46827570276067,16.9587335649907,0.5620972215532084,0.5976964258571642,0.22227915967127654,0.2505702337938057,0.2973765608212772,0.28836255569515606
2_GRU_Seq,GRU (no aux),281648,8003572,-38.952430486109144,-35.55667421205204,17.662992755589745,28.416697437936715,36.12167583880703,32.22013313317449,18.258301205078237,22.079105327113968,22.073403440667544,0.5784734995190809,0.5642623552997985,0.19920931773372413,0.29427439292509916,0.34727570693178633,0.34812989308105463
3_GRU_Aux,GRU + aux,286669,8003376,-39.37130234569214,-35.38828867376683,17.82692900694682,27.918327408962952,35.92374507273171,32.31981632561707,17.549093267703476,21.960965623900883,22.08955920650319,0.567345691929393,0.5620381693239531,0.19126388915495224,0.2992405799261469,0.34279786882579005,0.3474712877975402
