trial_index,trial_seed,episodes,reward_mean,reward_std,tiz_mean,tiz_std,zpd_coverage_mean,zpd_coverage_std,episode_length_mean,episode_length_std,catch_rate,too_close_rate,too_far_rate,avg_distance_mean,avg_distance_std,test_name,test_type
0,479243620,100,-66.85485204750242,23.30468364225254,0.08540000000000005,0.04699924779110079,0.4832674430956318,0.19014017694342117,17.52,7.883597599517058,0.44,0.3622513933448257,0.15448116355954244,4.291255752374654,0.8522951538932507,scripted_hand,scripted
1,454024514,100,-71.2459898489445,24.559328122915524,0.0883,0.0428776742547325,0.496534238976351,0.17592858131861847,17.7,5.605732996160486,0.4,0.3567395375360444,0.14672622348760456,4.256733500599695,0.7983656497498745,scripted_hand,scripted
2,1818751028,100,-69.99694273101198,22.492381682254802,0.0882,0.05158850392649256,0.5096318090999649,0.18132378998653914,17.83,9.497532906662197,0.34,0.3647562566031777,0.12561193429685744,4.131989627663955,0.7268283206789597,scripted_hand,scripted
3,2288458700,100,-68.41267230262177,27.220079512540252,0.09230000000000002,0.04863500422909035,0.5109969863237153,0.16615268072140477,17.89,6.502361653330816,0.48,0.3610587844798661,0.12794422919641854,4.123799228806049,0.6779299241199197,scripted_hand,scripted
4,2115331525,100,-72.47289586661529,23.60169420703832,0.09300000000000003,0.05429995256429648,0.5017931914237675,0.16758368147575423,18.59,8.48182251236803,0.36,0.3595040591646932,0.1387027494115393,4.191260749711685,0.7002461556546388,scripted_hand,scripted
5,2666256175,100,-76.18239026134991,27.481893952993705,0.08719999999999999,0.048180636539731786,0.4752455936810735,0.15031808206129083,18.71,9.110206286679714,0.44,0.3476604719616196,0.17709393435730683,4.342834011075294,0.7734914648430982,scripted_hand,scripted
6,975381835,100,-69.44108742776716,26.038333274179195,0.0913,0.049188464608127896,0.4706192718533088,0.17808746255148417,19.16,7.984479894891037,0.47,0.36951897208940765,0.15986175605728362,4.267348978614802,0.7523159479244992,scripted_hand,scripted
7,2535166222,100,-72.46623749998231,26.71863507802211,0.09390000000000003,0.059880267740270374,0.5164422859680755,0.1717212091566692,17.97,9.172262754653513,0.41,0.3581233022384346,0.12543441179348988,4.196280971436255,0.7558927998442491,scripted_hand,scripted
8,1079577930,100,-69.30122483638634,24.57253971699197,0.0858,0.03861700049554247,0.5002693732620186,0.14553490019933596,17.26,5.5004499356824885,0.41,0.3483778087880322,0.15135281794994912,4.260425313575552,0.694463868914071,scripted_hand,scripted
9,3715024065,100,-70.26968332715859,23.003371557796108,0.0837,0.05028514651063432,0.4636029373581409,0.172659245171353,18.01,9.653067759614927,0.35,0.39437725575174226,0.14201980689011684,4.145064889044118,0.7936605445445188,scripted_hand,scripted
0,479243620,100,-65.70011882384921,23.739783566476827,0.17770000000000002,0.16705321839993917,0.5343565572959087,0.2150041037157131,29.74,21.17394053018374,0.22,0.33644307368363163,0.12920036902045967,4.331911705163475,0.7749912175099289,agent_H1,learned
1,454024514,100,-63.76013275851915,24.886823880007324,0.1684,0.1315772231678631,0.5399550275477621,0.1711101138986388,29.99,19.415444752812,0.29,0.32657474435108097,0.13347022810115683,4.364371762665188,0.8239545961257827,agent_H1,learned
2,1818751028,100,-67.77945121234933,21.64633021366374,0.16559999999999994,0.12974193499778586,0.5732079828348254,0.16937600194698163,27.89,17.89808126954711,0.22,0.29224960784178117,0.1345424093233933,4.4184904082523815,0.6822990699505349,agent_H1,learned
3,2288458700,100,-65.78180443895252,24.801431115574456,0.1574,0.12670350341556377,0.5441937980061824,0.18208983794442649,28.14,17.31410355225421,0.26,0.3194135202345827,0.1363926817592349,4.390123969263054,0.7748217967959544,agent_H1,learned
4,2115331525,100,-63.185830824943324,29.079392218676446,0.1917,0.17043055992859896,0.5654911030797893,0.1848231053918504,31.83,20.87918832355571,0.28,0.29604407674239114,0.13846482017781944,4.423479141314956,0.7167276841514795,agent_H1,learned
5,2666256175,100,-62.577546667358966,32.12543046912788,0.1729,0.16870448132815566,0.5359996739162821,0.1852918743757636,30.33,23.100594683849042,0.31,0.3491050844929217,0.11489524159079617,4.213382684396738,0.7196141361440442,agent_H1,learned
6,975381835,100,-69.05430819980852,20.20651198758734,0.16270000000000004,0.11040654899328237,0.5517901138945178,0.1665681497130449,29.2,16.383041244043802,0.21,0.29407180903401536,0.15413807707146687,4.480623920941991,0.790918163865078,agent_H1,learned
7,2535166222,100,-62.33813250673798,21.59266199991422,0.1832,0.13976083467513675,0.5734811622872928,0.17905076113145832,30.46,19.576537183087513,0.25,0.29288684756967376,0.13363199014303334,4.377770065099689,0.6940843998269808,agent_H1,learned
8,1079577930,100,-68.81443135858046,23.58138980713397,0.18470000000000003,0.12144296578803541,0.5743851180614288,0.16494067176917102,30.98,16.447639602230115,0.31,0.2823292062797144,0.1432856756588568,4.440098644713819,0.7046867399341169,agent_H1,learned
9,3715024065,100,-63.85711496554939,26.98835133944501,0.1698,0.13119482005049135,0.5719085277705355,0.17880558513036948,28.83,18.760615849984962,0.35,0.29918041725974087,0.12891105496972363,4.412716788582512,0.7548948739525883,agent_H1,learned
