robot_name,robot_path,test_name,test_type,hand_path,trials,episodes_per_trial,episodes,max_steps,reward_mean,reward_std,tiz_mean,tiz_std,zpd_coverage_mean,zpd_coverage_std,episode_length_mean,episode_length_std,catch_rate,too_close_rate,too_far_rate,avg_distance_mean,avg_distance_std
reactive_apf,ReactiveAPFController(radial+tangent+boundary),scripted_hand,scripted,,1,10,10,100,-41.37581751381959,0.0,0.064,0.0,0.4196730328495034,0.0,16.6,0.0,1.0,0.42656098803157627,0.15376597911892032,3.979629406137152,0.0
reactive_apf,ReactiveAPFController(radial+tangent+boundary),agent_H1,learned,C:\Users\admin\Desktop\research\RL\logs\league_zpd35_55_noid_warm_entropy_10iter_r5m_h1m_gru_noaux\iteration_1\hand\hand\best_model.zip,1,10,10,100,-34.515304539590836,0.0,0.12500000000000003,0.0,0.43387844011629184,0.0,27.5,0.0,0.9,0.4099592322993857,0.15616232758432247,4.1605067212157305,0.0
