robot_name,robot_path,test_name,test_type,hand_path,trials,episodes_per_trial,episodes,max_steps,reward_mean,reward_std,tiz_mean,tiz_std,zpd_coverage_mean,zpd_coverage_std,episode_length_mean,episode_length_std,catch_rate,too_close_rate,too_far_rate,avg_distance_mean,avg_distance_std
reactive_apf,ReactiveAPFController(radial+tangent+boundary),scripted_hand,scripted,,20,1000,20000,100,-38.76039862592683,0.15089261173940577,0.08850350000000003,0.0013050036297590185,0.4673584366666598,0.004329163287717451,18.724549999999997,0.244596224741705,1.0,0.39137403103867,0.1412675322946701,4.108919520657048,0.025674383662900556
reactive_apf,ReactiveAPFController(radial+tangent+boundary),agent_H1,learned,C:\Users\admin\Desktop\research\RL\logs\league_zpd35_55_noid_warm_entropy_10iter_r5m_h1m_gru_noaux\iteration_1\hand\hand\best_model.zip,20,1000,20000,100,-33.207891427333884,0.6973144693158494,0.17021499999999998,0.005510947477998972,0.4843544359697054,0.004213358946833394,33.99185,0.8565310867864516,0.9474500000000001,0.4041512054766887,0.11149435855360576,4.04720059730942,0.0261127213291154
