trial_index,trial_seed,episodes,reward_mean,reward_std,tiz_mean,tiz_std,zpd_coverage_mean,zpd_coverage_std,episode_length_mean,episode_length_std,catch_rate,too_close_rate,too_far_rate,avg_distance_mean,avg_distance_std,test_name,test_type
2,1818751028,1000,-33.55820856039305,19.189427277713296,0.16209,0.1494974293470673,0.4824387859690714,0.16841406493195435,32.503,24.829508563310217,0.945,0.40661271413808814,0.11094849989284038,4.033404965299771,0.7045044731927201,agent_H1,learned
3,2288458700,1000,-33.63099677364246,18.757156796159943,0.16543,0.15078378842186865,0.48448589172785783,0.1625440518565437,32.78,24.243377267644487,0.957,0.40012715139161686,0.11538695688052528,4.061164196945558,0.7039309539644689,agent_H1,learned
4,2115331525,1000,-34.21539579742847,18.304750363120508,0.16638,0.14879797188280638,0.47967973966479416,0.17245258511353864,33.701,24.93466134392718,0.958,0.4083159500737503,0.11200431026145545,4.04937675227764,0.7385774927509716,agent_H1,learned
5,2666256175,1000,-33.77706013086057,18.276975121099085,0.16435,0.14699382532842897,0.4841929953536876,0.16398058334575194,33.108,24.950608587144096,0.95,0.40774719313610325,0.10805981151020916,4.0188240497897825,0.6974165913139804,agent_H1,learned
6,975381835,1000,-34.98116248289548,16.72303215289731,0.16135,0.13848268828613544,0.47932296048700085,0.16449850304723795,33.328,24.162910881395526,0.963,0.40286105808663114,0.11781598142636801,4.077359689872071,0.722044725940038,agent_H1,learned
7,2535166222,1000,-32.806029806868175,18.912921840519864,0.17272,0.1559157186152548,0.4892160206481691,0.1654952446744718,34.035,25.8368596837603,0.947,0.4062196875215414,0.1045642918302895,4.013519355369641,0.6867628340670251,agent_H1,learned
8,1079577930,1000,-32.35122014548923,21.22996228893124,0.17441000000000004,0.16303383676995378,0.48649092788722537,0.16999035680200508,33.976,25.402967045893178,0.943,0.40068982265292097,0.1128192494598536,4.059230617373601,0.7091594876134527,agent_H1,learned
9,3715024065,1000,-33.896491166522736,18.290865356134905,0.16044,0.1483428866242396,0.47543321864539595,0.16534695649462097,32.532,25.155233287762645,0.949,0.41134077368244903,0.11322600767215503,4.035310943200624,0.7063538956317132,agent_H1,learned
10,2056590929,1000,-33.54167912580539,18.999869065597228,0.16767,0.1513121491039846,0.4776305056650689,0.17220372574803372,34.076,25.655456075198245,0.943,0.41501127630971585,0.10735821802521521,4.012658467554055,0.704646825007173,agent_H1,learned
11,3339987600,1000,-32.88064745961939,19.272509450836036,0.17472000000000001,0.15728337375469684,0.48027976344998813,0.16610269498718333,34.867,25.775952178546397,0.944,0.4098827898592072,0.1098374466908047,4.029413688570044,0.6957499828546889,agent_H1,learned
12,1788010607,1000,-33.08194218697294,18.017235169653123,0.16849,0.1439963709780731,0.48897402858419675,0.16553884648667136,33.731,25.10296392456074,0.944,0.39922839550338074,0.11179757591242263,4.064249874317208,0.6949830139238448,agent_H1,learned
13,2859898362,1000,-32.87624005416273,19.523136748032066,0.17161,0.15323181095284322,0.4846187652310879,0.16793627714916118,34.223,25.629048345951492,0.942,0.41057662287802854,0.1048046118908836,4.007439240926823,0.6936129321886367,agent_H1,learned
14,1908601667,1000,-33.54415658508157,18.5308547056575,0.16895999999999997,0.14666570570255757,0.486526847965559,0.1619907214598093,33.538,23.632838743305197,0.957,0.3972552796085846,0.11621787242585643,4.076493238540048,0.7107073745027644,agent_H1,learned
15,726301638,1000,-32.053051076021156,20.420419632955085,0.17789,0.1606669280274001,0.49097311796151244,0.164994261035017,34.734,26.078061839586724,0.941,0.3936215185718221,0.11540536346666544,4.080478903777351,0.7020262212446702,agent_H1,learned
16,2584016318,1000,-32.8089793222919,19.422968746622495,0.17516000000000004,0.15709377089131463,0.4876431892849077,0.16658070252459461,34.721,25.78029834549598,0.948,0.40144808386509667,0.11090872684999559,4.047686650989497,0.696743903144673,agent_H1,learned
17,4074852312,1000,-32.4601905438192,19.02100443138872,0.17773000000000003,0.15992223804781566,0.4880882687056439,0.1588701777863889,34.902,26.316286648061556,0.945,0.39490234602305757,0.11700938527129853,4.086751541503554,0.7163273476677914,agent_H1,learned
18,3205241267,1000,-32.76068424956136,19.699995691886215,0.17683000000000001,0.15462716663206585,0.4821319899587964,0.16425008775404482,35.59,26.324415945560403,0.94,0.4075241970979672,0.11034381294323639,4.035517243028195,0.6863986625057046,agent_H1,learned
19,1304481603,1000,-33.31469203939571,17.83007318886251,0.17203000000000002,0.14340691979344874,0.48774709058981225,0.16465649054146253,34.929,25.655372871138653,0.943,0.40603888458507104,0.10621402482511663,4.023700066804533,0.6866425460574196,agent_H1,learned
