robot_name,robot_path,test_name,test_type,hand_path,base_seed,max_steps,trial_index,trial_seed,requested_episodes,completed_episodes,is_complete,reward_mean,reward_sample_variance,reward_sample_std,tiz_mean,tiz_sample_variance,tiz_sample_std,zpd_coverage_mean,zpd_coverage_sample_variance,zpd_coverage_sample_std,episode_length_mean,episode_length_sample_variance,episode_length_sample_std,catch_rate,too_close_rate,too_far_rate,avg_distance_mean,avg_distance_sample_variance,avg_distance_sample_std
scripted_only,C:/Users/admin/Desktop/research/RL/logs/league_zpd35_55_noid_warm_entropy_10iter_r5m_h1m_gru_noaux\baselines\scripted_only_5m\robot\best_model.zip,scripted_hand,scripted,,2026,100,0,479243620,1000,1000,True,-11.17929653469151,1679.7201417339152,40.98438900037324,0.32027,0.07904967677677678,0.28115774358316503,0.5569581210173116,0.04087716001100577,0.20218100803736677,54.144,1604.3035675675676,40.053758469930976,0.593,0.3699654586635629,0.07307642031912548,3.915692136287689,0.3556182755538425,0.5963373839982217
scripted_only,C:/Users/admin/Desktop/research/RL/logs/league_zpd35_55_noid_warm_entropy_10iter_r5m_h1m_gru_noaux\baselines\scripted_only_5m\robot\best_model.zip,scripted_hand,scripted,,2026,100,1,454024514,1000,1000,True,-12.96932616087426,1658.2870224303806,40.72207045854104,0.30695,0.07831491241241242,0.2798480166311929,0.5463580415078472,0.04258767396623979,0.2063678123308957,53.04,1602.260660660661,40.028248283689116,0.603,0.38414744179524446,0.06949451669690848,3.8815558474063874,0.33999203646379356,0.5830883607685833
scripted_only,C:/Users/admin/Desktop/research/RL/logs/league_zpd35_55_noid_warm_entropy_10iter_r5m_h1m_gru_noaux\baselines\scripted_only_5m\robot\best_model.zip,scripted_hand,scripted,,2026,100,2,1818751028,1000,1000,True,-15.417421858874867,1548.7098674446286,39.35365125937654,0.29078999999999994,0.07387455045045044,0.2717987315100099,0.5423929140896868,0.04413752059796434,0.21008931576347317,50.773,1580.9964674674675,39.761746282922076,0.629,0.3845465931171353,0.07306049279317796,3.886607332110405,0.34349762794473654,0.5860867068486851
scripted_only,C:/Users/admin/Desktop/research/RL/logs/league_zpd35_55_noid_warm_entropy_10iter_r5m_h1m_gru_noaux\baselines\scripted_only_5m\robot\best_model.zip,scripted_hand,scripted,,2026,100,3,2288458700,1000,1000,True,-16.46174047269664,1511.1077590160546,38.87296951631113,0.28203999999999996,0.0719624008008008,0.26825808617971014,0.5339277661484196,0.04208693367972388,0.20515100214165147,49.356,1539.6389029029028,39.238232667933744,0.651,0.39160425546765204,0.0744679783839283,3.8854242062568662,0.3829822655700993,0.6188556096296609
scripted_only,C:/Users/admin/Desktop/research/RL/logs/league_zpd35_55_noid_warm_entropy_10iter_r5m_h1m_gru_noaux\baselines\scripted_only_5m\robot\best_model.zip,scripted_hand,scripted,,2026,100,4,2115331525,1000,1000,True,-14.417455789439192,1575.3552057189002,39.69074458509062,0.29630999999999996,0.07515563953953953,0.27414528910696156,0.5547546275799435,0.03927309865628851,0.19817441473683858,50.624,1564.8134374374376,39.55772285455063,0.632,0.3674555315849474,0.07778984083510901,3.94538609623909,0.3883387429866261,0.6231683103196327
scripted_only,C:/Users/admin/Desktop/research/RL/logs/league_zpd35_55_noid_warm_entropy_10iter_r5m_h1m_gru_noaux\baselines\scripted_only_5m\robot\best_model.zip,scripted_hand,scripted,,2026,100,5,2666256175,1000,1000,True,-14.708292669915915,1545.6768996973306,39.315097605084624,0.29506,0.07419699339339338,0.27239125058157315,0.5468591246484796,0.04442785880026067,0.21077917069829427,51.089,1574.14122022022,39.67544858246999,0.63,0.38156267518627995,0.07157820016524041,3.8915353643894197,0.36990010111753996,0.6081941311107334
scripted_only,C:/Users/admin/Desktop/research/RL/logs/league_zpd35_55_noid_warm_entropy_10iter_r5m_h1m_gru_noaux\baselines\scripted_only_5m\robot\best_model.zip,scripted_hand,scripted,,2026,100,6,975381835,1000,1000,True,-15.537610807396591,1543.0267866479762,39.28137964287884,0.28526999999999997,0.07514647357357358,0.2741285712463653,0.5503393380608776,0.0434558541286776,0.20846067765570944,48.76,1575.1195195195194,39.68777544180978,0.65,0.37641794857564603,0.07324271336347637,3.9056295862197876,0.3338627876635037,0.5778086081597467
scripted_only,C:/Users/admin/Desktop/research/RL/logs/league_zpd35_55_noid_warm_entropy_10iter_r5m_h1m_gru_noaux\baselines\scripted_only_5m\robot\best_model.zip,scripted_hand,scripted,,2026,100,7,2535166222,1000,1000,True,-15.041205911958837,1563.114097873838,39.53623778097555,0.29039,0.07537312102102102,0.2745416562582462,0.5442562820016316,0.04282983292247786,0.20695369753275214,50.026,1577.3827067067068,39.716277603857925,0.635,0.38500980863120926,0.07073390936715925,3.877191540956497,0.3635639182511387,0.6029626176232974
scripted_only,C:/Users/admin/Desktop/research/RL/logs/league_zpd35_55_noid_warm_entropy_10iter_r5m_h1m_gru_noaux\baselines\scripted_only_5m\robot\best_model.zip,scripted_hand,scripted,,2026,100,8,1079577930,1000,1000,True,-14.15883438613827,1635.490209804567,40.44119446560112,0.29891999999999996,0.07732155515515515,0.27806753703939474,0.5443172807466345,0.043100864414340044,0.20760747677851116,51.455,1584.7126876876873,39.8084499533414,0.628,0.38551646904248177,0.07016625021088368,3.8814871385097502,0.29593376547102895,0.543997946201113
scripted_only,C:/Users/admin/Desktop/research/RL/logs/league_zpd35_55_noid_warm_entropy_10iter_r5m_h1m_gru_noaux\baselines\scripted_only_5m\robot\best_model.zip,scripted_hand,scripted,,2026,100,9,3715024065,1000,1000,True,-14.181311036285646,1636.8105278666696,40.45751509752755,0.29832000000000003,0.07749927687687687,0.2783869193710022,0.5479076493859707,0.04165317868120801,0.2040911038757153,51.289,1606.4639429429433,40.08071784465621,0.624,0.37917353693571587,0.07291881367831343,3.9003724133968354,0.3811708208766896,0.617390331052155
