robot_name,robot_path,test_name,test_type,hand_path,trials_requested,trials_completed,episodes_per_trial,max_steps,base_seed,reward_mean,reward_sample_variance,reward_sample_std,tiz_mean,tiz_sample_variance,tiz_sample_std,zpd_coverage_mean,zpd_coverage_sample_variance,zpd_coverage_sample_std,episode_length_mean,episode_length_sample_variance,episode_length_sample_std,catch_rate,too_close_rate,too_far_rate,avg_distance_mean,avg_distance_sample_variance,avg_distance_sample_std
scripted_only,C:/Users/admin/Desktop/research/RL/logs/league_zpd35_55_noid_warm_entropy_10iter_r5m_h1m_gru_noaux\baselines\scripted_only_5m\robot\best_model.zip,scripted_hand,scripted,,20,20,1000,100,2026,-14.74072244028334,1.4379963962038163,1.1991648744871641,0.294522,6.897965894736854e-05,0.008305399385181218,0.5439794464141189,3.6262447473624634e-05,0.006021830907093343,50.98434999999999,1.3603984499999984,1.1663612004863666,0.63005,0.38397133264127803,0.07204922094460313,3.8883335811436175,0.0003578353037884676,0.01891653519512671
scripted_only,C:/Users/admin/Desktop/research/RL/logs/league_zpd35_55_noid_warm_entropy_10iter_r5m_h1m_gru_noaux\baselines\scripted_only_5m\robot\best_model.zip,agent_H1,learned,C:/Users/admin/Desktop/research/RL/logs/league_zpd35_55_noid_warm_entropy_10iter_r5m_h1m_gru_noaux\iteration_1\hand\hand\best_model.zip,20,20,1000,100,2026,-34.47549704655339,0.4765633735088816,0.69033569624414,0.145526,3.89299726315789e-05,0.006239388802725705,0.5684420108519405,2.2060761970063003e-05,0.004696888541371086,23.684349999999995,0.7721410815789477,0.8787155862842924,0.9598999999999999,0.2958453313046495,0.13571265784341013,4.224645409435034,0.0005235485329478468,0.02288118294467851
single_h1,C:/Users/admin/Desktop/research/RL/logs/league_zpd35_55_noid_warm_entropy_10iter_r5m_h1m_gru_noaux\baselines\single_hand_h1_5m\robot\best_model.zip,scripted_hand,scripted,,20,20,1000,100,2026,-45.3768148348981,0.10224291116230193,0.31975445448390855,0.10683200000000001,7.507732631578933e-06,0.0027400242027359784,0.3932422704356854,4.0501813637012064e-05,0.006364103521864809,24.873649999999998,0.31580739736842106,0.5619674344376381,0.9357999999999999,0.5069730527719479,0.09978467679236672,3.756948792129755,0.0005958057846876093,0.02440913322278383
single_h1,C:/Users/admin/Desktop/research/RL/logs/league_zpd35_55_noid_warm_entropy_10iter_r5m_h1m_gru_noaux\baselines\single_hand_h1_5m\robot\best_model.zip,agent_H1,learned,C:/Users/admin/Desktop/research/RL/logs/league_zpd35_55_noid_warm_entropy_10iter_r5m_h1m_gru_noaux\iteration_1\hand\hand\best_model.zip,20,20,1000,100,2026,-5.055370674695368,1.054607408118171,1.0269408006882241,0.39813750000000003,5.608226184210519e-05,0.007488809107068038,0.5246164225506964,2.803628205039005e-05,0.005294929843764698,63.44615,1.206521923684211,1.0984179185010645,0.5033,0.4263408703966721,0.049042707052631314,3.73093975443244,0.0002748086641360381,0.016577353954598365
league,C:/Users/admin/Desktop/research/RL/logs/league_zpd35_55_noid_warm_entropy_10iter_r5m_h1m_gru_noaux\iteration_10\robot\robot\best_model.zip,scripted_hand,scripted,,20,20,1000,100,2026,-5.873753718519426,1.8987460391010955,1.3779499407094205,0.348543,9.356218000000001e-05,0.009672754519783907,0.5450359859281211,5.0780400456927396e-05,0.007126036798735143,59.321450000000006,1.601055628947366,1.2653282692437429,0.50035,0.3877020422271652,0.06726197184471368,3.851512498754262,0.00041802575817088,0.020445678227216626
league,C:/Users/admin/Desktop/research/RL/logs/league_zpd35_55_noid_warm_entropy_10iter_r5m_h1m_gru_noaux\iteration_10\robot\robot\best_model.zip,agent_H1,learned,C:/Users/admin/Desktop/research/RL/logs/league_zpd35_55_noid_warm_entropy_10iter_r5m_h1m_gru_noaux\iteration_1\hand\hand\best_model.zip,20,20,1000,100,2026,-3.4575535578644114,3.0071334918733483,1.734108846604892,0.3577545,0.00014081153131578926,0.011866403470124774,0.626737574924743,4.0945692885298645e-05,0.006398882159041425,49.779199999999996,1.8237822736842124,1.3504748326733869,0.6340500000000001,0.294375613708428,0.07888681136682882,4.098981222122908,0.0003285545487317123,0.018126073726312388
