run_id,pair_id,trial_index,internal_seed,hand_stride_cm,virtual_hand_smoothing_alpha,virtual_hand_delay_frames,policy_freq_target_hz,servo_mode,servo_freq_target_hz,servo_target_timeout_s,servo_lookahead_time_s,servo_interpolation_mode,servo_trajectory_mode,servo_lag_warning_cm,servo_lag_hard_limit_cm,order_in_pair,controller,status,rollout_dir,done_reason,caught,duration_s,duration_target_s,num_control_steps,zpd_time_s,tiz_fixed_horizon_fraction,zpd_observed_occupancy_fraction,zpd_occupancy_fraction,distance_cm_mean,distance_cm_std,distance_cm_min,distance_cm_final,too_close_fraction,too_far_fraction,min_boundary_clearance_cm,boundary_occupancy_fraction,target_clipped_fraction,target_step_limited_fraction,control_loop_rate_hz_mean,policy_loop_rate_hz_mean,servo_loop_rate_hz_mean,servo_target_age_s_mean,servo_tracking_error_cm_mean,servo_tracking_error_cm_p95,servo_target_error_cm_mean,planned_endpoint_actual_lag_cm_mean,planned_endpoint_actual_lag_cm_p95,planned_endpoint_actual_lag_cm_max,planned_endpoint_actual_lag_excess_cm_p95,planned_endpoint_actual_lag_excess_cm_max,servo_follower_lag_allowance_cm,actual_to_planned_step_projection_mean,actual_to_planned_step_projection_p50,servo_command_step_limited_count,servo_publish_rejected_count,servo_deadline_overrun_count,servo_publish_latency_ms_mean,servo_publish_latency_ms_p95,servo_endpoint_lateness_s_p95,servo_endpoint_late_count,servo_watchdog_stop_count,policy_deadline_overrun_count,policy_schedule_resync_count,mpc_command_actual_lag_cm_mean,mpc_command_actual_lag_cm_p95,mpc_predicted_min_hand_distance_cm_mean,camera_update_rate_hz_mean,policy_inference_latency_ms_mean,policy_inference_latency_ms_p95,safety_stop_count,microrobot_detection_fraction,microrobot_tcp_error_cm_mean,microrobot_tcp_error_cm_p95,virtual_hand_actual_move_cm_mean,virtual_hand_actual_move_cm_p95,virtual_hand_actual_to_stride_ratio_mean,virtual_hand_accel_clipped_fraction,virtual_hand_workspace_clipped_fraction,virtual_hand_policy_latency_ms_mean,virtual_hand_policy_latency_ms_p95
trial001_league,trial001,1,1,0.202364325,0.803824171214,3,20.0,interpolated,125.0,0.15,0.05,committed_timestamped_segments_v1,committed_timestamped_segments_v1,1.5,3.0,1,league,completed,C:\Users\admin\Desktop\huifeng\RL\data\deployment_batches\20260826_184252_physical_dr40_virtual_pair\rollouts\20260826_184302_physical_dr40_trial001_league_virtual_h1_trial001,timeout,False,19.951939400285482,20.0,400,16.50072279945016,0.8250361399725079,0.825,0.825,4.466133853197098,0.7135331048248624,3.108593702316284,3.497124671936035,0.09,0.085,0.38465089797973634,0.02,0.32,0.0,20.039722549163297,20.039722549163297,124.3639368189164,0.0513231043680571,1.7817436219689915,2.1265540456030916,11.466525065635869,2.4037711219284392,4.627785944938659,5.123135089874268,2.6277859449386596,3.1231350898742676,2.0,0.6940756451668618,0.6131766438484192,2326.0,4.0,1.0,4.947727771871017,8.381132502108812,0.0,0,0,101,0,,,,16.80774117117388,1.7906837398186326,2.4186347145587197,0,,,,0.2510730904433876,0.286182165145874,1.2406983812160943,0.0125,0.0475,1.3275812775827944,1.871404564008116
trial001_cv_mpc,trial001,1,1,0.202364325,0.803824171214,3,20.0,interpolated,125.0,0.15,0.05,committed_timestamped_segments_v1,committed_timestamped_segments_v1,1.5,3.0,2,cv_mpc,completed,C:\Users\admin\Desktop\huifeng\RL\data\deployment_batches\20260826_184252_physical_dr40_virtual_pair\rollouts\20260826_184338_physical_dr40_trial001_cv_mpc_virtual_h1_trial001,caught,True,14.350001700222492,20.0,288,10.812914800830185,0.5406457400415092,0.75,0.75,3.881280151506265,0.7287723813818633,1.334020972251892,1.334020972251892,0.25,0.0,0.8859951019287102,0.0,0.0,0.0,20.03725013620652,20.03725013620652,124.38411323206311,0.05019341717383617,1.5833992675117037,2.115846396061069,3.8499033904081514,0.8124963645552472,1.908357036113739,2.422607660293579,0.0,0.4226076602935791,2.0,0.66033154119678,0.6980171203613281,1385.0,0.0,0.0,4.69401060483493,7.857430260628461,0.0,0,0,70,0,0.8109905998297977,1.908466076850891,3.9165392528427603,16.677171352075746,1.229308717575846,1.882860343903302,0,,,,0.24725513807935998,0.2861374646425247,1.2218316547610848,0.04529616724738676,0.0,1.7045717556613662,2.323629893362522
trial002_cv_mpc,trial002,2,2,0.152322427,0.558178210011,0,20.0,interpolated,125.0,0.15,0.05,committed_timestamped_segments_v1,committed_timestamped_segments_v1,1.5,3.0,1,cv_mpc,completed,C:\Users\admin\Desktop\huifeng\RL\data\deployment_batches\20260826_184252_physical_dr40_virtual_pair\rollouts\20260826_184409_physical_dr40_trial002_cv_mpc_virtual_h1_trial002,caught,True,11.554731800220907,20.0,232,7.7551629999652505,0.3877581499982625,0.6681034482758621,0.6681034482758621,3.77148059884022,0.8953897658527229,1.4536936283111572,1.4536936283111572,0.33189655172413796,0.0,0.7848484039306634,0.0,0.0,0.0,20.042365220392124,20.042365220392124,124.17693544627504,0.05061958561217862,1.3197634308214772,2.079196475632344,3.2335307098783694,0.673319134416143,2.2123214006423946,3.2781925201416016,0.21232140064239474,1.2781925201416016,2.0,0.6086641735659388,0.5978727340698242,803.0,0.0,2.0,4.90245135154301,8.478476665914059,0.0,0,0,61,0,0.6714090250187565,2.213500738143921,3.767993749478163,16.58959367332852,1.2383108547368606,1.8627000972628593,0,,,,0.17946086380453335,0.21525530517101288,1.1781644196394887,0.0,0.0,1.718974494863124,2.3685996420681477
trial002_league,trial002,2,2,0.152322427,0.558178210011,0,20.0,interpolated,125.0,0.15,0.05,committed_timestamped_segments_v1,committed_timestamped_segments_v1,1.5,3.0,2,league,completed,C:\Users\admin\Desktop\huifeng\RL\data\deployment_batches\20260826_184252_physical_dr40_virtual_pair\rollouts\20260826_184438_physical_dr40_trial002_league_virtual_h1_trial002,timeout,False,19.954839000478387,20.0,400,14.542370499111712,0.7271185249555856,0.7275,0.7275,4.718431584835052,0.900557982457914,2.984584331512451,3.795311450958252,0.0875,0.185,0.29231185913085866,0.0375,0.325,0.0,20.03920827481603,20.03920827481603,124.4125807448649,0.050889093084260824,1.8122351937328063,2.1246986234492646,11.9108918415014,2.50730935330037,4.71256501674652,5.122433662414551,2.7125650167465203,3.122433662414551,2.0,0.6116801722553472,0.6066457033157349,2353.0,2.0,2.0,5.087559345416987,8.853545645251868,0.0,0,0,105,0,,,,16.459441736856316,1.8274615262635052,2.440605591982603,0,,,,0.18925148425623775,0.21526821255683898,1.2424400528770314,0.0,0.0,1.3548829685896635,1.913044368848203
trial003_league,trial003,3,3,0.117129833,0.837225530542,1,20.0,interpolated,125.0,0.15,0.05,committed_timestamped_segments_v1,committed_timestamped_segments_v1,1.5,3.0,1,league,completed,C:\Users\admin\Desktop\huifeng\RL\data\deployment_batches\20260826_184252_physical_dr40_virtual_pair\rollouts\20260826_184514_physical_dr40_trial003_league_virtual_h1_trial003,timeout,False,19.953822400420904,20.0,400,14.09834760054946,0.704917380027473,0.705,0.705,4.826950324177742,0.8864077669270002,2.751382350921631,6.137198448181152,0.0725,0.2225,0.2577349662780762,0.04,0.2675,0.0,20.03828237773138,20.03828237773138,124.4434549889298,0.05088489630958065,1.815169212173742,2.116233364636641,10.730423091276116,2.2495794597247003,4.416362619400024,5.130312919616699,2.4163626194000245,3.130312919616699,2.0,0.7548554977519386,0.6622017025947571,2348.0,2.0,1.0,5.00476036230149,8.563201688230038,0.0,0,0,101,0,,,,16.792081256787593,1.8183360202237964,2.4741507600992914,0,,,,0.15129611379932612,0.16564622521400452,1.2916958039146706,0.03,0.0,1.3362682471051812,1.9622104708105317
trial003_cv_mpc,trial003,3,3,0.117129833,0.837225530542,1,20.0,interpolated,125.0,0.15,0.05,committed_timestamped_segments_v1,committed_timestamped_segments_v1,1.5,3.0,2,cv_mpc,completed,C:\Users\admin\Desktop\huifeng\RL\data\deployment_batches\20260826_184252_physical_dr40_virtual_pair\rollouts\20260826_184551_physical_dr40_trial003_cv_mpc_virtual_h1_trial003,caught,True,9.900001700036228,20.0,199,6.701551599428058,0.33507757997140286,0.6733668341708543,0.6733668341708543,3.762421283290614,1.0011591169549827,1.4975738525390625,1.4975738525390625,0.32663316582914576,0.0,0.6517564773559563,0.0,0.0,0.0,20.039870436855065,20.039870436855065,124.32014295993932,0.050448788278478776,1.0191175580074785,2.152306802101078,1.7766755595079378,0.3662249590207334,1.4404902100563046,2.044086456298828,0.0,0.044086456298828125,2.0,0.4806757026186613,0.49134111404418945,457.0,0.0,2.0,4.831629104423102,8.511554263532162,0.0,0,0,50,0,0.3596069449048802,1.4201462447643276,3.657745889340988,17.144301745667907,1.2654060629582164,2.064415300264954,0,,,,0.13713455758048126,0.16561439111828805,1.1707910279397502,0.045454545454545456,0.0,1.743908595256131,2.3614656645804644
trial004_cv_mpc,trial004,4,4,0.288611221,0.554899431908,2,20.0,interpolated,125.0,0.15,0.05,committed_timestamped_segments_v1,committed_timestamped_segments_v1,1.5,3.0,1,cv_mpc,completed,C:\Users\admin\Desktop\huifeng\RL\data\deployment_batches\20260826_184252_physical_dr40_virtual_pair\rollouts\20260826_184618_physical_dr40_trial004_cv_mpc_virtual_h1_trial004,timeout,False,19.950336799956858,20.0,400,11.98531910032034,0.599265955016017,0.6,0.6,3.5296275812387465,0.5456888007832242,2.098855972290039,2.9803881645202637,0.4,0.0,1.1419164657592773,0.0,0.0,0.0,20.043999309466145,20.043999309466145,124.3141477002009,0.05049209751421586,1.8016676192943135,2.119574189885079,6.652935921561966,1.393615747253425,2.362848961353301,2.906047821044922,0.3628489613533012,0.9060478210449219,2.0,0.7181532757372415,0.6887526512145996,2421.0,0.0,1.0,4.7955829137936234,8.627210976555942,0.0,0,0,103,0,1.393615747253425,2.362848961353301,3.9314336758852004,16.58977541192898,1.2073849979788065,1.7250455450266593,0,,,,0.32596388179808855,0.40531500726938247,1.129422067058469,0.0,0.005,1.733347491826862,2.3623154032975435
trial004_league,trial004,4,4,0.288611221,0.554899431908,2,20.0,interpolated,125.0,0.15,0.05,committed_timestamped_segments_v1,committed_timestamped_segments_v1,1.5,3.0,2,league,completed,C:\Users\admin\Desktop\huifeng\RL\data\deployment_batches\20260826_184252_physical_dr40_virtual_pair\rollouts\20260826_184653_physical_dr40_trial004_league_virtual_h1_trial004,timeout,False,19.950002099387348,20.0,400,3.192806199193001,0.15964030995965003,0.16,0.16,2.9237286469340322,0.540187236388241,1.5824110507965088,3.091813087463379,0.84,0.0,0.3070634722709656,0.07,0.4525,0.0,20.04541366271095,20.04541366271095,124.50531509119274,0.051873757438734173,1.840048316219287,2.139934545540379,13.370760682675026,2.7886234125687768,4.847333979606629,5.364560604095459,2.847333979606628,3.364560604095459,2.0,0.537018346423974,0.5687732696533203,2481.0,8.0,1.0,5.065467227630469,8.763393759727476,0.0,0,0,103,0,,,,16.5922794377903,1.8071737536229193,2.4708697106689215,0,,,,0.32265143958851694,0.406511627137661,1.1179448895665667,0.0,0.09,1.3553567556664348,1.9117903430014842
trial005_league,trial005,5,5,0.261000585,0.730207180583,0,20.0,interpolated,125.0,0.15,0.05,committed_timestamped_segments_v1,committed_timestamped_segments_v1,1.5,3.0,1,league,completed,C:\Users\admin\Desktop\huifeng\RL\data\deployment_batches\20260826_184252_physical_dr40_virtual_pair\rollouts\20260826_184730_physical_dr40_trial005_league_virtual_h1_trial005,caught,True,1.3500048005953431,20.0,28,1.1009668000042439,0.05504834000021219,0.7857142857142857,0.7857142857142857,3.481790167944772,0.7594237057743395,1.4371589422225952,1.4371589422225952,0.21428571428571427,0.0,0.3302223205566399,0.07142857142857142,0.25,0.0,20.039303052588977,20.039303052588977,123.9091986018,0.049227224030931084,1.7583959164897418,2.3016503801777564,6.690374847468097,1.633557660799332,3.406054067611694,3.513021469116211,1.4060540676116942,1.513021469116211,2.0,-3.8342395519407897,0.4975559711456299,161.0,0.0,1.0,5.4970841716837,9.387242887169121,0.0,0,0,7,0,,,,18.61798670413858,1.8588334184001993,2.484429720789194,0,,,,0.33793241779009503,0.3690795212984085,1.294757319375721,0.0,0.0,1.3500482050908937,1.96647010743618
trial005_cv_mpc,trial005,5,5,0.261000585,0.730207180583,0,20.0,interpolated,125.0,0.15,0.05,committed_timestamped_segments_v1,committed_timestamped_segments_v1,1.5,3.0,2,cv_mpc,completed,C:\Users\admin\Desktop\huifeng\RL\data\deployment_batches\20260826_184252_physical_dr40_virtual_pair\rollouts\20260826_184747_physical_dr40_trial005_cv_mpc_virtual_h1_trial005,caught,True,19.85014810040593,20.0,398,6.4959633983671665,0.3247981699183583,0.32663316582914576,0.32663316582914576,3.214372545930009,0.5996952904216292,1.4285433292388916,1.4285433292388916,0.6733668341708543,0.0,1.133226466178894,0.0,0.0,0.0,20.04674386921588,20.04674386921588,124.4253375418422,0.05060179702628722,1.847203804577215,2.1236524406052952,9.02155839054096,1.9035699447757628,2.999436771869659,3.562096357345581,0.9994367718696593,1.562096357345581,2.0,0.7332387396760246,0.681309700012207,2460.0,0.0,1.0,4.883098305773075,8.418754488229752,0.0,0,0,106,0,1.9021036663306443,2.9998302936553953,3.823639334599377,16.868037060727982,1.2753967369345933,2.1422600373625755,0,,,,0.3087341314374049,0.36823196411132814,1.1828867411826105,0.0025188916876574307,0.012594458438287154,1.691831984282741,2.272459492087364
