robot_name,robot_label,scripted_hand_tiz,scripted_hand_episode_length,scripted_hand_tiz_mean,scripted_hand_tiz_std,scripted_hand_episode_length_mean,scripted_hand_episode_length_std,agent_H1_tiz,agent_H1_episode_length,agent_H1_tiz_mean,agent_H1_tiz_std,agent_H1_episode_length_mean,agent_H1_episode_length_std
reactive_apf,Reactive APF,0.089 ± 0.001,18.7 ± 0.2,0.08850350000000003,0.0013050036297590185,18.724549999999997,0.244596224741705,0.170 ± 0.006,34.0 ± 0.9,0.17021499999999998,0.005510947477998972,33.99185,0.8565310867864516
scripted_only,SPC-only baseline,0.295 ± 0.008,51.0 ± 1.2,0.294522,0.008305399385181218,50.98434999999999,1.1663612004863666,0.146 ± 0.006,23.7 ± 0.9,0.145526,0.006239388802725705,23.684349999999995,0.8787155862842924
single_h1,Single-opponent baseline,0.107 ± 0.003,24.9 ± 0.6,0.10683200000000001,0.0027400242027359784,24.873649999999998,0.5619674344376381,0.398 ± 0.007,63.4 ± 1.1,0.39813750000000003,0.007488809107068038,63.44615,1.0984179185010645
league,League policy,0.349 ± 0.010,59.3 ± 1.3,0.348543,0.009672754519783907,59.321450000000006,1.2653282692437429,0.358 ± 0.012,49.8 ± 1.4,0.3577545,0.011866403470124774,49.779199999999996,1.3504748326733869
