run_id,pair_id,trial_index,internal_seed,hand_stride_cm,virtual_hand_smoothing_alpha,virtual_hand_delay_frames,policy_freq_target_hz,servo_mode,servo_freq_target_hz,servo_target_timeout_s,servo_interpolation_mode,servo_trajectory_mode,servo_lag_warning_cm,servo_lag_hard_limit_cm,order_in_pair,controller,status,rollout_dir,done_reason,caught,duration_s,duration_target_s,num_control_steps,zpd_time_s,tiz_fixed_horizon_fraction,zpd_observed_occupancy_fraction,zpd_occupancy_fraction,distance_cm_mean,distance_cm_std,distance_cm_min,distance_cm_final,too_close_fraction,too_far_fraction,min_boundary_clearance_cm,boundary_occupancy_fraction,target_clipped_fraction,target_step_limited_fraction,control_loop_rate_hz_mean,policy_loop_rate_hz_mean,servo_loop_rate_hz_mean,servo_target_age_s_mean,servo_tracking_error_cm_mean,servo_tracking_error_cm_p95,servo_target_error_cm_mean,planned_endpoint_actual_lag_cm_mean,planned_endpoint_actual_lag_cm_p95,planned_endpoint_actual_lag_cm_max,actual_to_planned_step_projection_mean,actual_to_planned_step_projection_p50,servo_command_step_limited_count,servo_publish_rejected_count,servo_deadline_overrun_count,servo_watchdog_stop_count,policy_deadline_overrun_count,camera_update_rate_hz_mean,policy_inference_latency_ms_mean,policy_inference_latency_ms_p95,safety_stop_count,microrobot_detection_fraction,microrobot_tcp_error_cm_mean,microrobot_tcp_error_cm_p95,virtual_hand_actual_move_cm_mean,virtual_hand_actual_move_cm_p95,virtual_hand_actual_to_stride_ratio_mean,virtual_hand_accel_clipped_fraction,virtual_hand_workspace_clipped_fraction,virtual_hand_policy_latency_ms_mean,virtual_hand_policy_latency_ms_p95
trial001_league,trial001,1,1,0.202364325,0.803824171214,3,20.0,interpolated,125.0,0.15,committed_timestamped_segments_v1,committed_timestamped_segments_v1,1.5,3.0,1,league,safety_stop,C:\Users\admin\Desktop\huifeng\RL\data\deployment_batches\20260826_134722_physical_dr40_virtual_pair\rollouts\20260826_134734_physical_dr40_trial001_league_virtual_h1_trial001,safety_servo_tracking_lag,False,6.101655200123787,60.0,123,2.6008976995944977,0.04334829499324163,0.42276422764227645,0.42276422764227645,3.186724839171743,0.8746483798777711,1.6399790048599243,2.633622884750366,0.5772357723577236,0.0,0.4099771499633789,0.10569105691056911,0.10569105691056911,0.0,20.040432996730765,20.040432996730765,124.39804639194165,0.039533659346341114,2.6498074377749004,3.5021162982262433,8.188440373387682,1.7423136355021753,3.161522626876831,3.4909281730651855,0.37376536619388034,0.38576146960258484,754.0,10.0,1.0,0,31,16.3220283139638,1.8611917669167284,2.548519754782319,1,,,,0.24905732469480546,0.2861805334687233,1.2307373085389701,0.00819672131147541,0.04918032786885246,1.3987106332158457,2.074814774096012
