step,t_wall_s,t_task_s,control_dt_s,control_loop_hz_inst,vision_frame_available,vision_frame_id,vision_age_s,camera_dt_s,camera_hz_inst,hand_detected,microrobot_detected,dead_reckoning_used,dead_reckoning_age_s,hand_x_cm,hand_y_cm,robot_x_cm,robot_y_cm,microrobot_x_cm,microrobot_y_cm,distance_cm,in_zpd,policy_inference_ms,action_x,action_y,action_norm,last_action_x,last_action_y,virtual_target_x_px,virtual_target_y_px,desired_target_x_px,desired_target_y_px,target_clipped,target_step_limited,robot_world_x,robot_world_y,robot_world_z,safety_stop,safety_reason,task_finished,done_reason
0,1783423921.385864,5.00120222568512e-07,,,True,45,0.007231300231069326,0.0756903002038598,13.211732511387309,True,True,False,0.0,10.95703125,8.263358116149902,7.499573707580566,4.9996490478515625,7.607421875,5.505725383758545,4.338711738586426,True,2.767999656498432,-0.01942233368754387,-1.0,1.0001885890960693,0.0,0.0,767.3039035797119,487.3199996948242,767.3039035797119,487.3199996948242,False,False,-0.22708326977530316,-0.5227165061883858,0.11396027451414788,False,,False,timeout
1,1783423921.4287117,0.04554040031507611,0.045539900194853544,21.958765735569393,False,,,,,False,False,True,0.045539900194853544,10.95703125,8.263358116149902,7.498913764953613,4.985513210296631,7.607421875,5.505725383758545,4.338711738586426,True,2.1843002177774906,-0.1518436223268509,-1.0,1.0114625692367554,-0.01942233368754387,-1.0,761.861828327179,450.63999938964844,761.861828327179,450.63999938964844,False,False,-0.2266922599375735,-0.5221023850977698,0.11400895758737696,False,,False,timeout
2,1783423921.472889,0.09131349995732307,0.04577309964224696,21.846892777980784,True,46,0.01871669990941882,0.08506129961460829,11.756227620912831,True,True,False,0.0,10.966796875,8.234732627868652,7.491665363311768,4.858487129211426,7.607421875,5.496183395385742,4.33417272567749,True,1.5838001854717731,-0.11442719399929047,-1.0,1.0065255165100098,-0.1518436223268509,-1.0,757.7607574462891,413.95999908447266,757.7607574462891,413.95999908447266,False,False,-0.22322457917747315,-0.5165387204102624,0.11381745828117426,False,,False,timeout
3,1783423921.5187147,0.13774130027741194,0.04642780032008886,21.538819265734407,False,,,,,False,False,True,0.04642780032008886,10.968783378601074,8.228910446166992,7.484545707702637,4.716746807098389,7.607421875,5.496183395385742,4.332037448883057,True,2.0941998809576035,-0.12687082588672638,-1.0,1.0080159902572632,-0.11442719399929047,-1.0,753.2137069702148,377.2799987792969,753.2137069702148,377.2799987792969,False,False,-0.2193094195630585,-0.5103443114352522,0.11400191862745887,False,,False,timeout
4,1783423921.568568,0.18435660004615784,0.0466152997687459,21.452184260551913,True,47,0.03069539973512292,0.0797161003574729,12.544517299713295,True,True,False,0.0,10.986328125,8.253816604614258,7.459081172943115,4.4821295738220215,7.607421875,5.496183395385742,4.361370086669922,True,1.734199933707714,-0.15425704419612885,-1.0,1.0118277072906494,-0.12687082588672638,-1.0,747.6851344108582,340.5999984741211,747.6851344108582,340.5999984741211,False,False,-0.2133308203488743,-0.49966318913083285,0.11371188739017286,False,,False,timeout
5,1783423921.608756,0.2302661999128759,0.045909599866718054,21.781936738789685,False,,,,,False,False,True,0.045909599866718054,10.991361618041992,8.254129409790039,7.423408508300781,4.1837310791015625,7.607421875,5.496183395385742,4.365468502044678,True,1.6068997792899609,-0.16706861555576324,-0.9222800135612488,0.9372898936271667,-0.15425704419612885,-1.0,741.697395324707,306.77076721191406,741.697395324707,306.77076721191406,False,False,-0.20581903591214346,-0.48592308210648005,0.11351318596616661,False,,False,timeout
6,1783423921.65715,0.27560329996049404,0.04533710004761815,22.056990829799147,True,48,0.04006489971652627,0.08105989964678884,12.336556106748334,True,True,False,0.0,11.005859375,8.196564674377441,7.393256664276123,3.9100635051727295,7.607421875,5.477099418640137,4.352570056915283,True,2.1394998766481876,-0.16870950162410736,-0.7541566491127014,0.7727969288825989,-0.16706861555576324,-0.9222800135612488,735.6508464813232,279.1082992553711,735.6508464813232,279.1082992553711,False,False,-0.19879836838471932,-0.4733356861888603,0.11342773321519073,False,,False,timeout
7,1783423921.7068756,0.32129279989749193,0.04568949993699789,21.886866815765522,True,49,0.004299999680370092,0.08200590033084154,12.194244511256352,True,True,False,0.0,11.005859375,8.177480697631836,7.3482561111450195,3.5665791034698486,7.548828125,5.333969593048096,4.4762282371521,True,2.370100002735853,-0.16013182699680328,-0.5108622908592224,0.5353713631629944,-0.16870950162410736,-0.7541566491127014,729.9117217063904,260.36987113952637,729.9117217063904,260.36987113952637,False,False,-0.19021733594052367,-0.45724853553467176,0.11324684277387392,False,,False,timeout
8,1783423921.7507095,0.3675637999549508,0.04627100005745888,21.61180866543212,False,,,,,False,False,True,0.04627100005745888,11.010062217712402,8.162895202636719,7.2947893142700195,3.232161283493042,7.548828125,5.333969593048096,4.470230579376221,True,2.6849997229874134,-0.15463902056217194,-0.21766157448291779,0.2670014798641205,-0.16013182699680328,-0.5108622908592224,724.3694591522217,252.3860445022583,724.3694591522217,252.3860445022583,False,False,-0.1821898892251229,-0.44121869373511835,0.11314063450835996,False,,False,timeout
9,1783423921.794379,0.4133504000492394,0.04578660009428859,21.840451091382516,True,50,0.018078799825161695,0.08098259987309575,12.348331636265764,True,True,False,0.0,10.986328125,8.18702220916748,7.234419345855713,2.9341554641723633,7.4609375,4.9809160232543945,4.765238285064697,True,1.849799882620573,-0.13830746710300446,0.012692401185631752,0.1388886272907257,-0.15463902056217194,-0.21766157448291779,719.412519454956,252.85160180926323,719.412519454956,252.85160180926323,False,False,-0.1754940694257704,-0.4264923051371954,0.11327068408721834,False,,False,timeout
