run_id,pair_id,trial_index,internal_seed,hand_stride_cm,virtual_hand_smoothing_alpha,virtual_hand_delay_frames,order_in_pair,controller,status,rollout_dir,done_reason,caught,duration_s,duration_target_s,num_control_steps,zpd_time_s,tiz_fixed_horizon_fraction,zpd_observed_occupancy_fraction,zpd_occupancy_fraction,distance_cm_mean,distance_cm_std,distance_cm_min,distance_cm_final,too_close_fraction,too_far_fraction,min_boundary_clearance_cm,boundary_occupancy_fraction,target_clipped_fraction,target_step_limited_fraction,control_loop_rate_hz_mean,camera_update_rate_hz_mean,policy_inference_latency_ms_mean,policy_inference_latency_ms_p95,safety_stop_count,microrobot_detection_fraction,microrobot_tcp_error_cm_mean,microrobot_tcp_error_cm_p95,virtual_hand_actual_move_cm_mean,virtual_hand_actual_move_cm_p95,virtual_hand_actual_to_stride_ratio_mean,virtual_hand_accel_clipped_fraction,virtual_hand_workspace_clipped_fraction,virtual_hand_policy_latency_ms_mean,virtual_hand_policy_latency_ms_p95
trial001_league,trial001,1,1,0.202364325,0.803824171214,3,1,league,completed,C:\Users\admin\Desktop\huifeng\RL\data\deployment_batches\20260825_143217_physical_dr40_virtual_pair\rollouts\20260825_143228_physical_dr40_trial001_league_virtual_h1_trial001,caught,True,5.170260299928486,60.0,87,0.73081190045923,0.012180198340987165,0.13793103448275862,0.13793103448275862,2.4833549343306442,0.76788562508939,1.4455046653747559,1.4455046653747559,0.8620689655172413,0.0,1.2565186738967895,0.0,0.0,0.0,16.676434234525253,17.384609600538727,1.8922197524198265,2.531549660488963,0,,,,0.23099602278062079,0.286182165145874,1.1414858957013334,0.03488372093023256,0.023255813953488372,1.400223229253708,1.9121747463941574
trial001_cv_mpc,trial001,1,1,0.202364325,0.803824171214,3,2,cv_mpc,completed,C:\Users\admin\Desktop\huifeng\RL\data\deployment_batches\20260825_143217_physical_dr40_virtual_pair\rollouts\20260825_143249_physical_dr40_trial001_cv_mpc_virtual_h1_trial001,caught,True,5.076811200007796,60.0,85,2.2911328990012407,0.03818554831668734,0.4470588235294118,0.4470588235294118,3.4208949397591986,0.626164288307318,1.4741840362548828,1.4741840362548828,0.5529411764705883,0.0,0.9164239883422844,0.0,0.0,0.0,16.578880574952397,16.91831001953504,1.0093856558558487,1.225804444402456,0,,,,0.2494416818732307,0.2861544579267502,1.2326366412322463,0.011904761904761904,0.0,1.7925322033642304,2.434250013902783
trial002_cv_mpc,trial002,2,2,0.152322427,0.558178210011,0,1,cv_mpc,completed,C:\Users\admin\Desktop\huifeng\RL\data\deployment_batches\20260825_143217_physical_dr40_virtual_pair\rollouts\20260825_143311_physical_dr40_trial002_cv_mpc_virtual_h1_trial002,caught,True,15.29437209945172,60.0,254,4.425542100332677,0.07375903500554462,0.2874015748031496,0.2874015748031496,2.9817964716220464,0.8182670023348345,1.4333921670913696,1.4333921670913696,0.7125984251968503,0.0,0.2671138763427727,0.031496062992125984,0.01968503937007874,0.0,16.573760812332434,16.83361133806676,0.9910181577026609,1.135359890758991,0,,,,0.17627580465358708,0.21485286355018615,1.1572544380059482,0.0,0.0,1.7530446827941732,2.294440008699894
trial002_league,trial002,2,2,0.152322427,0.558178210011,0,2,league,completed,C:\Users\admin\Desktop\huifeng\RL\data\deployment_batches\20260825_143217_physical_dr40_virtual_pair\rollouts\20260825_143343_physical_dr40_trial002_league_virtual_h1_trial002,caught,True,4.037239400669932,60.0,68,1.910563200712204,0.031842720011870065,0.47058823529411764,0.47058823529411764,3.333096162361257,1.1378210037668703,1.4986027479171753,1.4986027479171753,0.5294117647058824,0.0,1.1346442222595214,0.0,0.0,0.0,16.634933154897528,17.971190528312253,1.873940312817915,2.3857899941504,0,,,,0.16836746848786055,0.2113180086016655,1.1053360414737914,0.0,0.0,1.4081477646285028,1.8830101937055586
trial003_league,trial003,3,3,0.117129833,0.837225530542,1,1,league,completed,C:\Users\admin\Desktop\huifeng\RL\data\deployment_batches\20260825_143217_physical_dr40_virtual_pair\rollouts\20260825_143405_physical_dr40_trial003_league_virtual_h1_trial003,caught,True,10.829928800463676,60.0,181,4.037070099264383,0.06728450165440639,0.3701657458563536,0.3701657458563536,3.2745598501922015,0.6411999253012084,1.4995747804641724,1.4995747804641724,0.6298342541436464,0.0,0.6426079988479614,0.0,0.0,0.0,16.66339465684339,16.440653434563227,1.8733955609301727,2.48995954170823,0,,,,0.14263094009624588,0.16564622521400452,1.2177165837523722,0.005555555555555556,0.027777777777777776,1.3727522662116423,1.9444898236542936
trial003_cv_mpc,trial003,3,3,0.117129833,0.837225530542,1,2,cv_mpc,completed,C:\Users\admin\Desktop\huifeng\RL\data\deployment_batches\20260825_143217_physical_dr40_virtual_pair\rollouts\20260825_143432_physical_dr40_trial003_cv_mpc_virtual_h1_trial003,caught,True,40.16028300020844,60.0,667,24.00391749944538,0.400065291657423,0.5967016491754122,0.5967016491754122,3.572541254213725,0.7016940173869695,1.4533268213272095,1.4533268213272095,0.4032983508245877,0.0,0.24070663452148366,0.014992503748125937,0.005997001499250375,0.0,16.622047463030707,16.72505486885427,0.9956531528685544,1.2439002748578787,0,,,,0.1395843041453835,0.16563231125473976,1.1917058239584744,0.04954954954954955,0.0,1.7559654694665838,2.2876497823745012
trial004_cv_mpc,trial004,4,4,0.288611221,0.554899431908,2,1,cv_mpc,completed,C:\Users\admin\Desktop\huifeng\RL\data\deployment_batches\20260825_143217_physical_dr40_virtual_pair\rollouts\20260825_143530_physical_dr40_trial004_cv_mpc_virtual_h1_trial004,caught,True,4.661954300478101,60.0,79,0.9149207007139921,0.015248678345233201,0.189873417721519,0.189873417721519,2.7718568270719506,0.7478987314232577,1.442946195602417,1.442946195602417,0.810126582278481,0.0,1.102140974998474,0.0,0.0,0.0,16.787045428306943,17.499573707788414,1.0092564118214142,1.23319486156106,0,,,,0.3044362362378683,0.40156707912683487,1.0548316007362315,0.0,0.0,1.7879667142644906,2.3681848775595427
trial004_league,trial004,4,4,0.288611221,0.554899431908,2,2,league,completed,C:\Users\admin\Desktop\huifeng\RL\data\deployment_batches\20260825_143217_physical_dr40_virtual_pair\rollouts\20260825_143551_physical_dr40_trial004_league_virtual_h1_trial004,caught,True,6.046766799874604,60.0,102,0.4109351998195052,0.006848919996991753,0.06862745098039216,0.06862745098039216,2.4729072790519866,0.6192189070108196,1.4773457050323486,1.4773457050323486,0.9313725490196079,0.0,0.6187440872192382,0.0,0.0,0.0,16.757912353485864,16.332849462976416,1.8364643622743022,2.4619000032544136,0,,,,0.25858078078173174,0.3840140402317047,0.8959484661954006,0.0,0.1485148514851485,1.358434622461843,1.9694995135068893
trial005_league,trial005,5,5,0.261000585,0.730207180583,0,1,league,completed,C:\Users\admin\Desktop\huifeng\RL\data\deployment_batches\20260825_143217_physical_dr40_virtual_pair\rollouts\20260825_143613_physical_dr40_trial005_league_virtual_h1_trial005,caught,True,1.4360440000891685,60.0,25,0.2911751000210643,0.004852918333684405,0.2,0.2,2.911447620391846,0.7475359099448591,1.4627249240875244,1.4627249240875244,0.8,0.0,1.4691259384155266,0.0,0.0,0.0,16.769701036930197,17.809158817763986,1.9516750083615382,2.5549643673002715,0,,,,0.31754210280875367,0.3684193670749664,1.2166336822913772,0.0,0.0,1.4053416283180316,1.9040552433580156
trial005_cv_mpc,trial005,5,5,0.261000585,0.730207180583,0,2,cv_mpc,completed,C:\Users\admin\Desktop\huifeng\RL\data\deployment_batches\20260825_143217_physical_dr40_virtual_pair\rollouts\20260825_143631_physical_dr40_trial005_cv_mpc_virtual_h1_trial005,caught,True,1.6170828994363546,60.0,28,0.35235089994966984,0.005872514999161164,0.21428571428571427,0.21428571428571427,2.9927698160920824,0.7342889073806279,1.4204646348953247,1.4204646348953247,0.7857142857142857,0.0,0.7327644348144524,0.0,0.0,0.0,16.745949818263977,19.18407253007816,1.081392548426434,1.807379815727472,0,,,,0.33231968460259614,0.3690436065196991,1.2732526427195408,0.0,0.0,1.8314332183864381,2.3602498695254326
