controller,n_completed,trial_indices,internal_seeds,hand_strides_cm,virtual_hand_smoothing_alphas,virtual_hand_delay_counts,catch_rate,safety_stop_count,done_reason_counts,hand_stride_cm_mean,hand_stride_cm_std,virtual_hand_smoothing_alpha_mean,virtual_hand_smoothing_alpha_std,virtual_hand_delay_frames_mean,virtual_hand_delay_frames_std,tiz_fixed_horizon_fraction_mean,tiz_fixed_horizon_fraction_std,zpd_time_s_mean,zpd_time_s_std,zpd_observed_occupancy_fraction_mean,zpd_observed_occupancy_fraction_std,zpd_occupancy_fraction_mean,zpd_occupancy_fraction_std,duration_s_mean,duration_s_std,distance_cm_mean_mean,distance_cm_mean_std,too_close_fraction_mean,too_close_fraction_std,too_far_fraction_mean,too_far_fraction_std,min_boundary_clearance_cm_mean,min_boundary_clearance_cm_std,boundary_occupancy_fraction_mean,boundary_occupancy_fraction_std,target_clipped_fraction_mean,target_clipped_fraction_std,target_step_limited_fraction_mean,target_step_limited_fraction_std,control_loop_rate_hz_mean_mean,control_loop_rate_hz_mean_std,camera_update_rate_hz_mean_mean,camera_update_rate_hz_mean_std,policy_inference_latency_ms_mean_mean,policy_inference_latency_ms_mean_std,microrobot_detection_fraction_mean,microrobot_detection_fraction_std,microrobot_tcp_error_cm_mean_mean,microrobot_tcp_error_cm_mean_std,virtual_hand_actual_move_cm_mean_mean,virtual_hand_actual_move_cm_mean_std,virtual_hand_actual_to_stride_ratio_mean_mean,virtual_hand_actual_to_stride_ratio_mean_std,virtual_hand_accel_clipped_fraction_mean,virtual_hand_accel_clipped_fraction_std,virtual_hand_workspace_clipped_fraction_mean,virtual_hand_workspace_clipped_fraction_std,virtual_hand_policy_latency_ms_mean_mean,virtual_hand_policy_latency_ms_mean_std,virtual_hand_policy_latency_ms_p95_mean,virtual_hand_policy_latency_ms_p95_std
league,50,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50]","[0.202364325, 0.152322427, 0.117129833, 0.288611221, 0.261000585, 0.20763287, 0.225019093, 0.165394455, 0.274049841, 0.291200342, 0.125714041, 0.150164892, 0.272959517, 0.266196664, 0.238548674, 0.213383368, 0.269014959, 0.179861154, 0.184075759, 0.156015193, 0.256223518, 0.173269383, 0.238786616, 0.166053767, 0.132144247, 0.198319784, 0.239547243, 0.270366787, 0.110009394, 0.147159761, 0.280634362, 0.132048566, 0.188728447, 0.100805649, 0.167589912, 0.136126618, 0.240830606, 0.197152209, 0.200342391, 0.245979699, 0.290830221, 0.25479121, 0.230459853, 0.124513102, 0.214626131, 0.281120855, 0.248360399, 0.177539974, 0.172570838, 0.257484538]","[0.803824171214, 0.558178210011, 0.837225530542, 0.554899431908, 0.730207180583, 0.896048271913, 0.524416225548, 0.740052880468, 0.588468752896, 0.701817807453, 0.674260143601, 0.616798830561, 0.714377141605, 0.712787611121, 0.735872641092, 0.514324183862, 0.539960663659, 0.847199311316, 0.568147435688, 0.763338975182, 0.842670580689, 0.622844029726, 0.506315965624, 0.820383631853, 0.849251312144, 0.614437823268, 0.813873630423, 0.604336423305, 0.592505472174, 0.877352725444, 0.544216290717, 0.749402418931, 0.606274056977, 0.573024576435, 0.749784576228, 0.557147769637, 0.645223387783, 0.646465605002, 0.873102628795, 0.791399612609, 0.522519636193, 0.872063118677, 0.899481648954, 0.778827950064, 0.52748160743, 0.50690327018, 0.716826784545, 0.583479544105, 0.779026738007, 0.718815816679]","{""0"": 13, ""1"": 13, ""2"": 12, ""3"": 12}",0.96,0,"{""caught"": 48, ""timeout"": 2}",0.20630150586000004,0.055561933506694985,0.6881528806564199,0.12344739326256113,1.46,1.1286618408630673,0.03920923536612342,0.08081844177705332,2.352554121967405,4.849106506623198,0.29995233942928917,0.17490525750403668,0.29995233942928917,0.17490525750403668,8.24668829601258,13.7486557296092,3.0106720299099674,0.39788841458763063,0.700047660570711,0.17490525750403668,0.0,0.0,1.199235699176788,0.5412724345898102,0.0,0.0,0.0,0.0,0.0,0.0,16.43809268656114,0.2431106411506944,14.111546584208648,3.869507398591497,2.921149071687159,1.3339776949445876,0.0,0.0,,,0.23409609228823036,0.05366953610228159,1.152845388357609,0.1070624976276341,0.013830348570878863,0.02480263704816806,0.016922929310472994,0.03841820189937646,1.6613985529559547,0.6507498904592047,2.2675564317032695,0.3895291595357611
cv_mpc,50,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50]","[0.202364325, 0.152322427, 0.117129833, 0.288611221, 0.261000585, 0.20763287, 0.225019093, 0.165394455, 0.274049841, 0.291200342, 0.125714041, 0.150164892, 0.272959517, 0.266196664, 0.238548674, 0.213383368, 0.269014959, 0.179861154, 0.184075759, 0.156015193, 0.256223518, 0.173269383, 0.238786616, 0.166053767, 0.132144247, 0.198319784, 0.239547243, 0.270366787, 0.110009394, 0.147159761, 0.280634362, 0.132048566, 0.188728447, 0.100805649, 0.167589912, 0.136126618, 0.240830606, 0.197152209, 0.200342391, 0.245979699, 0.290830221, 0.25479121, 0.230459853, 0.124513102, 0.214626131, 0.281120855, 0.248360399, 0.177539974, 0.172570838, 0.257484538]","[0.803824171214, 0.558178210011, 0.837225530542, 0.554899431908, 0.730207180583, 0.896048271913, 0.524416225548, 0.740052880468, 0.588468752896, 0.701817807453, 0.674260143601, 0.616798830561, 0.714377141605, 0.712787611121, 0.735872641092, 0.514324183862, 0.539960663659, 0.847199311316, 0.568147435688, 0.763338975182, 0.842670580689, 0.622844029726, 0.506315965624, 0.820383631853, 0.849251312144, 0.614437823268, 0.813873630423, 0.604336423305, 0.592505472174, 0.877352725444, 0.544216290717, 0.749402418931, 0.606274056977, 0.573024576435, 0.749784576228, 0.557147769637, 0.645223387783, 0.646465605002, 0.873102628795, 0.791399612609, 0.522519636193, 0.872063118677, 0.899481648954, 0.778827950064, 0.52748160743, 0.50690327018, 0.716826784545, 0.583479544105, 0.779026738007, 0.718815816679]","{""0"": 13, ""1"": 13, ""2"": 12, ""3"": 12}",0.92,0,"{""caught"": 46, ""timeout"": 4}",0.20630150586000004,0.055561933506694985,0.6881528806564199,0.12344739326256113,1.46,1.1286618408630673,0.11799300033195564,0.2091449732084058,7.079580019917339,12.548698392504347,0.3799865861681161,0.1737814706297632,0.3799865861681161,0.1737814706297632,13.429204289931803,18.038537357345323,3.1297140099297316,0.32918166268420834,0.6200134138318839,0.1737814706297632,0.0,0.0,0.8915949356555936,0.29403825696562313,0.0034549440015551867,0.01752471077938388,0.0007692307692307692,0.005439282932204211,0.0,0.0,16.487078223766837,0.2783608068337254,14.071962559322797,3.797504181176675,1.745716944823838,1.1293066023444467,0.0,0.0,,,0.2439475429991486,0.06354508604727965,1.1862513836997257,0.0614744413093512,0.011601760748971894,0.024273130110730994,0.002377778669929381,0.006653356836361996,2.654702425257158,2.5924787961998397,4.37313063815236,8.556991680269471
