run_id,pair_id,trial_index,internal_seed,hand_stride_cm,virtual_hand_smoothing_alpha,virtual_hand_delay_frames,order_in_pair,controller,status,rollout_dir,done_reason,caught,duration_s,duration_target_s,num_control_steps,zpd_time_s,tiz_fixed_horizon_fraction,zpd_observed_occupancy_fraction,zpd_occupancy_fraction,distance_cm_mean,distance_cm_std,distance_cm_min,distance_cm_final,too_close_fraction,too_far_fraction,min_boundary_clearance_cm,boundary_occupancy_fraction,target_clipped_fraction,target_step_limited_fraction,control_loop_rate_hz_mean,camera_update_rate_hz_mean,policy_inference_latency_ms_mean,policy_inference_latency_ms_p95,safety_stop_count,microrobot_detection_fraction,microrobot_tcp_error_cm_mean,microrobot_tcp_error_cm_p95,virtual_hand_actual_move_cm_mean,virtual_hand_actual_move_cm_p95,virtual_hand_actual_to_stride_ratio_mean,virtual_hand_accel_clipped_fraction,virtual_hand_workspace_clipped_fraction,virtual_hand_policy_latency_ms_mean,virtual_hand_policy_latency_ms_p95
trial001_league,trial001,1,1,0.303546487,0.716307749606,0,1,league,completed,C:\Users\admin\Desktop\huifeng\RL\data\deployment_batches\20260824_185145_physical_dr40_virtual_pair\rollouts\20260824_185157_physical_dr40_trial001_league_virtual_h1_trial001,caught,True,1.0354779995977879,60.0,18,0.3042412996292114,0.005070688327153524,0.2777777777777778,0.2777777777777778,2.8115023838149176,0.9313731736214361,1.4756286144256592,1.4756286144256592,0.7222222222222222,0.0,2.3393067836761476,0.0,0.0,0.0,16.42054202608007,,1.751147155814311,2.051920630037784,0,0.0,,,0.3577258201206432,0.4198927342891693,1.1784877619771077,0.0,0.0,1.1965293327675146,1.2854592874646187
trial001_cv_mpc,trial001,1,1,0.303546487,0.716307749606,0,2,cv_mpc,completed,C:\Users\admin\Desktop\huifeng\RL\data\deployment_batches\20260824_185145_physical_dr40_virtual_pair\rollouts\20260824_185217_physical_dr40_trial001_cv_mpc_virtual_h1_trial001,caught,True,1.437503800727427,60.0,24,0.4286820003762841,0.007144700006271402,0.2916666666666667,0.2916666666666667,2.903619557619095,0.8839248965290047,1.494878888130188,1.494878888130188,0.7083333333333334,0.0,2.533633661270142,0.0,0.0,0.0,16.12089649100532,,0.9830695698442666,1.2323904782533643,0,0.0,,,0.36671369879142096,0.4234099119901657,1.2080973244517275,0.0,0.0,1.6511520775763884,1.7711296677589417
trial002_cv_mpc,trial002,2,2,0.22848364,0.648242723374,2,1,cv_mpc,completed,C:\Users\admin\Desktop\huifeng\RL\data\deployment_batches\20260824_185145_physical_dr40_virtual_pair\rollouts\20260824_185238_physical_dr40_trial002_cv_mpc_virtual_h1_trial002,caught,True,3.2166153993457556,60.0,53,1.6551835993304849,0.02758639332217475,0.49056603773584906,0.49056603773584906,3.028305818449776,0.9550076176522696,1.487234115600586,1.487234115600586,0.5094339622641509,0.0,1.0241424560546868,0.0,0.0,0.0,16.320668064560227,13.039529721538365,2.8512326893038473,2.1457245107740164,0,0.4339622641509434,1.7815984195536705,4.317909303044248,0.2629071024174874,0.32172301709651946,1.1506605130130427,0.0,0.0,2.000640289714703,2.7721400372684
trial002_league,trial002,2,2,0.22848364,0.648242723374,2,2,league,completed,C:\Users\admin\Desktop\huifeng\RL\data\deployment_batches\20260824_185145_physical_dr40_virtual_pair\rollouts\20260824_185300_physical_dr40_trial002_league_virtual_h1_trial002,caught,True,2.4914631005376577,60.0,41,1.6030986001715064,0.02671831000285844,0.6097560975609756,0.6097560975609756,3.50191309393906,1.1252481105624919,1.4805009365081787,1.4805009365081787,0.3902439024390244,0.0,1.1048062562942504,0.0,0.0,0.0,16.373216318989137,12.640445064367754,4.946849914267659,2.8344449121505018,0,0.3170731707317073,2.2411636713098084,4.555967082676133,0.24865757040679454,0.31331878155469894,1.0882948573770732,0.0,0.0,1.5263650100678205,2.1628051530569783
trial003_league,trial003,3,3,0.17569475,0.706543504312,1,1,league,completed,C:\Users\admin\Desktop\huifeng\RL\data\deployment_batches\20260824_185145_physical_dr40_virtual_pair\rollouts\20260824_185322_physical_dr40_trial003_league_virtual_h1_trial003,caught,True,9.218967399559915,60.0,152,0.8537317998707294,0.014228863331178824,0.09210526315789473,0.09210526315789473,2.6849710902101114,0.6222308695689056,1.4462815523147583,1.4462815523147583,0.9078947368421053,0.0,0.64263756275177,0.0,0.0,0.0,16.461130225373658,14.12620440962374,3.0586390527865746,3.1793005764484406,0,0.7171052631578947,1.3333787214099517,2.645693722930142,0.19727698984919795,0.2483208328485489,1.1228394123853895,0.006622516556291391,0.07947019867549669,1.8085933765334798,2.6157498359680176
trial003_cv_mpc,trial003,3,3,0.17569475,0.706543504312,1,2,cv_mpc,completed,C:\Users\admin\Desktop\huifeng\RL\data\deployment_batches\20260824_185145_physical_dr40_virtual_pair\rollouts\20260824_185351_physical_dr40_trial003_cv_mpc_virtual_h1_trial003,caught,True,8.488400800153613,60.0,140,4.269343899562955,0.07115573165938258,0.4928571428571429,0.4928571428571429,3.3024634429386683,0.8127400241405331,1.4790548086166382,1.4790548086166382,0.5071428571428571,0.0,0.8632385253906243,0.0,0.0,0.0,16.460557730917557,13.991642915512461,2.0895914020512603,2.314850036054849,0,0.7,1.6571955694826765,2.657862700254158,0.19750652893734494,0.2463986024260521,1.1241458776505555,0.0,0.0,2.189848913724045,3.0246803537011147
trial004_cv_mpc,trial004,4,4,0.432916832,0.803824171214,3,1,cv_mpc,completed,C:\Users\admin\Desktop\huifeng\RL\data\deployment_batches\20260824_185145_physical_dr40_virtual_pair\rollouts\20260824_185420_physical_dr40_trial004_cv_mpc_virtual_h1_trial004,caught,True,2.131852200254798,60.0,35,0.3612796002998948,0.006021326671664913,0.17142857142857143,0.17142857142857143,2.773620251246861,0.8643904053553302,1.2111213207244873,1.2111213207244873,0.8285714285714286,0.0,0.8604698896408081,0.0,0.0,0.0,16.110423740275195,11.80675364348138,3.483038176508511,2.0272450055927034,0,0.0,,,0.46235308094936256,0.6116942256689072,1.0679951592858434,0.058823529411764705,0.0,1.8541294917025988,2.5995046831667423
trial004_league,trial004,4,4,0.432916832,0.803824171214,3,2,league,completed,C:\Users\admin\Desktop\huifeng\RL\data\deployment_batches\20260824_185145_physical_dr40_virtual_pair\rollouts\20260824_185441_physical_dr40_trial004_league_virtual_h1_trial004,caught,True,1.031624300405383,60.0,18,0.3632829999551177,0.006054716665918628,0.3333333333333333,0.3333333333333333,3.1183109879493713,0.9861188116745888,1.3089169263839722,1.3089169263839722,0.6666666666666666,0.0,2.1929881095886232,0.0,0.0,0.0,16.479990749229636,,1.7810942166868378,2.0510599017143245,0,0.0,,,0.43839531961609335,0.6110475063323975,1.0126548270040316,0.0,0.0,1.197141211699037,1.2691998854279518
trial005_league,trial005,5,5,0.391500877,0.558178210011,3,1,league,completed,C:\Users\admin\Desktop\huifeng\RL\data\deployment_batches\20260824_185145_physical_dr40_virtual_pair\rollouts\20260824_185502_physical_dr40_trial005_league_virtual_h1_trial005,caught,True,0.9094623001292348,60.0,16,0.423284400254488,0.007054740004241467,0.4375,0.4375,3.1924887597560883,1.0615813030081844,1.4686031341552734,1.4686031341552734,0.5625,0.0,3.1251689910888665,0.0,0.0,0.0,16.495701471432938,,1.8036532526214917,2.2222002036869517,0,0.0,,,0.39324483275413513,0.5529965221881866,1.0044545385632306,0.0,0.0,1.243579884370168,1.5034399926662436
trial005_cv_mpc,trial005,5,5,0.391500877,0.558178210011,3,2,cv_mpc,completed,C:\Users\admin\Desktop\huifeng\RL\data\deployment_batches\20260824_185145_physical_dr40_virtual_pair\rollouts\20260824_185522_physical_dr40_trial005_cv_mpc_virtual_h1_trial005,caught,True,1.0309382993727922,60.0,18,0.36270170006901026,0.006045028334483504,0.3333333333333333,0.3333333333333333,3.1263317465782166,1.0000266054395992,1.3790324926376343,1.3790324926376343,0.6666666666666666,0.0,2.6432663917541497,0.0,0.0,0.0,16.491891004558383,,0.9558706489555976,1.0427603498101234,0,0.0,,,0.39881887506036195,0.5500073194503784,1.0186921626241006,0.0,0.0,1.7045352279263384,2.145499549806117
