pair_id,trial_index,internal_seed,hand_stride_cm,virtual_hand_smoothing_alpha,virtual_hand_delay_frames,league_order_in_pair,mpc_order_in_pair,league_done_reason,mpc_done_reason,league_tiz_fixed_horizon_fraction,mpc_tiz_fixed_horizon_fraction,delta_tiz_fixed_horizon_fraction,league_zpd_observed_occupancy_fraction,mpc_zpd_observed_occupancy_fraction,delta_zpd_observed_occupancy_fraction,league_zpd_occupancy_fraction,mpc_zpd_occupancy_fraction,delta_zpd_occupancy_fraction,league_duration_s,mpc_duration_s,delta_duration_s,league_distance_cm_mean,mpc_distance_cm_mean,delta_distance_cm_mean,league_too_close_fraction,mpc_too_close_fraction,delta_too_close_fraction,league_too_far_fraction,mpc_too_far_fraction,delta_too_far_fraction,league_min_boundary_clearance_cm,mpc_min_boundary_clearance_cm,delta_min_boundary_clearance_cm,league_policy_inference_latency_ms_mean,mpc_policy_inference_latency_ms_mean,delta_policy_inference_latency_ms_mean
trial001,1,1,0.303546487,0.716307749606,0,1,2,caught,caught,0.005070688327153524,0.007144700006271402,-0.002074011679117878,0.2777777777777778,0.2916666666666667,-0.013888888888888895,0.2777777777777778,0.2916666666666667,-0.013888888888888895,1.0354779995977879,1.437503800727427,-0.40202580112963915,2.8115023838149176,2.903619557619095,-0.09211717380417728,0.7222222222222222,0.7083333333333334,0.01388888888888884,0.0,0.0,0.0,2.3393067836761476,2.533633661270142,-0.19432687759399414,1.751147155814311,0.9830695698442666,0.7680775859700444
trial002,2,2,0.22848364,0.648242723374,2,2,1,caught,caught,0.02671831000285844,0.02758639332217475,-0.0008680833193163082,0.6097560975609756,0.49056603773584906,0.11919005982512654,0.6097560975609756,0.49056603773584906,0.11919005982512654,2.4914631005376577,3.2166153993457556,-0.7251522988080978,3.50191309393906,3.028305818449776,0.47360727548928416,0.3902439024390244,0.5094339622641509,-0.11919005982512654,0.0,0.0,0.0,1.1048062562942504,1.0241424560546868,0.08066380023956365,4.946849914267659,2.8512326893038473,2.095617224963812
trial003,3,3,0.17569475,0.706543504312,1,1,2,caught,caught,0.014228863331178824,0.07115573165938258,-0.056926868328203754,0.09210526315789473,0.4928571428571429,-0.40075187969924814,0.09210526315789473,0.4928571428571429,-0.40075187969924814,9.218967399559915,8.488400800153613,0.730566599406302,2.6849710902101114,3.3024634429386683,-0.617492352728557,0.9078947368421053,0.5071428571428571,0.4007518796992482,0.0,0.0,0.0,0.64263756275177,0.8632385253906243,-0.22060096263885431,3.0586390527865746,2.0895914020512603,0.9690476507353143
trial004,4,4,0.432916832,0.803824171214,3,2,1,caught,caught,0.006054716665918628,0.006021326671664913,3.338999425371494e-05,0.3333333333333333,0.17142857142857143,0.16190476190476188,0.3333333333333333,0.17142857142857143,0.16190476190476188,1.031624300405383,2.131852200254798,-1.1002278998494148,3.1183109879493713,2.773620251246861,0.3446907367025105,0.6666666666666666,0.8285714285714286,-0.161904761904762,0.0,0.0,0.0,2.1929881095886232,0.8604698896408081,1.3325182199478152,1.7810942166868378,3.483038176508511,-1.7019439598216732
trial005,5,5,0.391500877,0.558178210011,3,1,2,caught,caught,0.007054740004241467,0.006045028334483504,0.0010097116697579626,0.4375,0.3333333333333333,0.10416666666666669,0.4375,0.3333333333333333,0.10416666666666669,0.9094623001292348,1.0309382993727922,-0.12147599924355745,3.1924887597560883,3.1263317465782166,0.0661570131778717,0.5625,0.6666666666666666,-0.10416666666666663,0.0,0.0,0.0,3.1251689910888665,2.6432663917541497,0.4819025993347168,1.8036532526214917,0.9558706489555976,0.8477826036658941
trial006,6,6,0.311449305,0.837225530542,2,2,1,caught,caught,0.0060398366612692675,0.007079244994868835,-0.0010394083335995676,0.3157894736842105,0.30434782608695654,0.011441647597253968,0.3157894736842105,0.30434782608695654,0.011441647597253968,1.0924423998221755,1.33522479981184,-0.24278239998966455,2.863318135863856,2.9895535189172495,-0.12623538305339332,0.6842105263157895,0.6956521739130435,-0.011441647597253968,0.0,0.0,0.0,3.1256384372711183,2.919002723693847,0.2066357135772714,1.775094463179509,0.9860727428035303,0.7890217203759786
trial007,7,7,0.33752864,0.554899431908,1,1,2,caught,caught,0.004034951670716206,0.005065576654548446,-0.0010306249838322405,0.3333333333333333,0.35714285714285715,-0.023809523809523836,0.3333333333333333,0.35714285714285715,-0.023809523809523836,0.6689376998692751,0.7905713999643922,-0.12163370009511709,2.9302180210749307,3.0668681263923645,-0.13665010531743382,0.6666666666666666,0.6428571428571429,0.023809523809523725,0.0,0.0,0.0,3.6723520278930657,3.1279274940490716,0.5444245338439941,1.9688908518715338,0.9837151290132449,0.9851757228582889
trial008,8,8,0.248091683,0.730207180583,1,2,1,caught,caught,0.014278301674251755,0.013182164992516239,0.0010961366817355163,0.45161290322580644,0.40625,0.04536290322580644,0.45161290322580644,0.40625,0.04536290322580644,1.8949990002438426,1.9512009993195534,-0.05620199907571077,3.3675515613248272,3.272131100296974,0.09542046102785307,0.5483870967741935,0.59375,-0.045362903225806495,0.0,0.0,0.0,1.0472298383712768,0.7882552862167358,0.258974552154541,5.499313430239757,1.1150645272385689,4.384248903001188
trial009,9,9,0.411074761,0.896048271913,2,1,2,caught,caught,0.004034946672618389,0.004026756668463349,8.19000415503996e-06,0.4,0.36363636363636365,0.036363636363636376,0.4,0.36363636363636365,0.036363636363636376,0.5477526001632214,0.6082359999418259,-0.06048339977860451,3.1294527769088747,3.1034005880355835,0.026052188873291193,0.6,0.6363636363636364,-0.036363636363636376,0.0,0.0,0.0,4.177726459503174,3.611521911621093,0.566204547882081,1.8061778197685878,1.0558399371802807,0.7503378825883071
trial010,10,10,0.436800513,0.524416225548,0,2,1,caught,caught,0.004147455003112555,0.00405333999854823,9.411500456432513e-05,0.06451612903225806,0.13333333333333333,-0.06881720430107527,0.06451612903225806,0.13333333333333333,-0.06881720430107527,3.782646699808538,1.8317535994574428,1.9508931003510952,2.359333376730642,2.4071414470672607,-0.0478080703366186,0.9354838709677419,0.8666666666666667,0.06881720430107519,0.0,0.0,0.0,0.6263947010040283,2.080560636520386,-1.4541659355163576,3.912916422256681,3.8248345191622604,0.08808190309442043
