step,distance,robot_x,robot_y,hand_x,hand_y,action_x,action_y,done_reason
65,5.020746761727798,4.209149071009442,8.333358221106689,9.092033032451322,7.164879610051349,-0.7183672189712524,-0.12740585207939148,
66,5.1210811370411164,3.8177832448795286,8.246842868976753,8.866708148394277,7.390204479207233,-0.6680722832679749,-0.14768409729003906,
67,5.2395648117558205,3.44950274470596,8.13360626285569,8.641383264337232,7.42832895111008,-0.628665030002594,-0.19329802691936493,
68,5.335190777374013,3.103879489929959,8.004607700162094,8.416058380280187,7.509616722573474,-0.5899884700775146,-0.22020411491394043,
69,5.44195570352226,2.7793026352241483,7.859876670293968,8.190733496223142,7.284291823615268,-0.5540616512298584,-0.2470598667860031,
70,5.510287628220775,2.4702473664596525,7.715761892848175,7.965408612166097,7.30775131772919,-0.5275658965110779,-0.24600790441036224,
71,5.314215502331022,2.428043195040509,7.5435842502643276,7.740083728109052,7.391558659483627,-0.07204368710517883,-0.29391199350357056,
72,5.378966689504911,2.1398939574077573,7.3762578297187495,7.5147588440520074,7.166233790327743,-0.4918787479400635,-0.28563082218170166,
73,5.4546402375086505,1.8348085069969144,7.212030120544593,7.2894339599949625,7.1993301932112725,-0.5207893252372742,-0.280341237783432,
74,5.5201244471851565,1.544403889210507,7.0380423445035625,7.0641090759379175,7.106075895239547,-0.4957287311553955,-0.2970019578933716,
75,5.317506077709712,1.5213094493314472,6.862495907001655,6.8387841918808725,6.880751011182502,-0.03942284733057022,-0.29966261982917786,
76,5.356628962204212,1.25683142151086,6.685814522557418,6.6134593078238275,6.68920956294699,-0.45147132873535156,-0.30160000920295715,
77,5.272646026276056,1.1239364882871357,6.509803407244842,6.3881344237667825,6.8081592593686135,-0.2268553376197815,-0.30045583844184875,
78,5.092800570616976,1.0772236725255695,6.318134494476478,6.1628095397097375,6.589121652056411,-0.07974006980657578,-0.32718414068222046,
79,4.92065529695045,1.039575683878347,6.12447171693341,5.937484655652693,6.597056371380523,-0.0642661601305008,-0.3305877149105072,
80,4.7265845786819956,1.0076512051686493,5.9154410887290645,5.712159771595648,6.371731487323478,-0.05449596792459488,-0.35682106018066406,
81,4.586970898406988,0.9670742032989708,5.702047832660835,5.486834887538603,6.484393907000259,-0.06926606595516205,-0.3642681837081909,
82,4.399620431104154,0.9444867959186283,5.459525116138618,5.261510003481558,6.308035907556251,-0.038557328283786774,-0.4139930009841919,
83,4.520723770466969,0.9154968140587059,5.201055296116035,5.349414561067274,6.082711023499206,-0.04948670044541359,-0.4412151575088501,
84,4.303879400262083,0.9197999052643624,4.943533368759315,5.124089677010229,5.8640361700551065,0.007345495745539665,-0.4395970404148102,
85,4.115939078796038,0.8993552848636952,4.672728069477241,4.898764792953184,5.645187881995872,-0.03489953279495239,-0.46227216720581055,
86,3.9655548102414886,0.8678118847250786,4.385613091640632,4.673439908896139,5.500431594659522,-0.05384545773267746,-0.49011319875717163,
87,3.9107323505234213,0.8450797684430924,4.0725590068628,4.448115024839094,5.593073544313148,-0.03880435228347778,-0.5343919992446899,
88,3.801349909627749,0.8640969879865494,3.7091710943509746,4.222790140782049,5.489463609863952,0.03246292099356651,-0.6203132271766663,
89,3.6726019916936847,0.8933836109876481,3.3013135868837047,3.997465256725004,5.264138725806907,0.04999307543039322,-0.69622403383255,
90,3.802077346736062,0.9209687281340209,2.8525592762757945,3.772140372667959,5.367835086991027,0.047088559716939926,-0.7660360336303711,
91,3.760334614930569,1.0155108291596022,2.361752547674339,3.546815488610914,5.142510202933982,0.16138598322868347,-0.8378206491470337,
92,3.8717633865495755,1.1092123407810774,1.8359191793729472,3.321490604553869,5.013398778845504,0.1599510759115219,-0.8976120948791504,
93,3.963894182241796,1.2223379928558913,1.2950484532643962,3.096165720496824,4.788073894788459,0.19310861825942993,-0.9232813119888306,
94,3.9751006166669614,1.336602741846427,0.8956604677964854,2.870840836439779,4.562749010731414,0.1950530856847763,-0.6817663311958313,
95,3.821737512273189,1.433995628723487,0.7335465181399989,2.700418148313215,4.339354557205871,0.16625235974788666,-0.27673301100730896,
96,3.603797173815803,1.4959940705388632,0.6656395200421024,2.542874876533201,4.114029673148826,0.10583305358886719,-0.11591912060976028,
97,3.3655595124797584,1.532365815708026,0.616018332891624,2.317549992476156,3.888704789091781,0.06208757311105728,-0.08470474183559418,
98,3.308015447117646,1.528120330994561,0.4999999705483127,2.149331871543577,3.7491633121268304,-0.007247159723192453,-0.19804655015468597,
99,3.233961303762645,1.5565968858949688,0.5000000003506351,1.924006987486532,3.713022803177074,0.04861026629805565,5.087338905696015e-08,
100,2.9884415852920108,1.6320175263039616,0.5000000003506351,1.698682103429487,3.48769793402119,0.12874512374401093,0.0,None
