run_id,pair_id,trial_index,internal_seed,hand_stride_cm,virtual_hand_smoothing_alpha,virtual_hand_delay_frames,policy_freq_target_hz,servo_mode,servo_freq_target_hz,servo_target_timeout_s,order_in_pair,controller,status,rollout_dir,done_reason,caught,duration_s,duration_target_s,num_control_steps,zpd_time_s,tiz_fixed_horizon_fraction,zpd_observed_occupancy_fraction,zpd_occupancy_fraction,distance_cm_mean,distance_cm_std,distance_cm_min,distance_cm_final,too_close_fraction,too_far_fraction,min_boundary_clearance_cm,boundary_occupancy_fraction,target_clipped_fraction,target_step_limited_fraction,control_loop_rate_hz_mean,policy_loop_rate_hz_mean,servo_loop_rate_hz_mean,servo_target_age_s_mean,servo_tracking_error_cm_mean,servo_tracking_error_cm_p95,servo_target_error_cm_mean,servo_deadline_overrun_count,servo_watchdog_stop_count,policy_deadline_overrun_count,camera_update_rate_hz_mean,policy_inference_latency_ms_mean,policy_inference_latency_ms_p95,safety_stop_count,microrobot_detection_fraction,microrobot_tcp_error_cm_mean,microrobot_tcp_error_cm_p95,virtual_hand_actual_move_cm_mean,virtual_hand_actual_move_cm_p95,virtual_hand_actual_to_stride_ratio_mean,virtual_hand_accel_clipped_fraction,virtual_hand_workspace_clipped_fraction,virtual_hand_policy_latency_ms_mean,virtual_hand_policy_latency_ms_p95
trial001_league,trial001,1,1,0.202364325,0.803824171214,3,20.0,interpolated,125.0,0.15,1,league,completed,C:\Users\admin\Desktop\huifeng\RL\data\deployment_batches\20260825_221258_physical_dr40_virtual_pair\rollouts\20260825_221308_physical_dr40_trial001_league_virtual_h1_trial001,caught,True,3.800678100436926,60.0,77,0.608674400486052,0.0101445733414342,0.15584415584415584,0.15584415584415584,2.5164966830959568,0.7973530829600736,1.4075405597686768,1.4075405597686768,0.8441558441558441,0.0,1.3209452152252197,0.0,0.0,0.0,20.357583538117197,20.357583538117197,123.90256823804093,0.040681944669861546,1.6906233154244643,2.0404224262386728,2.2136827658818716,467.0,0,68,16.68719303544889,1.9170499749873813,2.6145249139517546,0,,,,0.22719408238404676,0.2858319580554962,1.122698293703926,0.02631578947368421,0.02631578947368421,1.3979052095428894,2.0706753712147474
trial001_cv_mpc,trial001,1,1,0.202364325,0.803824171214,3,20.0,interpolated,125.0,0.15,2,cv_mpc,completed,C:\Users\admin\Desktop\huifeng\RL\data\deployment_batches\20260825_221258_physical_dr40_virtual_pair\rollouts\20260825_221329_physical_dr40_trial001_cv_mpc_virtual_h1_trial001,caught,True,3.61007110029459,60.0,73,0.8082499001175165,0.013470831668625276,0.2191780821917808,0.2191780821917808,2.6607840485768777,0.8435429928807062,1.477618932723999,1.477618932723999,0.7808219178082192,0.0,1.2366878509521477,0.0,0.0,0.0,20.271417444451558,20.271417444451558,123.76843508833018,0.04128489159565005,1.7196809669943314,2.091917741607734,3.1226583009893987,443.0,0,67,17.129466091851306,1.0610403001515403,1.7756103072315457,0,,,,0.23358159305320847,0.28537063151597974,1.154262704422869,0.013888888888888888,0.0,1.8289125291630626,2.48451023362577
trial002_cv_mpc,trial002,2,2,0.152322427,0.558178210011,0,20.0,interpolated,125.0,0.15,1,cv_mpc,completed,C:\Users\admin\Desktop\huifeng\RL\data\deployment_batches\20260825_221258_physical_dr40_virtual_pair\rollouts\20260825_221349_physical_dr40_trial002_cv_mpc_virtual_h1_trial002,caught,True,3.7135921996086836,60.0,75,1.7087523993104696,0.028479206655174494,0.4533333333333333,0.4533333333333333,3.056657911936442,0.9823055907996651,1.453075647354126,1.453075647354126,0.5466666666666666,0.0,0.9112179994583129,0.0,0.0,0.0,20.24876045156002,20.24876045156002,123.82663906156137,0.04115238101095767,1.631930025099017,2.0231779178908935,2.602654100471156,455.0,0,65,16.773227489854154,1.0491351823549013,1.5657149255275726,0,,,,0.17830911349203135,0.21274693757295607,1.1706031541371864,0.0,0.0,1.822444547370479,2.3948400281369686
trial002_league,trial002,2,2,0.152322427,0.558178210011,0,20.0,interpolated,125.0,0.15,2,league,completed,C:\Users\admin\Desktop\huifeng\RL\data\deployment_batches\20260825_221258_physical_dr40_virtual_pair\rollouts\20260825_221410_physical_dr40_trial002_league_virtual_h1_trial002,caught,True,3.3612962998449802,60.0,68,1.602789300493896,0.026713155008231602,0.47058823529411764,0.47058823529411764,3.2610341608524323,1.0731310284185682,1.4739857912063599,1.4739857912063599,0.5294117647058824,0.0,1.1431463479995727,0.0,0.0,0.0,20.266629340792463,20.266629340792463,123.92646718949987,0.04112979554251504,1.2975066201637104,1.9428752957069706,1.5509068098457575,412.0,0,63,18.07892692316499,1.947650727607421,2.7865601703524585,0,,,,0.16860919723759837,0.21178702414035797,1.1069229958999955,0.0,0.0,1.3807089860314754,1.9986504688858984
trial003_league,trial003,3,3,0.117129833,0.837225530542,1,20.0,interpolated,125.0,0.15,1,league,completed,C:\Users\admin\Desktop\huifeng\RL\data\deployment_batches\20260825_221258_physical_dr40_virtual_pair\rollouts\20260825_221430_physical_dr40_trial003_league_virtual_h1_trial003,caught,True,8.902447000145912,60.0,179,2.999303100630641,0.049988385010510686,0.33519553072625696,0.33519553072625696,3.213097131452081,0.5932843290160048,1.4660489559173584,1.4660489559173584,0.664804469273743,0.0,0.6485542774200439,0.0,0.0,0.0,20.364799306296767,20.364799306296767,123.90993443703043,0.04047750278932755,1.4393247641891458,1.9978725620070525,1.7039939344125106,1099.0,0,160,16.943867059581432,1.9133943970200051,2.6739247608929873,0,,,,0.14271234833959784,0.16564622521400452,1.2184116094453734,0.0056179775280898875,0.028089887640449437,1.4282988457616126,2.209874801337719
trial003_cv_mpc,trial003,3,3,0.117129833,0.837225530542,1,20.0,interpolated,125.0,0.15,2,cv_mpc,completed,C:\Users\admin\Desktop\huifeng\RL\data\deployment_batches\20260825_221258_physical_dr40_virtual_pair\rollouts\20260825_221455_physical_dr40_trial003_cv_mpc_virtual_h1_trial003,timeout,False,59.95533320028335,60.0,1200,37.99222770240158,0.6332037950400263,0.6333333333333333,0.6333333333333333,3.5978711533546446,0.4732967030013376,2.0243418216705322,3.603651523590088,0.36666666666666664,0.0,0.8971111297607415,0.0,0.0,0.0,20.349596184685662,20.349596184685662,123.94156931459499,0.040103290672006214,1.6195991582260083,1.9713079165956982,2.283187919325588,7417.0,0,1052,16.605710951842937,1.092435570123295,1.9090052228420973,0,,,,0.14074099066201598,0.16563565954566,1.2015810750965212,0.041666666666666664,0.056666666666666664,1.7949899992284675,2.4710402823984623
trial004_cv_mpc,trial004,4,4,0.288611221,0.554899431908,2,20.0,interpolated,125.0,0.15,1,cv_mpc,completed,C:\Users\admin\Desktop\huifeng\RL\data\deployment_batches\20260825_221258_physical_dr40_virtual_pair\rollouts\20260825_221612_physical_dr40_trial004_cv_mpc_virtual_h1_trial004,caught,True,2.401397899724543,60.0,49,0.3642528997734189,0.006070881662890315,0.14285714285714285,0.14285714285714285,2.662298068708303,0.7700231742671741,1.441933274269104,1.441933274269104,0.8571428571428571,0.0,1.04954035282135,0.0,0.0,0.0,20.33356983007793,20.33356983007793,123.91975662537065,0.040242285428879164,1.4873401091157186,2.018342147392217,3.0165106234116155,293.0,0,41,16.881454475826132,1.0863814192513626,1.9068350084125996,0,,,,0.288274170520405,0.39195230305194856,0.9988321643267121,0.0,0.0,1.837739662732929,2.504535298794508
trial004_league,trial004,4,4,0.288611221,0.554899431908,2,20.0,interpolated,125.0,0.15,2,league,completed,C:\Users\admin\Desktop\huifeng\RL\data\deployment_batches\20260825_221258_physical_dr40_virtual_pair\rollouts\20260825_221631_physical_dr40_trial004_league_virtual_h1_trial004,caught,True,4.402590700425208,60.0,89,0.36432600021362305,0.006072100003560384,0.07865168539325842,0.07865168539325842,2.475987490643276,0.6254457680059718,1.3652228116989136,1.3652228116989136,0.9213483146067416,0.0,0.6761126041412353,0.0,0.0,0.0,20.316482707472762,20.316482707472762,123.97464830180557,0.04031322478955047,1.5841779737743544,2.002081038430924,1.9467605467744478,541.0,0,79,16.259150263554762,1.9014897459948605,2.60978047735989,0,,,,0.2510757364586673,0.377568545937538,0.8699444726671501,0.0,0.13636363636363635,1.441678370941769,2.082780050113797
trial005_league,trial005,5,5,0.261000585,0.730207180583,0,20.0,interpolated,125.0,0.15,1,league,completed,C:\Users\admin\Desktop\huifeng\RL\data\deployment_batches\20260825_221258_physical_dr40_virtual_pair\rollouts\20260825_221652_physical_dr40_trial005_league_virtual_h1_trial005,caught,True,1.1608669999986887,60.0,24,0.21080600004643202,0.0035134333341072005,0.16666666666666666,0.16666666666666666,2.693012297153473,0.8189442687697952,1.3511369228363037,1.3511369228363037,0.8333333333333334,0.0,1.8191954612731926,0.0,0.0,0.0,20.242997441243016,20.242997441243016,123.95930077646386,0.04048316528939683,1.603732601024422,2.043850590753924,2.3488798455709596,140.0,0,21,19.695417079889097,1.9691695823617603,2.6103703305125237,0,,,,0.3174105785463167,0.3673503339290619,1.2161297590437075,0.0,0.0,1.4254608717949495,2.00816011056304
trial005_cv_mpc,trial005,5,5,0.261000585,0.730207180583,0,20.0,interpolated,125.0,0.15,2,cv_mpc,completed,C:\Users\admin\Desktop\huifeng\RL\data\deployment_batches\20260825_221258_physical_dr40_virtual_pair\rollouts\20260825_221709_physical_dr40_trial005_cv_mpc_virtual_h1_trial005,caught,True,1.1600189004093409,60.0,24,0.25626100040972233,0.004271016673495372,0.20833333333333334,0.20833333333333334,2.7575001070896783,0.8191021434115974,1.3649367094039917,1.3649367094039917,0.7916666666666666,0.0,1.8813263893127434,0.0,0.0,0.0,20.1567367039524,20.1567367039524,124.08470012568927,0.040524413080319115,1.6736283715045162,2.089502070712585,2.813972642710189,140.0,0,22,17.20349497849901,1.0723434388637543,1.8599797971546648,0,,,,0.32206051634705585,0.3671531230211258,1.2339455727543902,0.0,0.0,1.7144088025974191,2.5118298828601833
