controller,n_completed,policy_freq_target_hz,servo_mode,servo_freq_target_hz,trial_indices,internal_seeds,hand_strides_cm,virtual_hand_smoothing_alphas,virtual_hand_delay_counts,catch_rate,safety_stop_count,done_reason_counts,hand_stride_cm_mean,hand_stride_cm_std,virtual_hand_smoothing_alpha_mean,virtual_hand_smoothing_alpha_std,virtual_hand_delay_frames_mean,virtual_hand_delay_frames_std,tiz_fixed_horizon_fraction_mean,tiz_fixed_horizon_fraction_std,zpd_time_s_mean,zpd_time_s_std,zpd_observed_occupancy_fraction_mean,zpd_observed_occupancy_fraction_std,zpd_occupancy_fraction_mean,zpd_occupancy_fraction_std,duration_s_mean,duration_s_std,distance_cm_mean_mean,distance_cm_mean_std,too_close_fraction_mean,too_close_fraction_std,too_far_fraction_mean,too_far_fraction_std,min_boundary_clearance_cm_mean,min_boundary_clearance_cm_std,boundary_occupancy_fraction_mean,boundary_occupancy_fraction_std,target_clipped_fraction_mean,target_clipped_fraction_std,target_step_limited_fraction_mean,target_step_limited_fraction_std,control_loop_rate_hz_mean_mean,control_loop_rate_hz_mean_std,policy_loop_rate_hz_mean_mean,policy_loop_rate_hz_mean_std,servo_loop_rate_hz_mean_mean,servo_loop_rate_hz_mean_std,servo_target_age_s_mean_mean,servo_target_age_s_mean_std,servo_tracking_error_cm_mean_mean,servo_tracking_error_cm_mean_std,servo_target_error_cm_mean_mean,servo_target_error_cm_mean_std,servo_deadline_overrun_count_mean,servo_deadline_overrun_count_std,servo_watchdog_stop_count_mean,servo_watchdog_stop_count_std,policy_deadline_overrun_count_mean,policy_deadline_overrun_count_std,camera_update_rate_hz_mean_mean,camera_update_rate_hz_mean_std,policy_inference_latency_ms_mean_mean,policy_inference_latency_ms_mean_std,microrobot_detection_fraction_mean,microrobot_detection_fraction_std,microrobot_tcp_error_cm_mean_mean,microrobot_tcp_error_cm_mean_std,virtual_hand_actual_move_cm_mean_mean,virtual_hand_actual_move_cm_mean_std,virtual_hand_actual_to_stride_ratio_mean_mean,virtual_hand_actual_to_stride_ratio_mean_std,virtual_hand_accel_clipped_fraction_mean,virtual_hand_accel_clipped_fraction_std,virtual_hand_workspace_clipped_fraction_mean,virtual_hand_workspace_clipped_fraction_std,virtual_hand_policy_latency_ms_mean_mean,virtual_hand_policy_latency_ms_mean_std,virtual_hand_policy_latency_ms_p95_mean,virtual_hand_policy_latency_ms_p95_std
league,5,20.0,interpolated,125.0,"[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]","[0.202364325, 0.152322427, 0.117129833, 0.288611221, 0.261000585]","[0.803824171214, 0.558178210011, 0.837225530542, 0.554899431908, 0.730207180583]","{""0"": 2, ""1"": 1, ""2"": 1, ""3"": 1}",1.0,0,"{""caught"": 5}",0.20428567820000004,0.07181119384846475,0.6968669048516001,0.13382945496960102,1.2,1.3038404810405297,0.019286329339568815,0.019395526352792576,1.1571797603741287,1.1637315811675546,0.24138925478489112,0.15867950063872377,0.24138925478489112,0.15867950063872377,4.325575820170343,2.8361248040171003,2.8319255526394436,0.3791141445547063,0.758610745215109,0.15867950063872377,0.0,0.0,1.1215907812118528,0.4871020074454509,0.0,0.0,0.0,0.0,0.0,0.0,20.309698466784443,0.05403490750249791,20.309698466784443,0.05403490750249791,123.93458378856812,0.031283221936106616,0.04061712661613028,0.0003149712599745328,1.5230730549152196,0.15508615022793426,1.9528447804971094,0.33481267939549797,531.8,351.3754402345161,0.0,0.0,78.2,50.74150175152485,17.532910872327832,1.3837669589678716,1.9297508855942855,0.027846803493061217,,,,,0.2214003885932454,0.06912103026071083,1.1068214261520306,0.14209456092594805,0.006386753400354819,0.011403172279509245,0.038153862695554,0.05656416200350371,1.4148104568145392,0.02482916873394302,2.0740281604230404,0.08450228249914925
cv_mpc,5,20.0,interpolated,125.0,"[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]","[0.202364325, 0.152322427, 0.117129833, 0.288611221, 0.261000585]","[0.803824171214, 0.558178210011, 0.837225530542, 0.554899431908, 0.730207180583]","{""0"": 2, ""1"": 1, ""2"": 1, ""3"": 1}",0.8,0,"{""caught"": 4, ""timeout"": 1}",0.20428567820000004,0.07181119384846475,0.6968669048516001,0.13382945496960102,1.2,1.3038404810405297,0.13709914634004233,0.27749495136055746,8.225948780402542,16.649697081633448,0.3314070450097847,0.20574197892505172,0.3314070450097847,0.20574197892505172,14.168082660064101,25.6169127918512,2.947022257933189,0.3982910629758332,0.6685929549902152,0.20574197892505175,0.0,0.0,1.1951767444610593,0.40718857584424395,0.0,0.0,0.0,0.0,0.0,0.0,20.272016122945516,0.07687336006749589,20.272016122945516,0.07687336006749589,123.90822004310931,0.12102249410673219,0.040661452357562446,0.00053284908068416,1.6264357261879183,0.08710100082051656,2.7677967173815894,0.33616786644718727,1749.6,3170.769275743664,0.0,0.0,249.4,449.049329138793,16.91867079757471,0.24801317784242816,1.0722671821489709,0.017798270080326688,,,,,0.23259327681494332,0.07498222873039645,1.1518449341475359,0.09080862119682725,0.01111111111111111,0.018108895570007357,0.011333333333333332,0.025342103744997617,1.7996991082184715,0.05028537236036741,2.4733511451631784,0.04676249974924827
