step,t_wall_s,t_task_s,control_dt_s,control_loop_hz_inst,policy_dt_s,policy_loop_hz_inst,policy_deadline_overrun_s,policy_deadline_overrun,servo_dt_s,servo_loop_hz_inst,servo_target_age_s,servo_interpolation_phase,servo_command_sequence,servo_policy_step,servo_commanded_world_x,servo_commanded_world_y,servo_commanded_world_z,servo_target_world_x,servo_target_world_y,servo_target_world_z,servo_segment_start_world_x,servo_segment_start_world_y,servo_segment_start_world_z,servo_segment_end_world_x,servo_segment_end_world_y,servo_segment_end_world_z,servo_segment_start_perf,servo_segment_end_perf,servo_segment_elapsed_s,servo_segment_duration_s,servo_pending_segment_count,servo_command_step_limited,servo_command_step_limited_count,servo_publish_rejected_count,servo_tracking_error_cm,servo_target_error_cm,servo_deadline_overrun_s,servo_deadline_overrun_count,servo_watchdog_stopped,servo_stop_reason,vision_frame_available,vision_frame_id,vision_age_s,camera_dt_s,camera_hz_inst,hand_detected,microrobot_detected,dead_reckoning_used,dead_reckoning_age_s,hand_x_cm,hand_y_cm,robot_x_cm,robot_y_cm,microrobot_x_cm,microrobot_y_cm,distance_cm,in_zpd,virtual_hand_stride_cm,virtual_hand_smoothing_alpha,virtual_hand_delay_frames,virtual_hand_action_x,virtual_hand_action_y,virtual_hand_action_norm,virtual_hand_command_dx_cm,virtual_hand_command_dy_cm,virtual_hand_command_norm_cm,virtual_hand_delayed_dx_cm,virtual_hand_delayed_dy_cm,virtual_hand_delayed_norm_cm,virtual_hand_smoothed_dx_cm,virtual_hand_smoothed_dy_cm,virtual_hand_smoothed_norm_cm,virtual_hand_exec_dx_cm,virtual_hand_exec_dy_cm,virtual_hand_exec_norm_cm,virtual_hand_actual_dx_cm,virtual_hand_actual_dy_cm,virtual_hand_actual_norm_cm,virtual_hand_accel_clipped,virtual_hand_workspace_clipped,virtual_hand_policy_inference_ms,policy_inference_ms,action_x,action_y,action_norm,last_action_x,last_action_y,virtual_target_x_px,virtual_target_y_px,desired_target_x_px,desired_target_y_px,planned_anchor_x_cm,planned_anchor_y_cm,planned_target_x_cm,planned_target_y_cm,planned_delta_dx_cm,planned_delta_dy_cm,planned_delta_norm_cm,actual_robot_move_dx_cm,actual_robot_move_dy_cm,actual_robot_move_norm_cm,actual_to_planned_step_projection,planned_endpoint_actual_lag_cm,planned_endpoint_actual_lag_excess_cm,servo_follower_lag_allowance_cm,servo_lag_warning_cm,servo_lag_hard_limit_cm,servo_publish_accepted,servo_publish_reject_reason,target_clipped,target_step_limited,robot_world_x,robot_world_y,robot_world_z,safety_stop,safety_reason,task_finished,done_reason
0,1787728830.5703328,2.998858690261841e-07,,,,,2.998858690261841e-07,False,0.008008499629795551,124.86733423567992,0.0019533000886440277,0.03906600191841275,1,0,-0.22646565859354242,-0.5225259186132262,0.113,-0.21202603693118188,-0.5175099017487095,0.113,-0.22705268984510507,-0.5227298407606819,0.113,-0.21202603693118188,-0.5175099017487095,0.113,7270035.5902897,7270035.6402897,0.0019533000886440277,0.049999999813735485,1,False,0,0,0.06309608685392709,1.5916047090434753,8.499629795551134e-06,0,False,,False,,,,,False,False,False,,3.1290178298950195,3.9307355880737305,7.500407695770264,4.9997944831848145,,,4.50021505355835,True,0.20763287,0.896048271913,1,0.8908185958862305,-0.12635087966918945,0.899734616279602,0.18496322631835938,-0.026234595105051994,0.18681447207927704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,2.3566996678709984,2.5985995307564735,0.33139362931251526,-0.4177374839782715,0.5332226157188416,0.0,0.0,788.3873901367188,497.6798400878906,788.3873901367188,497.6798400878906,7.5002593994140625,4.999495506286621,7.699095726013184,4.7488532066345215,0.1988363265991211,-0.2506422996520996,0.3199335038661957,0.0,0.0,0.0,,0.0003337349044159055,0.0,3.0000000000000004,1.5,3.0,True,,False,False,-0.22705586767070574,-0.5227466667624089,0.11296782675810135,False,,False,keyboard_interrupt
1,1787728830.6192667,0.05077099986374378,0.050770699977874756,19.69639970368318,0.050770699977874756,19.69639970368318,0.000771000050008297,False,0.00803960021585226,124.38429438670691,0.04681160021573305,0.936232007802397,1,0,-0.21437442203938764,-0.5183256806924089,0.113,-0.21202603693118188,-0.5175099017487095,0.113,-0.22705268984510507,-0.5227298407606819,0.113,-0.21202603693118188,-0.5175099017487095,0.113,7270035.5902897,7270035.6402897,0.04681160021573305,0.049999999813735485,1,True,5,0,1.3052658171883624,1.5538691770038289,3.960021585226042e-05,1,False,,True,2,0.0016267001628875732,0.02889849990606308,34.60387228577889,False,False,False,,3.1290178298950195,3.9307355880737305,7.505067348480225,4.993688583374023,,,4.503296375274658,True,0.20763287,0.896048271913,1,1.0,0.18330150842666626,1.0166609287261963,0.2076328694820404,0.03805941715836525,0.21109223365783691,0.18496322631835938,-0.026234595105051994,0.18681447207927704,0.16573597490787506,-0.023507462814450264,0.16739478707313538,0.16573597490787506,-0.023507462814450264,0.16739478707313538,0.16573596000671387,-0.023507356643676758,0.167394757270813,False,False,1.3060998171567917,2.016100101172924,-0.2535666227340698,-1.0,1.0316472053527832,0.33139362931251526,-0.4177374839782715,772.8082885742188,434.7998046875,772.8082885742188,434.7998046875,7.699095726013184,4.7488532066345215,7.546955585479736,4.148853302001953,-0.15214014053344727,-0.5999999046325684,0.6189883351325989,0.0046596527099609375,-0.006105899810791016,0.007680779788643122,0.02400318533182144,0.31239616870880127,0.0,3.0000000000000004,1.5,3.0,True,,False,False,-0.2266990366746666,-0.522623882905903,0.11296511195300953,False,,False,keyboard_interrupt
2,1787728830.66846,0.10000269953161478,0.049231699667871,20.312116111087832,0.049231699667871,20.312116111087832,2.6999041438102722e-06,False,0.0080035999417305,124.9437762107566,0.04513570014387369,0.9009000133756548,2,1,-0.20729647690546735,-0.5048236468964942,0.113,-0.20011042561966128,-0.48744587766132413,0.113,-0.21202603693118188,-0.5175099017487095,0.113,-0.20011042561966128,-0.48744587766132413,0.113,7270035.6402897,7270035.6902896995,0.04504500050097704,0.049999999813735485,1,True,11,0,2.117095123242019,3.9313425024291493,3.599941730499101e-06,1,False,,True,3,0.01735679991543293,0.028559399768710136,35.01474148961655,False,False,False,,3.2947537899017334,3.9072282314300537,7.559494495391846,4.899100303649902,,,4.378564357757568,True,0.20763287,0.896048271913,1,1.0,1.0,1.4142135381698608,0.2076328694820404,0.2076328694820404,0.293637216091156,0.2076328694820404,0.03805941715836525,0.21109223365783691,0.2032776176929474,0.03165944293141365,0.20572824776172638,0.2032776176929474,0.03165944293141365,0.20572824776172638,0.203277587890625,0.03165936470031738,0.2057282030582428,False,False,1.257999800145626,1.5965001657605171,-0.2013874650001526,-0.9442684054374695,0.9655048847198486,-0.2535666227340698,-1.0,760.4349975585938,375.42425537109375,760.4349975585938,375.42425537109375,7.546955585479736,4.148853302001953,7.426123142242432,3.582292318344116,-0.12083244323730469,-0.5665609836578369,0.5793028473854065,0.054427146911621094,-0.0945882797241211,0.10912954807281494,0.12651140987873077,0.7503517866134644,0.0,3.0000000000000004,1.5,3.0,True,,False,False,-0.22184092710038242,-0.5202075456322102,0.11293832097289402,False,,False,keyboard_interrupt
3,1787728830.7182615,0.15000079944729805,0.04999809991568327,20.000760062610354,0.04999809991568327,20.000760062610354,8.00006091594696e-07,False,0.008007599972188473,124.88136313916047,0.04438380058854818,0.8644020217076019,3,2,-0.20124370926733795,-0.49070679811559426,0.113,-0.1877248708477386,-0.45987883392144974,0.113,-0.20011042561966128,-0.48744587766132413,0.113,-0.1877248708477386,-0.45987883392144974,0.113,7270035.6902896995,7270035.740289699,0.04322010092437267,0.049999999813735485,1,True,17,0,2.6796325680380795,6.0314000836774015,7.599972188472581e-06,1,False,,True,4,0.003100699745118618,0.033193799667060375,30.126108189787708,False,False,False,,3.4980313777923584,3.938887596130371,7.5913238525390625,4.718980312347412,,,4.166963577270508,True,0.20763287,0.896048271913,1,1.0,1.0,1.4142135381698608,0.2076328694820404,0.2076328694820404,0.293637216091156,0.2076328694820404,0.2076328694820404,0.293637216091156,0.20718012750148773,0.18934011459350586,0.280665785074234,0.20718012750148773,0.18934011459350586,0.280665785074234,0.20718002319335938,0.18934011459350586,0.28066572546958923,False,False,1.3225004076957703,1.653800718486309,-0.0816115066409111,-0.8146953582763672,0.8187728524208069,-0.2013874650001526,-0.9442684054374695,755.4208374023438,324.1961975097656,755.4208374023438,324.1961975097656,7.426123142242432,3.582292318344116,7.3771562576293945,3.093475103378296,-0.04896688461303711,-0.4888172149658203,0.4912637174129486,0.0318293571472168,-0.18011999130249023,0.18291068077087402,0.29262614250183105,1.1486300230026245,0.0,3.0000000000000004,1.5,3.0,True,,False,False,-0.21530252301613031,-0.5135188071515894,0.11292879826210506,False,,False,keyboard_interrupt
4,1787728830.772554,0.20307600032538176,0.053075200878083706,18.841191054501106,0.053075200878083706,18.841191054501106,0.0030760010704398155,True,0.008045000024139881,124.30080758227388,0.05045749992132187,0.9857080168489666,4,3,-0.19355854095959182,-0.4745211281414679,0.113,-0.1748905524677862,-0.43736646095709997,0.113,-0.1877248708477386,-0.45987883392144974,0.113,-0.1748905524677862,-0.43736646095709997,0.113,7270035.740289699,7270035.790289699,0.0492854006588459,0.049999999813735485,1,True,24,0,3.06453629952086,7.222068466152363,4.500002413988097e-05,1,False,,False,,,,,False,False,False,,3.7052114009857178,4.128227710723877,7.574573993682861,4.448971748352051,,,3.8826334476470947,True,0.20763287,0.896048271913,1,1.0,-0.4632309079170227,1.1020811796188354,0.2076328694820404,-0.0961819663643837,0.2288282811641693,0.2076328694820404,0.2076328694820404,0.293637216091156,0.20758579671382904,0.20573130249977112,0.2922622561454773,0.20758579671382904,0.20573130249977112,0.2922622561454773,0.20758581161499023,0.20573139190673828,0.29226234555244446,False,False,1.6491999849677086,3.2683005556464195,0.05899203568696976,-0.8243468403816223,0.8264549374580383,-0.0816115066409111,-0.8146953582763672,759.0452270507812,272.36126708984375,759.0452270507812,272.36126708984375,7.3771562576293945,3.093475103378296,7.412551403045654,2.5988669395446777,0.035395145416259766,-0.49460816383361816,0.49587303400039673,-0.016749858856201172,-0.27000856399536133,0.27052760124206543,0.5502817630767822,1.3697973489761353,0.0,3.0000000000000004,1.5,3.0,True,,False,False,-0.20792733551563738,-0.5015870811098104,0.11266802706476767,False,,False,keyboard_interrupt
5,1787728830.8172343,0.25000329967588186,0.04692729935050011,21.30955784459271,0.04692729935050011,21.30955784459271,3.300607204437256e-06,False,0.00800270028412342,124.95782229704426,0.04438070021569729,0.8876140076205656,5,4,-0.18596647948487532,-0.46117431979642876,0.113,-0.15822184654706,-0.4167926904623816,0.113,-0.1748905524677862,-0.43736646095709997,0.113,-0.15822184654706,-0.4167926904623816,0.113,7270035.7932306,7270035.8432306,0.04438070021569729,0.049999999813735485,1,True,30,0,3.2331834691416055,8.463540593166652,2.700284123420549e-06,1,False,,True,5,0.021846500225365162,0.06425190065056086,15.563741926306284,False,False,False,,3.912797212600708,4.333959102630615,7.541427135467529,4.189019203186035,,,3.631523370742798,True,0.20763287,0.896048271913,1,1.0,0.9655608534812927,1.3900747299194336,0.2076328694820404,0.20048217475414276,0.28862521052360535,0.2076328694820404,-0.0961819663643837,0.2288282811641693,0.20762798190116882,-0.0647975504398346,0.21750426292419434,0.20762798190116882,-0.0647975504398346,0.21750426292419434,0.2076280117034912,-0.06479740142822266,0.21750424802303314,False,False,1.2064995244145393,1.522100530564785,0.15881377458572388,-0.9056844711303711,0.9195032119750977,0.05899203568696976,-0.8243468403816223,768.8027954101562,215.4118194580078,768.8027954101562,215.4118194580078,7.412551403045654,2.5988669395446777,7.507839679718018,2.0554561614990234,0.09528827667236328,-0.5434107780456543,0.5517020225524902,-0.03314685821533203,-0.2599525451660156,0.2620573341846466,0.5181235074996948,1.59536612033844,0.0,3.0000000000000004,1.5,3.0,True,,False,False,-0.20144808738252407,-0.4895559689662862,0.1126135523118926,False,,False,keyboard_interrupt
6,1787728830.8684745,0.30000329948961735,0.049999999813735485,20.000000074505806,0.049999999813735485,20.000000074505806,3.300607204437256e-06,False,0.008007300086319447,124.88604014085973,0.046882299706339836,0.8482700059125945,6,5,-0.17731419609607918,-0.44848757756573293,0.113,-0.13799711183080174,-0.3953290789215142,0.113,-0.15822184654706,-0.4167926904623816,0.113,-0.13799711183080174,-0.3953290789215142,0.113,7270035.8432306,7270035.893230599,0.042413500137627125,0.049999999813735485,1,True,36,0,3.3229804256334203,9.924433041174648,7.300086319446397e-06,1,False,,True,6,0.008471399545669556,0.08154509961605072,12.263152595415649,False,False,False,,4.120425224304199,4.269161701202393,7.511216640472412,3.915445327758789,,,3.4091906547546387,False,0.20763287,0.896048271913,1,1.0,-0.13502180576324463,1.009074330329895,0.2076328694820404,-0.028034964576363564,0.2095169872045517,0.2076328694820404,0.20048217475414276,0.28862521052360535,0.20763236284255981,0.17290590703487396,0.2701992690563202,0.20763236284255981,0.17290590703487396,0.2701992690563202,0.20763254165649414,0.17290592193603516,0.27019941806793213,False,False,1.230199821293354,1.5652002766728401,0.2813212275505066,-1.0,1.0388174057006836,0.15881377458572388,-0.9056844711303711,786.087158203125,152.53179931640625,786.087158203125,152.53179931640625,7.507839679718018,2.0554561614990234,7.676632404327393,1.4554561376571655,0.168792724609375,-0.6000000238418579,0.623290479183197,-0.030210494995117188,-0.2735738754272461,0.2752368748188019,0.47896257042884827,1.859992265701294,0.0,3.0000000000000004,1.5,3.0,True,,False,False,-0.19441918355742113,-0.47697334884618714,0.11255264173275578,False,,False,keyboard_interrupt
7,1787728830.9172504,0.3500025002285838,0.049999200738966465,20.000319709524042,0.049999200738966465,20.000319709524042,2.5015324354171753e-06,False,0.008007599972188473,124.88136313916047,0.0446907002478838,0.8094760246927888,7,6,-0.16769800642799135,-0.43651619693399807,0.113,-0.11226751703267995,-0.37362848462975606,0.113,-0.13799711183080174,-0.3953290789215142,0.113,-0.11226751703267995,-0.37362848462975606,0.113,7270035.893230599,7270035.943230599,0.04047380108386278,0.049999999813735485,1,True,42,0,3.369238594705247,11.733442735735133,7.599972188472581e-06,1,False,,False,,,,,False,False,False,,4.328057765960693,4.442067623138428,7.492838382720947,3.6343696117401123,,,3.2662229537963867,False,0.20763287,0.896048271913,1,1.0,-1.0,1.4142135381698608,0.2076328694820404,-0.2076328694820404,0.293637216091156,0.2076328694820404,-0.028034964576363564,0.2095169872045517,0.20763283967971802,-0.0071468111127614975,0.20775580406188965,0.20763283967971802,-0.00714680552482605,0.20775580406188965,0.20763301849365234,-0.0071468353271484375,0.20775598287582397,False,False,1.2998003512620926,1.7967000603675842,0.33607321977615356,-1.0,1.054962158203125,0.2813212275505066,-1.0,806.7354736328125,89.65180206298828,806.7354736328125,89.65180206298828,7.676632404327393,1.4554561376571655,7.878276348114014,0.8554561138153076,0.2016439437866211,-0.6000000238418579,0.632977306842804,-0.018378257751464844,-0.28107571601867676,0.28167590498924255,0.42611879110336304,2.1866514682769775,0.0,3.0000000000000004,1.5,3.0,True,,False,False,-0.18667479367077525,-0.46435154125399647,0.11249798074301276,False,,False,keyboard_interrupt
8,1787728830.9715323,0.4020448001101613,0.05204229988157749,19.215138498404276,0.05204229988157749,19.215138498404276,0.002044801600277424,True,0.008242599666118622,121.3209473354045,0.05176980048418045,0.9347580221845135,8,7,-0.15549068818401915,-0.42340119494706907,0.113,-0.08543174317447202,-0.3522261127423819,0.113,-0.11226751703267995,-0.37362848462975606,0.113,-0.08543174317447202,-0.3522261127423819,0.113,7270035.943230599,7270035.993230599,0.04673790093511343,0.049999999813735485,1,True,49,0,3.3966569092585783,13.367996217823347,0.00024259966611862166,1,False,,True,7,0.0445682005956769,0.06308820005506277,15.850824704575652,False,False,False,,4.535690784454346,4.434920787811279,7.495947360992432,3.3022119998931885,,,3.1695659160614014,False,0.20763287,0.896048271913,1,1.0,-0.09489285945892334,1.0044922828674316,0.2076328694820404,-0.01970287598669529,0.2085656076669693,0.2076328694820404,-0.2076328694820404,0.293637216091156,0.2076328843832016,-0.18679200112819672,0.279289573431015,0.2076328843832016,-0.18679200112819672,0.279289573431015,0.20763301849365234,-0.18679189682006836,0.2792896032333374,False,False,1.4561004936695099,1.7614001408219337,0.4326162338256836,-1.0,1.0895673036575317,0.33607321977615356,-1.0,833.3154296875,52.400001525878906,833.3154296875,26.771799087524414,7.878276348114014,0.8554561138153076,8.137845993041992,0.5,0.2595696449279785,-0.3554561138153076,0.44014251232147217,0.003108978271484375,-0.33215761184692383,0.332172155380249,0.49898001551628113,2.4764468669891357,0.0,3.0000000000000004,1.5,3.0,True,,True,False,-0.1765114746839398,-0.4500753342724537,0.1124129377408437,False,,False,keyboard_interrupt
9,1787728831.0183372,0.45000229962170124,0.047957499511539936,20.851796073299685,0.047957499511539936,20.851796073299685,2.3012980818748474e-06,False,0.008001499809324741,124.9765698718915,0.04665770009160042,0.8957440253188611,9,8,-0.14424299705578478,-0.4129470531519775,0.113,-0.06349572191024701,-0.34388845217609815,0.113,-0.08543174317447202,-0.3522261127423819,0.113,-0.06349572191024701,-0.34388845217609815,0.113,7270035.993230599,7270036.043230599,0.04478720109909773,0.049999999813735485,1,True,55,0,3.4032139541815822,14.004391575212349,1.499809324741197e-06,1,False,,True,8,0.015649800188839436,0.06623509991914034,15.097735207175617,False,False,False,,4.743323802947998,4.248128890991211,7.519931316375732,3.0164577960968018,,,3.0375258922576904,False,0.20763287,0.896048271913,1,1.0,-0.9264426827430725,1.3631932735443115,0.2076328694820404,-0.19235995411872864,0.2830437421798706,0.2076328694820404,-0.01970287598669529,0.2085656076669693,0.2076328843832016,-0.0370720699429512,0.2109164595603943,0.2076328843832016,-0.037072062492370605,0.2109164595603943,0.20763301849365234,-0.037072181701660156,0.21091660857200623,False,False,1.1826008558273315,1.6159005463123322,0.5098605155944824,-1.0,1.1224783658981323,0.4326162338256836,-1.0,864.6412353515625,52.400001525878906,864.6412353515625,-10.480002403259277,8.137845993041992,0.5,8.443761825561523,0.5,0.30591583251953125,0.0,0.30591583251953125,0.02398395538330078,-0.2857542037963867,0.2867589592933655,0.5564503073692322,2.5912117958068848,0.0,3.0000000000000004,1.5,3.0,True,,True,False,-0.16688985572049211,-0.4383425484276636,0.11238751806802333,False,,False,keyboard_interrupt
