robot_name,robot_path,test_name,test_type,hand_path,trials,episodes_per_trial,episodes,max_steps,reward_mean,reward_std,tiz_mean,tiz_std,zpd_coverage_mean,zpd_coverage_std,episode_length_mean,episode_length_std,catch_rate,oob_rate,boundary_occupancy_mean,boundary_occupancy_std,min_clearance_mean,min_clearance_std,min_clearance_p05,too_close_rate,too_far_rate,avg_distance_mean,avg_distance_std
cv_mpc,"ConstantVelocityMPCController(two-move sequence shooting, constant-hand-velocity)",scripted_hand,scripted,,20,1000,20000,100,-47.69473394464418,0.2382469858416766,0.16163300000000003,0.0031793612400507205,0.5322343945279104,0.004422406521160903,29.560950000000002,0.5212597569451591,0.9921499999999999,0.0,0.04023177701526172,0.0019076725187932024,0.48615444242701444,0.005066980383476223,0.09261280935788761,0.4100070809069182,0.05775852456517154,3.778654983145503,0.017995156129239416
cv_mpc,"ConstantVelocityMPCController(two-move sequence shooting, constant-hand-velocity)",agent_H1,learned,C:\Users\admin\Desktop\research\RL\logs\league_zpd35_55_noid_warm_entropy_10iter_r5m_h1m_gru_noaux\iteration_1\hand\hand\best_model.zip,20,1000,20000,100,-40.11638573744888,1.1288552204845759,0.29891850000000003,0.009467569173374516,0.5517144986340765,0.0060060326937098904,50.6774,1.3817474215073122,0.75155,0.0,0.03936968273457848,0.001971518389920116,0.4261187904683954,0.008444334019212163,0.04149818763470137,0.4065249103108055,0.0417605910551179,3.757133744147361,0.01727607328258758
