rank_input_order,horizon,velocity_window,action_grid,discount,boundary_guard,effort_weight,smoothness_weight,collision_penalty,oob_penalty,score_mean_tiz,score_min_tiz,scripted_tiz_mean,scripted_tiz_std,scripted_episode_length_mean,scripted_episode_length_std,scripted_catch_rate,scripted_too_close_rate,scripted_too_far_rate,scripted_avg_distance_mean,h1_tiz_mean,h1_tiz_std,h1_episode_length_mean,h1_episode_length_std,h1_catch_rate,h1_too_close_rate,h1_too_far_rate,h1_avg_distance_mean
61,7,4,"-1.0,-0.5,0.0,0.5,1.0",0.95,0.2,0.02,0.0,40.0,80.0,0.09236666666666665,0.0801,0.0801,0.0010583005244258403,16.07,0.4257933771208752,1.0,0.41187764535071475,0.11228962840549493,3.931921992940016,0.10463333333333331,0.0057099328659217605,21.963333333333335,0.663651514978556,0.9833333333333334,0.45094606016700567,0.09317534490092272,3.8076079343687437
62,7,4,"-1.0,-0.5,0.0,0.5,1.0",0.95,0.2,0.02,0.0,80.0,80.0,0.09248333333333333,0.08023333333333334,0.08023333333333334,0.0010408329997330652,16.353333333333335,0.4454585652261418,1.0,0.42089742608789255,0.1103192199492169,3.9095267004653347,0.10473333333333334,0.005739628327107388,22.486666666666668,0.9157146571576397,0.9833333333333334,0.4620909994855562,0.0911005140198511,3.780630344721203
63,7,4,"-1.0,-0.5,0.0,0.5,1.0",0.95,0.2,0.02,0.05,40.0,80.0,0.09153333333333333,0.07936666666666667,0.07936666666666667,0.0010408329997330652,16.06,0.3536947836765475,1.0,0.41600299107434263,0.11252977650270012,3.931936039831514,0.1037,0.005040833264451431,21.75,0.5302829433425134,0.9933333333333333,0.45252734912506226,0.09291365203331148,3.8053538412634293
64,7,4,"-1.0,-0.5,0.0,0.5,1.0",0.95,0.2,0.02,0.05,80.0,80.0,0.09158333333333335,0.07943333333333334,0.07943333333333334,0.0010016652800877812,16.4,0.4838388161361175,1.0,0.42688470912705095,0.1100385174678979,3.9027858125286006,0.10373333333333334,0.0041621308645131945,22.099999999999998,0.6302380502635483,0.9933333333333333,0.46195209688309685,0.09086432714109831,3.779332830307588
65,7,6,"-1.0,-0.5,0.0,0.5,1.0",0.95,0.2,0.0,0.0,40.0,80.0,0.09043333333333335,0.07840000000000001,0.07840000000000001,0.0017521415467935248,16.116666666666667,0.3406366588218801,1.0,0.41885903023138366,0.10990071052432204,3.915119722121327,0.10246666666666669,0.0048675798230058236,20.776666666666667,0.9901683358567533,0.9933333333333333,0.44191478219309804,0.09028299741571144,3.815807616100365
66,7,6,"-1.0,-0.5,0.0,0.5,1.0",0.95,0.2,0.0,0.0,80.0,80.0,0.09101666666666666,0.07856666666666667,0.07856666666666667,0.0017616280348965092,16.293333333333333,0.3354598833442434,1.0,0.42477497639280365,0.10861351492622208,3.8987739181532137,0.10346666666666667,0.005036202272877189,21.386666666666667,1.193035344544884,0.9933333333333333,0.44986344437971026,0.08857812284733046,3.7930011500702094
67,7,6,"-1.0,-0.5,0.0,0.5,1.0",0.95,0.2,0.0,0.05,40.0,80.0,0.09035000000000001,0.07853333333333334,0.07853333333333334,0.0015011106998930285,16.116666666666664,0.3323151115031235,1.0,0.4190445478249389,0.10893348880565944,3.909424617273151,0.10216666666666667,0.0056747980874506275,21.173333333333332,1.0585052353830549,0.9966666666666667,0.446864403589557,0.09082087991561187,3.8079876733936477
68,7,6,"-1.0,-0.5,0.0,0.5,1.0",0.95,0.2,0.0,0.05,80.0,80.0,0.09091666666666667,0.0787,0.0787,0.0015099668870541573,16.293333333333333,0.3350124375800596,1.0,0.42479926740917556,0.10773555191938855,3.8934658480849857,0.10313333333333334,0.005350077881053066,21.8,1.1401315713548157,0.9966666666666667,0.455910946665725,0.08881563261387337,3.783214649211633
69,7,6,"-1.0,-0.5,0.0,0.5,1.0",0.95,0.2,0.02,0.0,40.0,80.0,0.09091666666666667,0.07856666666666667,0.07856666666666667,0.001059874206372319,16.08,0.2443358344574118,1.0,0.41490980767499347,0.11283110933934182,3.936737438347832,0.10326666666666667,0.006300264544710276,21.47,1.45192975036673,0.9933333333333333,0.44846495053183183,0.09228537606324917,3.811478336731477
70,7,6,"-1.0,-0.5,0.0,0.5,1.0",0.95,0.2,0.02,0.0,80.0,80.0,0.09151666666666668,0.0787,0.0787,0.0011135528725660089,16.246666666666666,0.27592269448766454,1.0,0.42061492774457926,0.11152265252263917,3.919519542235843,0.10433333333333335,0.007114304838375516,22.01,1.7613631085043204,0.9899999999999999,0.45626118048083875,0.09049821853254052,3.7879670325448145
71,7,6,"-1.0,-0.5,0.0,0.5,1.0",0.95,0.2,0.02,0.05,40.0,80.0,0.09030000000000002,0.0785,0.0785,0.0009165151389911746,16.01,0.22869193252058526,1.0,0.4144757344804027,0.11339750290416069,3.9424267796951056,0.10210000000000002,0.006075360071633629,21.02333333333333,1.2511727831651915,0.9933333333333333,0.445444588348531,0.09315963118463992,3.8195369586836687
72,7,6,"-1.0,-0.5,0.0,0.5,1.0",0.95,0.2,0.02,0.05,80.0,80.0,0.0912,0.07863333333333333,0.07863333333333333,0.0008736894948054124,16.183333333333334,0.23437861108329167,1.0,0.42071526009971927,0.11216088785078586,3.9251418077236035,0.10376666666666667,0.007467485074195556,21.69333333333333,1.4289973174689081,0.9899999999999999,0.4539783775377269,0.09130806675907081,3.793261576779713
