robot_name,robot_path,test_name,test_type,hand_path,trials,episodes_per_trial,episodes,max_steps,reward_mean,reward_std,tiz_mean,tiz_std,zpd_coverage_mean,zpd_coverage_std,episode_length_mean,episode_length_std,catch_rate,too_close_rate,too_far_rate,avg_distance_mean,avg_distance_std
tuned_cv_mpc,ConstantVelocityMPCController(grid-searched constant-velocity model),scripted_hand,scripted,,20,1000,20000,100,-39.48708228353753,0.20620163426730034,0.145377,0.0026432039967473346,0.5894339122269441,0.0036728431710998624,24.167499999999997,0.4570179657875952,0.9912999999999998,0.3365392043133506,0.0740268834597054,4.000047359674986,0.01721173732743673
tuned_cv_mpc,ConstantVelocityMPCController(grid-searched constant-velocity model),agent_H1,learned,C:\Users\admin\Desktop\research\RL\logs\league_zpd35_55_noid_warm_entropy_10iter_r5m_h1m_gru_noaux\iteration_1\hand\hand\best_model.zip,20,1000,20000,100,-28.72882655936341,1.1269596198179057,0.265802,0.009034511957808758,0.5819567205248551,0.004691985462101176,42.3922,1.168971864953401,0.8564999999999999,0.3621554847849702,0.05588779469017478,3.898242949187624,0.015075693556400352
