trial_index,trial_seed,episodes,reward_mean,reward_std,tiz_mean,tiz_std,zpd_coverage_mean,zpd_coverage_std,episode_length_mean,episode_length_std,catch_rate,too_close_rate,too_far_rate,avg_distance_mean,avg_distance_std,test_name,test_type
0,479243620,1000,-39.245253869692405,9.619404238880621,0.15211000000000002,0.10607402886474898,0.5878041615462504,0.15399961826694197,25.383,16.333373506109815,0.99,0.3349049072616589,0.07729093119209074,4.0254326622699415,0.6680184184135487,scripted_hand,scripted
1,454024514,1000,-39.01338778547132,10.201666584407016,0.14855000000000002,0.1072833034875754,0.5947720340549482,0.14985276079828475,24.373,15.72211996061778,0.988,0.33161771664928713,0.07361024929576479,4.006793738302461,0.64783892793189,scripted_hand,scripted
2,1818751028,1000,-39.65565433278456,8.933635785325885,0.14203,0.1007130687757166,0.5878353996541903,0.15235158649520864,23.755,15.44102977137213,0.992,0.33531588155495307,0.07684871879085663,4.014221612081891,0.626344307195674,scripted_hand,scripted
3,2288458700,1000,-39.329711080327115,9.566693807469942,0.14608,0.1020904307761313,0.5862904802681214,0.15767119049376624,24.296,15.33758865094594,0.989,0.34330576135299634,0.07040375837888234,3.9699457214611775,0.621738953946054,scripted_hand,scripted
4,2115331525,1000,-39.42066361336257,9.40577687808882,0.14879000000000003,0.10836502608719698,0.5907939673243688,0.14515162076425253,24.729,16.475831147836278,0.991,0.33121796547894544,0.07798806719668577,4.023496808349745,0.6357983607180832,scripted_hand,scripted
5,2666256175,1000,-39.34979786702512,9.688415651888095,0.14585000000000004,0.10253775641924048,0.5942430646872858,0.15202350546621043,24.112,15.539721327583033,0.99,0.334566306609296,0.07119062870341811,3.9925375383128654,0.6165951801417459,scripted_hand,scripted
6,975381835,1000,-39.651554745301624,9.030150115712788,0.14157,0.09969239526500341,0.5882826302338976,0.15857180997145268,23.386,14.662264012968325,0.991,0.33826928951836216,0.0734480802477403,3.998557862397394,0.6450273370565953,scripted_hand,scripted
7,2535166222,1000,-39.48878778176819,8.745939126339598,0.1422,0.09691105072050221,0.5889294438699135,0.1562656000794319,23.691,14.85052379739708,0.992,0.34064583134724896,0.07042472478283741,3.9791248195887583,0.6555030689739422,scripted_hand,scripted
8,1079577930,1000,-39.431157035377616,8.737486216923402,0.14756,0.10649313211276673,0.5894555436512948,0.1539925754898187,24.491,16.20520063212818,0.994,0.33658707141695365,0.07395738493175143,4.0073799759747,0.6461640777430756,scripted_hand,scripted
9,3715024065,1000,-39.50018931620873,9.489168109473397,0.14547,0.10460268075351042,0.5883915012392648,0.15022996142130976,24.198,15.967960789398619,0.99,0.33858588309670695,0.07302261566402818,3.991350353754573,0.5992776129931003,scripted_hand,scripted
10,2056590929,1000,-39.793410774729246,8.403098893592594,0.14555,0.10179715202381724,0.5919000156596032,0.1466958977307398,24.252,15.388089202018856,0.993,0.32960616271266824,0.07849382162772855,4.031807733025182,0.6326856127422196,scripted_hand,scripted
11,3339987600,1000,-39.583484032873805,8.04015544133592,0.14477,0.10143291248769176,0.5904933966594784,0.14697557666103492,24.027,15.329881808946743,0.995,0.33401417866875105,0.07549242467177049,4.018039888854658,0.657933366990841,scripted_hand,scripted
12,1788010607,1000,-39.39054240115755,10.044977448963044,0.14438,0.10590009646091184,0.588241740934057,0.15249862870047928,24.1,16.24801520180228,0.987,0.3386947924838985,0.0730634665820445,3.9950356636108486,0.6360974458586773,scripted_hand,scripted
13,2859898362,1000,-39.53485276553527,8.048767044361927,0.14357,0.09564676368494338,0.5877368301852591,0.16430316992495148,23.748,14.359062597491477,0.996,0.3424466287156417,0.06981654109909917,3.9752984282444683,0.6305073352217969,scripted_hand,scripted
14,1908601667,1000,-39.541595790334625,8.389206641310489,0.14251000000000003,0.09633109352425924,0.5922155119015516,0.15615292927413718,23.534,14.742665640588552,0.993,0.3337477582629973,0.07403672983545098,3.9935335200575066,0.6080480413878587,scripted_hand,scripted
15,726301638,1000,-39.096457398980014,9.149786557029225,0.14719,0.10563693986036828,0.5993256660126254,0.14459871224367954,24.077,15.66040610326946,0.993,0.3285034045189031,0.07217092946847163,3.986733282956766,0.5893449017358807,scripted_hand,scripted
16,2584016318,1000,-39.69697063970759,9.231162435096852,0.14464,0.0998019580510865,0.5863502822699254,0.15674356177356927,24.252,15.368626831655805,0.99,0.3387239210179716,0.07492579671210294,4.009226435736651,0.6598996302331108,scripted_hand,scripted
17,4074852312,1000,-39.65530830133692,10.148248356812214,0.14393,0.10671665073241168,0.5851161136098302,0.15476335542554595,24.106,15.983561500436572,0.988,0.3393867008622867,0.07549718552788304,3.9947930408560586,0.6295191130687539,scripted_hand,scripted
18,3205241267,1000,-39.6838818956665,8.676256511451777,0.14707,0.10137056323751532,0.5868034254767747,0.15178725423927017,24.77,15.889858010302913,0.991,0.3410551117086604,0.07214146281456506,3.982054327191101,0.6146116336127238,scripted_hand,scripted
19,1304481603,1000,-39.678984243109795,8.352889639076732,0.14372,0.10247078540668,0.5836970353002394,0.15655238737773544,24.07,15.735205645198818,0.993,0.3395888130288246,0.07671415167093597,4.005583780472973,0.6450959754629885,scripted_hand,scripted
0,479243620,1000,-27.727177854821456,31.647720094050527,0.27668,0.24598065794709162,0.5854797209663429,0.17808217663308226,43.631,31.609492229376276,0.855,0.3615734703067787,0.05294680872687827,3.8888575606232645,0.5513059957328328,agent_H1,learned
1,454024514,1000,-28.886085059239026,31.125443674953065,0.26554,0.24233041994853316,0.5782633011737577,0.1698235562076082,42.611,31.645143293941555,0.853,0.3619668863125905,0.059769812513651835,3.925645229606288,0.6132606563646776,agent_H1,learned
2,1818751028,1000,-30.13476551523627,29.500713058815602,0.25390999999999997,0.23219329367065197,0.5761116874517938,0.17244101025144867,41.016,30.605922081624442,0.865,0.36772157024460955,0.05616674230359675,3.887526692620776,0.6009747533037941,agent_H1,learned
3,2288458700,1000,-29.2918306152869,30.957168946092153,0.26078,0.23755383268519037,0.5823754221793798,0.1699884662453029,41.622,31.052912897172778,0.864,0.3589394584819667,0.05868511933865359,3.9113018844576444,0.5751232231081937,agent_H1,learned
4,2115331525,1000,-30.474421608296463,29.69257919364519,0.25317,0.23261504865519958,0.5683535594113214,0.17428682281527433,41.377,30.899962438143493,0.869,0.37284410448112904,0.05880233610754954,3.8993546336989278,0.6059581748623005,agent_H1,learned
5,2666256175,1000,-30.876128139751465,28.950621194691887,0.24849,0.22682343081958878,0.5785540639245759,0.17029731603285794,40.108,30.09248899466267,0.878,0.3680478221855743,0.05339811388984986,3.8698473177677406,0.5516187770790868,agent_H1,learned
6,975381835,1000,-28.333504952182114,31.998100650413793,0.26843,0.2430397156914964,0.5813885655549286,0.16889669218559913,42.824,31.53606740777213,0.848,0.35828415903373695,0.0603272754113344,3.9294102640584736,0.6212017665476549,agent_H1,learned
7,2535166222,1000,-28.02191189804145,31.713727542396644,0.26675,0.2451853448992279,0.5831671301053273,0.1695406143639581,42.381,32.15150942892975,0.846,0.3645533554267947,0.05227951446787816,3.876337957883893,0.5745279309419741,agent_H1,learned
8,1079577930,1000,-27.42715020871516,32.50666360554918,0.27671,0.24918661655448085,0.5871380300433469,0.1749189130026011,43.611,32.22067427678773,0.842,0.3588429203313365,0.05401904962531664,3.8917197531967966,0.5519675066405008,agent_H1,learned
9,3715024065,1000,-28.966683993622055,31.300752858488238,0.25348000000000004,0.24115896675688267,0.5798823818702787,0.17150614495472294,40.21,31.32045451252058,0.859,0.36306891430384985,0.05704870382587134,3.8950290927583606,0.5912452544930339,agent_H1,learned
