robot_name,robot_path,test_name,test_type,hand_path,trials,episodes_per_trial,episodes,max_steps,reward_mean,reward_std,tiz_mean,tiz_std,zpd_coverage_mean,zpd_coverage_std,episode_length_mean,episode_length_std,catch_rate,too_close_rate,too_far_rate,avg_distance_mean,avg_distance_std
cv_mpc,"ConstantVelocityMPCController(constant-hand-velocity, deterministic-action-grid)",scripted_hand,scripted,,1,5,5,20,-42.23691068944358,0.0,0.31,0.0,0.49028749028749036,0.0,12.4,0.0,1.0,0.37847707847707845,0.13123543123543124,3.961459757204868,0.0
cv_mpc,"ConstantVelocityMPCController(constant-hand-velocity, deterministic-action-grid)",agent_H1,learned,C:\Users\admin\Desktop\research\RL\logs\league_zpd35_55_noid_warm_entropy_10iter_r5m_h1m_gru_noaux\iteration_1\hand\hand\best_model.zip,1,5,5,20,-29.07656491500478,0.0,0.37,0.0,0.4177777777777778,0.0,16.0,0.0,0.6,0.48500000000000004,0.09722222222222222,3.613878846532022,0.0
