rank_input_order,horizon,velocity_window,action_grid,discount,effort_weight,smoothness_weight,collision_penalty,oob_penalty,boundary_band,boundary_barrier_weight,collision_buffer,collision_barrier_weight,safety_pass,score_mean_tiz,score_min_tiz,mean_catch_rate,mean_boundary_occupancy,scripted_tiz_mean,scripted_tiz_std,scripted_episode_length_mean,scripted_episode_length_std,scripted_catch_rate,scripted_oob_rate,scripted_boundary_occupancy_mean,scripted_min_clearance_mean,scripted_min_clearance_p05,scripted_too_close_rate,scripted_too_far_rate,scripted_avg_distance_mean,h1_tiz_mean,h1_tiz_std,h1_episode_length_mean,h1_episode_length_std,h1_catch_rate,h1_oob_rate,h1_boundary_occupancy_mean,h1_min_clearance_mean,h1_min_clearance_p05,h1_too_close_rate,h1_too_far_rate,h1_avg_distance_mean
1,5,3,"-1.0,-0.5,0.0,0.5,1.0",0.95,0.01,0.03,120.0,240.0,1.0,16.0,1.0,4.0,True,0.22047500000000003,0.15485000000000002,0.9025000000000001,0.017225616387534143,0.15485000000000002,0.0071417784899841285,28.43,2.163746750430837,1.0,0.0,0.0159961865801586,0.6596048002310351,0.13023019454626375,0.4128200715337328,0.06030413767729918,3.778853757447504,0.2861,0.005091168824543171,49.69,1.2020815280171278,0.805,0.0,0.01845504619490969,0.6308578292725883,0.12398285504097763,0.4028847603777347,0.04584430836606326,3.7764664015169194
2,5,3,"-1.0,-0.5,0.0,0.5,1.0",0.95,0.01,0.03,120.0,240.0,1.0,16.0,1.0,8.0,True,0.237975,0.16035,0.8625,0.022273769500897052,0.16035,0.0037476659402887014,30.134999999999998,1.27986327394765,0.995,0.0,0.02246504720759762,0.5451653449516183,0.08649146986711335,0.43205708388640474,0.05810878058342143,3.747764969674567,0.3156,0.006505382386916227,53.725,0.8980256121069126,0.73,0.0,0.022082491794196486,0.5210732478347052,0.09202920714689888,0.4056422753764667,0.045221919931182866,3.7767384254531513
3,5,3,"-1.0,-0.5,0.0,0.5,1.0",0.95,0.01,0.03,120.0,240.0,1.0,20.0,1.0,4.0,True,0.22265000000000001,0.15235,0.895,0.014851460841703168,0.15235,0.004030508652763309,27.740000000000002,1.35764501987817,1.0,0.0,0.01307661982479778,0.7006578735872151,0.10842715574842131,0.4079729827006119,0.06099880655924821,3.7868741443742397,0.29295,0.025809397513309046,49.775,3.1183409050326723,0.79,0.0,0.016626301858608555,0.6574570738649446,0.12780046368234857,0.39944615111661547,0.045412046458118485,3.7742205388880494
4,5,3,"-1.0,-0.5,0.0,0.5,1.0",0.95,0.01,0.03,120.0,240.0,1.0,20.0,1.0,8.0,True,0.22985000000000003,0.1558,0.8625,0.020717494541821816,0.1558,0.002404163056034252,29.125,1.2091525958289968,0.99,0.0,0.02095180171853811,0.5886283920553804,0.1269883520409934,0.4268023450885523,0.059340545829829006,3.7629510869499674,0.30390000000000006,0.025455844122715773,52.855000000000004,2.9769195487953657,0.735,0.0,0.020483187365105522,0.5746890380298904,0.12398285504097763,0.41415715596043307,0.04452118354258505,3.7548435126806883
5,5,3,"-1.0,-0.5,0.0,0.5,1.0",0.95,0.01,0.03,120.0,240.0,1.0,24.0,1.0,4.0,True,0.220425,0.14945000000000003,0.88,0.014506512432869222,0.14945000000000003,0.0007778174593052147,27.38,0.6363961030678917,1.0,0.0,0.0111217766627433,0.7093892069025732,0.1306611169269644,0.41136114083500286,0.06229190531257103,3.790156436303921,0.2914,0.01753624817342641,48.92,2.8567113959936514,0.76,0.0,0.017891248202995147,0.6521949014448292,0.12398285504097763,0.39775448295812715,0.046897432042857165,3.7860065682853197
6,5,3,"-1.0,-0.5,0.0,0.5,1.0",0.95,0.01,0.03,120.0,240.0,1.0,24.0,1.0,8.0,True,0.22365,0.15184999999999998,0.865,0.015552328512815934,0.15184999999999998,0.002616295090390232,28.45,1.2586500705120554,0.985,0.0,0.013131088153071738,0.6545519710816622,0.1338763019272336,0.42398337327368996,0.06092134162351964,3.7757600646329035,0.29545,0.0037476659402887603,50.765,0.5868986283848332,0.745,0.0,0.01797356887256013,0.6209013127979623,0.12888888289508155,0.4073857304561507,0.04625177005536671,3.774953909578643
