robot_name,robot_path,test_name,test_type,hand_path,trials,episodes_per_trial,episodes,max_steps,reward_mean,reward_std,tiz_mean,tiz_std,zpd_coverage_mean,zpd_coverage_std,episode_length_mean,episode_length_std,catch_rate,too_close_rate,too_far_rate,avg_distance_mean,avg_distance_std
reactive_apf,ReactiveAPFController(radial+boundary),scripted_hand,scripted,,1,5,5,100,-60.83984213238476,0.0,0.026000000000000002,0.0,0.2257703081232493,0.0,12.4,0.0,1.0,0.5959617180205415,0.17826797385620913,3.7183360649512416,0.0
reactive_apf,ReactiveAPFController(radial+boundary),agent_H1,learned,C:\Users\admin\Desktop\research\RL\logs\league_zpd35_55_noid_warm_entropy_10iter_r5m_h1m_gru_noaux\iteration_1\hand\hand\best_model.zip,1,5,5,100,-54.89864760362211,0.0,0.096,0.0,0.2738196286472149,0.0,33.4,0.0,0.4,0.6147444739168877,0.11143589743589744,3.5988249030306454,0.0
