rank_input_order,radial_gain,tangent_gain,boundary_gain,boundary_band,boundary_guard,smoothing,score_mean_tiz,score_min_tiz,scripted_tiz_mean,scripted_tiz_std,scripted_episode_length_mean,scripted_episode_length_std,scripted_catch_rate,scripted_too_close_rate,scripted_too_far_rate,scripted_avg_distance_mean,h1_tiz_mean,h1_tiz_std,h1_episode_length_mean,h1_episode_length_std,h1_catch_rate,h1_too_close_rate,h1_too_far_rate,h1_avg_distance_mean
1,1.2,0.3,1.35,1.25,0.2,0.1,0.11499999999999999,0.05800000000000001,0.05800000000000001,0.0,12.8,0.0,1.0,0.3760631525337408,0.17666921313980138,4.099610152281567,0.172,0.0,33.8,0.0,0.8,0.44633986928104574,0.0737516339869281,3.747170916788771
