step,t_wall_s,t_task_s,control_dt_s,control_loop_hz_inst,vision_frame_available,vision_frame_id,vision_age_s,camera_dt_s,camera_hz_inst,hand_detected,microrobot_detected,dead_reckoning_used,dead_reckoning_age_s,hand_x_cm,hand_y_cm,robot_x_cm,robot_y_cm,microrobot_x_cm,microrobot_y_cm,distance_cm,in_zpd,virtual_hand_stride_cm,virtual_hand_smoothing_alpha,virtual_hand_delay_frames,virtual_hand_action_x,virtual_hand_action_y,virtual_hand_action_norm,virtual_hand_command_dx_cm,virtual_hand_command_dy_cm,virtual_hand_command_norm_cm,virtual_hand_delayed_dx_cm,virtual_hand_delayed_dy_cm,virtual_hand_delayed_norm_cm,virtual_hand_smoothed_dx_cm,virtual_hand_smoothed_dy_cm,virtual_hand_smoothed_norm_cm,virtual_hand_exec_dx_cm,virtual_hand_exec_dy_cm,virtual_hand_exec_norm_cm,virtual_hand_actual_dx_cm,virtual_hand_actual_dy_cm,virtual_hand_actual_norm_cm,virtual_hand_accel_clipped,virtual_hand_workspace_clipped,virtual_hand_policy_inference_ms,policy_inference_ms,action_x,action_y,action_norm,last_action_x,last_action_y,virtual_target_x_px,virtual_target_y_px,desired_target_x_px,desired_target_y_px,target_clipped,target_step_limited,robot_world_x,robot_world_y,robot_world_z,safety_stop,safety_reason,task_finished,done_reason
0,1787577410.079604,1.993030309677124e-07,,,False,,,,,False,False,False,,10.471966743469238,1.6202049255371094,7.500293731689453,4.999375820159912,,,4.499959468841553,True,0.272959517,0.714377141605,2,-1.0,1.0,1.4142135381698608,-0.27295953035354614,0.27295953035354614,0.38602307438850403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,2.3736003786325455,0.9800000116229057,0.0,0.0,0.0,0.0,0.0,768.0300903320312,523.9345703125,768.0300903320312,523.9345703125,False,False,-0.22704788218706393,-0.5227257646958517,0.11298386118734803,False,,False,caught
1,1787577410.137462,0.058543600142002106,0.05854340083897114,17.08134453532328,False,,,,,False,False,False,,10.471966743469238,1.6202049255371094,7.499534606933594,4.9981184005737305,,,4.49951696395874,True,0.272959517,0.714377141605,2,-0.975346565246582,1.0,1.3968896865844727,-0.26623013615608215,0.27295953035354614,0.3812943398952484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,1.5143007040023804,0.9732004255056381,0.0,0.0,0.0,0.0,0.0,767.9523315429688,523.8028564453125,767.9523315429688,523.8028564453125,False,False,-0.22703971943965884,-0.522650947713896,0.11296417257718913,False,,False,caught
2,1787577410.1987622,0.11987929977476597,0.06133569963276386,16.303718812817245,False,,,,,False,False,False,,10.471966743469238,1.6202049255371094,7.4986162185668945,4.99411153793335,,,4.497117042541504,True,0.272959517,0.714377141605,2,-1.0,1.0,1.4142135381698608,-0.27295953035354614,0.27295953035354614,0.38602307438850403,-0.27295953035354614,0.27295953035354614,0.38602307438850403,-0.19499605894088745,0.19499605894088745,0.2757660746574402,-0.19499605894088745,0.19499605894088745,0.2757660746574402,-0.19499588012695312,0.19499611854553223,0.275765985250473,False,False,1.608499325811863,0.8950000628829002,0.0,0.0,0.0,0.0,0.0,767.8583374023438,523.3829345703125,767.8583374023438,523.3829345703125,False,False,-0.2269566764639578,-0.5224558022430887,0.11299793708578573,False,,False,caught
3,1787577410.2596529,0.1807763995602727,0.060897099785506725,16.421143264986753,False,,,,,False,False,False,,10.276970863342285,1.8152010440826416,7.496267795562744,4.992358207702637,,,4.222160339355469,True,0.272959517,0.714377141605,2,-1.0,1.0,1.4142135381698608,-0.27295953035354614,0.27295953035354614,0.38602307438850403,-0.26623013615608215,0.27295953035354614,0.3812943398952484,-0.2458840161561966,0.25069141387939453,0.3511483073234558,-0.2458840161561966,0.25069141387939453,0.3511483073234558,-0.24588394165039062,0.25069141387939453,0.35114824771881104,False,False,1.5706000849604607,0.9751999750733376,-1.0,0.0,1.0,0.0,0.0,706.1778564453125,523.1990966796875,706.1778564453125,523.1990966796875,False,False,-0.22699432103990116,-0.5223143330792847,0.1129785056480955,False,,False,caught
4,1787577410.3220847,0.24272650014609098,0.06195010058581829,16.14202383117553,False,,,,,False,False,False,,10.031086921691895,2.065892457962036,7.493741035461426,4.99151086807251,,,3.87264347076416,True,0.272959517,0.714377141605,2,-0.8170177936553955,1.0,1.2913241386413574,-0.2230127900838852,0.27295953035354614,0.3524792492389679,-0.27295953035354614,0.27295953035354614,0.38602307438850403,-0.2652261257171631,0.26659926772117615,0.3760586082935333,-0.2652261257171631,0.26659926772117615,0.3760586082935333,-0.2652263641357422,0.266599178314209,0.3760586977005005,False,False,1.7635999247431755,0.9751003235578537,-1.0,1.0,1.4142135381698608,-1.0,0.0,705.9190673828125,585.9903564453125,705.9190673828125,585.9903564453125,False,False,-0.22706541092075824,-0.5222058317546384,0.11298002156767112,False,,False,caught
5,1787577410.383274,0.3044354999437928,0.061708999797701836,16.205091692917733,False,,,,,False,False,False,,9.765860557556152,2.332491636276245,7.306458950042725,4.990673542022705,,,3.6214067935943604,True,0.272959517,0.714377141605,2,-1.0,1.0,1.4142135381698608,-0.27295953035354614,0.27295953035354614,0.38602307438850403,-0.27295953035354614,0.27295953035354614,0.38602307438850403,-0.2707507610321045,0.2711428701877594,0.3831767439842224,-0.2707507610321045,0.2711428701877594,0.3831767439842224,-0.2707509994506836,0.27114295959472656,0.3831770122051239,False,False,1.7542000859975815,0.9260997176170349,-1.0,1.0,1.4142135381698608,-1.0,1.0,686.7413940429688,585.902587890625,686.7413940429688,585.902587890625,False,False,-0.23415253637661582,-0.5167784541035905,0.11293765529255984,False,,False,caught
6,1787577410.444504,0.36562509927898645,0.061189599335193634,16.34264664035548,False,,,,,False,False,False,,9.495109558105469,2.6036345958709717,7.106180667877197,5.158780574798584,,,3.4979639053344727,False,0.272959517,0.714377141605,2,-1.0,1.0,1.4142135381698608,-0.27295953035354614,0.27295953035354614,0.38602307438850403,-0.2230127900838852,0.27295953035354614,0.3524792492389679,-0.23664791882038116,0.27244067192077637,0.3608686327934265,-0.23664791882038116,0.27244067192077637,0.3608686327934265,-0.2366476058959961,0.27244067192077637,0.3608684241771698,False,False,1.6409000381827354,0.9318999946117401,-1.0,1.0,1.4142135381698608,-1.0,1.0,666.2329711914062,603.5202026367188,666.2329711914062,603.5202026367188,False,False,-0.24665597963921418,-0.5180939591319065,0.11311379657766366,False,,False,caught
7,1787577410.5052662,0.42639169935137033,0.06076660007238388,16.456408599606053,False,,,,,False,False,False,,9.258461952209473,2.876075267791748,6.928421497344971,5.385507106781006,,,3.4243741035461426,False,0.272959517,0.714377141605,2,-1.0,1.0,1.4142135381698608,-0.27295953035354614,0.27295953035354614,0.38602307438850403,-0.27295953035354614,0.27295953035354614,0.38602307438850403,-0.2625880241394043,0.2728113532066345,0.37865352630615234,-0.2625880241394043,0.2728113532066345,0.37865352630615234,-0.2625875473022461,0.2728114128112793,0.37865325808525085,False,False,1.6617998480796814,0.9402995929121971,-1.0,1.0,1.4142135381698608,-1.0,1.0,648.0303344726562,627.2811279296875,648.0303344726562,627.2811279296875,False,False,-0.25995251629096616,-0.5225031941143689,0.11289973333039655,False,,False,caught
8,1787577410.5661051,0.48723929934203625,0.06084759999066591,16.4345019385054,False,,,,,False,False,False,,8.995874404907227,3.1488866806030273,6.769148826599121,5.5290985107421875,,,3.259403944015503,False,0.272959517,0.714377141605,2,-0.8494184017181396,1.0,1.3120638132095337,-0.23185685276985168,0.27295953035354614,0.35814034938812256,-0.27295953035354614,0.27295953035354614,0.38602307438850403,-0.2699970602989197,0.272917240858078,0.3839039206504822,-0.2699970602989197,0.272917240858078,0.3839039206504822,-0.26999664306640625,0.2729172706604004,0.3839036524295807,False,False,1.635199412703514,0.9944001212716103,-1.0,1.0,1.4142135381698608,-1.0,1.0,631.7208251953125,642.3294677734375,631.7208251953125,642.3294677734375,False,False,-0.2700885040621647,-0.5239475958268395,0.11309905798689343,False,,False,caught
9,1787577410.6285677,0.5486709997057915,0.061431700363755226,16.27824061646845,False,,,,,False,False,False,,8.72587776184082,3.4218039512634277,6.582371711730957,5.715367794036865,,,3.1392757892608643,False,0.272959517,0.714377141605,2,-1.0,1.0,1.4142135381698608,-0.27295953035354614,0.27295953035354614,0.38602307438850403,-0.27295953035354614,0.27295953035354614,0.38602307438850403,-0.27211326360702515,0.2729474902153015,0.38541659712791443,-0.27211326360702515,0.2729474902153015,0.38541659712791443,-0.2721128463745117,0.2729475498199463,0.3854163587093353,False,False,1.9558006897568703,0.9567998349666595,-1.0,1.0,1.4142135381698608,-1.0,1.0,612.5948486328125,661.8505249023438,612.5948486328125,661.8505249023438,False,False,-0.2824375522213832,-0.5263790484212225,0.11292261139344961,False,,False,caught
